Genes,Transcript_Count,Norm_Symbol
EAPP,5.0,EAPP
TRPM2,8.0,TRPM2
DNAJB1,11.0,DNAJB1
ASH2L,12.0,ASH2L
ZMAT2,3.0,ZMAT2
MPZL2,7.0,MPZL2
DIRAS2,3.0,DIRAS2
SIKE1,10.0,SIKE1
HAPLN4,2.0,HAPLN4
AVPR1B,2.0,AVPR1B
PLSCR4,11.0,PLSCR4
SPON2,22.0,SPON2
ACAT1,12.0,ACAT1
IRF9,15.0,IRF9
RAB40C,12.0,RAB40C
AC136352.3,1.0,AC136352.3
FKBP2,9.0,FKBP2
AC010330.1,6.0,AC010330.1
AC004086.1,13.0,AC004086.1
INCA1,4.0,INCA1
DAZAP2,15.0,DAZAP2
DENND2D,8.0,DENND2D
NUPR2,1.0,NUPR2
AKT1,20.0,AKT1
OAF,3.0,OAF
KCNAB2,48.0,KCNAB2
KPNA4,3.0,KPNA4
ABHD18,7.0,ABHD18
NUP37,9.0,NUP37
MYOCOS,4.0,MYOCOS
ZNF726,6.0,ZNF726
MEIOB,6.0,MEIOB
SET,11.0,SET
PRPS2,5.0,PRPS2
KLK1,4.0,KLK1
ARL3,1.0,ARL3
DENND5B,7.0,DENND5B
NAA38,7.0,NAA38
PGBD5,3.0,PGBD5
PAK1IP1,1.0,PAK1IP1
AC034102.3,1.0,AC034102.3
ST8SIA5,9.0,ST8SIA5
CYP24A1,6.0,CYP24A1
SLC25A36,16.0,SLC25A36
PLEKHH2,8.0,PLEKHH2
PRSS22,9.666666666666666,PRSS22
TLR6,5.0,TLR6
CLCN3,11.0,CLCN3
MICOS13,6.0,MICOS13
HNRNPL,15.0,HNRNPL
CLCA1,2.0,CLCA1
KRBOX4,7.0,KRBOX4
UTF1,1.0,UTF1
PRAMEF2,1.0,PRAMEF2
TCP11L1,11.0,TCP11L1
BACH2,10.0,BACH2
CFAP126,1.0,CFAP126
ZNF629,1.0,ZNF629
BBS5,6.0,BBS5
LZTS1,4.0,LZTS1
ABCF1,7.0,ABCF1
BRWD1,16.0,BRWD1
RNF220,18.0,RNF220
SPRED2,8.0,SPRED2
CT476828.13,2.0,CT476828.13
ANKRD20A3,10.0,ANKRD20A3
MYBPH,2.0,MYBPH
ZNF843,3.0,ZNF843
PSG11,13.0,PSG11
DCAF12L2,1.0,DCAF12L2
TSPAN8,7.0,TSPAN8
C11orf65,8.0,C11orf65
RPL3L,3.0,RPL3L
RFPL4B,1.0,RFPL4B
YPEL2,5.0,YPEL2
KRT23,9.0,KRT23
TRARG1,1.0,TRARG1
PCSK1N,2.0,PCSK1N
ATP5PO,11.0,ATP5PO
OPRD1,2.0,OPRD1
CTR9,6.0,CTR9
OR10J1,3.0,OR10J1
TP53I3,6.0,TP53I3
ZBTB32,6.0,ZBTB32
AC133551.1,1.0,AC133551.1
DNM1L,30.0,DNM1L
SPDYE16,3.0,SPDYE16
CUL4B,7.0,CUL4B
TIMM44,12.0,TIMM44
ZNF616,5.0,ZNF616
SLC25A14,15.0,SLC25A14
THEMIS,5.2,THEMIS
CYP2D7,8.0,CYP2D7
KLHL15,1.0,KLHL15
AKIP1,11.0,AKIP1
EIF4EBP2,1.0,EIF4EBP2
ZNF652,4.0,ZNF652
FAM155B,1.0,FAM155B
ANGPTL2,4.0,ANGPTL2
LYZ,3.0,LYZ
REN,2.0,REN
GPR146,5.0,GPR146
SPDEF,2.0,SPDEF
CHML,5.0,CHML
DEFB119,4.0,DEFB119
CTXN1,1.0,CTXN1
ERI2,15.0,ERI2
ZBTB8OS,15.0,ZBTB8OS
MICA,7.24,MICA
RPL29,10.0,RPL29
TLR4,4.0,TLR4
ITPKA,4.0,ITPKA
LARS,16.0,LARS
NMU,6.0,NMU
SP2,6.0,SP2
ZNF439,5.0,ZNF439
KIR2DS5,11.56,KIR2DS5
OLFML3,5.0,OLFML3
ORC3,6.0,ORC3
SLC6A18,2.0,SLC6A18
SPIN2A,3.0,SPIN2A
PDPK1,17.0,PDPK1
DESI1,4.0,DESI1
AC275401.1,2.0,AC275401.1
LTV1,1.0,LTV1
CLPSL1,2.0,CLPSL1
TOM1,19.0,TOM1
MGAT4B,23.0,MGAT4B
LCP1,7.0,LCP1
DCBLD2,10.0,DCBLD2
AC006486.1,1.0,AC006486.1
DEFB116,1.0,DEFB116
HSD3B2,6.0,HSD3B2
ERICH6B,4.0,ERICH6B
C6orf120,1.0,C6orf120
NAP1L2,1.0,NAP1L2
MAGEA2,9.0,MAGEA2
CCBE1,6.0,CCBE1
CDK19,8.0,CDK19
NFIB,23.0,NFIB
SLC7A1,3.0,SLC7A1
XRRA1,20.0,XRRA1
FAM9A,2.0,FAM9A
ADPRHL1,4.0,ADPRHL1
TFEB,17.0,TFEB
KLHL35,5.0,KLHL35
FAM236A,2.0,FAM236A
ANKRD46,11.0,ANKRD46
BUB1B,11.0,BUB1B
OR9I1,3.0,OR9I1
METTL22,18.0,METTL22
SLC16A6,5.0,SLC16A6
MTCH1,6.0,MTCH1
ZG16B,6.0,ZG16B
AKR7A2,5.0,AKR7A2
CDT1,3.0,CDT1
TTC32,4.0,TTC32
MEX3D,2.0,MEX3D
AGER,15.0,AGER
EMC4,13.0,EMC4
C18orf25,6.0,C18orf25
MOB3B,2.0,MOB3B
FGFR2,27.0,FGFR2
SMIM33,1.0,SMIM33
NINL,7.0,NINL
TGM3,2.0,TGM3
SLC39A8,8.0,SLC39A8
GPR18,4.0,GPR18
AC010616.1,1.0,AC010616.1
FANCD2OS,6.0,FANCD2OS
GDNF,8.0,GDNF
SLC7A9,6.0,SLC7A9
FNDC11,4.0,FNDC11
NOTO,1.0,NOTO
AMMECR1,5.0,AMMECR1
CRLF1,5.0,CRLF1
FUT9,2.0,FUT9
NID1,2.0,NID1
OPN3,7.0,OPN3
TGM2,6.0,TGM2
AC114267.1,2.0,AC114267.1
SMIM7,21.0,SMIM7
HSP90AA1,10.0,HSP90AA1
MYCN,2.0,MYCN
LGI4,9.0,LGI4
PLEKHM2,5.0,PLEKHM2
EIF2B4,12.0,EIF2B4
CHST13,2.0,CHST13
TRAIP,11.0,TRAIP
NOP14,5.0,NOP14
RFK,6.0,RFK
MBD1,27.0,MBD1
ETFRF1,11.0,ETFRF1
CCL8,1.0,CCL8
FBLN1,18.0,FBLN1
BEX4,2.0,BEX4
ARSE,6.0,ARSE
NPPC,2.0,NPPC
FBXL17,6.0,FBXL17
CLTB,8.0,CLTB
LRRC46,5.0,LRRC46
UBE2R2,1.0,UBE2R2
ZNF75A,11.0,ZNF75A
NDUFAF1,4.0,NDUFAF1
AK9,12.0,AK9
GRP,5.0,GRP
F3,4.0,F3
MPDZ,19.0,MPDZ
WDPCP,17.0,WDPCP
C6orf223,4.0,C6orf223
ACTA2,6.0,ACTA2
CDC42BPG,4.0,CDC42BPG
ATG4D,12.0,ATG4D
IL6ST,16.0,IL6ST
DDRGK1,4.0,DDRGK1
DEFB108B,2.0,DEFB108B
TUNAR,3.0,TUNAR
ARL6IP1,8.0,ARL6IP1
RPS21,5.0,RPS21
CINP,9.0,CINP
SSR4,12.0,SSR4
MED13,6.0,MED13
SEC14L1,23.0,SEC14L1
EXOSC10,11.0,EXOSC10
DNAJB9,3.0,DNAJB9
ZNF620,5.0,ZNF620
C16orf95,7.0,C16orf95
ADGRB3,5.0,ADGRB3
FAM243B,1.0,FAM243B
POU2AF1,12.0,POU2AF1
CD55,14.0,CD55
TMEM70,7.0,TMEM70
SLC6A1,41.0,SLC6A1
ICK,2.0,ICK
ADAT3,2.0,ADAT3
C8orf86,5.0,C8orf86
MAGEA3,3.0,MAGEA3
CDK10,22.0,CDK10
PNLDC1,7.0,PNLDC1
MAPKAPK3,8.0,MAPKAPK3
ADRA1D,2.0,ADRA1D
SOX7,1.0,SOX7
BCL6,11.0,BCL6
IQCF2,2.0,IQCF2
PLS1,12.0,PLS1
RELL2,7.0,RELL2
NPIPA8,3.0,NPIPA8
ZNF23,12.0,ZNF23
TSC22D1,13.0,TSC22D1
HAVCR2,6.0,HAVCR2
AC243837.2,2.0,AC243837.2
DYRK4,17.0,DYRK4
NAA15,8.0,NAA15
ZZEF1,11.0,ZZEF1
CBX7,7.0,CBX7
APC,10.0,APC
ZSCAN30,12.0,ZSCAN30
TSNAXIP1,16.0,TSNAXIP1
BTG2,2.0,BTG2
CYB5R4,3.0,CYB5R4
RNF207,9.0,RNF207
TMEM184B,13.0,TMEM184B
PPIAL4G,1.0,PPIAL4G
FAM237A,2.0,FAM237A
IDUA,13.0,IDUA
AC236972.4,1.0,AC236972.4
SLFN12,8.0,SLFN12
RHOC,19.0,RHOC
CREBRF,6.0,CREBRF
HHLA3,7.0,HHLA3
RUFY2,13.0,RUFY2
MUC6,4.2,MUC6
USB1,16.0,USB1
FBLN5,9.0,FBLN5
PSKH1,3.0,PSKH1
ELMOD3,22.0,ELMOD3
GUK1,39.0,GUK1
TSPO2,3.0,TSPO2
TPX2,2.0,TPX2
CDCA7L,10.0,CDCA7L
DOK6,5.0,DOK6
GRIN3A,3.0,GRIN3A
ADAMTS14,2.0,ADAMTS14
TMEM52B,6.0,TMEM52B
CPA5,11.0,CPA5
NANP,1.0,NANP
HECA,1.0,HECA
ATP8B2,6.0,ATP8B2
CISH,3.0,CISH
FAM228B,10.0,FAM228B
ALDH8A1,6.0,ALDH8A1
SMARCE1,51.0,SMARCE1
AC005697.1,1.0,AC005697.1
RBM17,12.0,RBM17
SRSF3,8.0,SRSF3
LGR4,6.0,LGR4
KIR2DL2,2.4545454545454546,KIR2DL2
HEPN1,1.0,HEPN1
NIFK,7.0,NIFK
SAMD3,15.0,SAMD3
HTRA3,2.0,HTRA3
ZBTB12,1.0,ZBTB12
FAM207A,5.0,FAM207A
GJB4,1.0,GJB4
AC093668.2,1.0,AC093668.2
FOXE3,1.0,FOXE3
NPFFR2,5.0,NPFFR2
OR5D16,1.0,OR5D16
RGS20,10.0,RGS20
B4GALNT2,3.0,B4GALNT2
UBE2D2,8.0,UBE2D2
YJU2,2.0,YJU2
CDKAL1,4.0,CDKAL1
STMN2,3.0,STMN2
ZBTB4,2.0,ZBTB4
AOC2,2.0,AOC2
WDR46,9.8,WDR46
MTCH2,6.0,MTCH2
PHYKPL,18.0,PHYKPL
TEAD3,3.0,TEAD3
FPR3,2.0,FPR3
ZNF814,15.0,ZNF814
UMODL1,14.0,UMODL1
FREM2,2.0,FREM2
DEFB113,1.0,DEFB113
KCNJ2,2.0,KCNJ2
USP26,3.0,USP26
EMC3,5.0,EMC3
GSTM5,8.0,GSTM5
TXNDC16,4.0,TXNDC16
NAA80,7.0,NAA80
PMP2,2.0,PMP2
ZNF512,8.0,ZNF512
ZMAT1,7.0,ZMAT1
RFLNA,5.0,RFLNA
PLEK2,6.0,PLEK2
RPS6KB1,12.0,RPS6KB1
CLEC17A,4.0,CLEC17A
PRR12,3.0,PRR12
RBMY1D,3.0,RBMY1D
ATP1B3,10.0,ATP1B3
NOX3,1.0,NOX3
XRCC2,2.0,XRCC2
TBC1D31,15.0,TBC1D31
SSH3,11.0,SSH3
SH3BP5,9.0,SH3BP5
IER3,2.0,IER3
SYDE1,5.0,SYDE1
MYB,42.0,MYB
FSTL4,7.0,FSTL4
TMED7-TICAM2,3.0,TMED7-TICAM2
AC087651.1,5.0,AC087651.1
UPF3B,5.0,UPF3B
GIPC1,13.0,GIPC1
SCO1,5.0,SCO1
TBC1D3G,1.0,TBC1D3G
FXYD6-FXYD2,2.0,FXYD6-FXYD2
AGAP9,1.0,AGAP9
MATN1,3.0,MATN1
RNF34,11.0,RNF34
AL133414.5,1.0,AL133414.5
SETD9,11.0,SETD9
MFN1,9.0,MFN1
EPS15,9.0,EPS15
ZNF12,5.0,ZNF12
FGF9,3.0,FGF9
WDR77,4.0,WDR77
POC1B,14.0,POC1B
TP53,29.0,TP53
OPRL1,3.0,OPRL1
C18orf32,3.0,C18orf32
IL12RB2,7.0,IL12RB2
EPB41L4A,11.0,EPB41L4A
UBAP1,5.0,UBAP1
ZNF592,4.0,ZNF592
CAPN10,16.0,CAPN10
SAYSD1,3.0,SAYSD1
ODF3,4.0,ODF3
FGF23,2.0,FGF23
DYNC1I1,12.0,DYNC1I1
IMPG1,4.0,IMPG1
GSS,28.0,GSS
ADSSL1,12.0,ADSSL1
PTPRCAP,1.0,PTPRCAP
TARS,16.0,TARS
FAM32A,5.0,FAM32A
SNRPN,12.0,SNRPN
AC005954.1,8.0,AC005954.1
SPATS2,23.0,SPATS2
ANKRD34B,2.0,ANKRD34B
GRIN3B,2.0,GRIN3B
MAGEA6,4.0,MAGEA6
CNBP,10.0,CNBP
UNKL,17.0,UNKL
OPA1,32.0,OPA1
AIM2,4.0,AIM2
RAD51B,24.0,RAD51B
FOXI1,2.0,FOXI1
EFHC2,2.0,EFHC2
PER2,4.0,PER2
PIGA,19.0,PIGA
PNKD,8.0,PNKD
APOBR,2.0,APOBR
FKBP9,14.0,FKBP9
KRTAP17-1,1.0,KRTAP17-1
DEFB133,3.0,DEFB133
BYSL,5.0,BYSL
PHB2,14.0,PHB2
SUMO3,6.0,SUMO3
SLC35A4,4.0,SLC35A4
RHNO1,10.0,RHNO1
EVA1B,2.0,EVA1B
RNF138,9.0,RNF138
NUP93,21.0,NUP93
AC236040.1,2.0,AC236040.1
RNLS,5.0,RNLS
KRTAP9-8,1.0,KRTAP9-8
MORN4,3.0,MORN4
PLPPR5,3.0,PLPPR5
ST13,7.0,ST13
AAK1,13.0,AAK1
SPATA31A1,3.0,SPATA31A1
PSG4,17.0,PSG4
CYP4Z1,2.0,CYP4Z1
ANKRD52,4.0,ANKRD52
SPANXN2,1.0,SPANXN2
ITGB3,3.0,ITGB3
HM13,29.0,HM13
CDC42EP5,2.6666666666666665,CDC42EP5
PRSS51,6.0,PRSS51
OR10AD1,1.0,OR10AD1
PTPRJ,8.0,PTPRJ
MAD2L1,5.0,MAD2L1
CNTN1,11.0,CNTN1
TLR7,2.0,TLR7
BCKDK,10.0,BCKDK
TKFC,21.0,TKFC
AC254995.1,2.0,AC254995.1
ATP6V1FNB,1.0,ATP6V1FNB
OR5BS1P,1.0,OR5BS1P
ABCG5,4.0,ABCG5
ZNF229,5.0,ZNF229
PPARG,25.0,PPARG
ACSF2,25.0,ACSF2
JMJD4,7.0,JMJD4
GDI2,9.0,GDI2
ERP29,5.0,ERP29
PRSS58,2.0,PRSS58
SLC6A17,2.0,SLC6A17
GPR101,2.0,GPR101
VN1R5,2.0,VN1R5
ATXN1L,3.0,ATXN1L
TUBA1A,9.0,TUBA1A
PDK1,9.0,PDK1
AC008397.1,3.0,AC008397.1
CAMSAP2,6.0,CAMSAP2
ZNF559-ZNF177,16.0,ZNF559-ZNF177
AC010422.5,1.0,AC010422.5
PIP4P1,7.0,PIP4P1
ZNF462,12.0,ZNF462
P3H4,8.0,P3H4
CLNS1A,12.0,CLNS1A
ANKRD36B,8.0,ANKRD36B
SLCO1B3,5.0,SLCO1B3
NPTN,10.0,NPTN
TRIM64C,1.0,TRIM64C
FUZ,18.0,FUZ
NT5DC2,15.0,NT5DC2
MAPK3,15.0,MAPK3
IQCJ-SCHIP1,14.0,IQCJ-SCHIP1
EXO1,12.0,EXO1
C4orf19,3.0,C4orf19
CENPH,6.0,CENPH
AC011476.6,4.0,AC011476.6
GASK1A,5.0,GASK1A
SASH1,11.0,SASH1
HP1BP3,14.0,HP1BP3
THEM4,5.0,THEM4
TOR1AIP2,6.0,TOR1AIP2
ZBTB11,3.0,ZBTB11
CDPF1,6.0,CDPF1
DEFA3,1.0,DEFA3
ZNF879,4.0,ZNF879
C1orf122,4.0,C1orf122
EPOP,1.0,EPOP
DBN1,11.0,DBN1
JOSD2,6.0,JOSD2
NRARP,1.0,NRARP
TIAF1,1.0,TIAF1
TOR1AIP1,12.0,TOR1AIP1
TMEM236,1.0,TMEM236
LMLN,11.0,LMLN
KMT5A,9.0,KMT5A
CPQ,9.0,CPQ
PER3,9.0,PER3
TSPYL4,1.0,TSPYL4
TOPAZ1,1.0,TOPAZ1
RPL22,7.0,RPL22
FAM172A,9.0,FAM172A
TMEM161B,15.0,TMEM161B
ZBTB17,16.0,ZBTB17
FKTN,15.0,FKTN
POU3F2,1.0,POU3F2
FOXO3B,4.0,FOXO3B
RPAP3,7.0,RPAP3
TOPORS,2.0,TOPORS
LIPN,1.0,LIPN
OR51V1,2.0,OR51V1
LINC02218,2.0,LINC02218
GGA3,24.0,GGA3
PSMA1,14.0,PSMA1
SUCLG1,10.0,SUCLG1
MCUR1,3.0,MCUR1
C2orf69,2.0,C2orf69
VCP,7.0,VCP
SLC39A7,5.666666666666668,SLC39A7
TCEA3,6.0,TCEA3
ASF1B,5.0,ASF1B
TRABD2A,10.0,TRABD2A
PSMC6,18.0,PSMC6
IKZF4,13.0,IKZF4
NDUFA12,9.0,NDUFA12
UPK2,2.0,UPK2
ABCE1,10.0,ABCE1
RSKR,12.0,RSKR
PANX1,2.0,PANX1
BPY2,4.0,BPY2
VPS37A,11.0,VPS37A
AASDH,10.0,AASDH
SLC9B1,11.0,SLC9B1
ARHGEF3,15.0,ARHGEF3
RNF186,1.0,RNF186
SIM1,4.0,SIM1
ZC4H2,8.0,ZC4H2
ZFP62,7.0,ZFP62
AL691442.1,1.0,AL691442.1
NTN1,2.0,NTN1
C6orf222,1.0,C6orf222
PAAF1,16.0,PAAF1
PWWP2A,6.0,PWWP2A
TIGIT,7.0,TIGIT
EPHB4,10.0,EPHB4
S100A2,7.0,S100A2
OR2D2,1.0,OR2D2
POLR1B,17.0,POLR1B
EFNA4,3.0,EFNA4
PRKAG3,6.0,PRKAG3
HADH,23.0,HADH
MPZL3,4.0,MPZL3
TRMT6,5.0,TRMT6
ZBED6CL,2.0,ZBED6CL
SLX1A,6.0,SLX1A
NUMA1,34.0,NUMA1
ROM1,5.0,ROM1
USP9Y,9.0,USP9Y
SLC48A1,9.0,SLC48A1
UBL3,1.0,UBL3
ZNF865,2.0,ZNF865
FAM83C,1.0,FAM83C
AFTPH,7.0,AFTPH
RWDD1,6.0,RWDD1
RBP5,5.0,RBP5
TMEM267,6.0,TMEM267
NNAT,5.0,NNAT
ADAMTS2,5.0,ADAMTS2
ESR1,15.0,ESR1
ADORA3,4.0,ADORA3
CHRNA9,3.0,CHRNA9
TIAM1,7.0,TIAM1
ELFN2,7.0,ELFN2
ADGRF3,10.0,ADGRF3
AC136616.3,1.0,AC136616.3
ZPBP2,4.0,ZPBP2
TMEM191B,7.0,TMEM191B
TOP1,1.0,TOP1
ARMCX4,10.0,ARMCX4
HAUS5,9.0,HAUS5
SSX1,1.0,SSX1
TPRKB,10.0,TPRKB
PCSK6,21.0,PCSK6
NFATC2IP,7.0,NFATC2IP
PARD3B,14.0,PARD3B
NQO1,7.0,NQO1
RMDN1,19.0,RMDN1
VPS72,7.0,VPS72
TRPV3,11.0,TRPV3
SIGLEC12,3.0,SIGLEC12
MCM4,24.0,MCM4
RBMS3,20.0,RBMS3
HPD,4.0,HPD
MPV17,23.0,MPV17
BPIFA2,2.0,BPIFA2
CD244,5.0,CD244
RANBP2,5.0,RANBP2
ADIRF,3.0,ADIRF
ZDHHC11B,6.0,ZDHHC11B
TRIM68,7.0,TRIM68
ASPDH,8.0,ASPDH
PTTG1IP,7.0,PTTG1IP
TOX4,12.0,TOX4
DCP1B,7.0,DCP1B
HJV,7.0,HJV
AGO2,10.0,AGO2
DNAJC21,11.0,DNAJC21
SP1,4.0,SP1
CERS3,8.0,CERS3
FAM183A,6.0,FAM183A
RSPO4,2.0,RSPO4
PARM1,2.0,PARM1
KIR2DS2,2.333333333333333,KIR2DS2
C1QL2,1.0,C1QL2
ABHD8,3.0,ABHD8
XK,1.0,XK
SLC49A4,2.0,SLC49A4
ANXA1,8.0,ANXA1
ZNF441,3.0,ZNF441
NRIP1,7.0,NRIP1
HCN1,5.0,HCN1
DACT3,3.0,DACT3
METTL2A,4.0,METTL2A
RPL8,14.0,RPL8
BAG4,4.0,BAG4
ADAMTS13,9.0,ADAMTS13
WBP11,5.0,WBP11
SSX2,3.0,SSX2
SHD,5.0,SHD
DHDDS,25.0,DHDDS
NCBP2L,2.0,NCBP2L
LBX1,1.0,LBX1
EMID1,11.0,EMID1
UBN1,9.0,UBN1
GTF2F1,6.0,GTF2F1
EGF,13.0,EGF
SH3BGRL,4.0,SH3BGRL
PPP2R2A,28.0,PPP2R2A
PNISR,11.0,PNISR
PKP3,11.0,PKP3
LDHD,4.0,LDHD
BSPRY,2.0,BSPRY
GRIN2D,1.0,GRIN2D
TUT1,7.0,TUT1
AC091491.1,2.0,AC091491.1
OR6J1,1.0,OR6J1
FKBP1A,11.0,FKBP1A
AC012314.26,1.0,AC012314.26
RAPSN,5.0,RAPSN
AKIRIN2,2.0,AKIRIN2
TRMT2B,6.0,TRMT2B
GIGYF1,6.0,GIGYF1
ATOX1,7.0,ATOX1
RHOA,6.0,RHOA
RPE65,1.0,RPE65
PGAM4,1.0,PGAM4
IL6R,8.0,IL6R
MSRB2,3.0,MSRB2
CLEC1A,5.0,CLEC1A
NFKB2,11.0,NFKB2
IWS1,12.0,IWS1
MANBAL,5.0,MANBAL
HIST4H4,6.0,HIST4H4
CELA2B,4.0,CELA2B
CUL3,16.0,CUL3
ATAD1,3.0,ATAD1
SDAD1,10.0,SDAD1
NRN1,4.0,NRN1
KHDC1L,2.0,KHDC1L
E2F3,3.0,E2F3
ZSWIM4,3.0,ZSWIM4
KRTAP4-2,1.0,KRTAP4-2
ETV1,23.0,ETV1
AL136295.15,1.0,AL136295.15
FAM171A1,3.0,FAM171A1
ACKR4,2.0,ACKR4
CUL4A,12.0,CUL4A
TECTA,6.0,TECTA
USP17L25,2.0,USP17L25
ADCY7,15.0,ADCY7
FA2H,5.0,FA2H
RBM15B,1.0,RBM15B
STK17B,5.0,STK17B
PLA2G4B,6.0,PLA2G4B
SAMD4B,14.0,SAMD4B
NKPD1,2.0,NKPD1
OR2Y1,1.0,OR2Y1
SLC41A3,22.0,SLC41A3
FAM156B,8.0,FAM156B
ELP5,15.0,ELP5
OR5A2,3.0,OR5A2
MAPK9,13.0,MAPK9
ZNF674,7.0,ZNF674
SMIM38,2.0,SMIM38
ST5,61.0,ST5
TBKBP1,4.0,TBKBP1
GPA33,4.0,GPA33
RBPMS2,2.0,RBPMS2
DEFB134,2.0,DEFB134
GAA,9.0,GAA
ZNF488,2.0,ZNF488
ORC2,7.0,ORC2
ARL14EP,4.0,ARL14EP
ZCCHC18,7.0,ZCCHC18
KIR2DS3,1.6666666666666667,KIR2DS3
TBXT,4.0,TBXT
SPDYE1,2.0,SPDYE1
PI4K2B,2.0,PI4K2B
ASPA,4.0,ASPA
PLEKHA8,9.0,PLEKHA8
C15orf41,22.0,C15orf41
IGKV2D-40,2.0,IGKV2D-40
SUMF1,8.0,SUMF1
SCN5A,14.0,SCN5A
IGF2BP1,6.0,IGF2BP1
LDB3,9.0,LDB3
CSE1L,3.0,CSE1L
PIR,6.0,PIR
ABCC4,16.0,ABCC4
STX12,5.0,STX12
HIST1H4F,1.0,HIST1H4F
TOR1B,4.0,TOR1B
C2CD4B,1.0,C2CD4B
WDR83OS,3.0,WDR83OS
C10orf142,3.0,C10orf142
MRPS14,3.0,MRPS14
KLHL18,6.0,KLHL18
C12orf43,9.0,C12orf43
CEBPE,1.0,CEBPE
DET1,8.0,DET1
TSPY10,4.0,TSPY10
MAGOHB,11.0,MAGOHB
FBP1,4.0,FBP1
KRTAP19-7,1.0,KRTAP19-7
IFIH1,6.0,IFIH1
NUP160,11.0,NUP160
HSPB2,1.0,HSPB2
LIN28A,2.0,LIN28A
CCDC97,3.0,CCDC97
BNC2,14.0,BNC2
B4GALT3,13.0,B4GALT3
DLC1,18.0,DLC1
PTGES3,7.0,PTGES3
AC013489.1,2.0,AC013489.1
RRP12,15.0,RRP12
PNMA8C,1.0,PNMA8C
CHUK,4.0,CHUK
HDC,7.0,HDC
NHSL2,8.0,NHSL2
EPN1,7.0,EPN1
CDS1,2.0,CDS1
PRM2,2.0,PRM2
ZSCAN2,15.0,ZSCAN2
ART4,4.0,ART4
DIABLO,12.0,DIABLO
CHRM1,3.0,CHRM1
AHCTF1,7.0,AHCTF1
PRR23D2,1.0,PRR23D2
NR1I3,35.0,NR1I3
GSTM1,8.0,GSTM1
TRDV1,2.0,TRDV1
C3orf84,3.0,C3orf84
ZFP37,3.0,ZFP37
FERMT3,9.0,FERMT3
AOC1,7.0,AOC1
EEF2,7.0,EEF2
MBLAC1,2.0,MBLAC1
SUPT16H,8.0,SUPT16H
NFAT5,13.0,NFAT5
BSX,1.0,BSX
PDE4A,9.0,PDE4A
FNBP1L,6.0,FNBP1L
MAOB,3.0,MAOB
HECW1,11.0,HECW1
HMGN3,3.0,HMGN3
DEFB124,2.0,DEFB124
PRR14,13.0,PRR14
BRIP1,6.0,BRIP1
FOXK1,3.0,FOXK1
PNMA6A,1.0,PNMA6A
TBC1D10B,7.0,TBC1D10B
FSD1,10.0,FSD1
MOV10L1,10.0,MOV10L1
C17orf50,3.0,C17orf50
WFDC2,7.0,WFDC2
RBMXL3,1.0,RBMXL3
CNTNAP3,12.0,CNTNAP3
PRAMEF18,1.0,PRAMEF18
FADS1,21.0,FADS1
GOLGA8O,2.0,GOLGA8O
ZNF503,1.0,ZNF503
LGALS9,16.0,LGALS9
AC001226.2,5.0,AC001226.2
BICD1,11.0,BICD1
CRELD2,11.0,CRELD2
ZNF585B,9.0,ZNF585B
SHISA2,1.0,SHISA2
RNFT1,9.0,RNFT1
PROX2,3.0,PROX2
GATA1,3.0,GATA1
POLL,17.0,POLL
PKD1,40.0,PKD1
NRP1,14.0,NRP1
MAK16,5.0,MAK16
SIPA1L3,12.0,SIPA1L3
FKBPL,1.0,FKBPL
RAVER2,3.0,RAVER2
TEX13B,1.0,TEX13B
CYB561D1,9.0,CYB561D1
RAB13,5.0,RAB13
FAS,21.0,FAS
PRMT1,21.0,PRMT1
GFRA2,8.0,GFRA2
MKRN2OS,4.0,MKRN2OS
DNAJC13,9.0,DNAJC13
ZNF514,4.0,ZNF514
OR1D2,3.0,OR1D2
KCNK18,1.0,KCNK18
SPAG11B,9.0,SPAG11B
RIPK1,3.0,RIPK1
TWIST1,3.0,TWIST1
SAMSN1,12.0,SAMSN1
IL1RL2,4.0,IL1RL2
OOSP2,3.0,OOSP2
SOCS1,2.0,SOCS1
PLBD1,4.0,PLBD1
LCN8,5.0,LCN8
TP53TG5,4.0,TP53TG5
AC270258.1,2.0,AC270258.1
FIZ1,5.0,FIZ1
BRINP2,3.0,BRINP2
IL17C,2.0,IL17C
DDX60L,16.0,DDX60L
UBA6,6.0,UBA6
TCIRG1,16.0,TCIRG1
OTOP3,2.0,OTOP3
EGR2,6.0,EGR2
SLC46A1,9.0,SLC46A1
LMX1B,4.0,LMX1B
EYA1,24.0,EYA1
ACAD9,12.0,ACAD9
FIGLA,1.0,FIGLA
MGRN1,18.0,MGRN1
MVB12B,6.0,MVB12B
FOXJ1,1.0,FOXJ1
RCN1,7.0,RCN1
TMEM225B,3.0,TMEM225B
KLC4,19.0,KLC4
MSANTD3,7.0,MSANTD3
SPATA18,10.0,SPATA18
OPN1MW,3.0,OPN1MW
PRAMEF11,1.0,PRAMEF11
BMF,10.0,BMF
TWISTNB,2.0,TWISTNB
OR6K2,1.0,OR6K2
HIST1H4G,1.0,HIST1H4G
HLA-DQB2,4.0,HLA-DQB2
HSPB7,7.0,HSPB7
AKR1E2,13.0,AKR1E2
VWA1,4.0,VWA1
PRH1,7.5,PRH1
GAGE1,4.0,GAGE1
LEMD1,8.0,LEMD1
RHBDD3,7.0,RHBDD3
ABCD4,28.0,ABCD4
MYO18A,24.0,MYO18A
CAMK2N2,1.0,CAMK2N2
