Genes,Amino_Acid_Length,Norm_Symbol
RPS3A,174.46153846153842,RPS3A
HLCS,430.0,HLCS
SH3D19,732.1428571428571,SH3D19
LAMB4,1260.75,LAMB4
RBM14,246.4,RBM14
AC027644.4,232.0,AC027644.4
TM6SF1,195.85714285714286,TM6SF1
NAT2,225.0,NAT2
SDAD1,308.8,SDAD1
GU182347.1,304.0,GU182347.1
TBC1D23,461.0,TBC1D23
RNF7,95.2,RNF7
HIPK2,1093.3333333333333,HIPK2
SERF1A,76.47058823529412,SERF1A
LRP10,575.6666666666666,LRP10
PRAP1,146.5,PRAP1
STAM,251.66666666666663,STAM
MAGEF1,307.0,MAGEF1
CLMP,373.0,CLMP
EID2B,161.0,EID2B
LDHA,162.31578947368422,LDHA
HOXC13,330.0,HOXC13
TICRR,1344.3333333333333,TICRR
FOXN3,243.07142857142856,FOXN3
RPL9,168.25,RPL9
TOMM34,309.0,TOMM34
S100B,92.66666666666669,S100B
RAB33B,229.0,RAB33B
FAM118A,183.16666666666663,FAM118A
DKK2,210.33333333333331,DKK2
PLOD2,490.5,PLOD2
ITGA10,1095.5,ITGA10
TRPC5,973.0,TRPC5
IQSEC1,952.2857142857144,IQSEC1
DDX59,269.25,DDX59
COL7A1,1558.5,COL7A1
GP1BA,639.0,GP1BA
NAALADL2,321.3333333333333,NAALADL2
TOGARAM2,340.5,TOGARAM2
IL1RAPL2,557.5,IL1RAPL2
SLC6A1,485.5151515151515,SLC6A1
FNDC11,258.75,FNDC11
KLK2,111.15384615384615,KLK2
MYH2,939.1666666666665,MYH2
EVPL,1400.0,EVPL
PRKG2,649.75,PRKG2
CPNE1,295.85,CPNE1
NUP160,839.8,NUP160
C10orf62,223.0,C10orf62
UACA,1052.6666666666667,UACA
RASGEF1C,344.6,RASGEF1C
TMEM198,275.75,TMEM198
JKAMP,251.625,JKAMP
ACO2,792.5,ACO2
SMAD4,255.3636363636364,SMAD4
TSPAN4,193.78571428571428,TSPAN4
CEBPE,281.0,CEBPE
TREML1,236.66666666666663,TREML1
TPMT,245.0,TPMT
SUSD5,436.0,SUSD5
SUMO3,131.5,SUMO3
KHK,291.6666666666667,KHK
RPL38,60.33333333333334,RPL38
DHRSX,180.0,DHRSX
TMEM71,151.875,TMEM71
AL807752.7,190.0,AL807752.7
IL23R,345.4,IL23R
KLHL3,430.4,KLHL3
CYP26A1,393.66666666666674,CYP26A1
CRYZL1,170.66666666666666,CRYZL1
GPC1,322.8333333333333,GPC1
MNX1,130.14285714285714,MNX1
MAMLD1,686.2,MAMLD1
MYH13,1938.0,MYH13
YWHAQ,213.0,YWHAQ
ISM2,216.83333333333331,ISM2
CADPS,660.1818181818181,CADPS
MYOM3,883.5,MYOM3
GULP1,222.3636363636364,GULP1
ERLIN1,323.6666666666667,ERLIN1
PYGB,544.0,PYGB
TM2D2,130.5,TM2D2
JPH4,544.5,JPH4
IRGM,126.0,IRGM
IQCJ-SCHIP1,283.0,IQCJ-SCHIP1
RGS18,235.0,RGS18
NDUFAF2,93.33333333333331,NDUFAF2
KLF8,274.0,KLF8
TMTC4,395.33333333333326,TMTC4
LLGL2,336.5,LLGL2
CT55,253.0,CT55
NGDN,220.8,NGDN
CC2D1B,752.5,CC2D1B
EDC4,466.5,EDC4
FOXR2,311.0,FOXR2
FEZF2,459.0,FEZF2
ZCWPW2,215.8,ZCWPW2
FBXO38,1046.75,FBXO38
CEP97,493.5,CEP97
C9orf57,144.0,C9orf57
SAMD15,381.0,SAMD15
LYN,384.33333333333326,LYN
TAF11L14,197.0,TAF11L14
WBP11,296.0,WBP11
KCNA3,575.0,KCNA3
RPS10,174.5,RPS10
AC099489.1,961.5,AC099489.1
ING2,209.0,ING2
MAN1A1,653.0,MAN1A1
MORC2,570.5,MORC2
FAM8A1,413.0,FAM8A1
USP54,523.75,USP54
EPC2,274.8,EPC2
STPG4,184.33333333333331,STPG4
AC073283.3,43.0,AC073283.3
TMEM74,305.0,TMEM74
SERPINA12,414.0,SERPINA12
FAM49A,206.75,FAM49A
POLK,380.83333333333326,POLK
POLG,355.9375,POLG
UNC13D,391.88888888888886,UNC13D
C8orf88,117.0,C8orf88
SERPINA9,335.0,SERPINA9
AP000295.1,320.0,AP000295.1
ALDH3A1,316.27272727272725,ALDH3A1
KRTAP10-3,221.0,KRTAP10-3
MERTK,627.0,MERTK
FAM3D,125.6,FAM3D
LGALS1,80.66666666666667,LGALS1
PPP2R3C,105.77777777777777,PPP2R3C
PMS1,457.0526315789474,PMS1
SPINK2,110.33333333333331,SPINK2
EZH2,601.125,EZH2
PLEKHJ1,165.5,PLEKHJ1
SPATA22,229.57142857142856,SPATA22
ZDHHC23,280.5,ZDHHC23
CELA3A,172.5,CELA3A
PCDHAC2,945.5,PCDHAC2
MLLT3,358.25,MLLT3
INPP5F,434.54545454545456,INPP5F
DBF4,292.25,DBF4
ZNF816,230.25,ZNF816
CCNDBP1,166.0,CCNDBP1
HOXA9,189.0,HOXA9
MIB2,583.2941176470587,MIB2
IP6K3,298.6666666666667,IP6K3
COX15,399.0,COX15
NAA38,114.66666666666669,NAA38
OGFOD3,192.28571428571428,OGFOD3
PHLDB1,895.0,PHLDB1
ZBTB5,677.0,ZBTB5
ANGPT4,503.0,ANGPT4
IMPG2,1241.0,IMPG2
CXCL14,105.0,CXCL14
MAD2L1BP,290.0,MAD2L1BP
C19orf24,132.0,C19orf24
EEF1G,437.0,EEF1G
LOX,298.3333333333333,LOX
TENM1,2728.5,TENM1
KCTD19,259.4,KCTD19
AHNAK,949.0,AHNAK
ARHGEF6,673.3333333333334,ARHGEF6
PRSS33,227.75,PRSS33
IL18,191.66666666666663,IL18
LY75-CD302,1845.0,LY75-CD302
SLC12A9,379.57142857142856,SLC12A9
CCDC78,271.0,CCDC78
C11orf58,129.0,C11orf58
FAM3A,129.44444444444446,FAM3A
SPNS1,379.7,SPNS1
NUDT5,181.42857142857144,NUDT5
PSME4,1207.0,PSME4
MRGBP,204.0,MRGBP
ZNF696,147.83333333333334,ZNF696
SNTB1,379.5,SNTB1
XRCC4,335.0,XRCC4
LGALS2,80.5,LGALS2
TSPAN9,185.83333333333331,TSPAN9
GRP,111.6,GRP
PIKFYVE,763.1428571428571,PIKFYVE
MRPS9,226.5,MRPS9
RAC2,155.4,RAC2
CCDC148,229.28571428571428,CCDC148
ANKRD10,230.5,ANKRD10
HPGDS,199.0,HPGDS
ADAM32,359.33333333333326,ADAM32
RPP30,264.0,RPP30
CCDC192,292.0,CCDC192
GTSF1L,135.5,GTSF1L
EIF2S2,333.0,EIF2S2
OPRPN,248.0,OPRPN
MYBL2,688.0,MYBL2
BST1,217.8,BST1
ZYX,316.42857142857144,ZYX
C8orf82,182.6,C8orf82
RCOR2,523.0,RCOR2
TOX3,343.25,TOX3
AC004687.2,774.0,AC004687.2
UBE2B,118.75,UBE2B
NAGS,522.5,NAGS
CALCB,130.66666666666666,CALCB
ENTPD1,316.0,ENTPD1
EPO,193.0,EPO
AC009336.2,146.0,AC009336.2
OR10H4,310.5,OR10H4
MYO7A,1607.333333333333,MYO7A
TNFRSF8,316.25,TNFRSF8
MYCBPAP,404.66666666666674,MYCBPAP
PCYT2,243.15384615384616,PCYT2
SAMD9,1487.0,SAMD9
MNS1,495.0,MNS1
POU4F1,419.0,POU4F1
FAM189A1,385.33333333333326,FAM189A1
GLCE,585.0,GLCE
MTUS1,662.0,MTUS1
OR51G2,314.0,OR51G2
KCNE2,123.0,KCNE2
GGA3,302.9411764705883,GGA3
SLFN5,539.3333333333334,SLFN5
GEM,228.33333333333331,GEM
FGF3,239.0,FGF3
CYP4F11,431.0,CYP4F11
FGF19,216.0,FGF19
FBXO8,245.6,FBXO8
CARM1,274.5,CARM1
MEP1B,505.0,MEP1B
TP53I3,282.0,TP53I3
RTN4R,508.33333333333326,RTN4R
CAPN14,413.5,CAPN14
AMMECR1L,310.0,AMMECR1L
TGIF2LX,241.0,TGIF2LX
AKAP1,385.6315789473685,AKAP1
SLC18A2,514.0,SLC18A2
PHACTR1,287.2857142857143,PHACTR1
CCDC66,396.25,CCDC66
TMUB1,221.7142857142857,TMUB1
MRFAP1L1,127.0,MRFAP1L1
OR5T2,345.33333333333326,OR5T2
TMEM129,215.2,TMEM129
DPYSL4,492.0,DPYSL4
NAGPA,270.5555555555556,NAGPA
TMEM191B,195.0,TMEM191B
GGTLC3,225.0,GGTLC3
AC093323.1,119.0,AC093323.1
EXT1,331.3333333333333,EXT1
C16orf89,399.0,C16orf89
FAT3,3296.0,FAT3
PDYN,254.0,PDYN
THBD,575.0,THBD
CBX6,403.0,CBX6
IL18BP,182.0909090909091,IL18BP
MCM2,368.0,MCM2
JAKMIP3,844.0,JAKMIP3
MTHFD2,182.4,MTHFD2
NUDT8,188.0,NUDT8
AC006030.1,191.0,AC006030.1
MRPL45,281.0,MRPL45
C11orf49,151.69230769230768,C11orf49
SLC9A2,812.0,SLC9A2
TBXA2R,336.3333333333333,TBXA2R
CDH15,814.0,CDH15
TRIM51,380.5,TRIM51
ITFG1,288.0,ITFG1
CMC2,67.25,CMC2
AC069368.1,227.0,AC069368.1
ZDHHC8,599.0,ZDHHC8
SLIT1,1046.25,SLIT1
GPRIN3,776.0,GPRIN3
ADAM8,530.6,ADAM8
UQCR10,62.5,UQCR10
AKR1C4,323.0,AKR1C4
CEP19,147.5,CEP19
CSAG3,118.5,CSAG3
DUSP3,118.5,DUSP3
MRPL27,108.0,MRPL27
MAPK14,234.75,MAPK14
CHAT,482.125,CHAT
CSPG4,2322.0,CSPG4
OR5L2,311.0,OR5L2
AL110118.4,128.0,AL110118.4
AC026316.5,165.0,AC026316.5
PLPP5,195.0,PLPP5
SPESP1,350.0,SPESP1
NUTM1,1143.5,NUTM1
MAGEA2B,150.875,MAGEA2B
ANP32A,168.33333333333334,ANP32A
CD200,178.28571428571428,CD200
RFXAP,272.0,RFXAP
IL17D,109.0,IL17D
LURAP1L,228.0,LURAP1L
CDC26,85.0,CDC26
KCNB2,911.0,KCNB2
SKIL,484.0,SKIL
SPEM2,313.0,SPEM2
SLC25A31,315.0,SLC25A31
TUBA3E,450.0,TUBA3E
RIC8A,241.0909090909091,RIC8A
KIF27,899.4,KIF27
UBXN2A,259.0,UBXN2A
IL18R1,448.25,IL18R1
CITED1,156.9,CITED1
HNRNPCL2,293.0,HNRNPCL2
CHCHD3,200.25,CHCHD3
CDYL,427.4,CDYL
MMADHC,307.3333333333333,MMADHC
RGMA,275.8,RGMA
ZNF462,1137.0,ZNF462
OXCT1,275.0,OXCT1
COX4I1,116.44444444444444,COX4I1
ADRA2A,465.0,ADRA2A
DSG1,728.5,DSG1
GADD45GIP1,222.0,GADD45GIP1
SLCO2A1,447.5,SLCO2A1
DPH3,69.5,DPH3
PDCD6,100.3,PDCD6
AC008878.1,47.0,AC008878.1
PTPN13,1798.7142857142858,PTPN13
DEFB127,99.0,DEFB127
ITPRIPL1,486.4,ITPRIPL1
GPR17,309.25,GPR17
FOXR1,211.33333333333331,FOXR1
PPM1L,242.0,PPM1L
KCNG1,219.0,KCNG1
AC074143.1,75.66666666666667,AC074143.1
SLC35B3,341.0,SLC35B3
MSI2,222.85714285714286,MSI2
TRADD,282.0,TRADD
SELENOT,141.0,SELENOT
AC090004.1,133.0,AC090004.1
LSM3,102.0,LSM3
EBF3,446.0,EBF3
FUT6,214.6,FUT6
SLC25A38,232.11111111111111,SLC25A38
NCOR1,778.6,NCOR1
FBXL8,169.375,FBXL8
DEFB131B,70.0,DEFB131B
KLHL2,366.75,KLHL2
AP002495.1,120.42857142857143,AP002495.1
ZBTB21,611.2857142857142,ZBTB21
BEND7,319.75,BEND7
TIFA,184.0,TIFA
BOLA3,104.0,BOLA3
FREM2,3169.0,FREM2
UNKL,273.5555555555556,UNKL
SPATA31A7,1347.0,SPATA31A7
SIRPD,158.33333333333334,SIRPD
VIM,308.1666666666667,VIM
POLM,271.45454545454544,POLM
ARL14,192.0,ARL14
FUT3,212.375,FUT3
SIRPB1,196.0769230769231,SIRPB1
IFIT1B,474.0,IFIT1B
MAPK9,275.8,MAPK9
FIGNL1,419.3571428571428,FIGNL1
ADCK1,316.6,ADCK1
SRSF2,193.7142857142857,SRSF2
NECTIN2,267.4,NECTIN2
NUP58,358.75,NUP58
CSAD,281.92307692307685,CSAD
RFESD,151.0,RFESD
NMT2,491.5,NMT2
FAM13B,379.125,FAM13B
SEPT5,285.4444444444445,SEPT5
GFRA3,384.5,GFRA3
MUSTN1,84.5,MUSTN1
UPF1,1123.5,UPF1
DAAM1,747.3333333333335,DAAM1
NAT16,251.5,NAT16
FAM71C,241.0,FAM71C
VSTM2L,161.66666666666666,VSTM2L
KRT222,117.25,KRT222
LARP4,318.10526315789474,LARP4
ZNF436,470.0,ZNF436
CGRRF1,148.8,CGRRF1
R3HDM2,737.6666666666665,R3HDM2
TAF1B,222.4,TAF1B
AC137834.1,64.0,AC137834.1
UBE3C,486.75,UBE3C
GNG8,70.0,GNG8
PTGIR,222.8,PTGIR
RMDN3,316.6666666666667,RMDN3
BUB1B,569.0,BUB1B
PHF5A,110.0,PHF5A
MXD1,171.5,MXD1
HNRNPR,523.8571428571429,HNRNPR
USP17L15,544.5,USP17L15
GDA,337.75,GDA
ERVFRD-1,538.0,ERVFRD-1
OR1M1,313.0,OR1M1
PABPC3,631.0,PABPC3
SLC2A10,277.0,SLC2A10
VIPAS39,418.71428571428567,VIPAS39
SAMD4B,389.33333333333326,SAMD4B
RPL24,142.66666666666666,RPL24
TBP,249.0,TBP
NFKBIA,193.6,NFKBIA
AC098650.1,182.0,AC098650.1
B3GNT9,402.0,B3GNT9
COQ10A,181.8,COQ10A
VCL,752.3333333333335,VCL
PTPRQ,1149.142857142857,PTPRQ
PTCD3,218.4,PTCD3
TAF11L13,198.0,TAF11L13
GSTA2,222.0,GSTA2
PLA2G4D,818.0,PLA2G4D
OTOGL,1156.4285714285713,OTOGL
CDK20,305.4,CDK20
F9,442.0,F9
CCDC28B,163.25,CCDC28B
AC010197.2,281.0,AC010197.2
CCR9,297.5,CCR9
CLPB,375.9333333333333,CLPB
GREB1L,1037.5,GREB1L
PRCD,54.0,PRCD
COMMD8,183.0,COMMD8
DSP,2571.5,DSP
SUMO2,72.66666666666667,SUMO2
OLFML1,232.0,OLFML1
CDK11B,639.0,CDK11B
DLEC1,1205.0,DLEC1
SMAD5,219.11111111111111,SMAD5
TAF11L3,198.0,TAF11L3
MBD3L3,208.0,MBD3L3
KRT18,417.0,KRT18
BACE2,460.66666666666674,BACE2
HHLA1,537.0,HHLA1
CDKN2B,108.0,CDKN2B
TSPEAR,458.66666666666674,TSPEAR
DYSF,2100.6363636363635,DYSF
BTN3A2,233.3636363636364,BTN3A2
C18orf54,329.5,C18orf54
MARCH5,278.0,MARCH5
PIN1,122.2,PIN1
MYPOP,399.0,MYPOP
YWHAB,149.33333333333334,YWHAB
CES4A,379.28571428571433,CES4A
ZNF446,361.66666666666674,ZNF446
PSMC2,305.2,PSMC2
CDC42EP3,154.2,CDC42EP3
BCAS1,453.25,BCAS1
SLC6A17,727.0,SLC6A17
MAFA,353.0,MAFA
QTRT2,252.0,QTRT2
PTPRS,1082.75,PTPRS
OR3A1,318.0,OR3A1
RIPOR2,688.8,RIPOR2
AKR1C1,258.6666666666667,AKR1C1
ZNF658,523.2857142857143,ZNF658
GSG1,279.0,GSG1
MRPL17,158.5,MRPL17
IGSF9B,788.5,IGSF9B
ZNF468,198.625,ZNF468
ZNF763,213.0,ZNF763
ZNF888,718.0,ZNF888
UBL7,286.8888888888889,UBL7
TRIM29,172.91666666666663,TRIM29
ABI1,450.75,ABI1
TMEM107,106.83333333333331,TMEM107
IFNA4,189.0,IFNA4
RFX8,353.0,RFX8
AC233723.1,79.0,AC233723.1
UGT2A3,349.75,UGT2A3
ORAI2,204.22222222222226,ORAI2
IGSF21,467.0,IGSF21
ACOX3,533.5,ACOX3
MILR1,221.57142857142856,MILR1
EYA3,514.4,EYA3
MPZL2,215.0,MPZL2
ICA1,319.8,ICA1
TIFAB,161.0,TIFAB
TDRP,191.5,TDRP
TMBIM1,143.61111111111111,TMBIM1
ATXN7L3,221.85714285714286,ATXN7L3
APPL1,416.25,APPL1
COL1A2,1365.0,COL1A2
ATP6V1G1,118.0,ATP6V1G1
FAM3C,162.33333333333334,FAM3C
NINJ1,152.0,NINJ1
XKR8,395.0,XKR8
IL2RA,211.0,IL2RA
HUWE1,2117.5714285714284,HUWE1
GORASP1,233.8,GORASP1
GNAZ,355.0,GNAZ
DNTT,508.5,DNTT
LAT,207.7,LAT
AC093899.2,544.0,AC093899.2
GABRG1,465.0,GABRG1
CIITA,407.0,CIITA
ACER2,275.0,ACER2
AP002884.3,140.0,AP002884.3
TXN2,135.5,TXN2
GPCPD1,274.75,GPCPD1
GSDMB,309.9,GSDMB
C6orf62,214.5,C6orf62
GPC3,491.25,GPC3
SCGB1D4,83.0,SCGB1D4
NOL11,286.6,NOL11
SCGB2A2,106.5,SCGB2A2
PPIAL4D,164.0,PPIAL4D
HMX2,273.0,HMX2
PDAP1,86.33333333333331,PDAP1
PLEKHG2,416.76923076923083,PLEKHG2
ADK,334.75,ADK
SYNE4,274.6666666666667,SYNE4
TMEM161A,265.44444444444446,TMEM161A
RARS,203.6,RARS
WASHC2C,1152.4285714285713,WASHC2C
DEFB131A,70.0,DEFB131A
RD3L,198.0,RD3L
PLEKHA2,308.0,PLEKHA2
HTR1D,377.0,HTR1D
VEGFA,294.15384615384613,VEGFA
HSFX1,423.0,HSFX1
POC5,296.625,POC5
VEGFB,142.33333333333334,VEGFB
CLDN7,161.14285714285714,CLDN7
NIPSNAP1,177.0,NIPSNAP1
TNP2,137.0,TNP2
AC003688.1,83.0,AC003688.1
RAB3B,219.0,RAB3B
PRM3,103.0,PRM3
RTKN,418.5,RTKN
ADM5,153.0,ADM5
PHF10,455.5,PHF10
PROK1,105.0,PROK1
CPZ,469.25,CPZ
NEDD1,380.1,NEDD1
HMGCR,431.4285714285714,HMGCR
COPS7A,142.45,COPS7A
GBP5,534.5,GBP5
MCFD2,118.84615384615385,MCFD2
SERPINA4,427.0,SERPINA4
ZNF136,174.25,ZNF136
GPR21,349.0,GPR21
GBP4,640.0,GBP4
FAM170B,283.0,FAM170B
ACAA1,210.0,ACAA1
C10orf113,117.0,C10orf113
UGT2A2,514.0,UGT2A2
IGLL1,159.0,IGLL1
SERPINA6,273.0,SERPINA6
ZNF347,402.0,ZNF347
SRI,157.66666666666666,SRI
CTNNB1,721.3333333333335,CTNNB1
PIK3C2A,766.3333333333335,PIK3C2A
SDCBP2,270.75,SDCBP2
FDFT1,298.1111111111111,FDFT1
SLC35F1,378.5,SLC35F1
COL4A3BP,426.6153846153846,COL4A3BP
RAET1G,256.0,RAET1G
DENND6A,300.3333333333333,DENND6A
RARRES1,261.0,RARRES1
KIRREL2,557.6,KIRREL2
SPACA5B,159.0,SPACA5B
RTL6,239.0,RTL6
GJB4,266.0,GJB4
NAPRT,371.5384615384616,NAPRT
TM7SF2,216.4,TM7SF2
AP3D1,621.1111111111112,AP3D1
C10orf142,130.0,C10orf142
FAM126A,381.25,FAM126A
MICAL3,606.9230769230769,MICAL3
ADAMTS10,583.3333333333334,ADAMTS10
BEX3,106.0,BEX3
SENP7,744.2857142857142,SENP7
TSPY4,278.3333333333333,TSPY4
AHSP,79.5,AHSP
TMEM108,258.3333333333333,TMEM108
RBMS1,338.1666666666667,RBMS1
C21orf62,230.75,C21orf62
TOMM7,71.5,TOMM7
SEPT12,181.16666666666663,SEPT12
PCDHA6,813.0,PCDHA6
PRR12,1625.5,PRR12
KRTDAP,92.0,KRTDAP
MCM4,506.07142857142856,MCM4
PCDHA5,880.6666666666665,PCDHA5
IFNA14,189.0,IFNA14
CMTM1,119.0,CMTM1
DAZ3,398.0,DAZ3
NAV2,1716.7,NAV2
KLHDC7A,777.0,KLHDC7A
MYOM1,1211.75,MYOM1
MRPS18C,105.8,MRPS18C
AANAT,175.5,AANAT
SERPIND1,499.0,SERPIND1
COG4,298.77777777777777,COG4
TBC1D13,337.5,TBC1D13
WNT16,360.0,WNT16
AS3MT,356.5,AS3MT
HRH4,346.0,HRH4
FAHD2B,314.0,FAHD2B
BBS5,238.0,BBS5
TMEM40,184.6,TMEM40
HESX1,157.0,HESX1
PDHA2,388.0,PDHA2
CADM2,425.33333333333326,CADM2
PDHB,328.4,PDHB
ATP6V0A1,411.6428571428572,ATP6V0A1
ATAD3B,648.0,ATAD3B
SLC19A1,355.125,SLC19A1
PP2D1,503.0,PP2D1
PRAMEF18,479.0,PRAMEF18
IDUA,333.5,IDUA
SCN11A,1662.666666666667,SCN11A
AICDA,159.0,AICDA
ADGRG5,425.66666666666674,ADGRG5
PLAC9,79.66666666666667,PLAC9
SEPT1,176.66666666666663,SEPT1
CEBPZ,600.0,CEBPZ
L1CAM,580.0,L1CAM
CEBPZOS,80.0,CEBPZOS
FZR1,438.5,FZR1
ABCB1,956.0,ABCB1
IGSF5,407.0,IGSF5
PTPMT1,164.25,PTPMT1
SPRY2,315.0,SPRY2
SIT1,210.0,SIT1
YPEL4,103.2,YPEL4
N6AMT1,204.66666666666663,N6AMT1
SMPX,88.0,SMPX
BLNK,296.3333333333333,BLNK
STX16-NPEPL1,382.0,STX16-NPEPL1
KCNE1B,120.75,KCNE1B
SOSTDC1,218.0,SOSTDC1
LRRC72,172.0,LRRC72
IMPACT,190.16666666666663,IMPACT
SMIM11B,59.66666666666666,SMIM11B
ESM1,135.66666666666666,ESM1
MC4R,332.0,MC4R
C15orf41,180.6875,C15orf41
RIPK3,303.6666666666667,RIPK3
UBE2L6,108.0,UBE2L6
TFPI2,191.33333333333331,TFPI2
WAC,289.15384615384613,WAC
LAMP5,258.0,LAMP5
TGS1,453.0,TGS1
PACSIN2,304.54545454545456,PACSIN2
OR4Q3,317.0,OR4Q3
SRM,146.2,SRM
DHX36,438.8181818181818,DHX36
C4orf45,186.0,C4orf45
PLIN3,279.42857142857144,PLIN3
CABLES2,368.0,CABLES2
CD2BP2,341.0,CD2BP2
SLCO4C1,724.0,SLCO4C1
ERN2,406.4,ERN2
TRIM39-RPP21,503.0,TRIM39-RPP21
WDSUB1,448.2,WDSUB1
TCAF1,396.16666666666674,TCAF1
AADACL4,407.0,AADACL4
FAM111A,476.28571428571433,FAM111A
DNA2,619.1666666666666,DNA2
WT1,358.08333333333326,WT1
ATIC,250.57142857142856,ATIC
EFL1,399.71428571428567,EFL1
AHCYL2,430.28571428571433,AHCYL2
FBXO33,215.33333333333331,FBXO33
PGRMC2,124.875,PGRMC2
PAQR8,273.3333333333333,PAQR8
CNOT10,479.4285714285714,CNOT10
MDGA1,479.0,MDGA1
FECH,241.0,FECH
TCEAL7,100.0,TCEAL7
DAZ4,519.0,DAZ4
ERCC3,288.84615384615387,ERCC3
RIMKLB,268.875,RIMKLB
AL512428.1,60.0,AL512428.1
SERPINB8,217.88888888888889,SERPINB8
BBS12,537.0,BBS12
ZNF485,333.0,ZNF485
ZNF217,585.0,ZNF217
ADGRE1,724.3333333333335,ADGRE1
PCDHA2,860.0,PCDHA2
RNF150,353.2,RNF150
PCDHA1,814.3333333333335,PCDHA1
RPP25,199.0,RPP25
BOLL,242.5,BOLL
IFNA16,189.0,IFNA16
PSMF1,203.66666666666663,PSMF1
GNB4,231.0,GNB4
GRAMD1C,333.2857142857143,GRAMD1C
GPR176,499.66666666666674,GPR176
GLDN,344.2,GLDN
MTA2,552.6666666666666,MTA2
ZNF440,227.6,ZNF440
DLG3,636.0,DLG3
FAM104A,137.66666666666666,FAM104A
ACTL8,366.0,ACTL8
OR1Q1,314.0,OR1Q1
OR1L8,309.0,OR1L8
SLC25A48,235.125,SLC25A48
HEMK1,219.0,HEMK1
RRM2B,208.5,RRM2B
LOXL2,223.33333333333331,LOXL2
NOX4,412.1538461538461,NOX4
CMTR1,369.0,CMTR1
ENDOG,297.0,ENDOG
SHLD1,147.0,SHLD1
PIK3CB,385.8181818181818,PIK3CB
CCDC88A,849.55,CCDC88A
CRMP1,609.3333333333334,CRMP1
TM9SF4,301.0,TM9SF4
PRR16,242.4,PRR16
PRAMEF13,351.5,PRAMEF13
CYP17A1,451.8,CYP17A1
INTS14,257.2857142857143,INTS14
DGKQ,529.5,DGKQ
ARL17B,128.4230769230769,ARL17B
SLC24A1,910.1428571428572,SLC24A1
DYNC1LI1,328.0,DYNC1LI1
BCL2L13,237.6923076923077,BCL2L13
OR4D9,314.0,OR4D9
GATA4,236.5,GATA4
MBTPS2,424.5,MBTPS2
RPL8,204.5,RPL8
DENND4A,1342.4,DENND4A
AKTIP,176.88888888888889,AKTIP
LMF1,226.0,LMF1
KIAA0319,954.6666666666665,KIAA0319
ELL,394.33333333333326,ELL
SCGB2A1,95.0,SCGB2A1
GNLY,158.5,GNLY
ABRA,381.0,ABRA
THEMIS2,330.0,THEMIS2
FABP5,118.0,FABP5
SLC5A2,426.0,SLC5A2
OR4D6,314.0,OR4D6
ZNF479,486.66666666666674,ZNF479
SETD4,266.0833333333333,SETD4
NAA10,182.5,NAA10
MTDH,316.0,MTDH
MOB4,148.14285714285714,MOB4
CXCL16,213.0,CXCL16
SPRY3,288.0,SPRY3
SERPINB5,245.0,SERPINB5
HNRNPCL1,293.0,HNRNPCL1
TNFRSF10A,284.3333333333333,TNFRSF10A
NPS,89.0,NPS
ARPC2,163.83333333333334,ARPC2
GRAP,178.25,GRAP
CRAMP1,907.3333333333335,CRAMP1
COQ10B,212.0,COQ10B
MLF1,207.3125,MLF1
TTC17,492.6,TTC17
HIP1,794.25,HIP1
WDR91,729.5,WDR91
OR52N5,324.0,OR52N5
CDH16,521.3333333333334,CDH16
DOCK1,1875.5,DOCK1
APCDD1L,290.5,APCDD1L
TAF9,189.875,TAF9
ARHGEF35,484.0,ARHGEF35
CHRFAM7A,316.0,CHRFAM7A
DUSP5,384.0,DUSP5
OR52B6,335.0,OR52B6
SACS,2497.5,SACS
IGLL5,171.0,IGLL5
TTC29,321.57142857142856,TTC29
BAIAP2L1,511.0,BAIAP2L1
RHOA,149.75,RHOA
NR2F6,264.5,NR2F6
CFAP44,398.5555555555555,CFAP44
ALDOC,228.125,ALDOC
NFX1,976.5,NFX1
LRRC25,305.0,LRRC25
APMAP,412.5,APMAP
TK2,195.9375,TK2
NHS,1229.6,NHS
SPAG5,267.22222222222223,SPAG5
OSER1,292.0,OSER1
PLEKHB2,217.66666666666663,PLEKHB2
RAB3C,227.0,RAB3C
SLC30A4,429.0,SLC30A4
BEST1,401.6,BEST1
SGSM1,1109.3333333333333,SGSM1
ICAM2,222.63636363636363,ICAM2
ZFP91,570.0,ZFP91
USE1,145.75,USE1
CT47A1,288.0,CT47A1
MTX2,156.2,MTX2
SSTR3,418.0,SSTR3
FHOD3,1031.5714285714287,FHOD3
APOBEC3A,199.0,APOBEC3A
PTX4,381.0,PTX4
TOPAZ1,1692.0,TOPAZ1
STAT5A,515.7142857142857,STAT5A
GPC2,356.5,GPC2
RPL3,295.3333333333333,RPL3
GDAP1,236.0,GDAP1
CHKA,304.0,CHKA
AMMECR1,279.6666666666667,AMMECR1
ASAH2,511.33333333333326,ASAH2
MED12L,1101.0,MED12L
GPR87,358.0,GPR87
SPINK4,97.5,SPINK4
ZNF627,150.75,ZNF627
ADAM29,563.0,ADAM29
KBTBD7,684.0,KBTBD7
MAPK8IP2,824.0,MAPK8IP2
PRKDC,2096.25,PRKDC
SPDYC,293.0,SPDYC
GAS8,232.42857142857144,GAS8
SAMD9L,679.25,SAMD9L
PSD3,413.46153846153845,PSD3
ZNF717,287.0,ZNF717
CCDC71,467.0,CCDC71
DBNDD1,171.4,DBNDD1
ZFAND5,212.6,ZFAND5
SIRT7,222.0,SIRT7
