Genes,Isoform_No,Norm_Symbol
CT45A10,2,CT45A10
CT45A9,2,CT45A9
GCSH,9,GCSH
PQLC3,6,PQLC3
ERC1,32,ERC1
ARRDC2,4,ARRDC2
RFC4,10,RFC4
ODF3B,6,ODF3B
AP1S2,5,AP1S2
ST14,1,ST14
AP000812.4,1,AP000812.4
SSU72P2,1,SSU72P2
GRID2IP,3,GRID2IP
CHEK2,25,CHEK2
FADS1,18,FADS1
DAGLA,2,DAGLA
CABP7,1,CABP7
WDR53,5,WDR53
NSD3,8,NSD3
ADAMTS17,4,ADAMTS17
EDN1,1,EDN1
CLDN11,1,CLDN11
LRP12,3,LRP12
SMAD9,3,SMAD9
HMOX2,34,HMOX2
NOP10,2,NOP10
C10orf82,2,C10orf82
LCMT2,2,LCMT2
CA5B,5,CA5B
TGM7,1,TGM7
MCOLN1,3,MCOLN1
AC008878.2,1,AC008878.2
RAE1,8,RAE1
PYGO1,3,PYGO1
A4GNT,1,A4GNT
NHEJ1,6,NHEJ1
NCBP1,4,NCBP1
RAMAC,1,RAMAC
PROC,8,PROC
CFAP36,5,CFAP36
RAB43,8,RAB43
CCDC151,4,CCDC151
DDX58,2,DDX58
FKBP1B,5,FKBP1B
PGLYRP2,4,PGLYRP2
IPPK,2,IPPK
IER3IP1,2,IER3IP1
SLC1A2,33,SLC1A2
ECM2,4,ECM2
DCSTAMP,3,DCSTAMP
THRSP,1,THRSP
RPS4X,1,RPS4X
NINJ2,4,NINJ2
SLC37A4,8,SLC37A4
OGG1,14,OGG1
XAGE1A,2,XAGE1A
MDH2,4,MDH2
C16orf74,6,C16orf74
RTN4RL1,1,RTN4RL1
ADTRP,7,ADTRP
TNKS,6,TNKS
IFIT2,3,IFIT2
AC000120.2,1,AC000120.2
LRRD1,4,LRRD1
OR9G9,1,OR9G9
TMEM170B,1,TMEM170B
GSAP,4,GSAP
ABHD13,1,ABHD13
DEFB126,1,DEFB126
ANGPTL2,2,ANGPTL2
MOCS3,1,MOCS3
ODF3,3,ODF3
CD300LF,9,CD300LF
EDAR,3,EDAR
EIF1AD,10,EIF1AD
SFRP4,2,SFRP4
ATXN2L,16,ATXN2L
PODNL1,12,PODNL1
DRGX,2,DRGX
PIBF1,3,PIBF1
HIGD1B,4,HIGD1B
FAM187A,2,FAM187A
UBB,8,UBB
MYO10,7,MYO10
SLC1A4,2,SLC1A4
DDA1,3,DDA1
YIPF7,3,YIPF7
RHEB,5,RHEB
SIGMAR1,4,SIGMAR1
BET1,6,BET1
SCGB1D2,1,SCGB1D2
ARID3C,1,ARID3C
MTIF2,10,MTIF2
PCP4,2,PCP4
CLTCL1,8,CLTCL1
FBXL16,3,FBXL16
SUGT1,2,SUGT1
INVS,3,INVS
FOXI2,1,FOXI2
OR5AN1,3,OR5AN1
BCL2L11,25,BCL2L11
ZBTB7A,2,ZBTB7A
HNRNPA1L2,1,HNRNPA1L2
MPEG1,1,MPEG1
CMTM8,2,CMTM8
PRAMEF7,4,PRAMEF7
FGF8,6,FGF8
WDR61,8,WDR61
BLOC1S6,15,BLOC1S6
LYRM7,3,LYRM7
FHL2,12,FHL2
GNGT1,5,GNGT1
CCDC127,2,CCDC127
CUL4A,6,CUL4A
ASPH,21,ASPH
ATG10,7,ATG10
GALNT17,3,GALNT17
PABPC1L2B,1,PABPC1L2B
SDR42E1,2,SDR42E1
VPS13C,8,VPS13C
B4GALT5,1,B4GALT5
NLRP1,12,NLRP1
MEOX2,1,MEOX2
NEO1,5,NEO1
RAPGEFL1,8,RAPGEFL1
FOXD4L6,1,FOXD4L6
SMO,3,SMO
PTBP1,14,PTBP1
MORN5,3,MORN5
DNAJC9,1,DNAJC9
RSRC1,12,RSRC1
FAM167A,5,FAM167A
ORM1,1,ORM1
A1CF,8,A1CF
MLLT1,1,MLLT1
DGKB,6,DGKB
FADS6,4,FADS6
AL662899.1,1,AL662899.1
GP2,9,GP2
NPNT,11,NPNT
ARHGEF38,2,ARHGEF38
CNTF,1,CNTF
LIMS4,3,LIMS4
UGP2,25,UGP2
CYP20A1,7,CYP20A1
OR5B12,2,OR5B12
SH2D4A,4,SH2D4A
OR5B2,2,OR5B2
TTC39C,6,TTC39C
SRSF3,4,SRSF3
CHRM5,3,CHRM5
OR5B3,2,OR5B3
ADCYAP1,2,ADCYAP1
CD248,1,CD248
DKK3,6,DKK3
TNP1,1,TNP1
KIF24,2,KIF24
ACVR1,9,ACVR1
RAB10,1,RAB10
CC2D2B,10,CC2D2B
LNP1,3,LNP1
OR2C1,1,OR2C1
ELOF1,9,ELOF1
ACOT12,2,ACOT12
GNRHR,2,GNRHR
MEGF6,4,MEGF6
HOXD9,1,HOXD9
ZNFX1,5,ZNFX1
IP6K2,24,IP6K2
FGFR3,8,FGFR3
SPATA21,5,SPATA21
NFE2L3,2,NFE2L3
C5orf34,3,C5orf34
SYBU,33,SYBU
STAG1,8,STAG1
TLNRD1,1,TLNRD1
LONRF2,2,LONRF2
RGS3,15,RGS3
PRSS48,2,PRSS48
TADA2A,18,TADA2A
CLEC4F,2,CLEC4F
IFIT5,1,IFIT5
OR4D1,2,OR4D1
NFKB2,5,NFKB2
RASGRF2,3,RASGRF2
VAX1,2,VAX1
ZNF511-PRAP1,1,ZNF511-PRAP1
TMEM182,6,TMEM182
NLE1,6,NLE1
ID1,2,ID1
OR2AE1,1,OR2AE1
PTPN18,4,PTPN18
IFRD2,5,IFRD2
PPP2R3A,4,PPP2R3A
PPDPFL,4,PPDPFL
ALDH3B2,5,ALDH3B2
AP5S1,5,AP5S1
MAGEB17,2,MAGEB17
AP000812.5,5,AP000812.5
CCNYL1,6,CCNYL1
ARID5A,3,ARID5A
COPG1,4,COPG1
FZD9,1,FZD9
Z98752.3,1,Z98752.3
MPP3,4,MPP3
CTNNA3,4,CTNNA3
MMGT1,1,MMGT1
ASCC1,16,ASCC1
C2orf81,6,C2orf81
CNTN6,5,CNTN6
ASCC2,9,ASCC2
CLDN34,1,CLDN34
SLC4A5,12,SLC4A5
MCTP2,5,MCTP2
TRAPPC13,6,TRAPPC13
UBE2Q2,6,UBE2Q2
ABHD5,14,ABHD5
MT1B,2,MT1B
SLC9A4,1,SLC9A4
POLR2E,9,POLR2E
MAGEA6,4,MAGEA6
FBXO45,2,FBXO45
IRF8,9,IRF8
KIF18A,1,KIF18A
HEPH,8,HEPH
CDIPT,7,CDIPT
SCPEP1,8,SCPEP1
TLCD1,4,TLCD1
MPP1,9,MPP1
TSPAN3,6,TSPAN3
HPR,4,HPR
RNASE1,5,RNASE1
PMFBP1,10,PMFBP1
WDR12,1,WDR12
SF3B2,7,SF3B2
GTSE1,1,GTSE1
NAT9,14,NAT9
C19orf67,2,C19orf67
PPP1R16B,2,PPP1R16B
SLC38A11,5,SLC38A11
NSUN5,5,NSUN5
CYP4F22,2,CYP4F22
DDHD2,14,DDHD2
ARNT2,5,ARNT2
EHBP1,12,EHBP1
TMEM258,6,TMEM258
ROPN1,10,ROPN1
FADS2,11,FADS2
FAM71F1,6,FAM71F1
KLF4,4,KLF4
C9orf64,3,C9orf64
PSMA1,5,PSMA1
OR11H1,2,OR11H1
NOLC1,8,NOLC1
ZNF652,3,ZNF652
SCN2A,14,SCN2A
PTPN20,28,PTPN20
RBFOX3,9,RBFOX3
GPR143,3,GPR143
RBM43,2,RBM43
AKR1C8P,3,AKR1C8P
PCDH11X,6,PCDH11X
GNA11,3,GNA11
AC002094.3,1,AC002094.3
TBC1D2,5,TBC1D2
SARM1,4,SARM1
HAAO,2,HAAO
MTCP1,3,MTCP1
RNASE13,1,RNASE13
FEZ2,9,FEZ2
OXER1,1,OXER1
KAZALD1,1,KAZALD1
ARHGEF40,4,ARHGEF40
ARHGEF16,5,ARHGEF16
RIOK2,5,RIOK2
WRAP53,7,WRAP53
PROM2,4,PROM2
ARRDC3,1,ARRDC3
ATP6V1B1,4,ATP6V1B1
VTI1A,2,VTI1A
AC093525.1,1,AC093525.1
CCDC40,8,CCDC40
RABGEF1,9,RABGEF1
ELP1,3,ELP1
C5orf22,6,C5orf22
HTN3,6,HTN3
CST11,2,CST11
MKRN3,6,MKRN3
COX4I2,1,COX4I2
UHRF2,4,UHRF2
AGBL1,3,AGBL1
TPD52,13,TPD52
GOLGA6L7,1,GOLGA6L7
SRSF1,7,SRSF1
IL33,4,IL33
CRLF3,3,CRLF3
ATG3,4,ATG3
LRRC75B,3,LRRC75B
POLR2D,3,POLR2D
AKAIN1,2,AKAIN1
USP19,9,USP19
KLHL4,2,KLHL4
MFSD9,6,MFSD9
TUBG1,3,TUBG1
SLC9A6,12,SLC9A6
LRRC3B,6,LRRC3B
PEX1,4,PEX1
MTMR7,3,MTMR7
DDX5,19,DDX5
TBX6,5,TBX6
ANKDD1A,7,ANKDD1A
CNBP,8,CNBP
BNIP3,3,BNIP3
B4GALT6,4,B4GALT6
SSU72P4,1,SSU72P4
LYRM4,6,LYRM4
CT45A6,2,CT45A6
AC104109.3,1,AC104109.3
P4HB,12,P4HB
COX7A2L,5,COX7A2L
DNM2,9,DNM2
DNHD1,8,DNHD1
RNF38,7,RNF38
CNN2,11,CNN2
MRPS5,2,MRPS5
TPPP,1,TPPP
SCIMP,4,SCIMP
SULT1A4,4,SULT1A4
DSG2,2,DSG2
SLC7A14,1,SLC7A14
PGD,6,PGD
ZNF735,1,ZNF735
LPCAT4,3,LPCAT4
LRRC32,4,LRRC32
CARF,19,CARF
PRTG,4,PRTG
VENTX,1,VENTX
CENPB,1,CENPB
CHCHD6,4,CHCHD6
PALM3,2,PALM3
ALKAL1,2,ALKAL1
DMD,21,DMD
BBS9,10,BBS9
STAB1,2,STAB1
MEOX1,4,MEOX1
IHH,1,IHH
STARD3NL,6,STARD3NL
RFX1,2,RFX1
GNGT2,6,GNGT2
SLC30A8,7,SLC30A8
EMSY,13,EMSY
SEPT10,12,SEPT10
LGALS9C,18,LGALS9C
HES1,1,HES1
ASPN,2,ASPN
XRN2,1,XRN2
AC068533.4,1,AC068533.4
C2orf91,2,C2orf91
ASL,5,ASL
XAGE1B,3,XAGE1B
SGCE,69,SGCE
PEX2,5,PEX2
THOC1,9,THOC1
USP25,6,USP25
AHRR,9,AHRR
RSAD2,2,RSAD2
PNLIPRP1,9,PNLIPRP1
CLDN18,3,CLDN18
REEP3,2,REEP3
ASB2,12,ASB2
RRAS,1,RRAS
HAPLN1,7,HAPLN1
TMEM50B,10,TMEM50B
HIPK3,5,HIPK3
TBC1D31,12,TBC1D31
ZNF600,4,ZNF600
PPP1R3A,3,PPP1R3A
TMEM74B,2,TMEM74B
IFNB1,1,IFNB1
GPATCH1,2,GPATCH1
DYDC2,7,DYDC2
ALKBH4,2,ALKBH4
DCAF4L2,1,DCAF4L2
TCN2,4,TCN2
TRPC4,9,TRPC4
TUBD1,12,TUBD1
ARHGAP42,5,ARHGAP42
TTC23,14,TTC23
PES1,7,PES1
BEX4,2,BEX4
STXBP4,5,STXBP4
UFD1,6,UFD1
FGFBP1,1,FGFBP1
KIF3B,1,KIF3B
TM4SF5,1,TM4SF5
PRKRIP1,3,PRKRIP1
SMPDL3B,5,SMPDL3B
SLITRK5,1,SLITRK5
RIOK1,2,RIOK1
HES7,3,HES7
INS-IGF2,2,INS-IGF2
MYO1F,6,MYO1F
FAM114A1,3,FAM114A1
CAGE1,8,CAGE1
LAMP1,1,LAMP1
SCGB1A1,2,SCGB1A1
MALRD1,4,MALRD1
ZNF572,1,ZNF572
AC004832.3,3,AC004832.3
FOXD4L4,1,FOXD4L4
DEPDC7,2,DEPDC7
CHD6,5,CHD6
WBP1L,3,WBP1L
RPA2,5,RPA2
HTRA3,2,HTRA3
SIDT2,10,SIDT2
CYP11A1,7,CYP11A1
FAIM,6,FAIM
FGFBP3,1,FGFBP3
TTC23L,6,TTC23L
FABP12,2,FABP12
RAB6D,1,RAB6D
NDUFAF7,8,NDUFAF7
HOXA7,2,HOXA7
RUNDC3B,3,RUNDC3B
MYLPF,4,MYLPF
WDR24,3,WDR24
CHMP7,6,CHMP7
EFHB,4,EFHB
FGD2,3,FGD2
CDH13,10,CDH13
HADHB,7,HADHB
DCTN3,7,DCTN3
FUT10,3,FUT10
ICOS,2,ICOS
PRDX3,1,PRDX3
SPAST,18,SPAST
GZMK,1,GZMK
H2AFY,6,H2AFY
CCDC82,14,CCDC82
SERPING1,11,SERPING1
GPBAR1,4,GPBAR1
CALN1,6,CALN1
PGPEP1L,3,PGPEP1L
TMEM9B,5,TMEM9B
NAT8L,2,NAT8L
MTCH1,4,MTCH1
BAK1,3,BAK1
TRIM6-TRIM34,1,TRIM6-TRIM34
SMKR1,1,SMKR1
OR2A42,4,OR2A42
GPD1L,5,GPD1L
GATA2,5,GATA2
NR4A3,4,NR4A3
CARD10,5,CARD10
ZNF500,7,ZNF500
AQP11,1,AQP11
OR2A1,4,OR2A1
VBP1,3,VBP1
WIPF1,9,WIPF1
KIAA1671,4,KIAA1671
CLNS1A,8,CLNS1A
CCM2L,2,CCM2L
RHBDD3,4,RHBDD3
CHRNA1,7,CHRNA1
C1orf158,2,C1orf158
DHX30,8,DHX30
CD72,5,CD72
SERPINB9,1,SERPINB9
DNAJB8,2,DNAJB8
EWSR1,15,EWSR1
HNRNPA3,4,HNRNPA3
C2orf49,2,C2orf49
GRHL2,4,GRHL2
GPR75,1,GPR75
SGCG,1,SGCG
FAM149B1,4,FAM149B1
FOXN1,3,FOXN1
CACNG1,1,CACNG1
ORC6,4,ORC6
ZNF621,5,ZNF621
TAS2R60,2,TAS2R60
ICOSLG,5,ICOSLG
OR5B21,1,OR5B21
CT47A9,1,CT47A9
ADGRG7,2,ADGRG7
TNFRSF11A,5,TNFRSF11A
TFDP2,17,TFDP2
CSHL1,7,CSHL1
NBPF1,3,NBPF1
MLXIPL,8,MLXIPL
SGCA,8,SGCA
POLL,13,POLL
EZH1,13,EZH1
AC099850.2,1,AC099850.2
FRRS1L,4,FRRS1L
PPIF,3,PPIF
CHKB-CPT1B,1,CHKB-CPT1B
HOXD8,4,HOXD8
TMPRSS11F,1,TMPRSS11F
SLC2A8,10,SLC2A8
SLFN11,10,SLFN11
OR9I1,3,OR9I1
CCDC117,6,CCDC117
GDI2,8,GDI2
PRND,1,PRND
DCDC1,6,DCDC1
C16orf95,3,C16orf95
MEGF10,4,MEGF10
CERK,2,CERK
PLEKHF2,2,PLEKHF2
OVOL2,1,OVOL2
TMEM248,6,TMEM248
AC138647.1,2,AC138647.1
FBXO31,4,FBXO31
SPOP,15,SPOP
MPC1L,1,MPC1L
LEO1,2,LEO1
C2orf66,1,C2orf66
ELF1,5,ELF1
MIF4GD,13,MIF4GD
SMIM11A,3,SMIM11A
ADAP2,8,ADAP2
UBA6,4,UBA6
AL662820.1,2,AL662820.1
AL360181.3,1,AL360181.3
OR51E1,2,OR51E1
LAMB2,3,LAMB2
OR9G1,3,OR9G1
GABBR2,3,GABBR2
YKT6,3,YKT6
ZNF75A,4,ZNF75A
KLC2,12,KLC2
CCDC80,4,CCDC80
FJX1,1,FJX1
WFDC13,1,WFDC13
AGAP5,4,AGAP5
TJP3,6,TJP3
LINC02210-CRHR1,1,LINC02210-CRHR1
ZNF2,5,ZNF2
PPARG,15,PPARG
FAM43A,1,FAM43A
RAB5C,7,RAB5C
EHD3,1,EHD3
AC008481.3,1,AC008481.3
KIR2DL5B,13,KIR2DL5B
MPRIP,13,MPRIP
AGPAT3,11,AGPAT3
ANXA2,30,ANXA2
ERBB2,13,ERBB2
CCAR2,11,CCAR2
CXADR,5,CXADR
OR5M8,1,OR5M8
PIP5K1C,4,PIP5K1C
SPIDR,15,SPIDR
PNPLA1,5,PNPLA1
SPG21,11,SPG21
CALML5,1,CALML5
PLEKHH3,4,PLEKHH3
KLF12,1,KLF12
ZNF512B,1,ZNF512B
DAZL,3,DAZL
AL645922.1,2,AL645922.1
GBF1,1,GBF1
CCP110,6,CCP110
TNFRSF13B,4,TNFRSF13B
TNFAIP8,7,TNFAIP8
ASF1B,5,ASF1B
LRTOMT,21,LRTOMT
STMN2,3,STMN2
EPPK1,2,EPPK1
ABHD17C,3,ABHD17C
GADL1,2,GADL1
GATAD1,2,GATAD1
OR5I1,1,OR5I1
AC092718.3,3,AC092718.3
COL4A2,9,COL4A2
MORC3,5,MORC3
NUMA1,24,NUMA1
TMED1,7,TMED1
DHX58,5,DHX58
CT45A1,2,CT45A1
HSPA4L,4,HSPA4L
TP53BP1,10,TP53BP1
ZNF594,3,ZNF594
ANAPC13,4,ANAPC13
MAGEA12,3,MAGEA12
RBM38,5,RBM38
OR5D18,1,OR5D18
OR5L1,1,OR5L1
SMIM27,6,SMIM27
AC018554.3,1,AC018554.3
PHOSPHO1,7,PHOSPHO1
CBLB,15,CBLB
SPOCK2,4,SPOCK2
ACVR2B,1,ACVR2B
AC068946.1,1,AC068946.1
SEMA4G,8,SEMA4G
MT1E,3,MT1E
RNF168,2,RNF168
LRP4,2,LRP4
PPARA,6,PPARA
ZNF727,1,ZNF727
PROSER1,3,PROSER1
GLT8D1,10,GLT8D1
SPO11,5,SPO11
KNDC1,2,KNDC1
RNF144A,4,RNF144A
LYSMD4,6,LYSMD4
FGF11,10,FGF11
ERCC6L,2,ERCC6L
TADA3,4,TADA3
GGCX,5,GGCX
TTC26,7,TTC26
ANKRD29,5,ANKRD29
AL163636.2,1,AL163636.2
HM13,10,HM13
CDK5,2,CDK5
NT5DC2,7,NT5DC2
LIPT2,3,LIPT2
SIAH3,1,SIAH3
PIR,2,PIR
CDH12,3,CDH12
USP14,7,USP14
JMJD1C,4,JMJD1C
ASCL2,1,ASCL2
ADGRA1,3,ADGRA1
EGR2,4,EGR2
FAH,5,FAH
ZNF732,2,ZNF732
CYP51A1,3,CYP51A1
HPS6,1,HPS6
ABHD16B,1,ABHD16B
EBAG9,9,EBAG9
VEGFD,1,VEGFD
LIPA,5,LIPA
IFT27,6,IFT27
PSTPIP1,12,PSTPIP1
SLC26A8,6,SLC26A8
LIG4,5,LIG4
MGMT,1,MGMT
C5orf15,1,C5orf15
ATP2A3,8,ATP2A3
SCGB1C1,1,SCGB1C1
IQCM,3,IQCM
ZC3H12C,3,ZC3H12C
TRIM64,1,TRIM64
POTEJ,1,POTEJ
NBEAL1,3,NBEAL1
TSSC4,9,TSSC4
ARIH1,5,ARIH1
AC055811.2,1,AC055811.2
PRDM16,6,PRDM16
LATS2,1,LATS2
NPIPB12,8,NPIPB12
PDPR,9,PDPR
APOBEC3C,2,APOBEC3C
APTX,27,APTX
CTCFL,19,CTCFL
GPR173,2,GPR173
CSTL1,3,CSTL1
TBC1D5,17,TBC1D5
RPL22L1,5,RPL22L1
AC007192.1,1,AC007192.1
AKAP11,1,AKAP11
CCDC96,1,CCDC96
IFITM1,3,IFITM1
NTN3,1,NTN3
TUFM,2,TUFM
FNDC8,1,FNDC8
SRSF8,2,SRSF8
TPD52L3,3,TPD52L3
CCND1,2,CCND1
APBB2,19,APBB2
NET1,3,NET1
PDZD7,9,PDZD7
NR2F2,5,NR2F2
KIFC2,3,KIFC2
ANKRD18B,4,ANKRD18B
CCDC136,10,CCDC136
CYP7A1,1,CYP7A1
MAST3,2,MAST3
UBXN8,7,UBXN8
FAM156A,18,FAM156A
GALNT14,6,GALNT14
DENND3,13,DENND3
SP3,4,SP3
NPTXR,2,NPTXR
C3orf56,1,C3orf56
SMIM9,1,SMIM9
SAGE1,3,SAGE1
C1QBP,4,C1QBP
ST8SIA6,3,ST8SIA6
AC005041.1,1,AC005041.1
ENOX2,6,ENOX2
SLC41A3,17,SLC41A3
TRIM50,2,TRIM50
SCO2,6,SCO2
CT45A7,2,CT45A7
MT1F,2,MT1F
PPP2R2C,6,PPP2R2C
CFAP97D1,2,CFAP97D1
ATP6AP2,23,ATP6AP2
DTWD2,4,DTWD2
CENPS-CORT,5,CENPS-CORT
GOLGA8A,2,GOLGA8A
KCNN1,3,KCNN1
LIMS3-LOC440895,2,LIMS3-LOC440895
ZMAT5,1,ZMAT5
CFTR,10,CFTR
SMCO4,6,SMCO4
DACH2,8,DACH2
GRIA2,12,GRIA2
FEN1,3,FEN1
SLX1B,3,SLX1B
BOLA2-SMG1P6,3,BOLA2-SMG1P6
RDH10,3,RDH10
DSTN,3,DSTN
IMPAD1,3,IMPAD1
NKX2-4,1,NKX2-4
MCRIP2,4,MCRIP2
ZNF679,2,ZNF679
DLX4,3,DLX4
APOL6,1,APOL6
TOPORS,2,TOPORS
SLC32A1,1,SLC32A1
CDH10,2,CDH10
MYO15B,19,MYO15B
TEKT4,1,TEKT4
RLN1,1,RLN1
PPP4R2,6,PPP4R2
MAGEA3,3,MAGEA3
CATSPER1,1,CATSPER1
PHETA2,2,PHETA2
XYLT2,6,XYLT2
TRIM3,7,TRIM3
GABPB1,10,GABPB1
IFFO1,8,IFFO1
CTXND1,1,CTXND1
PNPLA6,14,PNPLA6
EDDM3B,1,EDDM3B
SDR16C5,3,SDR16C5
SLC52A1,3,SLC52A1
FDX1,1,FDX1
GABPA,2,GABPA
IL17RC,18,IL17RC
NFIX,13,NFIX
OR4C46,1,OR4C46
CDKL2,3,CDKL2
C17orf67,1,C17orf67
B4GALNT2,3,B4GALNT2
CPN2,2,CPN2
EML4,3,EML4
IGHMBP2,4,IGHMBP2
BMX,3,BMX
PKDCC,2,PKDCC
FKBP15,3,FKBP15
PKIA,3,PKIA
C8orf58,6,C8orf58
MOB1A,1,MOB1A
INSL6,2,INSL6
NRBF2,2,NRBF2
ZNF358,2,ZNF358
RBPMS,11,RBPMS
MAP7D2,4,MAP7D2
TXNRD3,6,TXNRD3
HIBADH,3,HIBADH
MRPL21,7,MRPL21
MICU3,3,MICU3
GPR119,1,GPR119
SPEF1,1,SPEF1
SLC38A7,10,SLC38A7
TMEM192,3,TMEM192
GK3P,1,GK3P
PIGN,41,PIGN
KIF1C,2,KIF1C
TP53TG3B,4,TP53TG3B
DNAL4,2,DNAL4
RUNDC3A,3,RUNDC3A
ALPK1,7,ALPK1
ZNF713,3,ZNF713
ELOA3,1,ELOA3
APLP2,11,APLP2
STC1,2,STC1
TMEM100,3,TMEM100
LRRN4,1,LRRN4
INTU,6,INTU
AGTR1,8,AGTR1
LRRC10B,1,LRRC10B
ANOS1,1,ANOS1
XYLB,5,XYLB
ADORA2B,1,ADORA2B
CISD2,6,CISD2
C20orf27,4,C20orf27
PKD1,9,PKD1
SNX4,3,SNX4
STYXL1,9,STYXL1
CRLS1,3,CRLS1
SEPHS1,5,SEPHS1
SLC16A13,1,SLC16A13
SULT1B1,3,SULT1B1
RRAS2,11,RRAS2
SEMA3G,3,SEMA3G
SLC38A3,5,SLC38A3
REG1A,1,REG1A
CCIN,1,CCIN
MYBPC3,4,MYBPC3
PABPN1L,3,PABPN1L
IL20RB,4,IL20RB
MCRIP1,11,MCRIP1
EPHA2,1,EPHA2
ZBTB34,2,ZBTB34
WWP2,7,WWP2
HAND2,3,HAND2
METTL21A,10,METTL21A
TYW1B,3,TYW1B
POLG2,3,POLG2
SPATA31A5,1,SPATA31A5
CTSO,2,CTSO
ADO,1,ADO
SHISA9,3,SHISA9
SH2D6,1,SH2D6
WNT7B,5,WNT7B
HOXA11,2,HOXA11
ANKRD18A,2,ANKRD18A
NPIPB9,2,NPIPB9
MBOAT4,1,MBOAT4
MKI67,2,MKI67
MAP2K3,12,MAP2K3
HMOX1,2,HMOX1
LIMS2,12,LIMS2
C2CD2,3,C2CD2
PNPLA4,4,PNPLA4
TRIM4,4,TRIM4
FOXO1,1,FOXO1
ZNF185,12,ZNF185
ZNF511,2,ZNF511
TMEM104,5,TMEM104
HIC1,7,HIC1
NAA80,7,NAA80
FAM98A,3,FAM98A
TEX51,9,TEX51
CSN2,2,CSN2
ANAPC15,16,ANAPC15
ZNF138,6,ZNF138
TPRA1,11,TPRA1
ITGA3,7,ITGA3
UBE2W,7,UBE2W
ELOVL3,1,ELOVL3
DUSP13,14,DUSP13
ABCD1,2,ABCD1
LRRC37A,6,LRRC37A
MOBP,12,MOBP
CNOT7,9,CNOT7
SSTR4,1,SSTR4
EIF4A2,9,EIF4A2
ALG5,2,ALG5
CCNE2,6,CCNE2
GPR20,2,GPR20
XAGE3,2,XAGE3
NMI,2,NMI
CETN2,1,CETN2
TGFBR2,2,TGFBR2
MDFIC2,1,MDFIC2
TLL1,6,TLL1
CCDC182,1,CCDC182
TUBGCP4,8,TUBGCP4
PAX1,3,PAX1
TSPAN32,8,TSPAN32
NRBP2,3,NRBP2
METTL15,11,METTL15
EXOC4,2,EXOC4
PPWD1,10,PPWD1
OR5D3P,1,OR5D3P
GOSR1,7,GOSR1
TTC38,6,TTC38
CHM,2,CHM
ZZEF1,5,ZZEF1
TECRL,4,TECRL
RGPD5,7,RGPD5
NHLRC3,3,NHLRC3
IMP3,2,IMP3
CACNB4,55,CACNB4
SNRPA1,5,SNRPA1
SERTM1,1,SERTM1
COIL,2,COIL
PVALB,10,PVALB
CHST3,1,CHST3
RLN2,2,RLN2
TAC4,6,TAC4
SLC25A39,12,SLC25A39
FRMD4A,17,FRMD4A
GATA3,5,GATA3
FBXO4,5,FBXO4
PML,18,PML
HIVEP1,9,HIVEP1
TERF1,4,TERF1
CHSY1,2,CHSY1
SBSPON,1,SBSPON
SLC26A3,3,SLC26A3
DPYS,3,DPYS
GRB14,3,GRB14
ATAD2B,4,ATAD2B
DYNLRB2,5,DYNLRB2
NOG,1,NOG
ACO1,3,ACO1
GPT2,3,GPT2
KIAA2026,5,KIAA2026
CCDC146,2,CCDC146
UBTFL1,1,UBTFL1
IFIT1,2,IFIT1
PDGFC,4,PDGFC
ZNF556,3,ZNF556
KIR2DP1,1,KIR2DP1
TSC2,30,TSC2
TRIM75P,1,TRIM75P
NIPSNAP2,6,NIPSNAP2
PIGL,8,PIGL
HOXA13,2,HOXA13
EMD,3,EMD
FGF20,2,FGF20
METTL26,12,METTL26
EPDR1,4,EPDR1
TET3,2,TET3
FAM155A,1,FAM155A
C10orf71,1,C10orf71
VSIG4,4,VSIG4
NIFK,4,NIFK
AL163195.3,2,AL163195.3
AC093512.2,7,AC093512.2
CFAP65,10,CFAP65
ORC2,3,ORC2
SMIM36,1,SMIM36
RNASE12,1,RNASE12
DCTN6,5,DCTN6
SLC16A11,3,SLC16A11
RCL1,7,RCL1
NEDD9,8,NEDD9
SLC22A9,2,SLC22A9
GSTP1,6,GSTP1
ABCA7,10,ABCA7
DUOXA1,14,DUOXA1
FEV,1,FEV
PAXBP1,7,PAXBP1
GCA,6,GCA
SLF2,5,SLF2
AC207056.1,1,AC207056.1
BMP7,4,BMP7
RCN2,4,RCN2
CCDC34,2,CCDC34
NCK1,9,NCK1
POF1B,2,POF1B
CU633846.1,2,CU633846.1
TRDMT1,8,TRDMT1
CACNG2,1,CACNG2
VCX2,1,VCX2
FSTL4,3,FSTL4
TEX29,2,TEX29
ZNF595,4,ZNF595
ITGA11,2,ITGA11
NSUN7,2,NSUN7
HILPDA,2,HILPDA
LEPROTL1,9,LEPROTL1
RPA1,4,RPA1
PHAX,1,PHAX
FAM95C,3,FAM95C
CCR8,2,CCR8
METTL2B,5,METTL2B
CAPN13,4,CAPN13
AAMDC,11,AAMDC
ZNF449,2,ZNF449
NLRC5,15,NLRC5
TUBB4A,13,TUBB4A
AC098850.3,1,AC098850.3
CCDC144A,6,CCDC144A
SNRPG,6,SNRPG
DSC2,3,DSC2
PIP,1,PIP
CREB1,11,CREB1
IDI1,3,IDI1
SMIM10L2A,1,SMIM10L2A
INTS6L,2,INTS6L
UPK2,1,UPK2
B3GNT3,4,B3GNT3
PANX1,2,PANX1
TEX43,1,TEX43
VCX3B,4,VCX3B
RNASE9,11,RNASE9
TAS2R39,1,TAS2R39
BCL9L,3,BCL9L
SMYD4,5,SMYD4
