Genes,Domain Number,Norm_Symbol
DDIT3,1,DDIT3
KRTAP4-3,1,KRTAP4-3
BCAR1,4,BCAR1
OAZ1,1,OAZ1
KRTAP4-1,2,KRTAP4-1
KRTAP4-2,1,KRTAP4-2
HEPACAM,2,HEPACAM
TCF12,1,TCF12
LINGO3,2,LINGO3
PRRC2C,1,PRRC2C
RAET1L,1,RAET1L
DCAF11,1,DCAF11
ANKRD49,2,ANKRD49
RNF227,2,RNF227
BUD13,1,BUD13
FBRSL1,1,FBRSL1
ZNF852,2,ZNF852
MYOC,1,MYOC
PLXNC1,3,PLXNC1
PTP4A2,2,PTP4A2
BTG2,1,BTG2
AC090517.4,1,AC090517.4
COX20,1,COX20
FAT3,3,FAT3
ACADL,3,ACADL
PABPC5,1,PABPC5
CTRB1,1,CTRB1
INHBE,1,INHBE
LRCOL1,1,LRCOL1
CAPN13,2,CAPN13
NBPF26,3,NBPF26
CPLANE2,1,CPLANE2
KRTAP9-1,1,KRTAP9-1
VAMP4,1,VAMP4
PTPRO,2,PTPRO
FMOD,2,FMOD
TLE3,2,TLE3
FBXW5,2,FBXW5
KRTAP9-8,1,KRTAP9-8
ARNT,3,ARNT
CANT1,1,CANT1
CDC37L1,1,CDC37L1
DPYSL4,1,DPYSL4
IFNGR1,2,IFNGR1
PRELP,2,PRELP
PROK1,1,PROK1
AC253572.1,3,AC253572.1
TMED4,1,TMED4
SCAMP1,1,SCAMP1
FBXO42,3,FBXO42
OPTC,1,OPTC
MDM4,3,MDM4
DCTN2,1,DCTN2
KCNN3,3,KCNN3
TAPT1,1,TAPT1
FOXP4,2,FOXP4
EEF1AKNMT,2,EEF1AKNMT
CDK5,1,CDK5
ATP5F1B,2,ATP5F1B
DIS3L,4,DIS3L
NRL,2,NRL
C1QTNF1,2,C1QTNF1
KCNA10,2,KCNA10
SLC25A40,1,SLC25A40
RASSF6,2,RASSF6
C8G,1,C8G
PMVK,1,PMVK
SNX11,1,SNX11
SPATS2L,1,SPATS2L
TPRA1,1,TPRA1
TMCC3,1,TMCC3
LRRN2,2,LRRN2
OLA1,2,OLA1
C16orf78,1,C16orf78
CEP250,1,CEP250
TMEM121,1,TMEM121
ZPR1,1,ZPR1
IKBKG,3,IKBKG
TLE1,2,TLE1
DYNLRB2,1,DYNLRB2
KLK10,1,KLK10
LCN12,1,LCN12
NDUFA12,1,NDUFA12
ATP6V0A1,1,ATP6V0A1
TMF1,2,TMF1
ATRX,3,ATRX
ATP2B4,6,ATP2B4
PPP1R21,2,PPP1R21
PCK2,2,PCK2
PECAM1,2,PECAM1
SLC8B1,1,SLC8B1
AMOTL1,1,AMOTL1
MIEF2,1,MIEF2
TRIM74,2,TRIM74
OLIG3,1,OLIG3
ALG10B,1,ALG10B
KCNA2,2,KCNA2
LHFPL2,1,LHFPL2
OR4A47,1,OR4A47
GPIHBP1,1,GPIHBP1
FNBP1,2,FNBP1
STXBP5L,3,STXBP5L
KCNA3,2,KCNA3
PLBD2,1,PLBD2
AC138696.1,1,AC138696.1
ARHGAP9,4,ARHGAP9
PIWIL4,2,PIWIL4
UBA3,2,UBA3
ZFP41,1,ZFP41
FUT4,2,FUT4
BMP7,2,BMP7
GLI4,1,GLI4
KCNAB3,1,KCNAB3
GLIPR1L1,1,GLIPR1L1
ZNF423,2,ZNF423
SDS,1,SDS
DFFB,2,DFFB
RPL7A,1,RPL7A
CTXND2,1,CTXND2
ABCA3,2,ABCA3
TM4SF18,1,TM4SF18
TRAPPC1,1,TRAPPC1
ATF7IP,2,ATF7IP
C2orf72,1,C2orf72
SLC4A2,2,SLC4A2
ULBP3,1,ULBP3
CCDC42,1,CCDC42
RPL21,1,RPL21
SNAI1,2,SNAI1
SDSL,1,SDSL
G6PD,2,G6PD
FUT10,2,FUT10
FGA,3,FGA
YTHDC2,6,YTHDC2
SZRD1,2,SZRD1
KIAA0513,1,KIAA0513
PYGO2,1,PYGO2
MILR1,1,MILR1
HSD11B1L,1,HSD11B1L
KLK11,1,KLK11
LRIG2,4,LRIG2
HAT1,1,HAT1
SPDYE4,1,SPDYE4
FAM92B,1,FAM92B
SKAP1,2,SKAP1
MFSD6L,1,MFSD6L
LRRIQ3,3,LRRIQ3
METAP1D,1,METAP1D
CERS2,2,CERS2
PHF19,3,PHF19
SLC37A2,1,SLC37A2
POLG2,1,POLG2
TGIF1,1,TGIF1
TSPAN14,1,TSPAN14
SLC25A12,1,SLC25A12
P2RX2,1,P2RX2
CASP7,1,CASP7
ZNF226,2,ZNF226
HNRNPU,3,HNRNPU
NFASC,5,NFASC
MTCH1,1,MTCH1
PPP1R14C,1,PPP1R14C
RASSF8,1,RASSF8
DRGX,2,DRGX
TNFAIP3,2,TNFAIP3
PTPRT,3,PTPRT
MCRIP1,1,MCRIP1
LAX1,1,LAX1
C12orf4,1,C12orf4
STAU1,2,STAU1
HDLBP,1,HDLBP
PLBD1,1,PLBD1
TM4SF1,1,TM4SF1
AK3,2,AK3
DNM3,4,DNM3
PPP1R27,1,PPP1R27
CXCL8,1,CXCL8
PPP6C,1,PPP6C
GUCY2C,2,GUCY2C
ERCC6,3,ERCC6
SETDB1,6,SETDB1
ARID1B,2,ARID1B
MTNR1B,1,MTNR1B
SPDYE8P,1,SPDYE8P
RASL11A,1,RASL11A
KLK12,1,KLK12
C1orf105,1,C1orf105
ZC3H11A,1,ZC3H11A
STK32C,1,STK32C
SPDYE17,1,SPDYE17
SEZ6L2,2,SEZ6L2
RRP7A,2,RRP7A
SPDYE9P,1,SPDYE9P
PIGC,1,PIGC
EFCAB2,1,EFCAB2
MAK16,2,MAK16
GSE1,1,GSE1
SPG7,4,SPG7
GLIPR1L2,1,GLIPR1L2
C9orf50,1,C9orf50
HOXB1,1,HOXB1
RPL36,1,RPL36
TTI2,1,TTI2
CDH11,2,CDH11
LHX5,2,LHX5
DHDH,1,DHDH
ZNF26,2,ZNF26
LCNL1,1,LCNL1
LARP7,3,LARP7
NTMT1,1,NTMT1
CCDC130,1,CCDC130
KIF6,1,KIF6
RAI14,3,RAI14
PTGDS,1,PTGDS
CXCL6,1,CXCL6
PF4V1,1,PF4V1
SP9,1,SP9
CDADC1,1,CDADC1
CXCL1,1,CXCL1
NLRP1,7,NLRP1
NEUROG2,1,NEUROG2
ZNF84,2,ZNF84
PF4,1,PF4
CNRIP1,1,CNRIP1
ASB6,2,ASB6
HOXB4,1,HOXB4
STON1,1,STON1
HOXB3,2,HOXB3
RASL12,1,RASL12
PIK3R6,1,PIK3R6
KRR1,1,KRR1
SLC51B,1,SLC51B
KLHL35,3,KLHL35
PLEK,2,PLEK
KBTBD13,2,KBTBD13
ENDOV,1,ENDOV
GINS2,1,GINS2
SHC1,2,SHC1
CPNE8,2,CPNE8
ZNF891,4,ZNF891
HOXB5,1,HOXB5
GLIPR1,1,GLIPR1
ZGRF1,4,ZGRF1
SLC2A1,1,SLC2A1
HOXB6,1,HOXB6
SMYD3,2,SMYD3
HOXB2,1,HOXB2
MBTPS2,1,MBTPS2
LHCGR,2,LHCGR
YY2,1,YY2
PCDH11X,3,PCDH11X
IYD,1,IYD
ZNF140,3,ZNF140
RAB3B,1,RAB3B
ANXA9,1,ANXA9
SFPQ,2,SFPQ
PPBP,1,PPBP
TFB2M,1,TFB2M
PLEKHS1,1,PLEKHS1
ZBED6,3,ZBED6
CACNA1I,1,CACNA1I
RABEPK,3,RABEPK
LYPLA1,1,LYPLA1
LONP1,3,LONP1
GTF2A1L,1,GTF2A1L
ATAD5,1,ATAD5
KLRB1,1,KLRB1
RBM19,1,RBM19
CNST,1,CNST
MINDY1,1,MINDY1
ZNF696,1,ZNF696
SLC36A4,1,SLC36A4
MYL1,1,MYL1
ITGA9,2,ITGA9
MAGI3,4,MAGI3
SMAD1,2,SMAD1
MICOS13,1,MICOS13
PPP2R5C,1,PPP2R5C
FPGT-TNNI3K,2,FPGT-TNNI3K
CHD1,5,CHD1
CXCL5,1,CXCL5
PPP2R5E,1,PPP2R5E
SCCPDH,1,SCCPDH
BCKDK,2,BCKDK
RNF213,1,RNF213
CXCL3,1,CXCL3
C16orf74,1,C16orf74
C1orf174,1,C1orf174
PAXX,1,PAXX
CIR1,1,CIR1
ABCB5,2,ABCB5
FAM205C,1,FAM205C
STON1-GTF2A1L,2,STON1-GTF2A1L
C8orf33,1,C8orf33
MRI1,1,MRI1
CLINT1,1,CLINT1
ZNF268,2,ZNF268
TMEM69,1,TMEM69
PCLO,3,PCLO
NR2C1,2,NR2C1
C19orf53,1,C19orf53
DNAJB6,1,DNAJB6
PRUNE1,2,PRUNE1
GPR107,1,GPR107
TNNI3K,2,TNNI3K
FBXO48,1,FBXO48
CNEP1R1,1,CNEP1R1
SULT1A2,1,SULT1A2
PAQR5,1,PAQR5
GPBP1L1,1,GPBP1L1
KNOP1,1,KNOP1
P4HB,2,P4HB
NCS1,2,NCS1
FPGT,1,FPGT
ZNF10,3,ZNF10
GPRC5B,1,GPRC5B
IPP,3,IPP
PACSIN3,3,PACSIN3
POLE,3,POLE
LANCL1,1,LANCL1
LRRC53,1,LRRC53
HNRNPDL,1,HNRNPDL
PERP,1,PERP
SUCO,1,SUCO
TXNDC12,1,TXNDC12
PDCD7,1,PDCD7
SIRT5,1,SIRT5
AC026786.1,1,AC026786.1
ZNF24,2,ZNF24
PTPN13,7,PTPN13
KTI12,1,KTI12
TM4SF4,1,TM4SF4
ANHX,2,ANHX
SURF1,1,SURF1
MFSD10,1,MFSD10
FGD6,3,FGD6
BNIPL,2,BNIPL
CLIC3,2,CLIC3
BAX,1,BAX
PIGY,1,PIGY
TM9SF3,1,TM9SF3
PYURF,1,PYURF
TEFM,1,TEFM
SP8,2,SP8
SURF2,1,SURF2
AHCTF1,2,AHCTF1
FFAR1,1,FFAR1
SNRPE,1,SNRPE
FFAR3,1,FFAR3
FASLG,1,FASLG
CASP12,2,CASP12
GPR42,1,GPR42
PTGES3,1,PTGES3
C1orf56,1,C1orf56
ADAM12,4,ADAM12
SPATA31D4,2,SPATA31D4
IQCB1,1,IQCB1
ZNRD2,1,ZNRD2
ARHGAP24,2,ARHGAP24
CAB39L,1,CAB39L
SPATA31D3,2,SPATA31D3
ZNF670,2,ZNF670
COX4I1,1,COX4I1
RANBP9,3,RANBP9
GPX2,1,GPX2
FAM89B,1,FAM89B
MLLT11,1,MLLT11
SOX13,1,SOX13
MESP1,1,MESP1
NOL7,1,NOL7
ZNF695,2,ZNF695
CD53,1,CD53
CHURC1,1,CHURC1
GABPB2,2,GABPB2
PRDX6,2,PRDX6
EMC8,1,EMC8
LMF1,1,LMF1
ZNF669,3,ZNF669
LRIF1,1,LRIF1
PPIAL4A,1,PPIAL4A
DCUN1D4,1,DCUN1D4
NSD3,4,NSD3
RCL1,2,RCL1
KCTD13,1,KCTD13
FNTB,1,FNTB
PRKCSH,3,PRKCSH
BOC,5,BOC
ZNF124,3,ZNF124
MESP2,1,MESP2
ETNK2,1,ETNK2
RNF122,1,RNF122
CDYL2,2,CDYL2
SS18,1,SS18
TBX5,1,TBX5
CXCL2,1,CXCL2
C1orf159,1,C1orf159
DDHD2,3,DDHD2
ASPHD1,1,ASPHD1
VN1R5,1,VN1R5
LDB2,2,LDB2
DUSP26,1,DUSP26
NAP1L5,1,NAP1L5
SPICE1,1,SPICE1
ZNF496,3,ZNF496
RANBP2,4,RANBP2
EAF2,1,EAF2
SMURF2,3,SMURF2
HERC3,3,HERC3
MAX,1,MAX
PLEKHG1,1,PLEKHG1
ANKRD45,1,ANKRD45
CFAP44,1,CFAP44
SH2D4B,1,SH2D4B
FKBP7,2,FKBP7
ANKLE2,2,ANKLE2
VEZT,1,VEZT
AC098582.1,2,AC098582.1
NDRG1,1,NDRG1
SLC9C2,2,SLC9C2
ARSB,1,ARSB
CNTN2,3,CNTN2
FCGR1B,2,FCGR1B
DVL2,5,DVL2
DLX1,1,DLX1
ZNF396,2,ZNF396
HMCN2,5,HMCN2
GPR85,1,GPR85
NECAP2,1,NECAP2
FRG2C,1,FRG2C
PGAM5,1,PGAM5
ARHGDIA,1,ARHGDIA
RASAL3,1,RASAL3
PLPP5,1,PLPP5
RAB15,1,RAB15
INO80C,1,INO80C
TBX3,2,TBX3
SAG,2,SAG
MTIF3,2,MTIF3
SRGAP2C,1,SRGAP2C
PXMP2,1,PXMP2
PLEKHA3,1,PLEKHA3
NR4A2,2,NR4A2
MTHFD2L,2,MTHFD2L
TRAF1,1,TRAF1
ARFGEF3,2,ARFGEF3
RBBP5,1,RBBP5
C16orf46,1,C16orf46
CHURC1-FNTB,2,CHURC1-FNTB
KLHL20,3,KLHL20
AC009070.1,1,AC009070.1
FAM72B,1,FAM72B
AC092718.8,1,AC092718.8
TNPO3,1,TNPO3
GTF3A,1,GTF3A
PTK7,3,PTK7
DCLRE1A,1,DCLRE1A
ZKSCAN7,3,ZKSCAN7
APLF,3,APLF
AC139677.1,3,AC139677.1
NOP14,1,NOP14
SLC15A2,1,SLC15A2
HSPA5,1,HSPA5
ARMC1,1,ARMC1
GCSH,1,GCSH
PROKR1,1,PROKR1
AC139677.2,2,AC139677.2
DDX5,3,DDX5
KHDRBS1,3,KHDRBS1
TSSK2,1,TSSK2
HOXB9,2,HOXB9
HOXB8,1,HOXB8
ZNF35,1,ZNF35
LRRC27,1,LRRC27
HOXB7,1,HOXB7
WSCD1,2,WSCD1
DSTYK,2,DSTYK
SMS,3,SMS
PHTF1,1,PHTF1
ZNF197,4,ZNF197
ARF6,1,ARF6
FGG,2,FGG
ANPEP,3,ANPEP
ESS2,1,ESS2
SEMA6C,1,SEMA6C
CMC2,1,CMC2
HEBP2,1,HEBP2
TMCC2,1,TMCC2
CKS1B,1,CKS1B
TMEM219,1,TMEM219
ASTE1,2,ASTE1
ZNF660,1,ZNF660
SMIM30,1,SMIM30
TMEM39B,1,TMEM39B
HES3,1,HES3
IRF8,2,IRF8
GSC2,1,GSC2
NLRP3,6,NLRP3
BHMT,1,BHMT
GPR153,1,GPR153
NUAK2,2,NUAK2
SULT1A1,1,SULT1A1
NUP62CL,1,NUP62CL
TBCCD1,1,TBCCD1
AC092718.3,1,AC092718.3
PITPNM1,2,PITPNM1
NHSL1,1,NHSL1
AC068631.2,1,AC068631.2
NAGLU,3,NAGLU
OR2B11,1,OR2B11
SYS1,1,SYS1
CASP4,2,CASP4
MOCS1,4,MOCS1
DMGDH,4,DMGDH
MMAA,1,MMAA
FLAD1,2,FLAD1
SCNM1,2,SCNM1
KLHDC8A,2,KLHDC8A
COASY,2,COASY
KRT38,1,KRT38
DNAJB11,2,DNAJB11
ASIC1,1,ASIC1
ILDR1,1,ILDR1
FTL,1,FTL
BHMT2,1,BHMT2
TMOD4,1,TMOD4
NUP54,2,NUP54
ENTHD1,1,ENTHD1
FAM183A,1,FAM183A
HSD17B1,1,HSD17B1
FETUB,1,FETUB
LYSMD1,1,LYSMD1
MED6,1,MED6
DAAM2,3,DAAM2
TNFAIP8L2,1,TNFAIP8L2
KIDINS220,3,KIDINS220
DBNDD2,1,DBNDD2
NPIPB8,1,NPIPB8
LEMD1,1,LEMD1
SLC39A10,1,SLC39A10
LENEP,1,LENEP
NEK11,1,NEK11
CHEK2,3,CHEK2
VPS72,2,VPS72
NAP1L3,1,NAP1L3
TP53TG5,1,TP53TG5
MCEE,2,MCEE
HRG,1,HRG
ZBTB7B,2,ZBTB7B
JAML,1,JAML
FBXO38,1,FBXO38
ZNF235,2,ZNF235
CRYGS,1,CRYGS
TMEM150C,1,TMEM150C
GCSAML,1,GCSAML
SP4,2,SP4
CENPN,1,CENPN
KNG1,1,KNG1
ASS1,1,ASS1
DCST2,1,DCST2
TOP3A,5,TOP3A
ZNF227,2,ZNF227
NHLRC2,2,NHLRC2
MCUR1,1,MCUR1
AHSG,1,AHSG
MAGI2,5,MAGI2
PGLYRP2,1,PGLYRP2
WWTR1,1,WWTR1
PTPN22,1,PTPN22
OR14A2,1,OR14A2
OR2G2,1,OR2G2
OR1C1,1,OR1C1
ZNF233,2,ZNF233
SEMA3E,2,SEMA3E
AC118470.1,1,AC118470.1
OR14K1,1,OR14K1
LNX2,2,LNX2
OR2G3,1,OR2G3
TSKS,1,TSKS
GCSAML-AS1,1,GCSAML-AS1
ZNF827,2,ZNF827
OR2C3,1,OR2C3
LTC4S,1,LTC4S
OR6F1,1,OR6F1
OR13G1,1,OR13G1
PIK3R5,1,PIK3R5
MAML1,1,MAML1
ZNF717,2,ZNF717
TTLL10,1,TTLL10
OR14A16,1,OR14A16
COMMD2,1,COMMD2
PIH1D3,1,PIH1D3
HOXB13,2,HOXB13
OR11L1,1,OR11L1
CYP27C1,1,CYP27C1
C4orf51,1,C4orf51
OR2W3,1,OR2W3
LRRC66,2,LRRC66
TRIM58,4,TRIM58
Z82206.1,1,Z82206.1
WDR89,1,WDR89
CEPT1,1,CEPT1
OR2T8,1,OR2T8
OR2AJ1,1,OR2AJ1
MPHOSPH10,1,MPHOSPH10
OR2L8,1,OR2L8
CDK18,1,CDK18
OR2AK2,1,OR2AK2
LRAT,1,LRAT
TRIM51GP,3,TRIM51GP
NANOS3,1,NANOS3
AC011005.1,1,AC011005.1
OR2L5,1,OR2L5
OR2L2,1,OR2L2
PHF24,1,PHF24
OR2L3,1,OR2L3
DRAM2,1,DRAM2
GRAP2,2,GRAP2
IGHD,2,IGHD
OR2L13,1,OR2L13
MAGT1,1,MAGT1
CAPN15,2,CAPN15
OR2M5,1,OR2M5
RASSF3,2,RASSF3
TSPAN33,1,TSPAN33
CDH5,2,CDH5
EIF3C,2,EIF3C
OR2M2,1,OR2M2
AP4B1,2,AP4B1
METAP2,1,METAP2
OR2M3,1,OR2M3
ZNF229,2,ZNF229
OR2M4,1,OR2M4
OR2T33,1,OR2T33
CDK2AP2,1,CDK2AP2
OR2T12,1,OR2T12
ZNF285,2,ZNF285
HSCB,2,HSCB
OR2M7,1,OR2M7
OR14C36,1,OR14C36
OR2T4,1,OR2T4
HTR2B,1,HTR2B
OR2T6,1,OR2T6
ZNF112,2,ZNF112
AL031681.2,3,AL031681.2
OR2T1,1,OR2T1
SPO11,2,SPO11
AC245748.1,1,AC245748.1
OR2T2,1,OR2T2
C9orf92,1,C9orf92
GDPD5,1,GDPD5
OR2T3,1,OR2T3
SPATA31D1,2,SPATA31D1
OR2T5,1,OR2T5
OR2G6,1,OR2G6
RBM46,2,RBM46
AJAP1,1,AJAP1
OR2T29,1,OR2T29
FAM13A,1,FAM13A
OR2T34,1,OR2T34
OR2T10,1,OR2T10
BNC2,2,BNC2
MFSD4A,1,MFSD4A
PRR35,1,PRR35
EBF1,3,EBF1
SCRN3,1,SCRN3
OR2T11,1,OR2T11
OR2T35,1,OR2T35
FFAR2,1,FFAR2
OR2T27,1,OR2T27
DARS2,3,DARS2
ELK4,1,ELK4
HS3ST3A1,1,HS3ST3A1
NBEA,6,NBEA
PWWP2B,1,PWWP2B
OR14I1,1,OR14I1
SLC45A3,1,SLC45A3
DNAJB5,2,DNAJB5
MAB21L1,1,MAB21L1
FOXF1,1,FOXF1
SGK2,2,SGK2
CWC15,1,CWC15
ZBTB37,2,ZBTB37
LYPD8,1,LYPD8
TMEM125,1,TMEM125
SGCB,1,SGCB
PSMD1,4,PSMD1
SH3BP5L,1,SH3BP5L
CENPL,1,CENPL
SERHL2,1,SERHL2
EBNA1BP2,1,EBNA1BP2
APOA5,1,APOA5
GALNT1,2,GALNT1
ZNF672,2,ZNF672
EPS8,3,EPS8
RAB29,1,RAB29
ADAP2,2,ADAP2
CSNK1D,1,CSNK1D
SMCR8,1,SMCR8
CC2D1A,1,CC2D1A
CABP2,2,CABP2
POLR3D,1,POLR3D
CFAP57,1,CFAP57
CBLL2,1,CBLL2
KRTDAP,1,KRTDAP
ADRB1,1,ADRB1
C19orf57,1,C19orf57
SLC41A1,1,SLC41A1
SMO,2,SMO
C5,10,C5
NACA,1,NACA
CD86,2,CD86
PHEX,2,PHEX
KIF23,2,KIF23
KRT32,1,KRT32
DDX53,3,DDX53
PM20D1,2,PM20D1
KRT35,1,KRT35
ZNF692,1,ZNF692
DMAC1,1,DMAC1
CCNF,3,CCNF
SHMT1,1,SHMT1
KDM4D,2,KDM4D
RNF182,1,RNF182
L3MBTL1,3,L3MBTL1
AC117378.1,1,AC117378.1
GYS1,1,GYS1
APOA4,1,APOA4
PDE7A,1,PDE7A
HSD17B6,1,HSD17B6
PGBD2,1,PGBD2
FUBP3,1,FUBP3
VCAN,5,VCAN
MKKS,1,MKKS
SRSF6,1,SRSF6
PIK3AP1,2,PIK3AP1
ADGRL3,7,ADGRL3
MED13L,3,MED13L
SLC26A9,2,SLC26A9
TK2,1,TK2
SLC16A3,1,SLC16A3
VCPKMT,1,VCPKMT
STBD1,1,STBD1
DGKD,5,DGKD
SPATA18,1,SPATA18
PRIM1,1,PRIM1
FAM47E,1,FAM47E
TTLL6,1,TTLL6
RAB7B,1,RAB7B
MTFR1,1,MTFR1
MAP1LC3B2,1,MAP1LC3B2
CTSE,2,CTSE
GSTP1,3,GSTP1
HIST2H3PS2,1,HIST2H3PS2
C12orf49,1,C12orf49
RHEX,1,RHEX
TEX11,1,TEX11
RAD51AP1,1,RAD51AP1
SLC25A1,1,SLC25A1
C9orf131,1,C9orf131
AVPR1B,1,AVPR1B
ATP11B,4,ATP11B
CLEC2D,1,CLEC2D
FAM83F,1,FAM83F
RNFT2,1,RNFT2
GNPNAT1,1,GNPNAT1
KRT36,1,KRT36
HRK,1,HRK
ARL6IP5,1,ARL6IP5
NPTX1,1,NPTX1
ZMYM4,2,ZMYM4
SCARB2,1,SCARB2
MRPL15,1,MRPL15
PCYT2,1,PCYT2
POLR1D,1,POLR1D
ST3GAL1,1,ST3GAL1
FAM72A,1,FAM72A
FAM47E-STBD1,1,FAM47E-STBD1
ARL17A,2,ARL17A
DCUN1D1,2,DCUN1D1
FBXW8,1,FBXW8
GNS,1,GNS
KDM4E,2,KDM4E
DNAH7,11,DNAH7
TOP1MT,3,TOP1MT
MTIF2,2,MTIF2
SRGAP2,3,SRGAP2
KDM4F,2,KDM4F
LMOD3,1,LMOD3
EHBP1L1,3,EHBP1L1
RNF38,1,RNF38
NTN1,3,NTN1
SMARCD1,1,SMARCD1
ALYREF,2,ALYREF
SRSF8,1,SRSF8
NPB,1,NPB
USP46,1,USP46
FAM72C,1,FAM72C
ENDOD1,1,ENDOD1
NDUFV1,3,NDUFV1
ABLIM2,3,ABLIM2
PPP1R3A,1,PPP1R3A
NSUN5,1,NSUN5
APOC3,1,APOC3
SORBS1,4,SORBS1
AP2A1,3,AP2A1
C18orf21,1,C18orf21
RUNX1T1,3,RUNX1T1
STX8,1,STX8
RPL13,1,RPL13
JMY,2,JMY
CCAR1,3,CCAR1
SOX8,2,SOX8
GSX1,1,GSX1
DNAH11,12,DNAH11
FBXO21,2,FBXO21
PDX1,1,PDX1
TNRC6B,2,TNRC6B
MPZL3,1,MPZL3
PSMA8,2,PSMA8
ANKUB1,2,ANKUB1
SSTR5,1,SSTR5
SERPINC1,1,SERPINC1
ANAPC11,1,ANAPC11
PPIAL4E,1,PPIAL4E
SESN3,1,SESN3
PFN2,1,PFN2
KLHL26,3,KLHL26
FERMT2,3,FERMT2
CHI3L2,1,CHI3L2
NHLRC4,1,NHLRC4
CDCA7L,1,CDCA7L
FRMPD3,2,FRMPD3
KRT13,1,KRT13
TAOK2,1,TAOK2
TRIM49B,3,TRIM49B
AIPL1,1,AIPL1
GHITM,1,GHITM
KCTD18,1,KCTD18
TTC9,1,TTC9
CD83,2,CD83
DENND2D,3,DENND2D
DPYSL2,1,DPYSL2
SOS2,5,SOS2
PRDM12,1,PRDM12
NPY2R,1,NPY2R
QDPR,1,QDPR
SLX4IP,1,SLX4IP
CDX2,2,CDX2
IKBKE,3,IKBKE
PNMA2,1,PNMA2
C1QTNF8,2,C1QTNF8
KCNN2,3,KCNN2
ARPIN-AP3S2,2,ARPIN-AP3S2
EIF4A2,2,EIF4A2
PTCHD1,1,PTCHD1
CASR,3,CASR
MPZL2,1,MPZL2
TRIM50,4,TRIM50
TRIM64C,1,TRIM64C
GRIK5,3,GRIK5
ARPIN,1,ARPIN
PAIP2B,1,PAIP2B
ZNF574,4,ZNF574
ADAM15,4,ADAM15
CSTA,1,CSTA
ATP2C1,5,ATP2C1
DLX2,2,DLX2
BNIP3L,1,BNIP3L
PIGQ,1,PIGQ
MTHFSD,2,MTHFSD
RASSF5,3,RASSF5
AP3S2,1,AP3S2
NOS1,5,NOS1
SORBS2,3,SORBS2
RNF13,3,RNF13
KPNA6,3,KPNA6
EIF2D,2,EIF2D
GPR155,2,GPR155
ZNF180,2,ZNF180
DEUP1,1,DEUP1
PTPRN2,3,PTPRN2
ZNF502,1,ZNF502
KSR2,2,KSR2
KCNK7,1,KCNK7
ERCC3,3,ERCC3
SOX17,2,SOX17
DCST1,1,DCST1
JAG1,6,JAG1
ERICH3,1,ERICH3
EXOSC2,2,EXOSC2
DYRK3,1,DYRK3
PRPS1,3,PRPS1
ZNF501,1,ZNF501
HEATR3,1,HEATR3
KIF5A,1,KIF5A
RNF123,2,RNF123
FRMD4B,4,FRMD4B
C10orf90,2,C10orf90
FOXC2,1,FOXC2
GPD1,2,GPD1
FOXL1,1,FOXL1
RC3H1,3,RC3H1
USP44,2,USP44
RFC4,3,RFC4
RPTOR,3,RPTOR
DCLRE1B,1,DCLRE1B
SMCO4,1,SMCO4
MBOAT2,1,MBOAT2
MAPKAPK2,1,MAPKAPK2
BTF3L4,1,BTF3L4
INPP5A,1,INPP5A
AMIGO3,1,AMIGO3
MAP3K9,3,MAP3K9
NKX6-2,1,NKX6-2
IL19,1,IL19
CPNE7,2,CPNE7
TENT4B,2,TENT4B
ACOT7,1,ACOT7
GMPPB,2,GMPPB
JARID2,4,JARID2
RNF145,2,RNF145
APOA1,1,APOA1
NTN4,3,NTN4
BNIP2,2,BNIP2
IL10,1,IL10
PRDX4,2,PRDX4
RASEF,2,RASEF
ATE1,2,ATE1
MDN1,3,MDN1
ROBO2,3,ROBO2
NDUFA9,1,NDUFA9
PCGF5,2,PCGF5
IL20,1,IL20
AKAP3,2,AKAP3
NBPF15,1,NBPF15
GTF2A2,2,GTF2A2
TRIM36,3,TRIM36
BRIX1,1,BRIX1
PPIAL4F,1,PPIAL4F
PHF23,1,PHF23
GCNT3,1,GCNT3
DYRK4,1,DYRK4
SETD2,4,SETD2
CCDC38,1,CCDC38
DPEP1,1,DPEP1
FASTK,3,FASTK
RAD1,1,RAD1
RABGAP1L,3,RABGAP1L
PKNOX2,2,PKNOX2
FCMR,1,FCMR
SNRPF,1,SNRPF
SLC7A3,2,SLC7A3
CRYZ,3,CRYZ
KCNA6,2,KCNA6
MLX,1,MLX
CC2D1B,1,CC2D1B
DOC2A,1,DOC2A
GALNT8,4,GALNT8
AC005833.1,2,AC005833.1
HAPLN1,2,HAPLN1
RBM38,1,RBM38
RPRD1A,2,RPRD1A
AMDHD1,1,AMDHD1
MTRNR2L3,1,MTRNR2L3
NBPF1,1,NBPF1
TIMM13,1,TIMM13
SRGAP2B,1,SRGAP2B
MCCC1,4,MCCC1
PSMC3IP,2,PSMC3IP
LMNB2,2,LMNB2
TXLNA,1,TXLNA
ZFYVE9,3,ZFYVE9
CCDC28A,1,CCDC28A
HIRIP3,1,HIRIP3
TYW3,1,TYW3
HIPK1,1,HIPK1
SIK3,1,SIK3
PIGR,1,PIGR
RNF135,2,RNF135
GPD2,3,GPD2
PSD4,2,PSD4
AHCYL2,2,AHCYL2
KRT15,1,KRT15
TMPRSS9,3,TMPRSS9
CCDC58,1,CCDC58
TBC1D30,2,TBC1D30
NSMCE4A,2,NSMCE4A
C10orf99,1,C10orf99
FCAMR,1,FCAMR
LSM6,1,LSM6
