Genes,Chromosome,Norm_Symbol
KRT6B,12,KRT6B
WDR60,7,WDR60
ARL13B,3,ARL13B
SLCO1C1,12,SLCO1C1
TIMM10B,11,TIMM10B
TSPYL5,8,TSPYL5
HNF1B,17,HNF1B
ITIH2,10,ITIH2
INTS5,11,INTS5
MTHFD2L,4,MTHFD2L
SLC25A18,22,SLC25A18
CHRNA1,2,CHRNA1
GPR63,6,GPR63
TMPO,12,TMPO
EMID1,22,EMID1
TICAM2,5,TICAM2
AEBP1,7,AEBP1
TTLL11,9,TTLL11
ZNF536,19,ZNF536
C9orf116,9,C9orf116
SNX10,7,SNX10
FAM13A,4,FAM13A
UBE2D3,4,UBE2D3
RBL1,20,RBL1
VSTM4,10,VSTM4
SETD6,16,SETD6
MFRP,11,MFRP
RPS28,19,RPS28
NADSYN1,11,NADSYN1
CKS1B,1,CKS1B
EIF2B4,2,EIF2B4
PDHA2,4,PDHA2
SLC2A6,9,SLC2A6
FERD3L,7,FERD3L
TMTC1,12,TMTC1
TFDP1,13,TFDP1
CENPU,4,CENPU
HES7,17,HES7
ATP6V1G1,9,ATP6V1G1
HNRNPR,1,HNRNPR
CAMKV,3,CAMKV
PNPLA1,6,PNPLA1
TNFSF4,1,TNFSF4
ASCL4,12,ASCL4
RAB11FIP5,2,RAB11FIP5
ZMYND11,10,ZMYND11
MID2,X,MID2
CPNE2,16,CPNE2
OR2K2,9,OR2K2
KRTAP5-9,11,KRTAP5-9
POTED,21,POTED
SLC29A4,7,SLC29A4
DLGAP2,8,DLGAP2
ZNF266,19,ZNF266
GPR119,X,GPR119
TRPM7,15,TRPM7
NKRF,X,NKRF
MRO,18,MRO
EPHA3,3,EPHA3
S100A12,1,S100A12
SPIN4,X,SPIN4
TMED9,5,TMED9
TBC1D8,2,TBC1D8
TONSL,8,TONSL
PGAP2,11,PGAP2
SNX11,17,SNX11
DIS3L2,2,DIS3L2
ASCL3,11,ASCL3
FLAD1,1,FLAD1
KCNMB3,3,KCNMB3
TRIM32,9,TRIM32
ZKSCAN7,3,ZKSCAN7
ANKIB1,7,ANKIB1
KRTAP13-3,21,KRTAP13-3
OPCML,11,OPCML
ZNF99,19,ZNF99
ECE1,1,ECE1
MCM5,22,MCM5
RASSF3,12,RASSF3
NME9,3,NME9
JADE2,5,JADE2
ITGB8,7,ITGB8
TRBV18,7,TRBV18
YIPF2,19,YIPF2
SYT13,11,SYT13
RPL32,3,RPL32
TAC1,7,TAC1
NAT10,11,NAT10
PRAMEF17,1,PRAMEF17
PCP2,19,PCP2
NUTM1,15,NUTM1
PLA2G7,6,PLA2G7
SEMA4A,1,SEMA4A
TRIM16L,17,TRIM16L
TSPAN17,5,TSPAN17
ZNF502,3,ZNF502
EIF5B,2,EIF5B
PIK3AP1,10,PIK3AP1
ZNF717,3,ZNF717
HLA-B,6,HLA-B
GRIK4,11,GRIK4
RPUSD3,3,RPUSD3
SCAMP1,5,SCAMP1
PPCDC,15,PPCDC
HNRNPA2B1,7,HNRNPA2B1
ATP1B3,3,ATP1B3
OLR1,12,OLR1
NREP,5,NREP
TMIGD2,19,TMIGD2
ITCH,20,ITCH
ICAM2,17,ICAM2
HARBI1,11,HARBI1
ZNF703,8,ZNF703
TRMT5,14,TRMT5
DRD5,4,DRD5
SENP2,3,SENP2
KIF26A,14,KIF26A
GADL1,3,GADL1
N4BP2L2,13,N4BP2L2
HYPK,15,HYPK
FAHD1,16,FAHD1
ISCU,12,ISCU
DNAJC6,1,DNAJC6
IGHV1OR15-9,15,IGHV1OR15-9
SRL,16,SRL
MLF1,3,MLF1
SLC15A1,13,SLC15A1
UBA1,X,UBA1
DNM1,9,DNM1
KLHL40,3,KLHL40
TCIRG1,11,TCIRG1
EMX2,10,EMX2
EIF4E1B,5,EIF4E1B
HCLS1,3,HCLS1
HJURP,2,HJURP
MYL1,2,MYL1
KDM5C,X,KDM5C
RGPD4,2,RGPD4
OLFM4,13,OLFM4
CAPRIN2,12,CAPRIN2
SHB,9,SHB
AP4E1,15,AP4E1
GINS3,16,GINS3
MCEE,2,MCEE
PICK1,22,PICK1
LRFN5,14,LRFN5
UNKL,16,UNKL
SIGLEC6,19,SIGLEC6
BCL9L,11,BCL9L
IL22RA1,1,IL22RA1
OR52N2,11,OR52N2
SHROOM4,X,SHROOM4
MYO5B,18,MYO5B
SYNC,1,SYNC
TTLL3,3,TTLL3
DDX19B,16,DDX19B
SAMD8,10,SAMD8
OR5M3,11,OR5M3
POLG,15,POLG
SSX4B,X,SSX4B
VGF,7,VGF
AGPAT5,8,AGPAT5
IQCB1,3,IQCB1
TRAF4,17,TRAF4
EPHX1,1,EPHX1
GNG7,19,GNG7
RTEL1-TNFRSF6B,20,RTEL1-TNFRSF6B
STXBP3,1,STXBP3
ACTRT1,X,ACTRT1
DCN,12,DCN
CXCL10,4,CXCL10
KRT18,12,KRT18
SRSF10,1,SRSF10
MRPL34,19,MRPL34
SYNGR1,22,SYNGR1
RBM4B,11,RBM4B
BSCL2,11,BSCL2
GTF2H2,5,GTF2H2
RASA2,3,RASA2
UCP1,4,UCP1
ABHD17A,19,ABHD17A
CHKB,22,CHKB
IFT20,17,IFT20
DMD,X,DMD
GRINA,8,GRINA
KAT2A,17,KAT2A
KRTAP10-1,21,KRTAP10-1
ZNF780A,19,ZNF780A
TNFAIP8L3,15,TNFAIP8L3
MITF,3,MITF
PYCARD,16,PYCARD
SGCE,7,SGCE
DLEC1,3,DLEC1
OR13D1,9,OR13D1
KIFAP3,1,KIFAP3
ATP10B,5,ATP10B
SOX12,20,SOX12
GYPE,4,GYPE
TAZ,X,TAZ
ZNF600,19,ZNF600
NRBP1,2,NRBP1
CCKAR,4,CCKAR
MED9,17,MED9
CLCN2,3,CLCN2
FGFR2,10,FGFR2
PLOD3,7,PLOD3
WWC2,4,WWC2
PCDHA7,5,PCDHA7
ATP6V1G3,1,ATP6V1G3
EPN1,19,EPN1
QKI,6,QKI
SI,3,SI
FGF23,12,FGF23
SAMD9,7,SAMD9
SFPQ,1,SFPQ
PRMT6,1,PRMT6
RIMBP3C,22,RIMBP3C
PHLDA3,1,PHLDA3
HSD17B4,5,HSD17B4
TACR1,2,TACR1
AGAP6,10,AGAP6
MIS18A,21,MIS18A
OR10R2,1,OR10R2
APLP2,11,APLP2
GJB6,13,GJB6
GRHPR,9,GRHPR
PRSS3,9,PRSS3
TMCC2,1,TMCC2
HIST1H4E,6,HIST1H4E
AAK1,2,AAK1
POF1B,X,POF1B
CIDEC,3,CIDEC
CYTB,NAN,CYTB
HOXD10,2,HOXD10
BTG3,21,BTG3
NPR2,9,NPR2
NUMBL,19,NUMBL
RPS3,11,RPS3
SULT2A1,19,SULT2A1
MUCL1,12,MUCL1
COMT,22,COMT
AKAP11,13,AKAP11
PCK1,20,PCK1
RAB37,17,RAB37
SRY,Y,SRY
TSPAN1,1,TSPAN1
WNT6,2,WNT6
ARPC2,2,ARPC2
ASAH2,10,ASAH2
CHRNA3,15,CHRNA3
PLEKHM2,1,PLEKHM2
RGP1,9,RGP1
LEPROT,1,LEPROT
MARS,12,MARS
ZNF146,19,ZNF146
EYA2,20,EYA2
CD84,1,CD84
PRR13,12,PRR13
ROPN1L,5,ROPN1L
TRIM33,1,TRIM33
ARRDC2,19,ARRDC2
LDB3,10,LDB3
PTBP1,19,PTBP1
MRPL52,14,MRPL52
ZNF841,19,ZNF841
OBSL1,2,OBSL1
MTSS1,8,MTSS1
GOLGA8A,15,GOLGA8A
IGHJ1,14,IGHJ1
P2RY6,11,P2RY6
TAS2R40,7,TAS2R40
SLC45A2,5,SLC45A2
TOR2A,9,TOR2A
UBR7,14,UBR7
PIAS2,18,PIAS2
UGT1A3,2,UGT1A3
EBF2,8,EBF2
HS6ST1,2,HS6ST1
DTL,1,DTL
TENM1,X,TENM1
ADH5,4,ADH5
CCDC69,5,CCDC69
EZR,6,EZR
SOX2,3,SOX2
WDR33,2,WDR33
WNK1,12,WNK1
OR8J1,11,OR8J1
SARNP,12,SARNP
PPP1R12A,12,PPP1R12A
SNAPC2,19,SNAPC2
TNFRSF11B,8,TNFRSF11B
IL23R,1,IL23R
UBAC2,13,UBAC2
KIF2A,5,KIF2A
ERG,21,ERG
SH3BGRL3,1,SH3BGRL3
KATNAL1,13,KATNAL1
MEX3A,1,MEX3A
RORC,1,RORC
SH3BGRL2,6,SH3BGRL2
APLN,X,APLN
RPL10A,6,RPL10A
OR4C16,11,OR4C16
DISC1,1,DISC1
RBM14-RBM4,11,RBM14-RBM4
MYH11,16,MYH11
OGN,9,OGN
ENHO,9,ENHO
CLECL1,12,CLECL1
TRAV25,14,TRAV25
MADD,11,MADD
KDM4E,11,KDM4E
KIF16B,20,KIF16B
TAOK2,16,TAOK2
GAMT,19,GAMT
FCHSD1,5,FCHSD1
LDLRAP1,1,LDLRAP1
GLRX,5,GLRX
NLRP3,1,NLRP3
RANGAP1,22,RANGAP1
HBM,16,HBM
RPL8,8,RPL8
ERCC3,2,ERCC3
RPP38,10,RPP38
GLB1L,2,GLB1L
CALCOCO2,17,CALCOCO2
PKIA,8,PKIA
ENPP6,4,ENPP6
OVOL2,20,OVOL2
SMAD6,15,SMAD6
DAPK1,9,DAPK1
PRKAG3,2,PRKAG3
KLHL25,15,KLHL25
STOML1,15,STOML1
PGK2,6,PGK2
OR10W1,11,OR10W1
FOSL2,2,FOSL2
GTF2H2C_2,5,GTF2H2C_2
CX3CR1,3,CX3CR1
SYS1-DBNDD2,20,SYS1-DBNDD2
ZNRF1,16,ZNRF1
CDKN1C,11,CDKN1C
CSPP1,8,CSPP1
IL1RAPL1,X,IL1RAPL1
MZT2B,2,MZT2B
ZNF45,19,ZNF45
AVL9,7,AVL9
SOST,17,SOST
ZNF41,X,ZNF41
MOGAT2,11,MOGAT2
CDH26,20,CDH26
MBNL3,X,MBNL3
RAPGEF5,7,RAPGEF5
ENO4,10,ENO4
MMAB,12,MMAB
YTHDC2,5,YTHDC2
MAP2K2,19,MAP2K2
PDGFA,7,PDGFA
HOXD12,2,HOXD12
ARF1,1,ARF1
POLD1,19,POLD1
HOXC8,12,HOXC8
PPP1R12B,1,PPP1R12B
ATG16L1,2,ATG16L1
IST1,16,IST1
COL21A1,6,COL21A1
SSRP1,11,SSRP1
ZNF584,19,ZNF584
TSPO2,6,TSPO2
PRSS2,7,PRSS2
GPBP1L1,1,GPBP1L1
GP1BA,17,GP1BA
DHODH,16,DHODH
DDRGK1,20,DDRGK1
MBTD1,17,MBTD1
TMEM107,17,TMEM107
SLAMF8,1,SLAMF8
SMU1,9,SMU1
COQ7,16,COQ7
CSF2RA,X,CSF2RA
GPCPD1,20,GPCPD1
SPIN2A,X,SPIN2A
MCM10,10,MCM10
LRIG1,3,LRIG1
NEMF,14,NEMF
DDX55,12,DDX55
BCAM,19,BCAM
CSMD3,8,CSMD3
PDZD2,5,PDZD2
UBE2H,7,UBE2H
SNAPC3,9,SNAPC3
OR9G4,11,OR9G4
NSUN5,7,NSUN5
ELMO3,16,ELMO3
ANAPC4,4,ANAPC4
LRIT1,10,LRIT1
ZNF322,6,ZNF322
POLDIP3,22,POLDIP3
DENND5B,12,DENND5B
ARSJ,4,ARSJ
ALDH6A1,14,ALDH6A1
SNAPC5,15,SNAPC5
SEZ6,17,SEZ6
INCA1,17,INCA1
NR2C2,3,NR2C2
TAAR9,6,TAAR9
PHC1,12,PHC1
HAUS7,X,HAUS7
KCNH3,12,KCNH3
TBX21,17,TBX21
SENP6,6,SENP6
ACSL6,5,ACSL6
HSD17B7,1,HSD17B7
CXCL9,4,CXCL9
HDAC1,1,HDAC1
LETM2,8,LETM2
STIM2,4,STIM2
HCFC1R1,16,HCFC1R1
KAT8,16,KAT8
ZNF568,19,ZNF568
ADSL,22,ADSL
ELOVL3,10,ELOVL3
MRAS,3,MRAS
UQCC1,20,UQCC1
NLRP1,17,NLRP1
SYCN,19,SYCN
TRIM56,7,TRIM56
RPS6KA1,1,RPS6KA1
AHCYL2,7,AHCYL2
COPS5,8,COPS5
ID4,6,ID4
TTYH3,7,TTYH3
VAMP4,1,VAMP4
ABCA2,9,ABCA2
ART4,12,ART4
CD5,11,CD5
GNB1,1,GNB1
VIPR2,7,VIPR2
APOL1,22,APOL1
CAMKMT,2,CAMKMT
GPR19,12,GPR19
PDE7B,6,PDE7B
MTHFR,1,MTHFR
VENTX,10,VENTX
CDKN2A,9,CDKN2A
CEBPZ,2,CEBPZ
SLC39A1,1,SLC39A1
SORBS3,8,SORBS3
CHGA,14,CHGA
AVEN,15,AVEN
EIF3G,19,EIF3G
ZNF81,X,ZNF81
WWC1,5,WWC1
MAGED2,X,MAGED2
EARS2,16,EARS2
LRIG2,1,LRIG2
NUP210,3,NUP210
RFFL,17,RFFL
STK19,6,STK19
KCNK15,20,KCNK15
SMUG1,12,SMUG1
KCTD13,16,KCTD13
DICER1,14,DICER1
ASB14,3,ASB14
COX7B,X,COX7B
MOGAT1,2,MOGAT1
USP17L10,4,USP17L10
TICAM1,19,TICAM1
UBL4A,X,UBL4A
MOB1A,2,MOB1A
BRAF,7,BRAF
COG4,16,COG4
COL15A1,9,COL15A1
MYEF2,15,MYEF2
ODAM,4,ODAM
CLN6,15,CLN6
KERA,12,KERA
CRCP,7,CRCP
ALDH1L2,12,ALDH1L2
LCE3D,1,LCE3D
POU1F1,3,POU1F1
CDK6,7,CDK6
TAMM41,3,TAMM41
FKBP8,19,FKBP8
MRM1,17,MRM1
OR8D4,11,OR8D4
MAPKAPK2,1,MAPKAPK2
MTFR1L,1,MTFR1L
CX3CL1,16,CX3CL1
IBTK,6,IBTK
NEUROG3,10,NEUROG3
MLLT6,17,MLLT6
RTP4,3,RTP4
MINK1,17,MINK1
KIF20A,5,KIF20A
CKMT1A,15,CKMT1A
NAV2,11,NAV2
GNAI2,3,GNAI2
CDA,1,CDA
ADSS,1,ADSS
PARD6G,18,PARD6G
SPATA33,16,SPATA33
ADSSL1,14,ADSSL1
BLOC1S3,19,BLOC1S3
CMC1,3,CMC1
CDKN2C,1,CDKN2C
CNGB3,8,CNGB3
CENPJ,13,CENPJ
ITGB3,17,ITGB3
RPS27,1,RPS27
SCG2,2,SCG2
WRN,8,WRN
BRK1,3,BRK1
THADA,2,THADA
ATP4A,19,ATP4A
EXOC7,17,EXOC7
FRAS1,4,FRAS1
ZNF449,X,ZNF449
LMNB2,19,LMNB2
EED,11,EED
CACNA1A,19,CACNA1A
OXR1,8,OXR1
IGHV3-53,14,IGHV3-53
PRCP,11,PRCP
SYT7,11,SYT7
TRIM63,1,TRIM63
CHMP4A,14,CHMP4A
IGKV1-5,2,IGKV1-5
ITGAV,2,ITGAV
PRLH,2,PRLH
SLCO6A1,5,SLCO6A1
RPS15,19,RPS15
CCDC136,7,CCDC136
IQCE,7,IQCE
SNCB,5,SNCB
STEAP1B,7,STEAP1B
CHPF2,7,CHPF2
GON4L,1,GON4L
KPNA1,3,KPNA1
MFAP3L,4,MFAP3L
MAMSTR,19,MAMSTR
AMBP,9,AMBP
ANHX,12,ANHX
CADM3,1,CADM3
NCOA7,6,NCOA7
CCNH,5,CCNH
SEC24D,4,SEC24D
BRMS1,11,BRMS1
PPP1R3D,20,PPP1R3D
PIK3C2G,12,PIK3C2G
IRAK1,X,IRAK1
RPL29,3,RPL29
GUCA1C,3,GUCA1C
MMP16,8,MMP16
OR1S2,11,OR1S2
TAP2,6,TAP2
PREB,2,PREB
SLC25A10,17,SLC25A10
ABCD3,1,ABCD3
CAPN1,11,CAPN1
MYL6,12,MYL6
RCN3,19,RCN3
REPIN1,7,REPIN1
APOBEC3H,22,APOBEC3H
NMB,15,NMB
ZDHHC1,16,ZDHHC1
ZNF26,12,ZNF26
GPR150,5,GPR150
CLDN7,17,CLDN7
MOS,8,MOS
A4GALT,22,A4GALT
JDP2,14,JDP2
CNOT10,3,CNOT10
CARF,2,CARF
GATAD1,7,GATAD1
PSMA5,1,PSMA5
PIBF1,13,PIBF1
S100A10,1,S100A10
TRBV4-1,7,TRBV4-1
IL18,11,IL18
GOLGA6B,15,GOLGA6B
PNMT,17,PNMT
SPAG16,2,SPAG16
MRGPRX2,11,MRGPRX2
OR51E2,11,OR51E2
SLC25A4,4,SLC25A4
SOS1,2,SOS1
NFIL3,9,NFIL3
PPP1R7,2,PPP1R7
KCNQ1,11,KCNQ1
ALX3,1,ALX3
MAP3K11,11,MAP3K11
PTDSS2,11,PTDSS2
TMEM168,7,TMEM168
MLLT1,19,MLLT1
PDZD11,X,PDZD11
ZNF711,X,ZNF711
RASA4,7,RASA4
ZMYM5,13,ZMYM5
CEACAM8,19,CEACAM8
PRSS36,16,PRSS36
RINT1,7,RINT1
SNX14,6,SNX14
TOM1L1,17,TOM1L1
ZAR1L,13,ZAR1L
ZNF611,19,ZNF611
KIR2DL4,19,KIR2DL4
ENO2,12,ENO2
DCAF13,8,DCAF13
UBL5,19,UBL5
GCOM1,15,GCOM1
LARP4B,10,LARP4B
PPID,4,PPID
PPIH,1,PPIH
BRI3,7,BRI3
AMER1,X,AMER1
FLII,17,FLII
HOOK3,8,HOOK3
LIPE,19,LIPE
POLR3H,22,POLR3H
VGLL4,3,VGLL4
VPS37A,8,VPS37A
PHLDB1,11,PHLDB1
SLC35B1,17,SLC35B1
CYP2C18,10,CYP2C18
ALB,4,ALB
CACNA1B,9,CACNA1B
SF3A2,19,SF3A2
LRPAP1,4,LRPAP1
TP53AIP1,11,TP53AIP1
ATP6V1B2,8,ATP6V1B2
ALPP,2,ALPP
OR5W2,11,OR5W2
HYPM,X,HYPM
AK7,14,AK7
THTPA,14,THTPA
MVD,16,MVD
SPG11,15,SPG11
RNF31,14,RNF31
EIF4ENIF1,22,EIF4ENIF1
GFRA4,20,GFRA4
ANG,14,ANG
NDUFB11,X,NDUFB11
MLPH,2,MLPH
BBS4,15,BBS4
VHL,3,VHL
NBPF1,1,NBPF1
MCAT,22,MCAT
ADAM10,15,ADAM10
SBK1,16,SBK1
DNAJC2,7,DNAJC2
RS1,X,RS1
ARHGEF5,7,ARHGEF5
AS3MT,10,AS3MT
DEDD,1,DEDD
RTBDN,19,RTBDN
NRM,6,NRM
CALCR,7,CALCR
NME3,16,NME3
SSH3,11,SSH3
LSMEM1,7,LSMEM1
TBC1D3G,17,TBC1D3G
BDKRB1,14,BDKRB1
KIF15,3,KIF15
ARHGAP9,12,ARHGAP9
DNAL4,22,DNAL4
PTPRN,2,PTPRN
ATP11A,13,ATP11A
ZNF546,19,ZNF546
ENAH,1,ENAH
CYBB,X,CYBB
RPA4,X,RPA4
TMC7,16,TMC7
ZBTB3,11,ZBTB3
POLD4,11,POLD4
AARS2,6,AARS2
MBD3L2,19,MBD3L2
PDZD8,10,PDZD8
SLC5A10,17,SLC5A10
TBX2,17,TBX2
TMEM50B,21,TMEM50B
GOT1L1,8,GOT1L1
GSPT1,16,GSPT1
IL17RB,3,IL17RB
CACNA1F,X,CACNA1F
PTPRN2,7,PTPRN2
BARX1,9,BARX1
CHCHD5,2,CHCHD5
ALG10B,12,ALG10B
SCN1B,19,SCN1B
GABRA4,4,GABRA4
ARPC5L,9,ARPC5L
CNOT3,19,CNOT3
ESRRA,11,ESRRA
CYP27B1,12,CYP27B1
GPNMB,7,GPNMB
ZNF846,19,ZNF846
PPP1R18,6,PPP1R18
ESYT1,12,ESYT1
LYPD2,8,LYPD2
NDUFB9,8,NDUFB9
UBQLNL,11,UBQLNL
PSEN1,14,PSEN1
BAALC,8,BAALC
MVB12A,19,MVB12A
LRRK2,12,LRRK2
UGT1A9,2,UGT1A9
MORF4L1,15,MORF4L1
SDR39U1,14,SDR39U1
SYNJ1,21,SYNJ1
MED25,19,MED25
OR2L3,1,OR2L3
PACS1,11,PACS1
TWNK,10,TWNK
IFRD2,3,IFRD2
PHB,17,PHB
GPX7,1,GPX7
EHMT1,9,EHMT1
YLPM1,14,YLPM1
ZBTB41,1,ZBTB41
MAP2K4,17,MAP2K4
GJB4,1,GJB4
SLC24A4,14,SLC24A4
UBE2V2,8,UBE2V2
VPS26B,11,VPS26B
ARHGEF1,19,ARHGEF1
HSPE1,2,HSPE1
MYZAP,15,MYZAP
OR2G6,1,OR2G6
MTRNR2L8,11,MTRNR2L8
CEP131,17,CEP131
TFDP3,X,TFDP3
LGALS3,14,LGALS3
BAAT,9,BAAT
PYGM,11,PYGM
SULT1E1,4,SULT1E1
ATG4C,1,ATG4C
DACT1,14,DACT1
BATF2,11,BATF2
PTS,11,PTS
MMP28,17,MMP28
PAQR3,4,PAQR3
ATF3,1,ATF3
SEMA4B,15,SEMA4B
CD37,19,CD37
PFKL,21,PFKL
HPS1,10,HPS1
RSAD1,17,RSAD1
MRGBP,20,MRGBP
CBFA2T3,16,CBFA2T3
TRPC1,3,TRPC1
DYRK1A,21,DYRK1A
MRPS6,21,MRPS6
PASK,2,PASK
SRMS,20,SRMS
ANKRD20A1,9,ANKRD20A1
SFMBT1,3,SFMBT1
PSMB7,9,PSMB7
LYPD4,19,LYPD4
TMEM64,8,TMEM64
LRRC61,7,LRRC61
HSPA4L,4,HSPA4L
KRT16,17,KRT16
FARSB,2,FARSB
ATP2A3,17,ATP2A3
PDLIM1,10,PDLIM1
TRIM40,6,TRIM40
HECW2,2,HECW2
TNPO1,5,TNPO1
OR2W3,1,OR2W3
PCDH7,4,PCDH7
ANTXR2,4,ANTXR2
CCDC66,3,CCDC66
RNF139,8,RNF139
SLC26A3,7,SLC26A3
BOD1L1,4,BOD1L1
PPIAL4D,1,PPIAL4D
PRSS57,19,PRSS57
SSX5,X,SSX5
PIWIL1,12,PIWIL1
CNOT11,2,CNOT11
MTNR1B,11,MTNR1B
NCAN,19,NCAN
ZDHHC4,7,ZDHHC4
NOD1,7,NOD1
HS2ST1,1,HS2ST1
ADAMTS5,21,ADAMTS5
DOCK6,19,DOCK6
NDC80,18,NDC80
FAM71A,1,FAM71A
SPC24,19,SPC24
ATP12A,13,ATP12A
ADAP1,7,ADAP1
PTBP2,1,PTBP2
KLHL2,4,KLHL2
FOXJ1,17,FOXJ1
LRCH1,13,LRCH1
GGT1,22,GGT1
ANKMY2,7,ANKMY2
GGT5,22,GGT5
RIT1,1,RIT1
CDCA8,1,CDCA8
UBE2J2,1,UBE2J2
HTR3B,11,HTR3B
OPN3,1,OPN3
SDC3,1,SDC3
AFF3,2,AFF3
TP73,1,TP73
RPL36A,X,RPL36A
CRBN,3,CRBN
PQLC1,18,PQLC1
SPSB3,16,SPSB3
CRISP3,6,CRISP3
GSC2,22,GSC2
C8B,1,C8B
CBLN1,16,CBLN1
NR2C2AP,19,NR2C2AP
TOPBP1,3,TOPBP1
SPATA32,17,SPATA32
PSMD2,3,PSMD2
SLC22A6,11,SLC22A6
PLIN4,19,PLIN4
SLFN14,17,SLFN14
NHLRC2,10,NHLRC2
FAM200B,4,FAM200B
PNISR,6,PNISR
EPB41L5,2,EPB41L5
ABR,17,ABR
NABP2,12,NABP2
TNFAIP3,6,TNFAIP3
POLR1E,9,POLR1E
BTG2,1,BTG2
CLEC14A,14,CLEC14A
FFAR1,19,FFAR1
HTR3A,11,HTR3A
COG5,7,COG5
HOXB8,17,HOXB8
OR56B1,11,OR56B1
TMEM50A,1,TMEM50A
MAP3K2,2,MAP3K2
MAZ,16,MAZ
SEMA3B,3,SEMA3B
FANCE,6,FANCE
KRTAP4-8,17,KRTAP4-8
ST6GALNAC5,1,ST6GALNAC5
PDK4,7,PDK4
HEMK1,3,HEMK1
WDR41,5,WDR41
DNAJC14,12,DNAJC14
KCTD20,6,KCTD20
GPR37,7,GPR37
ZCCHC17,1,ZCCHC17
MYC,8,MYC
CBX1,17,CBX1
DNAJB12,10,DNAJB12
NR2E1,6,NR2E1
TEKT1,17,TEKT1
C12orf66,12,C12orf66
SKP2,5,SKP2
ING4,12,ING4
NR2E3,15,NR2E3
SLC17A6,11,SLC17A6
DYRK3,1,DYRK3
ZFYVE28,4,ZFYVE28
COL1A1,17,COL1A1
RAB27A,15,RAB27A
GABRA1,5,GABRA1
FOXD2,1,FOXD2
GATB,4,GATB
EFTUD2,17,EFTUD2
FAM162A,3,FAM162A
FPGS,9,FPGS
GBP1,1,GBP1
MYL2,12,MYL2
OR4K13,14,OR4K13
SLC5A6,2,SLC5A6
CD320,19,CD320
ACHE,7,ACHE
ALPK3,15,ALPK3
ARPC4-TTLL3,3,ARPC4-TTLL3
DNMT1,19,DNMT1
MPV17L,16,MPV17L
UBE2V1,20,UBE2V1
TADA3,3,TADA3
SLC5A5,19,SLC5A5
HES2,1,HES2
MRPL57,13,MRPL57
NFS1,20,NFS1
SLC7A9,19,SLC7A9
LNPK,2,LNPK
BIRC8,19,BIRC8
TRAPPC8,18,TRAPPC8
STMN4,8,STMN4
HCRTR2,6,HCRTR2
DDT,22,DDT
CNNM2,10,CNNM2
KRT35,17,KRT35
TMEM206,1,TMEM206
FTHL17,X,FTHL17
DNMT3A,2,DNMT3A
TOX3,16,TOX3
DCTN2,12,DCTN2
TRAPPC9,8,TRAPPC9
FUNDC2,X,FUNDC2
SGSM1,22,SGSM1
PDLIM4,5,PDLIM4
EYA4,6,EYA4
RNF26,11,RNF26
TREX1,3,TREX1
PLSCR5,3,PLSCR5
LRP4,11,LRP4
GPC4,X,GPC4
ITGB1BP1,2,ITGB1BP1
AL121578.2,X,AL121578.2
PANX3,11,PANX3
GYG2,X,GYG2
FBXO22,15,FBXO22
PRDX5,11,PRDX5
RRM2B,8,RRM2B
MTA2,11,MTA2
RNPEP,1,RNPEP
RFC3,13,RFC3
SLC27A5,19,SLC27A5
TNKS1BP1,11,TNKS1BP1
TRIM6,11,TRIM6
KIRREL2,19,KIRREL2
NOTCH1,9,NOTCH1
SAE1,19,SAE1
ZBTB48,1,ZBTB48
RAB21,12,RAB21
PLCD4,2,PLCD4
EWSR1,22,EWSR1
CYB5B,16,CYB5B
DPP8,15,DPP8
PPWD1,5,PPWD1
MYCBP2,13,MYCBP2
SPPL3,12,SPPL3
QPRT,16,QPRT
WDR12,2,WDR12
MAT2A,2,MAT2A
ZNF117,7,ZNF117
CPSF4L,17,CPSF4L
MYO10,5,MYO10
KLF17,1,KLF17
ZNF705B,8,ZNF705B
CTTN,11,CTTN
ITM2C,2,ITM2C
FAM20A,17,FAM20A
FBXW11,5,FBXW11
PCDH20,13,PCDH20
LIPH,3,LIPH
SLC4A2,7,SLC4A2
IFI16,1,IFI16
OSCAR,19,OSCAR
TUBA1B,12,TUBA1B
ZNF451,6,ZNF451
BACE1,11,BACE1
LINGO1,15,LINGO1
MOSPD1,X,MOSPD1
ZNF765,19,ZNF765
RRP12,10,RRP12
C1QB,1,C1QB
CCDC14,3,CCDC14
CENPA,2,CENPA
HIST2H3C,1,HIST2H3C
TDRD1,10,TDRD1
MTFR1,8,MTFR1
FZD6,8,FZD6
OR10H3,19,OR10H3
TMOD4,1,TMOD4
TNFSF8,9,TNFSF8
SLC36A1,5,SLC36A1
GALNT3,2,GALNT3
OR6N1,1,OR6N1
ZNF677,19,ZNF677
RPS16,19,RPS16
IGKV2D-26,2,IGKV2D-26
TRAV8-4,14,TRAV8-4
DGKD,2,DGKD
IGLJ1,22,IGLJ1
PRSS53,16,PRSS53
IMPAD1,8,IMPAD1
PPIC,5,PPIC
PLAGL2,20,PLAGL2
SEMA3A,7,SEMA3A
DMRT2,9,DMRT2
CD36,7,CD36
P2RX4,12,P2RX4
ZFR2,19,ZFR2
DKKL1,19,DKKL1
TRPC6,11,TRPC6
TFDP2,3,TFDP2
ATP6V0C,16,ATP6V0C
ATF5,19,ATF5
LCLAT1,2,LCLAT1
SCYL1,11,SCYL1
CHST10,2,CHST10
PIK3C3,18,PIK3C3
ZSCAN4,19,ZSCAN4
ASXL2,2,ASXL2
GBGT1,9,GBGT1
