Genes,Average Gene Length,Norm_Symbol
LEXM,36189.0,LEXM
DDA1,13780.0,DDA1
SLC16A6,24241.0,SLC16A6
KRBOX4,50130.0,KRBOX4
C1orf167,27798.0,C1orf167
PIDD1,10574.0,PIDD1
MED12,23898.0,MED12
KIF4B,4377.0,KIF4B
MRPL34,14234.0,MRPL34
CDK6,231673.0,CDK6
SLC19A1,79793.0,SLC19A1
FAM20A,66254.0,FAM20A
CHKB-CPT1B,14096.0,CHKB-CPT1B
CTNND2,932610.0,CTNND2
GAL,7396.0,GAL
RBM14,10765.0,RBM14
SMIM14,92566.0,SMIM14
SLC24A3,510291.0,SLC24A3
ANO8,11632.0,ANO8
HSCB,15476.0,HSCB
CPT1B,9604.0,CPT1B
MBD2,73063.0,MBD2
RBM4B,12889.0,RBM4B
IPO7,63475.0,IPO7
LGALS7,2517.5,LGALS7
GTF3C3,36690.0,GTF3C3
UGDH,29556.0,UGDH
BCL2L11,49067.0,BCL2L11
GABRA3,285081.0,GABRA3
LGALS7B,2538.0,LGALS7B
ABHD8,18105.0,ABHD8
KLHL10,12699.0,KLHL10
ARSG,163549.0,ARSG
ADAMTS12,340794.7125,ADAMTS12
CHEK2,54679.0,CHEK2
CENPQ,29737.0,CENPQ
CDH2,226164.0,CDH2
NT5C3B,11082.0,NT5C3B
VPS35,33386.0,VPS35
PWP2,23808.0,PWP2
ACVR1C,102097.0,ACVR1C
IMP3,9621.0,IMP3
SUPT6H,40481.0,SUPT6H
COL18A1,108555.0,COL18A1
CCKAR,9062.0,CCKAR
ADCY2,433873.0,ADCY2
SNX33,14395.0,SNX33
ABHD2,114896.0,ABHD2
ST7,276865.0,ST7
HSP90AB1,7722.0,HSP90AB1
RXFP3,1851.0,RXFP3
TRIM38,28429.0,TRIM38
RTN3,78445.0,RTN3
OTX2,10574.0,OTX2
SLC45A2,30009.33333333333,SLC45A2
CCDC150,123936.0,CCDC150
SLC14A2,470690.5,SLC14A2
SERTAD3,3491.0,SERTAD3
CYP2F1,13949.0,CYP2F1
MUC12,49326.0,MUC12
ANAPC1,273051.0,ANAPC1
CAPN15,26924.0,CAPN15
LCT,49334.0,LCT
MATN3,20616.0,MATN3
RNF145,52644.0,RNF145
MPDZ,173886.0,MPDZ
THOC5,49337.0,THOC5
PPARGC1B,124724.0,PPARGC1B
MAPK8IP2,13188.0,MAPK8IP2
IGLL1,7177.0,IGLL1
FOLR3,25023.0,FOLR3
SLC14A1,65495.0,SLC14A1
OTP,10976.0,OTP
CLEC5A,19650.0,CLEC5A
TESMIN,44080.0,TESMIN
AKR7A3,6197.0,AKR7A3
ABRACL,14557.0,ABRACL
GSDMB,15259.0,GSDMB
PRDM11,139304.0,PRDM11
BLVRB,18075.0,BLVRB
GABRQ,19647.0,GABRQ
MAPRE3,56584.0,MAPRE3
FZR1,32057.0,FZR1
LUZP1,93785.0,LUZP1
SGCD,897444.0,SGCD
TAS2R38,1142.0,TAS2R38
KDM1A,64246.0,KDM1A
WBP2,10808.0,WBP2
GU182355.4,14587.0,GU182355.4
TRDN,420754.0,TRDN
FOLR1,6765.0,FOLR1
SNX2,59464.0,SNX2
KIF13A,228452.0,KIF13A
FAM167A,54432.0,FAM167A
HECA,45722.0,HECA
ARRDC4,13130.0,ARRDC4
POLR2D,14602.0,POLR2D
ENOX2,279948.0,ENOX2
AC068547.1,171298.0,AC068547.1
RBBP8NL,17302.0,RBBP8NL
DPYSL5,102604.0,DPYSL5
CITED2,2841.0,CITED2
VSIG4,18387.0,VSIG4
RSPH4A,16506.0,RSPH4A
GU182355.1,14236.0,GU182355.1
GLYATL3,28155.0,GLYATL3
KCTD7,20300.0,KCTD7
GU182355.6,13403.0,GU182355.6
ZBTB7B,15892.0,ZBTB7B
LDLRAP1,25306.0,LDLRAP1
GU182355.2,15020.0,GU182355.2
BRICD5,2697.0,BRICD5
CCDC201,13088.0,CCDC201
INSIG2,22545.0,INSIG2
SLC12A5,38462.0,SLC12A5
SASH3,15252.0,SASH3
CDH19,103055.0,CDH19
ZUP1,33176.0,ZUP1
TXLNB,51937.0,TXLNB
MEGF8,53160.0,MEGF8
DCST2,15261.0,DCST2
NPVF,3916.0,NPVF
DHCR24,37568.0,DHCR24
MLST8,5205.0,MLST8
OR9A4,4226.0,OR9A4
PDE6B,45198.0,PDE6B
ORMDL3,6560.0,ORMDL3
MCM6,36817.0,MCM6
HS3ST1,36414.0,HS3ST1
MTRR,54839.0,MTRR
C6orf141,11261.0,C6orf141
AP1AR,38310.0,AP1AR
WDR45,26737.0,WDR45
AC027644.4,182231.0,AC027644.4
ISOC1,19279.0,ISOC1
MFSD12,36029.0,MFSD12
AKAP6,508386.0,AKAP6
RABGEF1,129300.0,RABGEF1
VGLL4,215281.0,VGLL4
NIPSNAP1,26529.0,NIPSNAP1
RUFY4,55621.0,RUFY4
SF3A3,33100.0,SF3A3
GU182355.3,9464.0,GU182355.3
TMEM161A,19344.0,TMEM161A
FBXL16,13310.0,FBXL16
NEDD4L,357314.0,NEDD4L
CSPG4,38526.0,CSPG4
ADAMTS19,278402.0,ADAMTS19
MAN1C1,168739.0,MAN1C1
OR8B2,2068.0,OR8B2
ELF1,129516.0,ELF1
DRICH1,23869.0,DRICH1
OR8B3,3490.0,OR8B3
RBCK1,23468.0,RBCK1
FYB1,169276.0,FYB1
MPDU1,9260.0,MPDU1
OR8B4,989.0,OR8B4
FCER1A,18510.0,FCER1A
WDR24,5822.0,WDR24
MGAT4D,56115.0,MGAT4D
ZNF837,13412.0,ZNF837
WNT8A,8473.0,WNT8A
HMG20B,6311.0,HMG20B
OR8B8,8251.0,OR8B8
LGALS4,11268.5,LGALS4
RGL4,11040.0,RGL4
EN1,5507.0,EN1
MINAR2,18653.0,MINAR2
GATA5,12498.0,GATA5
CHSY3,282169.0,CHSY3
MAGEA3,3580.0,MAGEA3
OR10J1,5233.0,OR10J1
MPP3,32371.0,MPP3
SYNJ2BP-COX16,91010.0,SYNJ2BP-COX16
ITGB3BP,152951.0,ITGB3BP
HERC6,64372.0,HERC6
FASTKD3,9878.0,FASTKD3
PHAX,26327.0,PHAX
ARHGAP36,31539.0,ARHGAP36
C11orf95,8883.0,C11orf95
COX16,91903.0,COX16
SMLR1,9729.0,SMLR1
TRIR,4044.0,TRIR
KIAA1211L,142413.0,KIAA1211L
SCYGR2,362.0,SCYGR2
AC139530.1,12653.0,AC139530.1
C19orf71,4876.0,C19orf71
BCAP29,49193.0,BCAP29
DHRS2,15524.0,DHRS2
C2orf83,38516.0,C2orf83
SYNJ2BP,50591.0,SYNJ2BP
C5orf49,20773.0,C5orf49
CREB5,526573.0,CREB5
SLCO3A1,318727.0,SLCO3A1
SCYGR4,1657.0,SCYGR4
SCYGR3,302.0,SCYGR3
NSD1,167190.0,NSD1
MAPK7,5823.0,MAPK7
DSTN,39844.0,DSTN
ACER2,43496.0,ACER2
IGFBP1,5300.0,IGFBP1
SIRPG,28627.0,SIRPG
SCYGR5,257.0,SCYGR5
MMP9,7653.0,MMP9
BCKDK,6684.0,BCKDK
KHDRBS2,606264.0,KHDRBS2
ALPK1,157112.0,ALPK1
FAM47A,2558.0,FAM47A
FAAP24,6013.0,FAAP24
MEGF6,123557.0,MEGF6
PRR35,5135.0,PRR35
PDE6A,86840.0,PDE6A
COL4A6,283890.0,COL4A6
SYT13,46039.0,SYT13
PGM1,66834.0,PGM1
HIST1H1A,647.0,HIST1H1A
TOMM34,18267.0,TOMM34
HIST1H3A,410.0,HIST1H3A
ATG7,285356.0,ATG7
HIST1H4A,311.0,HIST1H4A
MUC17,38673.0,MUC17
RFTN1,200452.0,RFTN1
HIST1H4B,437.0,HIST1H4B
EPN2,121100.0,EPN2
KPNB1,36029.0,KPNB1
HIST1H3B,505.0,HIST1H3B
TEX13D,90613.0,TEX13D
FKBP5,154998.0,FKBP5
HIST1H2AB,392.0,HIST1H2AB
CSAG2,6288.0,CSAG2
HIST1H2BB,380.0,HIST1H2BB
TMC7,80008.0,TMC7
MAGI2,1436612.0,MAGI2
NEB,249151.0,NEB
AC004805.1,102931.0,AC004805.1
PABPC1L,48973.0,PABPC1L
SHC2,44413.0,SHC2
AXIN2,33085.0,AXIN2
CLEC10A,5770.0,CLEC10A
TENM1,587914.0,TENM1
SLC35D1,54798.0,SLC35D1
CNFN,3278.0,CNFN
METAP1,67150.0,METAP1
EFCAB7,49321.0,EFCAB7
WBP4,22497.0,WBP4
SH3GL3,171515.0,SH3GL3
MARCO,52494.0,MARCO
TIFA,11367.0,TIFA
SENP3-EIF4A1,15428.0,SENP3-EIF4A1
FXR2,23641.0,FXR2
FHL3,8836.0,FHL3
OR8B12,5698.0,OR8B12
CYP2S1,14329.0,CYP2S1
C1QL2,2508.0,C1QL2
CDK8,151134.0,CDK8
HIST1H2BJ,6853.0,HIST1H2BJ
CEP112,556596.0,CEP112
CCDC137,7167.0,CCDC137
ACTR2,43500.0,ACTR2
COQ7,12481.0,COQ7
RARS,32850.0,RARS
SLC26A2,32718.0,SLC26A2
LIPE,25874.0,LIPE
TEX43,4579.0,TEX43
ODF3L1,3647.0,ODF3L1
GRM4,136977.0,GRM4
SOX15,1992.0,SOX15
RIN2,244853.0,RIN2
OXLD1,1599.0,OXLD1
CYP4A11,12307.0,CYP4A11
TIGD6,7536.0,TIGD6
PPP2CA,31741.0,PPP2CA
SMO,24912.0,SMO
OXNAD1,85139.0,OXNAD1
NME5,24268.0,NME5
HMGXB3,53096.0,HMGXB3
C1orf141,139688.0,C1orf141
OR8A1,16282.0,OR8A1
SH2D1A,145329.0,SH2D1A
EIF4A1,6300.0,EIF4A1
CXCL17,14760.0,CXCL17
EGFL6,63974.0,EGFL6
AC104109.3,58901.0,AC104109.3
SPINDOC,14260.0,SPINDOC
IL23R,121072.0,IL23R
SKP1,28103.0,SKP1
EPB41L3,238319.0,EPB41L3
RBFOX1,2473536.0,RBFOX1
STAG2,462452.0,STAG2
CEACAM8,14812.0,CEACAM8
CCT8,17992.0,CCT8
PIAS4,31650.0,PIAS4
TWSG1,67653.0,TWSG1
AC087289.1,4417.0,AC087289.1
ENOSF1,42344.0,ENOSF1
TRIM56,12486.0,TRIM56
MAGEA2B,4021.0,MAGEA2B
UBE2K,84683.0,UBE2K
CEACAM1,53930.0,CEACAM1
PLPPR2,10312.0,PLPPR2
HIST1H1T,717.0,HIST1H1T
HIST1H1C,641.0,HIST1H1C
HIST1H3C,458.0,HIST1H3C
ELMOD2,29602.0,ELMOD2
HFE,11062.0,HFE
SLC5A1,69997.0,SLC5A1
SCEL,109589.0,SCEL
USO1,89693.0,USO1
PPP1R2B,1990.0,PPP1R2B
ZNF143,68205.0,ZNF143
OR10J5,929.0,OR10J5
AMMECR1L,24292.0,AMMECR1L
NFE2L2,165102.0,NFE2L2
KIDINS220,116549.0,KIDINS220
MFAP4,3798.0,MFAP4
SLCO4A1,43282.0,SLCO4A1
TMPRSS5,18826.0,TMPRSS5
CXCR2,11962.0,CXCR2
SRI,21875.0,SRI
AC090004.1,13035.0,AC090004.1
TMEM43,18739.0,TMEM43
FOLR2,5349.0,FOLR2
KCNK10,146804.0,KCNK10
MSX1,4271.0,MSX1
STEAP3,41821.0,STEAP3
BBS4,52296.0,BBS4
HTR1D,2834.0,HTR1D
ADAM20,12657.0,ADAM20
GRM8,814696.0,GRM8
PPIL6,50956.0,PPIL6
ADAM21,7742.0,ADAM21
CD300LG,16491.0,CD300LG
HIST1H2AG,2249.0,HIST1H2AG
HIST1H4I,1293.0,HIST1H4I
TCF7,37184.0,TCF7
UPRT,148497.0,UPRT
MS4A5,25642.0,MS4A5
HIST1H2BK,380.0,HIST1H2BK
AMY1B,9265.0,AMY1B
HIST1H2AH,386.0,HIST1H2AH
APCS,1039.0,APCS
CSAG1,6251.0,CSAG1
KCNV2,12527.0,KCNV2
B9D1,43885.0,B9D1
PUM3,123626.0,PUM3
LSM3,22305.0,LSM3
POU3F2,4878.0,POU3F2
UTP11,15562.0,UTP11
PGP,2810.0,PGP
SLC24A2,279476.0,SLC24A2
STEAP4,35999.0,STEAP4
PANX3,8866.0,PANX3
XPC,33636.0,XPC
ASB4,61789.0,ASB4
MAGEA12,3912.0,MAGEA12
POU3F1,2183.0,POU3F1
TAC4,9708.0,TAC4
TEX29,28065.0,TEX29
TRIL,4934.0,TRIL
CYTL1,4872.0,CYTL1
CAPNS1,10778.0,CAPNS1
UBL4B,1477.0,UBL4B
MEIS2,212095.0,MEIS2
ABCB7,105684.0,ABCB7
RPS5,8406.0,RPS5
SLC6A17,51708.0,SLC6A17
TRIM65,16616.0,TRIM65
CYP4X1,27082.0,CYP4X1
UCP1,9530.0,UCP1
SMPD2,3195.0,SMPD2
PDK4,13017.0,PDK4
SPECC1,309682.0,SPECC1
FBLL1,1518.0,FBLL1
ULBP2,7221.0,ULBP2
CXCR1,4150.0,CXCR1
SLC19A3,34265.0,SLC19A3
ZNF208,77991.0,ZNF208
AXL,42543.0,AXL
SENP3,10050.0,SENP3
ULBP1,9772.0,ULBP1
SMOC2,232294.0,SMOC2
CYB561,14050.0,CYB561
TBC1D9,135603.0,TBC1D9
CLUL1,53346.0,CLUL1
QKI,164592.0,QKI
PLCB1,891109.0,PLCB1
CYP4A22,12300.0,CYP4A22
VWCE,37030.0,VWCE
HAPLN2,6394.0,HAPLN2
TCEANC,28775.0,TCEANC
RAB9A,21381.0,RAB9A
DCLK2,178993.0,DCLK2
HIST1H2BC,9053.0,HIST1H2BC
CARD17,8962.0,CARD17
XRCC6,42929.0,XRCC6
TUBB8,27271.0,TUBB8
CD68,2620.0,CD68
HIST1H4C,434.0,HIST1H4C
CARD16,60105.0,CARD16
KLK1,4641.0,KLK1
HIST1H2AC,14971.0,HIST1H2AC
SPTBN4,110223.0,SPTBN4
HNRNPAB,6630.0,HNRNPAB
CPVL,200216.0,CPVL
ASNA1,11184.0,ASNA1
TMEM47,30210.0,TMEM47
FAM47B,2119.0,FAM47B
CRP,2300.0,CRP
TBCA,177614.0,TBCA
CSAG3,6301.0,CSAG3
KCNC4,71757.0,KCNC4
SAT2,1642.0,SAT2
BCAS2,14072.0,BCAS2
FAM161A,29295.0,FAM161A
CYP4Z1,51087.0,CYP4Z1
MAGEA2,4021.0,MAGEA2
TYMS,15925.0,TYMS
EFNB3,6170.0,EFNB3
ASXL2,144763.0,ASXL2
SCYGR6,317.0,SCYGR6
SCYGR7,290.0,SCYGR7
YPEL5,13592.0,YPEL5
SCYGR8,836.0,SCYGR8
C2orf76,64609.0,C2orf76
DUSP23,1611.0,DUSP23
CDKL3,84697.0,CDKL3
TIMD4,43934.0,TIMD4
HID1,22424.0,HID1
AC004691.2,71539.0,AC004691.2
INMT,59617.0,INMT
MAGEA6,3611.0,MAGEA6
SHBG,19436.0,SHBG
NLK,154644.0,NLK
MXD3,11296.0,MXD3
INMT-MINDY4,139944.0,INMT-MINDY4
PHYKPL,24331.0,PHYKPL
MAGEB16,5393.0,MAGEB16
ESRRB,191125.0,ESRRB
AQP1,13823.0,AQP1
NR3C1,157581.0,NR3C1
TMEM61,11660.0,TMEM61
RLBP1,11745.0,RLBP1
NUP93,120168.0,NUP93
PKP3,12294.0,PKP3
RALBP1,63105.0,RALBP1
SLC25A46,27025.0,SLC25A46
SWSAP1,2266.0,SWSAP1
ADGRA3,170995.0,ADGRA3
MINDY4,120970.0,MINDY4
CHN2,367759.0,CHN2
RAB24,2546.0,RAB24
MPLKIP,8629.0,MPLKIP
TLX3,2891.0,TLX3
FBXL4,79471.0,FBXL4
KLK15,11924.0,KLK15
MYO5C,103482.0,MYO5C
SERPINE1,12177.0,SERPINE1
DNAL1,58857.0,DNAL1
AC138894.1,35727.0,AC138894.1
CPLANE1,143200.0,CPLANE1
GU182355.7,14533.0,GU182355.7
CRHR2,48187.0,CRHR2
GU182355.5,14308.0,GU182355.5
NKAIN2,1021516.0,NKAIN2
XPO7,86923.0,XPO7
LBHD1,9438.0,LBHD1
AL020996.2,12274.0,AL020996.2
ARRDC3,14686.0,ARRDC3
RNF217,130088.0,RNF217
TMEM232,449723.0,TMEM232
SELENON,18045.0,SELENON
DAD1,24317.0,DAD1
APOBR,4327.0,APOBR
BSND,18239.0,BSND
ORC6,8751.0,ORC6
TDRD3,177421.0,TDRD3
EPOR,7135.0,EPOR
ODF3L2,11637.0,ODF3L2
NPIPB7,14803.0,NPIPB7
PRELID1,3150.0,PRELID1
ACSBG1,78220.0,ACSBG1
UBLCP1,22746.0,UBLCP1
AP001458.2,15484.0,AP001458.2
CEP135,84492.0,CEP135
SYNJ2,117313.0,SYNJ2
C11orf98,2401.0,C11orf98
WASF3,131245.0,WASF3
CPT1A,89790.0,CPT1A
AUNIP,27545.0,AUNIP
SPRED2,121786.0,SPRED2
ACSBG2,57847.0,ACSBG2
CSKMT,3187.0,CSKMT
FAM169B,110566.0,FAM169B
MTFR1L,14302.0,MTFR1L
INTS5,6454.0,INTS5
ADAM15,12209.0,ADAM15
AC171558.5,1196.0,AC171558.5
RGL3,35001.0,RGL3
GNB5,76264.0,GNB5
UQCC3,3413.0,UQCC3
DHRS4L2,36534.0,DHRS4L2
CSF2RA,41581.0,CSF2RA
AC171558.6,1083.0,AC171558.6
KPNA5,60679.0,KPNA5
MRPS34,1265.0,MRPS34
KBTBD6,5177.0,KBTBD6
PNMA1,2589.0,PNMA1
VAMP8,20469.0,VAMP8
CHRDL2,34956.0,CHRDL2
PROCA1,8657.0,PROCA1
AC245078.1,321983.0,AC245078.1
IHH,6497.0,IHH
ABHD4,14978.0,ABHD4
SH2D7,27101.0,SH2D7
WDR63,133991.0,WDR63
VAMP5,8975.0,VAMP5
CIB2,26938.0,CIB2
MTRF1,47208.0,MTRF1
IL12RB2,89726.0,IL12RB2
SLC7A2,73485.0,SLC7A2
AC004593.3,392327.0,AC004593.3
ST8SIA2,74847.0,ST8SIA2
CHST1,17933.0,CHST1
FBF1,31566.0,FBF1
SUGCT,725786.0,SUGCT
ARMC12,12047.0,ARMC12
ARL16,2750.0,ARL16
MLLT3,280849.0,MLLT3
ASGR2,14378.0,ASGR2
CAMK2B,117427.0,CAMK2B
PANK3,30873.0,PANK3
ARFGAP1,17005.0,ARFGAP1
RHAG,31726.0,RHAG
KBTBD7,4733.0,KBTBD7
RNASEH1,16903.0,RNASEH1
ELN,42118.0,ELN
ZBTB7A,23596.0,ZBTB7A
IDH3A,40447.0,IDH3A
BCAN,18142.0,BCAN
ZNRF4,1425.0,ZNRF4
DLX4,5989.0,DLX4
ABI2,119489.0,ABI2
HGS,19812.0,HGS
RFX2,206408.0,RFX2
TPRG1L,5112.0,TPRG1L
AC108488.2,26325.0,AC108488.2
IL12B,16104.0,IL12B
FKBP1C,1578.0,FKBP1C
DSC3,53450.0,DSC3
HNRNPR,40565.0,HNRNPR
CARMIL3,17720.0,CARMIL3
ADRA1B,107932.0,ADRA1B
CCL20,11825.0,CCL20
ANXA2,55749.0,ANXA2
MCOLN3,30418.0,MCOLN3
AC087289.4,31484.0,AC087289.4
BEST2,6756.0,BEST2
EMCN,484785.0,EMCN
LGSN,44026.0,LGSN
HOXB7,26345.0,HOXB7
MRPL38,6770.0,MRPL38
SIRPA,46425.0,SIRPA
ADH5,17823.0,ADH5
HOXB9,5202.0,HOXB9
DHRS4,36785.5,DHRS4
MAP2K2,33808.0,MAP2K2
RHOT1,110920.0,RHOT1
HOXB8,3562.0,HOXB8
UBASH3A,44237.0,UBASH3A
GATD3A,76504.0,GATD3A
C1QTNF3,24384.0,C1QTNF3
NEK1,219772.0,NEK1
SLIT3,639396.0,SLIT3
SLC40A1,23179.0,SLC40A1
SOX1,2841.0,SOX1
C1QTNF3-AMACR,137354.0,C1QTNF3-AMACR
PTPN18,19360.0,PTPN18
TEP1,47834.0,TEP1
AMACR,21939.0,AMACR
MS4A1,15008.0,MS4A1
RHPN2,86296.0,RHPN2
HMGA1,9358.0,HMGA1
EME2,8501.0,EME2
HERC5,49044.0,HERC5
NAA20,16539.0,NAA20
SLITRK5,23657.0,SLITRK5
AP5M1,29818.0,AP5M1
ZNF674,47730.0,ZNF674
CAPN5,59194.0,CAPN5
SPSB3,16988.0,SPSB3
DENND2C,87574.0,DENND2C
MAP1S,15271.0,MAP1S
AL135905.2,11575.0,AL135905.2
EXOC5,68398.0,EXOC5
PTP4A1,61631.0,PTP4A1
LAPTM4A,18978.0,LAPTM4A
TM9SF4,57752.0,TM9SF4
NLGN3,26370.0,NLGN3
C1QTNF6,19219.0,C1QTNF6
ADAMTSL3,385754.0,ADAMTSL3
C22orf42,10316.0,C22orf42
LRRC3C,3260.0,LRRC3C
ADAM10,160982.0,ADAM10
ADH4,34135.0,ADH4
RBM15,8175.0,RBM15
MYL5,8453.0,MYL5
DAB2,90625.0,DAB2
RAPH1,140990.0,RAPH1
IL2RB,49211.0,IL2RB
METRN,4537.0,METRN
PHF11,33371.0,PHF11
TINCR,20182.0,TINCR
IGFALS,4558.0,IGFALS
INHBA,38666.0,INHBA
CARD18,393976.0,CARD18
NUBP2,6254.0,NUBP2
ADH6,16899.0,ADH6
RAET1L,7198.0,RAET1L
ANGEL1,40068.0,ANGEL1
RNF225,989.0,RNF225
CHST7,24624.0,CHST7
NPAS3,869243.0,NPAS3
SLC49A3,7612.0,SLC49A3
GSDMA,24503.0,GSDMA
PSMB1,18187.0,PSMB1
AC231657.3,8417.0,AC231657.3
CSNK1A1L,2405.0,CSNK1A1L
LBH,92196.0,LBH
PRAF2,2841.0,PRAF2
DARS,80219.0,DARS
OMP,491.0,OMP
VASH1,21547.0,VASH1
ZCCHC9,11710.0,ZCCHC9
ZNF584,16823.0,ZNF584
EVA1A,100420.0,EVA1A
SHANK2,784721.0,SHANK2
AGPS,166531.0,AGPS
SCAMP2,29635.0,SCAMP2
ADH1A,14634.0,ADH1A
POLI,51862.0,POLI
ZNF324B,6222.0,ZNF324B
SDC1,24636.0,SDC1
NECTIN2,43048.0,NECTIN2
ZDHHC9,40621.0,ZDHHC9
ATP5ME,1894.0,ATP5ME
SLC9A7,159867.0,SLC9A7
SAFB,45443.0,SAFB
ZNF132,7339.0,ZNF132
C9,140728.0,C9
KLHL11,16905.0,KLHL11
RNF181,1888.0,RNF181
TMX3,41420.0,TMX3
THBS2,38264.0,THBS2
TOMM40,13120.0,TOMM40
TTC30B,4016.0,TTC30B
TBP,18568.0,TBP
RIF1,98130.0,RIF1
APOH,44492.0,APOH
PIP5K1A,51587.0,PIP5K1A
PLAGL2,15239.0,PLAGL2
TEX47,1631.0,TEX47
HAVCR1,29706.0,HAVCR1
PPP1R3D,3642.0,PPP1R3D
ULBP3,8068.0,ULBP3
ZNF804B,577689.0,ZNF804B
FAM217B,14916.0,FAM217B
FUBP1,35055.0,FUBP1
GASK1B,48844.0,GASK1B
MYLK3,88125.0,MYLK3
LYRM7,34484.0,LYRM7
CDR2L,18168.0,CDR2L
LMNB1,60397.0,LMNB1
ATP11C,218930.0,ATP11C
DNAH2,116390.0,DNAH2
HINT1,12708.0,HINT1
COL12A1,121727.0,COL12A1
ZW10,40548.0,ZW10
DLX3,5219.0,DLX3
SSTR3,8240.0,SSTR3
SLC35B2,3794.0,SLC35B2
CCT8L2,2059.0,CCT8L2
DSC2,43682.0,DSC2
RFPL2,14566.0,RFPL2
SLC8A1,513783.0,SLC8A1
LAMTOR5,6693.0,LAMTOR5
STEAP2,70547.0,STEAP2
TMEM144,53807.0,TMEM144
ACVR1,139418.0,ACVR1
CNN2,12482.0,CNN2
ZNF436,10388.0,ZNF436
TBKBP1,17969.0,TBKBP1
ELMSAN1,75163.0,ELMSAN1
RAC2,19178.0,RAC2
STK32B,449514.0,STK32B
PCDH20,5837.0,PCDH20
AL592490.1,17991.0,AL592490.1
PDS5A,155093.0,PDS5A
MS4A12,14652.0,MS4A12
GJB1,10021.0,GJB1
TRAPPC2,22391.0,TRAPPC2
PYURF,2778.0,PYURF
PIGY,216.0,PIGY
PIGN,281863.0,PIGN
MRPL58,8591.0,MRPL58
PLA2G4E,69608.0,PLA2G4E
AHCYL2,205188.0,AHCYL2
SLC5A4,36865.0,SLC5A4
KIF3C,56151.0,KIF3C
NOL9,33166.0,NOL9
KLK3,5849.0,KLK3
TMEM248,37326.0,TMEM248
STEAP1,10373.0,STEAP1
HERC3,116107.0,HERC3
DSC1,33620.0,DSC1
NBPF11,50276.0,NBPF11
ECH1,16419.0,ECH1
SAFB2,37047.0,SAFB2
SLC16A4,28231.0,SLC16A4
CLUH,23277.0,CLUH
AC068946.1,95498.0,AC068946.1
TBC1D19,179786.0,TBC1D19
SERBP1,22605.0,SERBP1
OR4C13,1028.0,OR4C13
SPAG4,5157.0,SPAG4
GMFB,14542.0,GMFB
OR4C12,1062.0,OR4C12
NHEJ1,85548.0,NHEJ1
IL31RA,71497.0,IL31RA
CBX3,12445.0,CBX3
HMHB1,8558.0,HMHB1
RNF169,93564.0,RNF169
NAP1L5,1914.0,NAP1L5
KPNA6,68507.0,KPNA6
SKI,81894.0,SKI
IL4I1,39885.0,IL4I1
AC098582.1,184640.0,AC098582.1
PDYN,15528.0,PDYN
XRRA1,141461.0,XRRA1
AC008982.1,22707.0,AC008982.1
SLC23A3,8630.0,SLC23A3
CHRNA7,249580.0,CHRNA7
KIAA1211,279552.0,KIAA1211
HNRNPL,15959.0,HNRNPL
ATP5PD,8122.0,ATP5PD
FAM162B,13522.0,FAM162B
RRBP1,68617.0,RRBP1
HNRNPA2B1,28472.0,HNRNPA2B1
SYT17,100361.0,SYT17
TBRG1,13090.0,TBRG1
KCTD2,33314.0,KCTD2
TBC1D17,11325.0,TBC1D17
PPP1R14C,107348.0,PPP1R14C
TRIM16,56351.0,TRIM16
ARL4A,4102.0,ARL4A
SLC37A3,110740.0,SLC37A3
MPP2,34354.0,MPP2
DCST1,17106.0,DCST1
CLDN25,753.0,CLDN25
BORCS8-MEF2B,46589.0,BORCS8-MEF2B
ISL1,11282.0,ISL1
PRKCA,508130.0,PRKCA
PHOX2A,6587.0,PHOX2A
AMPD1,22528.0,AMPD1
SEC23A,77727.0,SEC23A
INPPL1,15446.0,INPPL1
NPM1,24021.0,NPM1
ITPRIPL2,7697.0,ITPRIPL2
RIOK1,28244.0,RIOK1
APOE,3602.0,APOE
NES,8644.0,NES
PPP1R14D,13264.0,PPP1R14D
AL133414.4,14361.0,AL133414.4
CRABP2,6210.0,CRABP2
IFT20,7164.0,IFT20
APOC1,5102.0,APOC1
TP73,83685.0,TP73
TTC30A,5743.0,TTC30A
PUS7,82610.0,PUS7
TMPRSS13,28818.0,TMPRSS13
SPA17,23720.0,SPA17
POFUT1,30778.0,POFUT1
PCSK9,25304.0,PCSK9
MED25,22104.0,MED25
AL133414.5,14874.0,AL133414.5
MEF2B,46564.0,MEF2B
AL133414.1,14014.0,AL133414.1
SPINT1,14189.0,SPINT1
AL133414.3,9464.0,AL133414.3
NFE2L3,34939.0,NFE2L3
SIAE,62594.0,SIAE
UPP2,259452.0,UPP2
AC012488.2,6362.0,AC012488.2
ASNSD1,9446.0,ASNSD1
RRNAD1,8518.0,RRNAD1
RP2,45315.0,RP2
HMGN1,7332.0,HMGN1
NHLRC4,2490.0,NHLRC4
GABRA2,226803.0,GABRA2
KLHDC3,7195.0,KLHDC3
ASDURF,4985.0,ASDURF
PIGQ,17141.0,PIGQ
TMEM97,9485.0,TMEM97
FCRL6,15746.0,FCRL6
LCLAT1,196999.0,LCLAT1
GRIA4,372098.0,GRIA4
GPRC6A,36952.0,GPRC6A
CEP41,48662.0,CEP41
TBPL1,38262.0,TBPL1
MTUS1,157122.0,MTUS1
NPIPA2,17347.0,NPIPA2
GIPC2,158902.0,GIPC2
GCFC2,58989.0,GCFC2
NR2C2AP,2008.0,NR2C2AP
ISG20L2,6908.0,ISG20L2
