Genes,Average_GC,Norm_Symbol
KDM4B,57.26,KDM4B
GCC1,52.06,GCC1
HRC,57.79999999999999,HRC
OGFOD1,40.39,OGFOD1
HCN4,55.03,HCN4
CHST4,46.23,CHST4
FAM120AOS,44.93,FAM120AOS
SERPINB4,38.0,SERPINB4
ZNF302,39.82999999999999,ZNF302
NYAP1,59.21,NYAP1
COL25A1,36.89,COL25A1
UCHL3,35.78,UCHL3
GSTA4,40.89,GSTA4
KIAA1328,37.13,KIAA1328
SAXO1,42.63,SAXO1
OR2H2,48.11874999999999,OR2H2
PINK1,50.78,PINK1
FGD6,41.01,FGD6
UBAC1,51.82,UBAC1
TMF1,36.6,TMF1
SCRN2,59.14,SCRN2
ITIH5,43.72,ITIH5
TNFRSF12A,60.11999999999999,TNFRSF12A
OR10G6,50.55,OR10G6
ZNF264,44.47,ZNF264
TMEM138,47.18,TMEM138
CLN3,50.60999999999999,CLN3
RNF130,42.83000000000001,RNF130
C3orf33,40.69,C3orf33
MIER1,36.15,MIER1
ASPN,38.34,ASPN
PTEN,35.76,PTEN
FAN1,42.7875,FAN1
ABCB8,57.04,ABCB8
PRDM13,51.08,PRDM13
PF4V1,49.16,PF4V1
RASSF6,37.08,RASSF6
PSMB8,50.50875,PSMB8
ANTXR1,41.88,ANTXR1
PDGFC,36.03,PDGFC
TAS2R14,36.08000000000001,TAS2R14
OBP2B,63.87,OBP2B
POLD2,55.2,POLD2
FABP12,36.62,FABP12
BRF1,56.66,BRF1
CDC20,52.17,CDC20
MS4A1,40.06,MS4A1
TMEM255B,68.3,TMEM255B
CREB3L1,52.82,CREB3L1
ZNF385B,36.95,ZNF385B
OR2B2,41.25,OR2B2
TUBGCP3,43.35,TUBGCP3
FAM174A,35.57,FAM174A
APEX1,47.06,APEX1
BPIFC,43.11,BPIFC
GALNT18,46.35,GALNT18
PCP2,61.12,PCP2
ZBTB21,42.8,ZBTB21
SLC36A3,42.88,SLC36A3
TICAM1,52.43,TICAM1
FBXW8,43.27,FBXW8
SLC4A1,55.79,SLC4A1
SSRP1,50.56,SSRP1
MYH7,53.05,MYH7
UGT1A1,42.47,UGT1A1
NTNG2,55.11,NTNG2
LEKR1,36.07,LEKR1
ABLIM1,42.02999999999999,ABLIM1
PRAMEF12,53.23,PRAMEF12
GNPNAT1,37.87,GNPNAT1
DTD1,43.11,DTD1
PHGR1,53.0,PHGR1
PAN2,47.67000000000001,PAN2
PRAMEF20,47.5,PRAMEF20
LYST,37.77,LYST
TAS2R9,39.72666666666665,TAS2R9
PROSER3,53.93,PROSER3
POT1,34.37,POT1
AL356585.9,66.55,AL356585.9
CPT2,44.5,CPT2
DHRS13,54.99,DHRS13
VAMP4,36.59,VAMP4
NAA35,37.88,NAA35
SERPINF1,53.93,SERPINF1
ZNF404,36.81,ZNF404
OXER1,61.54,OXER1
JMJD8,65.23,JMJD8
NBPF15,42.75,NBPF15
SRSF2,49.23,SRSF2
TEX43,41.75,TEX43
SMIM13,42.31,SMIM13
DNAH12,38.66,DNAH12
SLC26A10,56.69,SLC26A10
GULP1,35.36000000000001,GULP1
VRK3,50.86000000000001,VRK3
WDR26,38.39,WDR26
SPAST,40.0,SPAST
ARFGAP3,45.0,ARFGAP3
DDX50,40.32,DDX50
ACSS2,45.42000000000001,ACSS2
CAVIN4,40.73,CAVIN4
MYH13,45.88,MYH13
TUSC2,59.39,TUSC2
VPS50,34.82,VPS50
AC270227.1,58.86,AC270227.1
OXR1,36.58,OXR1
LIPH,43.66,LIPH
TMED9,53.16,TMED9
CASP7,42.96,CASP7
PADI1,53.3,PADI1
ACSM2B,39.17000000000001,ACSM2B
MAGEE1,53.97,MAGEE1
APOBEC2,44.83,APOBEC2
DUSP26,53.04,DUSP26
PHB,48.42,PHB
GAGE12C,44.1,GAGE12C
C19orf24,63.36,C19orf24
RABL6,57.06,RABL6
ADGRE5,54.65999999999999,ADGRE5
SSBP4,64.53,SSBP4
HES6,70.08,HES6
SSX3,44.22,SSX3
LRRC74B,51.97,LRRC74B
LRTM2,57.79999999999999,LRTM2
RPL10,54.28,RPL10
SCNM1,48.32,SCNM1
ZNF518B,42.21,ZNF518B
RSF1,39.04,RSF1
EFCAB8,46.92,EFCAB8
OTUD3,41.39,OTUD3
TK2,49.53999999999999,TK2
GZF1,44.84,GZF1
CST8,45.1,CST8
NPBWR1,58.84,NPBWR1
SPERT,45.42,SPERT
TCP11X2,41.24,TCP11X2
PRELP,50.0,PRELP
ZNF583,38.95,ZNF583
SPECC1L,42.29,SPECC1L
OR8H3,42.71,OR8H3
ZNF804B,34.89,ZNF804B
RBFOX2,39.21,RBFOX2
SPANXA1,50.82,SPANXA1
RAMP3,51.29,RAMP3
CXorf49B,60.49,CXorf49B
TUT4,38.59000000000001,TUT4
OR5R1,42.46,OR5R1
KANSL1,40.978666666666676,KANSL1
UBFD1,47.04,UBFD1
RASSF8,38.090000000000025,RASSF8
B3GNTL1,50.25,B3GNTL1
CPAMD8,50.2,CPAMD8
B9D1,51.57,B9D1
KREMEN1,45.49,KREMEN1
ICAM2,46.35000000000001,ICAM2
BORCS8,54.34,BORCS8
OLA1,36.47,OLA1
FMNL3,48.38,FMNL3
PTMA,61.71,PTMA
SLC25A25,49.9,SLC25A25
TMEM150C,41.81,TMEM150C
TMEM218,41.01,TMEM218
AL139300.1,48.16,AL139300.1
CD34,45.46,CD34
TEX19,56.37,TEX19
AC004556.1,60.59,AC004556.1
ANKRD2,52.36,ANKRD2
CRADD,40.55,CRADD
C21orf58,52.19,C21orf58
SLC22A12,58.61999999999999,SLC22A12
NTHL1,61.44,NTHL1
CCDC121,42.38,CCDC121
AKAIN1,39.39,AKAIN1
SNW1,41.12,SNW1
AARS,49.47,AARS
ZGRF1,37.99,ZGRF1
CNNM1,44.4,CNNM1
HS3ST4,42.13,HS3ST4
OR5M11,45.59,OR5M11
DDAH2,59.885714285714286,DDAH2
SLA,46.540000000000006,SLA
LRFN1,57.24,LRFN1
SNORC,50.37,SNORC
LRRFIP2,38.60000000000001,LRRFIP2
NOXA1,62.38,NOXA1
DNASE2B,39.33,DNASE2B
EIF2B5,48.66,EIF2B5
FAM136A,48.46,FAM136A
ADK,37.42,ADK
GIT2,43.44,GIT2
MAS1L,49.83750000000001,MAS1L
RPL31,42.39,RPL31
MCTS1,39.17,MCTS1
QSOX2,54.55,QSOX2
ZFYVE21,56.98,ZFYVE21
IFT20,47.790000000000006,IFT20
UBAP2,43.26,UBAP2
PPP1R15A,56.79,PPP1R15A
HYAL1,53.3,HYAL1
C3orf52,42.44,C3orf52
TRIM77,37.3,TRIM77
MBNL3,36.96,MBNL3
SAG,48.72,SAG
STK35,48.13,STK35
OR52J3,45.51,OR52J3
SP100,39.21,SP100
GPR12,44.68,GPR12
SP3,38.66,SP3
PRMT5,47.51,PRMT5
PABPC3,41.66,PABPC3
TSPAN16,48.68,TSPAN16
LOXL2,48.42,LOXL2
GPR78,53.96,GPR78
LURAP1L,36.72,LURAP1L
TRAF3IP3,45.61,TRAF3IP3
RAB3IL1,59.29,RAB3IL1
PLCXD3,37.34,PLCXD3
RSPH10B2,48.15,RSPH10B2
FANCD2,42.77,FANCD2
KIF26B,44.80333333333334,KIF26B
ZNF572,39.85,ZNF572
SELENOW,54.38000000000001,SELENOW
CRYGN,57.73,CRYGN
CAPZB,49.21,CAPZB
C11orf88,36.92,C11orf88
KCNJ18,57.72,KCNJ18
CGN,49.43,CGN
SELENOO,55.78,SELENOO
DHX37,54.02,DHX37
AHCYL1,40.92,AHCYL1
CXCL9,38.46,CXCL9
BOD1L2,45.49,BOD1L2
SCUBE1,55.47,SCUBE1
SNAP47,53.99,SNAP47
CIAO2B,55.70000000000001,CIAO2B
SMARCAD1,36.02,SMARCAD1
GNPTG,56.47,GNPTG
ANKRD6,43.02999999999999,ANKRD6
C20orf203,50.35,C20orf203
NCEH1,41.72,NCEH1
GUCD1,55.13999999999999,GUCD1
CHST6,49.97,CHST6
COX8C,53.6,COX8C
PURA,41.49,PURA
FAM117B,39.58,FAM117B
AC092073.1,49.9,AC092073.1
IL33,37.75,IL33
PCDHGA12,45.56,PCDHGA12
ZNF205,58.51,ZNF205
SRP72,37.77,SRP72
PSKH2,39.02,PSKH2
C2CD2,47.95000000000001,C2CD2
HAND1,55.99,HAND1
ZNF536,46.3,ZNF536
AC270285.4,47.44,AC270285.4
CPXCR1,35.62,CPXCR1
C1QBP,46.67,C1QBP
RPGR,37.6,RPGR
MAU2,54.35,MAU2
CACNA1C,47.12499999999999,CACNA1C
OR2AT4,39.73,OR2AT4
CD33,43.84,CD33
TOPBP1,37.94,TOPBP1
STX10,55.36,STX10
TRAP1,50.86,TRAP1
CRAT,58.43,CRAT
TOMM34,44.95,TOMM34
SEMA6B,57.82,SEMA6B
SIRT2,53.54999999999999,SIRT2
HIPK3,38.83,HIPK3
HNMT,36.83,HNMT
SPOCK2,55.97,SPOCK2
PNRC2,43.87,PNRC2
CAMKMT,37.93,CAMKMT
TTF2,41.15,TTF2
GRID2IP,54.43,GRID2IP
SLC39A1,52.3,SLC39A1
MAGEB16,48.31,MAGEB16
IL1RAPL1,36.16,IL1RAPL1
DTX1,53.96,DTX1
C4orf48,69.21,C4orf48
PAPOLG,39.59,PAPOLG
PRKAB2,39.83,PRKAB2
CACNA1H,65.12,CACNA1H
CLSTN3,51.75,CLSTN3
OLFM3,35.12,OLFM3
WDFY4,45.39000000000001,WDFY4
ZNF230,40.86,ZNF230
LINC00672,41.31,LINC00672
RPL30,42.56,RPL30
SKAP2,36.94,SKAP2
VTN,59.64,VTN
SERPINA5,49.18,SERPINA5
PDXP,55.3,PDXP
REM2,56.14,REM2
OR2A42,48.045,OR2A42
ZNF853,57.56,ZNF853
USP6,46.42,USP6
ADGRE1,44.41,ADGRE1
IST1,45.17999999999999,IST1
HDAC5,55.65999999999998,HDAC5
IGFBP5,50.76,IGFBP5
CCDC150,38.16,CCDC150
TMBIM4,38.11,TMBIM4
SLC25A48,44.71,SLC25A48
STARD9,43.51,STARD9
PPA2,36.65,PPA2
CDK20,53.15999999999999,CDK20
FEN1,48.87,FEN1
ZNF607,41.53,ZNF607
ZNF668,54.47,ZNF668
C19orf81,50.87,C19orf81
VASN,63.46,VASN
CD80,42.4,CD80
ZNF784,58.47,ZNF784
LHFPL6,39.07,LHFPL6
PRDM2,43.44,PRDM2
CMC2,40.63999999999999,CMC2
METTL8,39.39,METTL8
WDR1,54.98,WDR1
SCML1,38.89,SCML1
CCDC59,35.35,CCDC59
SF3A1,49.02,SF3A1
ZNF502,40.62,ZNF502
PAF1,52.37,PAF1
NOTCH2NLA,39.19,NOTCH2NLA
PSG2,43.6,PSG2
TIMM9,40.88,TIMM9
SIRPB1,44.1,SIRPB1
COPS3,44.68,COPS3
STAT1,41.75,STAT1
PDE7B,38.31,PDE7B
SRSF9,46.47,SRSF9
C12orf54,43.84,C12orf54
TRIM39,44.338571428571434,TRIM39
KIAA0513,51.63,KIAA0513
SCML4,43.76,SCML4
TCF12,37.17000000000001,TCF12
INHBE,53.48,INHBE
ZFAND5,39.89,ZFAND5
LAMB1,42.4,LAMB1
MAPK12,64.54,MAPK12
SCAMP2,51.05,SCAMP2
OSGEPL1,39.12,OSGEPL1
AAR2,47.41,AAR2
LSP1,61.63999999999999,LSP1
GGT6,60.05,GGT6
VWC2,39.85,VWC2
ARHGAP33,60.92999999999999,ARHGAP33
MEX3B,55.8,MEX3B
CCDC159,54.90999999999998,CCDC159
OR4D11,49.68,OR4D11
OS9,43.99,OS9
CDH3,49.26,CDH3
ZBED8,39.83,ZBED8
IFNGR2,44.44,IFNGR2
MAPK8IP3,56.84,MAPK8IP3
PGM3,38.659999999999975,PGM3
MT-ND1,47.7,MT-ND1
EHHADH,39.78,EHHADH
GFRAL,35.75,GFRAL
GNG7,52.24,GNG7
STN1,42.66,STN1
TMPRSS11A,37.0,TMPRSS11A
CT47A7,49.5,CT47A7
CR759815.2,57.04,CR759815.2
SPEM1,60.28,SPEM1
NFKBID,53.38,NFKBID
PRPF39,36.34,PRPF39
CNOT8,44.08000000000001,CNOT8
DEFB104B,44.2825,DEFB104B
TCEAL5,50.23,TCEAL5
GAPDH,59.98,GAPDH
TUBB6,45.60000000000001,TUBB6
PRCC,46.54,PRCC
CD63,59.17999999999999,CD63
TMEM31,46.96,TMEM31
B4GAT1,56.78,B4GAT1
HLX,54.52,HLX
OR4K17,36.85,OR4K17
SAMHD1,43.79,SAMHD1
LY9,43.99,LY9
TPI1,59.16,TPI1
CENPN,43.26,CENPN
DFFA,48.53,DFFA
FBLN2,53.59000000000001,FBLN2
DNAJC5B,40.54,DNAJC5B
ATG3,36.32,ATG3
SLC26A11,53.49,SLC26A11
MESD,45.36,MESD
ATP1A1,44.46,ATP1A1
ZBTB16,47.44,ZBTB16
OR52H1,41.14,OR52H1
TDRKH,43.72,TDRKH
POTEB2,36.34,POTEB2
BEX3,57.48,BEX3
TCP11,43.15999999999998,TCP11
CLPTM1,52.82999999999999,CLPTM1
RARG,56.32999999999999,RARG
TRIM9,40.47,TRIM9
URGCP-MRPS24,46.53,URGCP-MRPS24
KCNQ5,37.35000000000001,KCNQ5
PAM,35.92000000000001,PAM
DNAJB6,48.14999999999999,DNAJB6
OR10AG1,32.98,OR10AG1
MCCD1,57.4575,MCCD1
SLC2A8,57.79,SLC2A8
CASR,41.14,CASR
STARD3,55.06000000000001,STARD3
CD300C,58.6,CD300C
NAA40,50.29,NAA40
MRPL14,46.14,MRPL14
CORO1C,41.35000000000001,CORO1C
NAXD,50.13,NAXD
FCF1,40.97,FCF1
SV2A,52.16,SV2A
ATP11C,39.51,ATP11C
ARHGEF25,57.71,ARHGEF25
PTPN2,42.19,PTPN2
RNF40,55.81,RNF40
LRG1,55.52,LRG1
PTGDR,43.9,PTGDR
IP6K3,53.34,IP6K3
TMEM41B,42.34,TMEM41B
DPYSL5,46.42000000000001,DPYSL5
SIAE,40.66,SIAE
TRPA1,36.35,TRPA1
TTC7B,46.46,TTC7B
PLAAT5,40.25,PLAAT5
LRIG1,46.07,LRIG1
SEC14L4,50.35,SEC14L4
WDR73,48.66,WDR73
TMEM247,47.5,TMEM247
SPATA31A5,52.99,SPATA31A5
ZNF671,49.44,ZNF671
CDKL1,43.04,CDKL1
ECEL1,64.77,ECEL1
PET100,55.95000000000001,PET100
SPRR4,49.09,SPRR4
KDM4F,53.57,KDM4F
DHX33,45.78,DHX33
SCAMP5,48.31000000000001,SCAMP5
JAM2,39.65,JAM2
IL13RA1,40.57,IL13RA1
ATP6V1D,38.54,ATP6V1D
FNBP4,43.42,FNBP4
FABP4,34.86,FABP4
ELF3,54.8,ELF3
SSH2,40.66,SSH2
TMEM254,42.93,TMEM254
ENPP4,36.05,ENPP4
AQP3,55.6,AQP3
NKAIN1,50.64000000000001,NKAIN1
AC254952.1,41.73,AC254952.1
DERPC,47.21,DERPC
AC007325.2,58.96,AC007325.2
TTLL4,44.96,TTLL4
GPBAR1,58.82,GPBAR1
DDA1,56.16,DDA1
ACTR3,36.61,ACTR3
AC016586.1,57.86000000000001,AC016586.1
NAP1L4,44.27,NAP1L4
SOX13,51.76,SOX13
SPN,52.92,SPN
MTRNR2L5,36.27,MTRNR2L5
C20orf141,60.68,C20orf141
EDDM13,45.69,EDDM13
EAPP,44.1,EAPP
TRPM2,54.13,TRPM2
DNAJB1,52.01000000000001,DNAJB1
ASH2L,42.99,ASH2L
ZMAT2,43.7,ZMAT2
MPZL2,38.82,MPZL2
DIRAS2,40.38,DIRAS2
SIKE1,36.9,SIKE1
HAPLN4,58.5,HAPLN4
AVPR1B,51.42,AVPR1B
PLSCR4,35.8,PLSCR4
SPON2,53.74,SPON2
ACAT1,42.49,ACAT1
IRF9,53.95,IRF9
RAB40C,56.81,RAB40C
AC136352.3,42.59,AC136352.3
FKBP2,63.63,FKBP2
AC010330.1,44.61000000000001,AC010330.1
AC004086.1,45.67,AC004086.1
INCA1,51.52,INCA1
DAZAP2,46.75,DAZAP2
DENND2D,49.53,DENND2D
NUPR2,54.75,NUPR2
AKT1,64.08000000000001,AKT1
OAF,55.52,OAF
KCNAB2,56.03999999999999,KCNAB2
KPNA4,37.19,KPNA4
ABHD18,39.8,ABHD18
NUP37,36.52,NUP37
MYOCOS,44.29,MYOCOS
ZNF726,37.37,ZNF726
MEIOB,43.83,MEIOB
SET,49.47,SET
PRPS2,42.76,PRPS2
KLK1,59.11,KLK1
ARL3,44.56,ARL3
DENND5B,40.95,DENND5B
NAA38,44.28,NAA38
PGBD5,48.33,PGBD5
PAK1IP1,40.66,PAK1IP1
AC034102.3,47.07,AC034102.3
ST8SIA5,47.59,ST8SIA5
CYP24A1,43.37,CYP24A1
SLC25A36,35.49,SLC25A36
PLEKHH2,38.98,PLEKHH2
PRSS22,59.18333333333333,PRSS22
TLR6,39.76,TLR6
CLCN3,37.1,CLCN3
MICOS13,61.19,MICOS13
HNRNPL,53.73,HNRNPL
CLCA1,40.09,CLCA1
KRBOX4,41.17000000000001,KRBOX4
UTF1,77.05,UTF1
PRAMEF2,47.2,PRAMEF2
TCP11L1,42.1,TCP11L1
BACH2,40.5,BACH2
CFAP126,42.27,CFAP126
ZNF629,57.73,ZNF629
BBS5,40.21,BBS5
LZTS1,50.43,LZTS1
ABCF1,47.95285714285716,ABCF1
BRWD1,38.65,BRWD1
RNF220,47.21,RNF220
SPRED2,43.76,SPRED2
CT476828.13,73.35,CT476828.13
ANKRD20A3,37.8,ANKRD20A3
MYBPH,57.63,MYBPH
ZNF843,49.83000000000001,ZNF843
PSG11,43.2,PSG11
DCAF12L2,56.0,DCAF12L2
TSPAN8,37.02,TSPAN8
C11orf65,38.99,C11orf65
RPL3L,55.32,RPL3L
RFPL4B,40.1,RFPL4B
YPEL2,46.63,YPEL2
KRT23,41.6,KRT23
TRARG1,55.9,TRARG1
PCSK1N,55.39,PCSK1N
ATP5PO,43.23,ATP5PO
OPRD1,50.14,OPRD1
CTR9,40.97,CTR9
OR10J1,40.58,OR10J1
TP53I3,49.47,TP53I3
ZBTB32,52.47,ZBTB32
AC133551.1,49.0,AC133551.1
DNM1L,38.21,DNM1L
SPDYE16,49.45500000000001,SPDYE16
CUL4B,39.25,CUL4B
TIMM44,56.29999999999999,TIMM44
ZNF616,42.23,ZNF616
SLC25A14,37.86000000000001,SLC25A14
THEMIS,35.12,THEMIS
CYP2D7,58.9775,CYP2D7
KLHL15,41.85,KLHL15
AKIP1,46.42000000000001,AKIP1
EIF4EBP2,43.97,EIF4EBP2
ZNF652,41.52,ZNF652
FAM155B,49.14,FAM155B
ANGPTL2,49.8,ANGPTL2
LYZ,36.61,LYZ
REN,48.56,REN
GPR146,58.77,GPR146
SPDEF,57.98,SPDEF
CHML,37.83,CHML
DEFB119,42.85,DEFB119
CTXN1,74.83,CTXN1
ERI2,40.84,ERI2
ZBTB8OS,44.37,ZBTB8OS
MICA,50.1392,MICA
RPL29,53.94,RPL29
TLR4,38.47,TLR4
ITPKA,59.71,ITPKA
LARS,38.69,LARS
NMU,38.09,NMU
SP2,47.6,SP2
ZNF439,43.96,ZNF439
KIR2DS5,48.05280000000001,KIR2DS5
OLFML3,45.29999999999999,OLFML3
ORC3,38.95,ORC3
SLC6A18,58.28,SLC6A18
SPIN2A,50.32,SPIN2A
PDPK1,52.5,PDPK1
DESI1,46.9,DESI1
AC275401.1,43.27,AC275401.1
LTV1,39.75,LTV1
CLPSL1,48.34,CLPSL1
TOM1,53.52,TOM1
MGAT4B,64.045,MGAT4B
LCP1,40.21,LCP1
DCBLD2,38.59,DCBLD2
AC006486.1,57.4,AC006486.1
DEFB116,39.65,DEFB116
HSD3B2,43.79999999999999,HSD3B2
ERICH6B,44.82,ERICH6B
C6orf120,45.78,C6orf120
NAP1L2,40.35,NAP1L2
MAGEA2,55.87,MAGEA2
CCBE1,42.8,CCBE1
CDK19,39.87,CDK19
NFIB,38.28999999999999,NFIB
SLC7A1,47.44,SLC7A1
XRRA1,41.82,XRRA1
FAM9A,43.22,FAM9A
ADPRHL1,55.43,ADPRHL1
TFEB,54.14,TFEB
KLHL35,54.7,KLHL35
FAM236A,59.3,FAM236A
ANKRD46,39.74,ANKRD46
BUB1B,38.74,BUB1B
OR9I1,38.32,OR9I1
METTL22,49.56,METTL22
SLC16A6,44.06,SLC16A6
MTCH1,52.18,MTCH1
ZG16B,53.37,ZG16B
AKR7A2,52.87,AKR7A2
CDT1,65.3,CDT1
TTC32,39.38,TTC32
MEX3D,60.48,MEX3D
AGER,56.63857142857143,AGER
EMC4,43.84,EMC4
C18orf25,40.58,C18orf25
MOB3B,41.88,MOB3B
FGFR2,45.40999999999999,FGFR2
SMIM33,55.27,SMIM33
NINL,49.07,NINL
TGM3,47.92,TGM3
SLC39A8,38.15,SLC39A8
GPR18,37.42,GPR18
AC010616.1,58.79,AC010616.1
FANCD2OS,44.4,FANCD2OS
GDNF,46.43,GDNF
SLC7A9,46.63,SLC7A9
FNDC11,61.91,FNDC11
NOTO,50.72,NOTO
AMMECR1,38.78,AMMECR1
CRLF1,55.32,CRLF1
FUT9,35.22,FUT9
NID1,44.97,NID1
OPN3,39.62,OPN3
TGM2,52.67,TGM2
AC114267.1,47.89,AC114267.1
SMIM7,47.85,SMIM7
HSP90AA1,47.25,HSP90AA1
MYCN,53.76,MYCN
LGI4,55.73,LGI4
PLEKHM2,52.01,PLEKHM2
EIF2B4,50.63999999999999,EIF2B4
CHST13,54.4,CHST13
TRAIP,49.84,TRAIP
NOP14,50.02,NOP14
RFK,40.41,RFK
MBD1,49.32000000000001,MBD1
ETFRF1,38.05,ETFRF1
CCL8,44.16,CCL8
FBLN1,53.13,FBLN1
BEX4,51.94,BEX4
ARSE,45.83,ARSE
NPPC,55.84,NPPC
FBXL17,35.81,FBXL17
CLTB,53.09000000000001,CLTB
LRRC46,52.74,LRRC46
UBE2R2,42.25,UBE2R2
ZNF75A,45.02,ZNF75A
NDUFAF1,46.09,NDUFAF1
AK9,38.27,AK9
GRP,42.26,GRP
F3,43.36,F3
MPDZ,35.81,MPDZ
WDPCP,37.71999999999999,WDPCP
C6orf223,57.78,C6orf223
ACTA2,40.29,ACTA2
CDC42BPG,60.8,CDC42BPG
ATG4D,55.3,ATG4D
IL6ST,37.44,IL6ST
DDRGK1,54.35,DDRGK1
DEFB108B,37.57,DEFB108B
TUNAR,47.34,TUNAR
ARL6IP1,40.64,ARL6IP1
RPS21,59.45,RPS21
CINP,46.49,CINP
SSR4,61.54,SSR4
MED13,38.73,MED13
SEC14L1,46.7,SEC14L1
EXOSC10,46.37,EXOSC10
DNAJB9,37.18,DNAJB9
ZNF620,44.27,ZNF620
C16orf95,47.91,C16orf95
ADGRB3,35.14,ADGRB3
FAM243B,46.49,FAM243B
POU2AF1,45.99,POU2AF1
CD55,36.37,CD55
TMEM70,43.8,TMEM70
SLC6A1,50.29999999999998,SLC6A1
ICK,40.86,ICK
ADAT3,60.26,ADAT3
C8orf86,45.68,C8orf86
MAGEA3,55.91,MAGEA3
CDK10,55.37,CDK10
PNLDC1,48.03,PNLDC1
MAPKAPK3,53.69,MAPKAPK3
ADRA1D,51.58,ADRA1D
SOX7,52.185,SOX7
BCL6,47.68,BCL6
IQCF2,47.16,IQCF2
PLS1,38.52,PLS1
RELL2,60.0,RELL2
NPIPA8,47.51,NPIPA8
ZNF23,44.44,ZNF23
TSC22D1,38.07999999999999,TSC22D1
HAVCR2,42.36,HAVCR2
AC243837.2,41.87,AC243837.2
DYRK4,42.77,DYRK4
NAA15,39.05,NAA15
ZZEF1,44.49,ZZEF1
CBX7,54.25,CBX7
APC,37.63,APC
ZSCAN30,42.35000000000001,ZSCAN30
TSNAXIP1,52.87,TSNAXIP1
BTG2,53.33,BTG2
CYB5R4,37.45,CYB5R4
RNF207,57.32,RNF207
TMEM184B,53.5,TMEM184B
PPIAL4G,39.32,PPIAL4G
FAM237A,37.88,FAM237A
IDUA,65.37,IDUA
AC236972.4,59.78,AC236972.4
SLFN12,37.97,SLFN12
RHOC,57.17999999999999,RHOC
CREBRF,41.07,CREBRF
HHLA3,42.14,HHLA3
RUFY2,40.87,RUFY2
MUC6,63.09799999999999,MUC6
USB1,49.63,USB1
FBLN5,47.21,FBLN5
PSKH1,52.3,PSKH1
ELMOD3,46.14,ELMOD3
GUK1,61.76,GUK1
TSPO2,55.91,TSPO2
TPX2,41.52,TPX2
CDCA7L,41.36000000000001,CDCA7L
DOK6,36.19,DOK6
GRIN3A,38.53,GRIN3A
ADAMTS14,52.96,ADAMTS14
TMEM52B,41.83,TMEM52B
CPA5,50.60000000000001,CPA5
NANP,43.42,NANP
HECA,41.8,HECA
ATP8B2,52.38,ATP8B2
CISH,57.0,CISH
FAM228B,43.18,FAM228B
ALDH8A1,42.53,ALDH8A1
SMARCE1,37.88,SMARCE1
AC005697.1,44.74,AC005697.1
RBM17,41.2,RBM17
SRSF3,40.22,SRSF3
LGR4,39.09,LGR4
KIR2DL2,48.025454545454544,KIR2DL2
HEPN1,51.12,HEPN1
NIFK,42.98,NIFK
SAMD3,39.14999999999999,SAMD3
HTRA3,56.08,HTRA3
ZBTB12,64.32,ZBTB12
FAM207A,56.70000000000001,FAM207A
GJB4,55.91,GJB4
AC093668.2,57.35,AC093668.2
FOXE3,68.67,FOXE3
NPFFR2,36.77,NPFFR2
OR5D16,42.65,OR5D16
RGS20,42.33,RGS20
B4GALNT2,45.95000000000001,B4GALNT2
UBE2D2,44.35,UBE2D2
YJU2,52.79,YJU2
CDKAL1,38.04,CDKAL1
STMN2,38.21,STMN2
ZBTB4,54.92,ZBTB4
AOC2,52.48,AOC2
WDR46,51.913999999999994,WDR46
MTCH2,43.68000000000001,MTCH2
PHYKPL,51.42,PHYKPL
TEAD3,56.75,TEAD3
FPR3,42.76,FPR3
ZNF814,46.12,ZNF814
UMODL1,52.21,UMODL1
FREM2,37.64,FREM2
DEFB113,31.82,DEFB113
KCNJ2,41.95,KCNJ2
USP26,40.11,USP26
EMC3,44.9,EMC3
GSTM5,48.99,GSTM5
TXNDC16,36.83,TXNDC16
NAA80,61.23,NAA80
PMP2,33.98,PMP2
ZNF512,41.21,ZNF512
ZMAT1,37.78,ZMAT1
RFLNA,47.18,RFLNA
PLEK2,47.4,PLEK2
RPS6KB1,41.68,RPS6KB1
CLEC17A,49.11,CLEC17A
PRR12,55.73,PRR12
RBMY1D,37.0,RBMY1D
ATP1B3,40.6,ATP1B3
NOX3,40.79,NOX3
XRCC2,42.56,XRCC2
TBC1D31,39.82,TBC1D31
SSH3,61.2,SSH3
SH3BP5,46.7,SH3BP5
IER3,58.53333333333333,IER3
SYDE1,60.26000000000001,SYDE1
MYB,39.73,MYB
FSTL4,46.68,FSTL4
TMED7-TICAM2,37.42,TMED7-TICAM2
AC087651.1,53.87,AC087651.1
UPF3B,42.87,UPF3B
GIPC1,53.7,GIPC1
SCO1,41.24,SCO1
TBC1D3G,60.06,TBC1D3G
FXYD6-FXYD2,49.89,FXYD6-FXYD2
AGAP9,40.48,AGAP9
MATN1,56.37,MATN1
RNF34,43.68,RNF34
AL133414.5,48.87,AL133414.5
SETD9,38.6,SETD9
MFN1,38.55,MFN1
EPS15,38.04,EPS15
ZNF12,43.46,ZNF12
FGF9,42.75,FGF9
WDR77,44.39,WDR77
POC1B,39.79,POC1B
TP53,48.85999999999999,TP53
OPRL1,60.38,OPRL1
C18orf32,43.19,C18orf32
IL12RB2,41.68,IL12RB2
EPB41L4A,39.29,EPB41L4A
UBAP1,42.8,UBAP1
ZNF592,45.93,ZNF592
CAPN10,54.57999999999999,CAPN10
SAYSD1,41.95,SAYSD1
ODF3,60.07,ODF3
FGF23,44.69,FGF23
DYNC1I1,38.59000000000001,DYNC1I1
