Genes,CDS_Length,Norm_Symbol
CD68,834.0,CD68
NID2,3175.9433962264147,NID2
RTN4,1965.0449438202247,RTN4
SREBF2,2325.060606060606,SREBF2
GBP2,1776.0,GBP2
NPEPPS,1314.352,NPEPPS
SNAPIN,411.0,SNAPIN
POMGNT1,1668.1875,POMGNT1
NUDCD3,1086.0,NUDCD3
NSFL1C,646.8923076923078,NSFL1C
RNF224,471.0,RNF224
SCHIP1,625.6666666666666,SCHIP1
BLVRA,758.2727272727273,BLVRA
GRIK5,2407.479452054795,GRIK5
UBALD2,336.75,UBALD2
FSD1L,1363.6923076923074,FSD1L
PRR20E,666.0,PRR20E
TATDN3,579.6,TATDN3
ENOSF1,885.2181818181817,ENOSF1
CDNF,380.4,CDNF
KRT73,1317.0,KRT73
MPZL2,648.0,MPZL2
FUT4,1593.0,FUT4
TMEM209,1439.5471698113208,TMEM209
NSL1,578.4782608695652,NSL1
CRABP1,377.0,CRABP1
KIAA0232,3810.761904761905,KIAA0232
POLB,511.0,POLB
SYCN,405.0,SYCN
ATP2A3,2877.377622377622,ATP2A3
GATC,325.0,GATC
BCDIN3D,879.0,BCDIN3D
RNF165,468.77419354838713,RNF165
PDGFB,585.5833333333334,PDGFB
ISG20L2,1062.0,ISG20L2
POLR1D,213.52941176470588,POLR1D
SYT15,1065.090909090909,SYT15
ORAI2,627.2333333333332,ORAI2
INKA1,861.0,INKA1
WBP1,819.3888888888888,WBP1
AMY1C,1536.0,AMY1C
ITLN2,978.0,ITLN2
CD22,1456.9774436090229,CD22
RD3L,597.0,RD3L
ZNF557,1282.5,ZNF557
AC069288.1,468.0,AC069288.1
JMJD6,1131.825,JMJD6
HPCAL1,498.9523809523809,HPCAL1
STXBP5L,3018.987951807229,STXBP5L
KIF3C,2205.342857142857,KIF3C
HYAL1,1003.0625,HYAL1
ITGA1,2187.0,ITGA1
ZNF460,1212.0,ZNF460
CRYGA,525.0,CRYGA
LPO,1480.3714285714286,LPO
REXO5,1194.0071428571428,REXO5
ACTR6,713.6117647058824,ACTR6
LRIT1,1872.0,LRIT1
SYDE1,1589.5925925925924,SYDE1
LDHC,621.3934426229507,LDHC
EIF1AD,410.2830188679245,EIF1AD
SGCE,1018.0884831460677,SGCE
AL662884.4,188.0,AL662884.4
GPR25,1086.0,GPR25
MTCH1,1043.659090909091,MTCH1
FAM9B,581.4255319148937,FAM9B
NXPE2,1680.0,NXPE2
ZKSCAN3,1493.666666666667,ZKSCAN3
ZNF746,1684.2692307692307,ZNF746
HELZ2,7225.818181818182,HELZ2
ZNF618,2142.787878787879,ZNF618
IL23R,1272.7714285714285,IL23R
AL022318.4,1161.0,AL022318.4
SNU13,343.9444444444445,SNU13
CHRM2,1401.0,CHRM2
UGGT2,2616.686746987952,UGGT2
KLHL40,1866.0,KLHL40
HDAC11,658.8818181818183,HDAC11
TUFT1,1007.1136363636364,TUFT1
QRFPR,865.736842105263,QRFPR
AC009412.1,493.5,AC009412.1
KRT10,1468.8,KRT10
UBXN2B,613.4705882352941,UBXN2B
ZDHHC23,1069.03125,ZDHHC23
LNX2,2073.0,LNX2
PPP1R17,400.0,PPP1R17
PRKAR1B,976.190476190476,PRKAR1B
EMCN,618.7674418604653,EMCN
OR9G4,954.0,OR9G4
RAB25,642.0,RAB25
CD46,1072.233870967742,CD46
CDC42BPA,4113.916334661355,CDC42BPA
MAP3K4,4065.0299401197603,MAP3K4
PTGER1,1209.0,PTGER1
RLIM,1875.0,RLIM
ACSM2A,1408.2111111111112,ACSM2A
PDLIM1,990.0,PDLIM1
MEA1,534.1304347826087,MEA1
RPL35,309.0,RPL35
PHKB,2439.6940298507457,PHKB
BRD7,1662.7317073170734,BRD7
MYO15A,6903.433789954338,MYO15A
CDK19,1147.2592592592596,CDK19
PYURF,345.0,PYURF
HIST1H4D,312.0,HIST1H4D
STX12,749.625,STX12
FZD2,1698.0,FZD2
ADCK2,1513.103448275862,ADCK2
ACD,1214.578947368421,ACD
PNPLA2,1515.0,PNPLA2
NTS,416.57142857142856,NTS
IBTK,3000.141891891892,IBTK
IGLON5,1011.0,IGLON5
GABRG1,1398.0,GABRG1
LRRC8A,2433.0,LRRC8A
AL121581.1,2490.0,AL121581.1
B3GLCT,1497.0,B3GLCT
BBS5,823.3448275862069,BBS5
DECR2,488.5,DECR2
RIPPLY3,573.0,RIPPLY3
CCDC187,4492.928571428572,CCDC187
AC096887.1,177.875,AC096887.1
MAP4K1,2008.0,MAP4K1
FBXL6,1611.0,FBXL6
TTC21B,3441.3823529411766,TTC21B
ZFYVE9,4220.072727272727,ZFYVE9
DHRS2,747.0869565217392,DHRS2
FAM229A,294.0,FAM229A
UCKL1,1398.75,UCKL1
MCCD1,360.0,MCCD1
FUNDC2,427.5,FUNDC2
EIF4E2,644.7777777777778,EIF4E2
LMAN2L,594.3272727272728,LMAN2L
TUBB3,439.6428571428572,TUBB3
PLK1,962.6521739130437,PLK1
ABLIM3,1543.8082191780825,ABLIM3
PDCD6IP,1562.6133333333332,PDCD6IP
FAM114A1,1306.6451612903227,FAM114A1
LRRTM4,1525.0555555555554,LRRTM4
MYL3,545.1428571428571,MYL3
TNFAIP1,629.1304347826087,TNFAIP1
SLC25A4,762.0,SLC25A4
VEPH1,1459.0253164556962,VEPH1
GOLGA6L7,1869.0,GOLGA6L7
PCDHA8,2771.4,PCDHA8
SRSF9,453.75,SRSF9
CXorf21,906.0,CXorf21
TAF6,1299.2,TAF6
PDCD1LG2,822.0,PDCD1LG2
KMO,1296.078431372549,KMO
A4GALT,1062.0,A4GALT
HSPB2-C11orf52,305.25,HSPB2-C11orf52
PEX19,547.3421052631579,PEX19
FZR1,1363.0746268656715,FZR1
CARD9,1287.6976744186047,CARD9
ARL2,533.4,ARL2
IDNK,346.13793103448273,IDNK
PDF,732.0,PDF
PARP11,633.9433962264151,PARP11
TRIM77,1058.4545454545455,TRIM77
FLCN,1237.5714285714287,FLCN
ZDHHC20,963.9692307692308,ZDHHC20
TMPPE,1156.5,TMPPE
MGLL,750.2,MGLL
TPK1,436.5507246376812,TPK1
RUFY4,1298.1081081081081,RUFY4
INTS9,1221.3193277310925,INTS9
AC023055.1,986.125,AC023055.1
ARL10,463.75,ARL10
CNTNAP1,3189.0,CNTNAP1
LRRC63,1685.25,LRRC63
A2ML1,3065.470588235294,A2ML1
ECHDC1,538.3018867924528,ECHDC1
MOGAT3,972.0,MOGAT3
KLK6,453.92307692307685,KLK6
KLRF2,624.0,KLRF2
MTRNR2L13,75.0,MTRNR2L13
STK24,1122.4313725490197,STK24
MUCL1,256.84615384615387,MUCL1
AZGP1,641.1,AZGP1
C7orf50,563.1428571428571,C7orf50
C19orf47,692.0769230769231,C19orf47
ARFIP2,856.3269230769231,ARFIP2
DPH1,874.3768115942029,DPH1
TRIM24,3102.0,TRIM24
AC136612.1,375.0,AC136612.1
ZNF12,1625.5,ZNF12
KLHL26,614.6470588235294,KLHL26
SDC1,663.1363636363636,SDC1
LALBA,404.57142857142856,LALBA
KCNK18,1155.0,KCNK18
TEAD4,834.241935483871,TEAD4
CRB2,3475.6875,CRB2
DPF2,887.8461538461537,DPF2
PPP1R1A,371.41666666666674,PPP1R1A
MME,1865.393063583815,MME
CCDC142,2037.8620689655168,CCDC142
HNRNPAB,917.52,HNRNPAB
ADCY10,4007.203539823009,ADCY10
ADCY7,2300.241071428572,ADCY7
ASCL5,621.0,ASCL5
ASTN1,3742.3235294117653,ASTN1
ST18,1268.8508771929826,ST18
XCL1,345.0,XCL1
PRMT5,1044.4823529411763,PRMT5
MGAM,5929.061302681992,MGAM
OPA3,488.0,OPA3
ZNF79,1391.842105263158,ZNF79
ALPK3,5724.0,ALPK3
LYVE1,634.8,LYVE1
TLCD1,534.1428571428571,TLCD1
TMCO3,1186.9375,TMCO3
FOS,695.125,FOS
ASPDH,556.45,ASPDH
SRI,474.7173913043478,SRI
TXLNG,1411.0,TXLNG
APOL2,804.3571428571429,APOL2
RNF225,990.0,RNF225
CSTF3,1640.1333333333334,CSTF3
SURF1,749.1176470588235,SURF1
SLC25A28,916.2857142857144,SLC25A28
JPH3,2247.0,JPH3
ITGA10,3304.8214285714284,ITGA10
NDOR1,1741.6363636363635,NDOR1
AP1S3,357.22222222222223,AP1S3
ROPN1,424.25581395348837,ROPN1
CTDSP1,755.96875,CTDSP1
GDF10,1437.0,GDF10
OR4K5,972.0,OR4K5
VPS13D,10129.894736842105,VPS13D
PPID,623.0,PPID
RUBCNL,1552.095588235294,RUBCNL
CDKN2C,507.0,CDKN2C
DOK3,865.375,DOK3
PROX2,955.0909090909092,PROX2
EIF4A1,633.1832061068702,EIF4A1
MLF2,655.1923076923077,MLF2
NECTIN1,1334.7,NECTIN1
UPP1,447.95714285714286,UPP1
CBLN3,541.5,CBLN3
CCL4,231.0,CCL4
BVES,1083.0,BVES
SLC2A6,1154.607142857143,SLC2A6
CAST,1719.2441860465115,CAST
RPL10,529.3275862068965,RPL10
POLR2I,244.30434782608697,POLR2I
NKAPL,1209.0,NKAPL
PHTF1,2017.8061224489795,PHTF1
RPRD1A,671.9636363636364,RPRD1A
ADSL,1051.625,ADSL
AC139530.3,1329.0,AC139530.3
BIN2,1557.2537313432833,BIN2
CCDC177,2124.0,CCDC177
TGM7,2133.0,TGM7
CCDC47,1177.1666666666667,CCDC47
PAGE2,283.38461538461536,PAGE2
ZC3H12C,2625.705882352941,ZC3H12C
SERHL2,605.9411764705882,SERHL2
KLHL33,1989.692307692308,KLHL33
CDK5RAP2,3602.098765432099,CDK5RAP2
RNF113B,969.0,RNF113B
AP2A1,2031.3623188405802,AP2A1
ZNF701,1030.3703703703704,ZNF701
MRPS9,831.7058823529413,MRPS9
SPATA8,318.0,SPATA8
PCDHA5,2706.0,PCDHA5
C11orf71,420.0,C11orf71
VAV1,2438.7293233082705,VAV1
OR1M1,942.0,OR1M1
OR10J5,930.0,OR10J5
C11orf97,381.0,C11orf97
ADM5,462.0,ADM5
GPR55,926.5714285714287,GPR55
PRSS27,423.0,PRSS27
PDIA5,928.9333333333333,PDIA5
NAA20,465.1764705882353,NAA20
CDH4,2259.082191780822,CDH4
CNTNAP3C,1477.0,CNTNAP3C
FAM220A,489.0,FAM220A
CUEDC2,864.0,CUEDC2
NMRAL1,619.3584905660377,NMRAL1
ARHGAP11B,804.0,ARHGAP11B
IGFBP3,691.6315789473683,IGFBP3
ARPC2,557.9565217391304,ARPC2
SMURF1,2236.054054054054,SMURF1
RRP9,1428.0,RRP9
SBNO1,4180.989473684211,SBNO1
SENP2,769.6666666666665,SENP2
A3GALT2,1023.0,A3GALT2
P3H2,1550.7631578947367,P3H2
CST9,480.0,CST9
FAM122C,444.9252336448599,FAM122C
CHRD,1820.3467741935485,CHRD
TBRG1,628.8,TBRG1
SDF4,961.948717948718,SDF4
AC008554.1,617.2777777777778,AC008554.1
SUN1,1659.4041450777204,SUN1
BASP1,410.5,BASP1
RELB,1489.095238095238,RELB
CFHR3,762.0,CFHR3
KLHL30,1737.0,KLHL30
P2RY4,1098.0,P2RY4
C5orf38,368.66666666666674,C5orf38
HMHB1,126.0,HMHB1
SPATA5,2682.0,SPATA5
RHOJ,548.7857142857143,RHOJ
ATXN1L,2070.0,ATXN1L
HIST2H3D,411.0,HIST2H3D
NACAD,4689.0,NACAD
SLC35E1,775.65,SLC35E1
CACYBP,500.125,CACYBP
AL139260.3,1040.0,AL139260.3
SF3A2,999.0,SF3A2
AC270472.1,888.0,AC270472.1
CYFIP1,2308.2555555555555,CYFIP1
PRPF39,637.0361445783133,PRPF39
CENPVL3,864.0,CENPVL3
SPIDR,1299.680473372781,SPIDR
MXI1,461.17808219178085,MXI1
TRIB1,759.0,TRIB1
AC241640.1,727.0,AC241640.1
GALR2,1164.0,GALR2
PCK2,1118.9411764705883,PCK2
LHX1,993.2857142857144,LHX1
SNX29,1387.1914893617022,SNX29
AL162171.1,2132.9538461538464,AL162171.1
TLNRD1,1089.0,TLNRD1
CCT6A,1531.0,CCT6A
HTR3D,1095.6923076923076,HTR3D
GARNL3,1870.463768115942,GARNL3
AC007375.1,174.0,AC007375.1
SNX6,687.8762886597937,SNX6
LENG8,2027.6960352422907,LENG8
POU4F1,1260.0,POU4F1
AC012314.10,1488.4444444444446,AC012314.10
TOX2,1377.0,TOX2
HHLA1,1614.5454545454545,HHLA1
CHMP3,568.4117647058823,CHMP3
C15orf61,328.5,C15orf61
KPNA7,1551.0,KPNA7
RASGRP3,1399.1931818181818,RASGRP3
MTM1,1436.5,MTM1
TAT,1365.0,TAT
CLIC3,711.0,CLIC3
PNPLA1,1460.0,PNPLA1
SLFN12,1247.047619047619,SLFN12
DDX42,2089.6324786324785,DDX42
ABAT,1067.5934959349593,ABAT
MYO5B,4239.044117647059,MYO5B
SUN5,922.6764705882354,SUN5
F2RL1,766.0,F2RL1
VPS35L,2303.4177777777772,VPS35L
ATP5PO,339.5,ATP5PO
SRPRB,610.75,SRPRB
MRPS2,870.75,MRPS2
SURF2,771.0,SURF2
NR1D2,1468.4117647058827,NR1D2
ADAMTS18,2582.277777777778,ADAMTS18
TECR,589.421052631579,TECR
THEM5,614.3333333333334,THEM5
KCNH3,1813.548387096774,KCNH3
PCDHB1,2457.0,PCDHB1
POPDC3,685.0,POPDC3
USH1G,867.0,USH1G
WDR33,2256.4255319148942,WDR33
SLC25A24,981.9512195121953,SLC25A24
KCTD3,1631.6875,KCTD3
RTL6,720.0,RTL6
BORCS7-ASMT,321.0,BORCS7-ASMT
TNFAIP3,1668.5454545454545,TNFAIP3
PRICKLE1,2033.7428571428568,PRICKLE1
LRRC49,1001.344262295082,LRRC49
UBC,684.0,UBC
RRN3,1779.9878048780488,RRN3
CAMK2N2,240.0,CAMK2N2
AKR1E2,688.0,AKR1E2
ACOT8,522.1086956521739,ACOT8
CBR4,398.22222222222223,CBR4
PLK2,2036.2758620689654,PLK2
BHLHE22,1146.0,BHLHE22
TECTA,6031.2558139534885,TECTA
ECM2,1619.4444444444446,ECM2
KIF18B,2530.6666666666665,KIF18B
SLC35B3,1016.5714285714287,SLC35B3
HSD17B3,648.5135135135135,HSD17B3
SRPK3,1580.2777777777776,SRPK3
IL2RB,820.6451612903226,IL2RB
STRAP,747.5454545454545,STRAP
CAPN7,1353.111111111111,CAPN7
SERF2,231.75,SERF2
AC092587.1,396.0,AC092587.1
FOXJ1,1266.0,FOXJ1
ANKRD22,576.0,ANKRD22
CCIN,1767.0,CCIN
ALDH1L1,1830.2790697674413,ALDH1L1
AC018362.3,768.0,AC018362.3
SSX4B,518.0,SSX4B
MFSD4A,1055.5714285714287,MFSD4A
KIF2A,1833.54,KIF2A
USP7,1674.050505050505,USP7
FAM186B,1165.6785714285713,FAM186B
U52112.2,141.66666666666666,U52112.2
NOX1,1387.1702127659576,NOX1
AC275362.2,1395.0,AC275362.2
TAL1,996.0,TAL1
GAB4,1279.1842105263158,GAB4
AL132780.3,580.0,AL132780.3
IL32,550.6878306878307,IL32
GPR35,940.9411764705884,GPR35
SBK2,1047.0,SBK2
MON1B,917.40625,MON1B
TEX38,473.0,TEX38
SCARA3,1611.0,SCARA3
SLC9B1,725.527027027027,SLC9B1
TRMT61B,1097.8125,TRMT61B
HIST4H4,312.0,HIST4H4
AC012314.22,255.0,AC012314.22
MAGEB2,960.0,MAGEB2
AC084121.7,1395.0,AC084121.7
CR2,3004.1694915254243,CR2
TAZ,636.9207317073169,TAZ
G6PC2,594.8,G6PC2
SLX4IP,896.6666666666665,SLX4IP
H2AFY2,947.9375,H2AFY2
C9orf66,888.0,C9orf66
BOD1L1,6259.205128205128,BOD1L1
GLYATL1,445.71641791044783,GLYATL1
SPAG4,951.75,SPAG4
RERE,2853.0476190476197,RERE
CT476828.22,1272.0,CT476828.22
TAF12,486.0,TAF12
LY75-CD302,5539.090909090909,LY75-CD302
HBS1L,1298.9078014184395,HBS1L
DNAJC18,478.6595744680851,DNAJC18
MAP1LC3C,444.0,MAP1LC3C
MYOZ3,635.1,MYOZ3
TUBB,1213.5,TUBB
ETV7,839.0689655172414,ETV7
PDLIM7,787.7878787878788,PDLIM7
APP,2040.993333333333,APP
SERPINA9,1015.3714285714287,SERPINA9
SLC35C2,1012.2131147540983,SLC35C2
COX7A1,164.66666666666666,COX7A1
C19orf33,289.5,C19orf33
TEX33,702.5652173913044,TEX33
EFL1,2079.805555555556,EFL1
TNFSF12,566.0,TNFSF12
AC013271.1,747.0,AC013271.1
CLEC3B,546.0,CLEC3B
ACOT7,981.7439024390244,ACOT7
DPAGT1,671.1428571428571,DPAGT1
GU182343.2,1128.0,GU182343.2
PNRC1,614.0,PNRC1
STAM,990.7777777777777,STAM
PCDHA12,2736.6,PCDHA12
MAPK13,819.6,MAPK13
PRR27,385.0434782608696,PRR27
BPTF,7159.347417840376,BPTF
STEAP2,1251.7659574468084,STEAP2
MAD1L1,1724.3406593406594,MAD1L1
GMFB,302.0526315789473,GMFB
ZNF26,937.4666666666667,ZNF26
MTMR6,1866.0,MTMR6
SLURP1,312.0,SLURP1
COL4A5,4127.9784172661875,COL4A5
ZNF683,1043.5227272727273,ZNF683
SSU72P3,585.0,SSU72P3
AL049844.3,423.0,AL049844.3
ZFPL1,475.6818181818182,ZFPL1
DONSON,1098.0898876404494,DONSON
OR4F3,939.0,OR4F3
AP1S1,423.92307692307685,AP1S1
WDR83OS,301.09090909090907,WDR83OS
UIMC1,1332.3176470588235,UIMC1
IMMP1L,332.1458333333333,IMMP1L
CCNI,547.3478260869565,CCNI
RELN,10226.071065989847,RELN
ARL11,591.0,ARL11
CSF1,1049.6785714285713,CSF1
PSMD6,965.6595744680852,PSMD6
ATXN7L3,780.7666666666668,ATXN7L3
PZP,2529.260869565217,PZP
FDX1,555.0,FDX1
HOXA3,1003.9411764705884,HOXA3
CHEK1,1154.8776978417266,CHEK1
PPP1R35,762.0,PPP1R35
PFN1,423.75,PFN1
TRAPPC2,395.42307692307685,TRAPPC2
AC097637.1,2287.0,AC097637.1
SUMO2,221.45454545454547,SUMO2
MPI,799.0462962962962,MPI
FAM199X,1167.0,FAM199X
PLRG1,951.1111111111113,PLRG1
CNPPD1,1067.5454545454545,CNPPD1
CARD16,356.78571428571433,CARD16
WDR60,2174.0943396226417,WDR60
TIMM21,577.8571428571429,TIMM21
H2BFM,350.25,H2BFM
LRIG1,3246.615384615385,LRIG1
CIDEB,616.7272727272727,CIDEB
ARFGAP1,881.9370629370628,ARFGAP1
TRIM44,1035.0,TRIM44
HS2ST1,741.8823529411765,HS2ST1
ATXN10,1120.857142857143,ATXN10
GCDH,758.8153846153847,GCDH
ZBTB45,1127.3846153846155,ZBTB45
TMEM35A,504.0,TMEM35A
SLC6A1,1579.2781316348196,SLC6A1
HRH2,1164.0,HRH2
TMEM151A,1407.0,TMEM151A
AC012314.1,255.0,AC012314.1
FCGR1A,963.8,FCGR1A
PCGF3,445.8840579710145,PCGF3
CNP,728.3157894736843,CNP
CCDC103,547.4736842105264,CCDC103
DAZ3,1203.4615384615386,DAZ3
ZNF700,2217.5454545454545,ZNF700
NUP107,1788.860655737705,NUP107
PAMR1,1839.7432432432433,PAMR1
IZUMO1R,742.5,IZUMO1R
CD8A,663.6,CD8A
ZIM2,1134.7674418604652,ZIM2
ELOC,314.95454545454544,ELOC
NFASC,3051.590909090909,NFASC
OAS3,2292.16,OAS3
FGD4,1476.5740740740741,FGD4
PDK4,1236.0,PDK4
C1orf105,418.09090909090907,C1orf105
UTP11,762.0,UTP11
ESF1,2034.6,ESF1
AD000671.1,168.0,AD000671.1
CCT4,1576.666666666667,CCT4
AC079597.3,207.0,AC079597.3
TST,789.6,TST
HSPB8,515.0,HSPB8
GDPGP1,512.6111111111112,GDPGP1
KRT74,1612.1052631578948,KRT74
OR6X1,939.0,OR6X1
INA,1500.0,INA
TANGO6,2305.346153846154,TANGO6
TNC,5314.23602484472,TNC
SIPA1,2760.759259259259,SIPA1
NOX3,1707.0,NOX3
MEIOC,1219.4666666666667,MEIOC
ST6GAL2,1241.391304347826,ST6GAL2
CR354443.1,671.0,CR354443.1
CACNB2,1375.835125448029,CACNB2
CAPS2,871.8484848484848,CAPS2
CUZD1,673.6551724137931,CUZD1
C16orf71,1325.6923076923074,C16orf71
C12orf60,738.0,C12orf60
GNAI1,877.5024390243902,GNAI1
OTUB1,740.5714285714287,OTUB1
EMP3,359.9375,EMP3
MAL2,375.0,MAL2
SMIM35,258.0,SMIM35
GTPBP2,1180.7173913043478,GTPBP2
KRTAP4-7,438.0,KRTAP4-7
SLC9A9,1438.304347826087,SLC9A9
DSG3,3000.0,DSG3
EYA3,1558.987951807229,EYA3
AQP10,855.5454545454545,AQP10
TMUB2,556.3018867924528,TMUB2
TBC1D23,1734.5,TBC1D23
TADA2B,788.3333333333335,TADA2B
CR1L,1427.64,CR1L
PHF7,910.8301886792453,PHF7
GPR153,1830.0,GPR153
GNA13,991.5,GNA13
HDAC1,1204.5,HDAC1
CFAP65,3719.626984126984,CFAP65
KCTD1,953.2564102564104,KCTD1
NUDT14,480.0,NUDT14
KDM3A,3337.669724770642,KDM3A
EEF1E1,393.0,EEF1E1
GPSM1,1583.4375,GPSM1
PRPH2,1041.0,PRPH2
ACOT9,920.675,ACOT9
PDGFA,554.0,PDGFA
FRMD1,1175.7346938775509,FRMD1
ANKRD31,5709.176470588235,ANKRD31
YME1L1,1830.6019417475727,YME1L1
PYROXD1,734.8852459016392,PYROXD1
COPS7B,489.04,COPS7B
TTLL10,1659.2173913043478,TTLL10
LTB4R,836.0,LTB4R
HIRA,2469.288461538461,HIRA
SYT9,1004.7272727272727,SYT9
COQ2,937.8,COQ2
ZIC5,1992.0,ZIC5
NUP98,3726.9681818181816,NUP98
ECHDC3,727.0769230769231,ECHDC3
ARMC9,1731.9903846153845,ARMC9
PUS10,1296.6521739130435,PUS10
DIP2A,3948.202247191011,DIP2A
ZNF24,724.3333333333335,ZNF24
GOLGA8H,1899.0,GOLGA8H
SH2D1B,399.0,SH2D1B
HSD17B1,830.1176470588235,HSD17B1
TTC21A,3416.842105263158,TTC21A
PBX4,632.4545454545455,PBX4
AMELY,592.2631578947369,AMELY
HOXD4,768.0,HOXD4
TTLL2,1399.2857142857142,TTLL2
MYH7,5808.0,MYH7
PTGDS,402.76923076923083,PTGDS
RNASE8,465.0,RNASE8
AADACL4,1224.0,AADACL4
ABCA1,5553.904761904762,ABCA1
TIMM9,219.05405405405412,TIMM9
PRDX4,626.35,PRDX4
POU5F1,786.7021276595744,POU5F1
DLK1,716.85,DLK1
POT1,1141.4533333333334,POT1
DNAH14,9082.543175487464,DNAH14
FBXW10,2447.7735849056603,FBXW10
SLC30A8,813.8775510204083,SLC30A8
ZUP1,1439.0,ZUP1
RDH13,633.2138364779876,RDH13
PYROXD2,1746.0,PYROXD2
XRN2,2853.0,XRN2
GLIPR1L1,536.8125,GLIPR1L1
FUZ,535.4285714285714,FUZ
PGA3,875.7272727272727,PGA3
SMIM34A,420.0,SMIM34A
NDUFAF1,791.4375,NDUFAF1
TMEM14C,339.0,TMEM14C
SYNGR3,543.0555555555555,SYNGR3
ERCC6L,3531.6,ERCC6L
MORN5,378.6153846153846,MORN5
MUC7,940.4,MUC7
CAB39,1024.5,CAB39
BORCS7,321.0,BORCS7
PPP1R14A,361.3125,PPP1R14A
DDC,1182.2781954887218,DDC
SYCP2,3828.8518518518517,SYCP2
ABCA3,4657.56338028169,ABCA3
LHX6,913.4,LHX6
GU182352.1,1158.4736842105262,GU182352.1
ZRANB2,972.6774193548387,ZRANB2
LIPC,1461.473684210526,LIPC
MAF,1170.0,MAF
KCNC4,1676.1,KCNC4
CCDC36,1595.8064516129032,CCDC36
TOMM20L,355.0,TOMM20L
ASPHD1,749.8333333333335,ASPHD1
GNGT1,171.0,GNGT1
C14orf39,800.8510638297873,C14orf39
TMEM9,494.7058823529412,TMEM9
SRGN,477.0,SRGN
FKBP9,1461.3939393939395,FKBP9
CYBRD1,647.3333333333334,CYBRD1
THSD7B,4580.241379310345,THSD7B
C10orf95,642.0,C10orf95
MSS51,1090.05,MSS51
CPB1,905.4871794871794,CPB1
P2RX2,1248.0365853658534,P2RX2
NPR2,1969.625,NPR2
CASP7,886.4166666666665,CASP7
POLR2F,339.80327868852464,POLR2F
NCAN,3242.0,NCAN
OR10R2,983.25,OR10R2
STPG3,762.6857142857143,STPG3
ALPG,1599.0,ALPG
NFKBIB,731.483870967742,NFKBIB
C17orf53,1844.888888888889,C17orf53
IL21R,1617.0,IL21R
ZNF546,977.3333333333335,ZNF546
TNN,3563.019230769231,TNN
LDHAL6A,895.695652173913,LDHAL6A
NUDT16,561.3333333333334,NUDT16
FLT3LG,506.41025641025635,FLT3LG
SH3BGRL3,276.0,SH3BGRL3
DPP7,773.1458333333335,DPP7
PROCR,564.2,PROCR
AL133414.1,915.0,AL133414.1
CRISP3,759.0,CRISP3
ISCU,407.23076923076917,ISCU
AC119676.1,81.0,AC119676.1
SPTY2D1,2058.0,SPTY2D1
MUC3A,7803.393939393939,MUC3A
EOMES,1804.0,EOMES
HES3,561.0,HES3
SDAD1,1220.142857142857,SDAD1
ZNF804A,3520.714285714286,ZNF804A
TRAPPC3,437.7272727272728,TRAPPC3
POTEE,1688.5970149253728,POTEE
SIX2,876.0,SIX2
PBX2,1293.0,PBX2
ASS1,1085.688524590164,ASS1
RARS,899.3720930232557,RARS
OLFM1,831.1521739130435,OLFM1
CLDN23,879.0,CLDN23
PTH2,303.0,PTH2
WDR75,963.9264705882354,WDR75
MICU3,1242.1875,MICU3
FGF12,509.22580645161287,FGF12
OR5H2,937.5,OR5H2
WDR76,1551.8787878787882,WDR76
ANGPTL6,1377.7058823529412,ANGPTL6
OLAH,639.2162162162163,OLAH
MAPK1,1044.5,MAPK1
POTEI,1916.4,POTEI
HS3ST1,473.33333333333326,HS3ST1
GINS2,325.6923076923077,GINS2
KRTAP4-5,546.0,KRTAP4-5
KP420441.3,912.0,KP420441.3
MEIG1,267.0,MEIG1
GPS2,857.936170212766,GPS2
PCDHGA3,1530.6,PCDHGA3
RSRC2,475.6923076923077,RSRC2
SLCO5A1,2083.5,SLCO5A1
CCDC84,677.0,CCDC84
CD59,356.0281690140845,CD59
ZNF195,827.6974789915967,ZNF195
EXT2,1974.75,EXT2
AL139011.2,274.4390243902439,AL139011.2
TCP10,848.1025641025641,TCP10
HTR1A,506.33333333333326,HTR1A
SERPINB1,1140.0,SERPINB1
KPNA5,1415.3142857142857,KPNA5
TYSND1,1533.0,TYSND1
CTDSPL,601.5483870967741,CTDSPL
CSKMT,723.0,CSKMT
ITPK1,875.695652173913,ITPK1
KIAA1958,2202.5,KIAA1958
TEX26,554.3076923076924,TEX26
CCDC74B,732.7727272727273,CCDC74B
GOLGA6B,2082.0,GOLGA6B
TTC5,749.6086956521739,TTC5
ACSS2,1001.65,ACSS2
KCNQ5,2532.188811188811,KCNQ5
TIAM1,3782.74025974026,TIAM1
OR7C2,960.0,OR7C2
CTAG2,579.0,CTAG2
PPP3CC,1201.4057971014493,PPP3CC
AC254952.1,1506.0,AC254952.1
TUBGCP4,1313.578947368421,TUBGCP4
NUDT11,495.0,NUDT11
FBXO40,2130.0,FBXO40
C11orf52,252.0,C11orf52
OLFM2,957.8181818181821,OLFM2
MVK,699.9444444444445,MVK
SPINK14,229.7142857142857,SPINK14
OR1G1,942.0,OR1G1
MPG,847.5882352941177,MPG
RNF25,978.6666666666665,RNF25
PDK3,1230.2571428571428,PDK3
LCE3E,279.0,LCE3E
ANO4,2397.8086956521743,ANO4
EPN1,1657.0285714285715,EPN1
ISG15,463.875,ISG15
ANKRD44,2333.608108108108,ANKRD44
PRMT6,988.5,PRMT6
MED31,243.27272727272728,MED31
ATP6V1D,499.04,ATP6V1D
CD9,586.5,CD9
