Genes,Average No. of Exons per Transcript,Norm_Symbol
OTOA,20.88888888888889,OTOA
USP29,3.25,USP29
CEP72,5.4,CEP72
AL445989.1,1.5,AL445989.1
RHBDL2,6.333333333333332,RHBDL2
CACNG5,5.5,CACNG5
JADE3,8.25,JADE3
ZIM3,5.0,ZIM3
RPS10,5.625,RPS10
CCDC148,9.625,CCDC148
CACNG4,4.0,CACNG4
AL139260.3,5.25,AL139260.3
CFAP45,8.0,CFAP45
LIG4,2.6,LIG4
ARL11,2.5,ARL11
OFD1,14.666666666666664,OFD1
STK4,7.0,STK4
RRAGC,4.0,RRAGC
AL133414.6,8.0,AL133414.6
SAMD9,2.333333333333333,SAMD9
DUXA,6.0,DUXA
NFKBIE,4.5,NFKBIE
MYCBP,4.25,MYCBP
ABHD13,2.0,ABHD13
AKTIP,5.5,AKTIP
PSG8,4.111111111111111,PSG8
SAMD9L,4.111111111111111,SAMD9L
PREP,11.333333333333336,PREP
TBX21,4.0,TBX21
ZNF800,5.0,ZNF800
KDM6B,10.333333333333334,KDM6B
ASGR1,6.0,ASGR1
THRAP3,11.0,THRAP3
ITGA2,29.33333333333333,ITGA2
PDGFRL,5.333333333333333,PDGFRL
CGRRF1,4.4444444444444455,CGRRF1
BORCS8,4.0,BORCS8
GJA9,1.5,GJA9
SLAMF8,4.25,SLAMF8
MED29,3.8333333333333335,MED29
MS4A13,5.25,MS4A13
C16orf87,4.0,C16orf87
BLK,7.0,BLK
N4BP2,13.75,N4BP2
AL133414.2,8.0,AL133414.2
VSIG8,7.0,VSIG8
LHX8,6.666666666666668,LHX8
PTGFR,4.0,PTGFR
POSTN,14.1,POSTN
TNFSF13B,4.0,TNFSF13B
NUDT3,5.0,NUDT3
ABCC3,9.0,ABCC3
PNKP,7.096774193548387,PNKP
ZGRF1,12.916666666666664,ZGRF1
HUS1B,1.0,HUS1B
FAM174B,2.833333333333333,FAM174B
OSGEP,5.166666666666667,OSGEP
HBA2,2.5,HBA2
EXOC2,12.333333333333336,EXOC2
CERS4,6.9375,CERS4
SPHKAP,9.0,SPHKAP
SLAIN1,4.941176470588236,SLAIN1
RAB10,5.75,RAB10
RFX6,13.333333333333336,RFX6
CCT4,8.25,CCT4
MRPL48,6.5,MRPL48
CAMTA2,10.9375,CAMTA2
EGLN3,4.0,EGLN3
RBL2,9.125,RBL2
ZNF264,3.333333333333333,ZNF264
RPS7,5.25,RPS7
NTSR1,3.5,NTSR1
TCEA3,6.5,TCEA3
SLC37A1,7.0,SLC37A1
MUC6,10.25,MUC6
FAT2,17.0,FAT2
MARCH3,3.0,MARCH3
MEA1,3.8333333333333335,MEA1
MED6,5.833333333333332,MED6
SPTSSA,2.0,SPTSSA
CRISP2,10.0,CRISP2
RGS14,5.538461538461538,RGS14
AURKC,6.25,AURKC
ZNF774,4.0,ZNF774
AL445238.1,1.0,AL445238.1
GADD45A,2.8571428571428568,GADD45A
WRAP73,6.0,WRAP73
ITK,6.6,ITK
PPP3CA,9.222222222222221,PPP3CA
GALR1,2.5,GALR1
CCDC78,7.235294117647059,CCDC78
C2orf66,3.0,C2orf66
STK35,4.0,STK35
EEF1B2,4.818181818181818,EEF1B2
CCDC102B,4.454545454545454,CCDC102B
ANKAR,11.444444444444445,ANKAR
ZNF257,4.125,ZNF257
IFI44L,5.3,IFI44L
RSPH1,8.333333333333334,RSPH1
OR4C46,1.0,OR4C46
AL162171.1,11.0,AL162171.1
MED7,2.333333333333333,MED7
TMEM198,4.25,TMEM198
COX7B2,3.5,COX7B2
MGAT5B,9.666666666666666,MGAT5B
HAVCR2,4.333333333333333,HAVCR2
C18orf54,7.0,C18orf54
GABRB1,5.0,GABRB1
AURKA,8.153846153846152,AURKA
CCDC27,10.0,CCDC27
CHPF,3.333333333333333,CHPF
PELO,2.5,PELO
OSGEPL1,6.0,OSGEPL1
UTP14A,9.5,UTP14A
ITGA1,12.5,ITGA1
GABRA4,6.8,GABRA4
LRRC74A,9.0,LRRC74A
FAM71B,2.0,FAM71B
PSG1,4.2727272727272725,PSG1
RNF150,6.666666666666668,RNF150
CDH26,7.428571428571429,CDH26
AL049834.1,6.7727272727272725,AL049834.1
PPP4R1,6.0,PPP4R1
TGM3,8.5,TGM3
NEDD4,16.076923076923073,NEDD4
MAP3K7CL,6.25,MAP3K7CL
HBA1,2.5,HBA1
ZBTB48,5.25,ZBTB48
STARD6,6.0,STARD6
BAIAP3,18.0,BAIAP3
PSMD3,7.0,PSMD3
AL121899.2,14.0,AL121899.2
HEPACAM2,8.8,HEPACAM2
ICOSLG,5.6,ICOSLG
SLC16A5,5.0,SLC16A5
FAM13A,9.136363636363637,FAM13A
ADPGK,4.0,ADPGK
RNASEH2A,5.666666666666668,RNASEH2A
MRGBP,5.0,MRGBP
MRPL21,5.875,MRPL21
PIK3R1,7.1875,PIK3R1
ARL17A,4.0,ARL17A
ARPC2,5.666666666666668,ARPC2
OGFR,7.25,OGFR
FAM173A,3.5,FAM173A
TMEM151B,3.0,TMEM151B
JUNB,1.0,JUNB
RGN,5.833333333333332,RGN
TCTE1,3.5,TCTE1
INCA1,7.75,INCA1
CDC42SE2,3.75,CDC42SE2
HOOK2,6.375,HOOK2
FER1L5,43.714285714285715,FER1L5
C1orf52,3.5,C1orf52
AARS2,12.0,AARS2
ATF5,3.2,ATF5
EBPL,3.571428571428572,EBPL
L3MBTL4,10.5,L3MBTL4
HAGHL,4.35,HAGHL
SAP130,15.666666666666664,SAP130
C5orf63,4.5,C5orf63
IRF2BPL,1.0,IRF2BPL
SPATS1,7.5,SPATS1
HBQ1,3.0,HBQ1
SIGLEC11,8.0,SIGLEC11
TMEM88,2.0,TMEM88
CDK2AP2,3.2,CDK2AP2
AL353588.1,10.0,AL353588.1
BLID,1.0,BLID
PRSS16,4.85,PRSS16
DYNC1I1,11.833333333333336,DYNC1I1
KLK4,3.625,KLK4
SIMC1,5.909090909090909,SIMC1
PGK2,1.0,PGK2
EPB41L2,9.545454545454543,EPB41L2
FBXO33,2.6666666666666665,FBXO33
EYS,13.0,EYS
PUM2,11.909090909090908,PUM2
NUP62,3.260869565217391,NUP62
NPM2,6.428571428571429,NPM2
PHLDB1,9.321428571428571,PHLDB1
SAMD4A,6.538461538461537,SAMD4A
NCF1,6.0,NCF1
CRISP3,7.5,CRISP3
KAT8,6.75,KAT8
GPM6B,6.1818181818181825,GPM6B
UACA,9.642857142857142,UACA
CIAO3,5.238095238095238,CIAO3
TMEM200C,2.0,TMEM200C
DAZL,9.666666666666666,DAZL
USP39,7.5,USP39
ENTPD5,7.5,ENTPD5
OR11H12,1.0,OR11H12
CYB5D1,3.0,CYB5D1
KANSL3,12.0,KANSL3
RTBDN,5.615384615384616,RTBDN
CHD3,11.176470588235292,CHD3
TTC9,3.0,TTC9
ZNF446,5.75,ZNF446
TBC1D20,7.0,TBC1D20
AC003665.1,11.636363636363635,AC003665.1
TAPT1,5.294117647058823,TAPT1
AC011452.1,3.0,AC011452.1
ZMYND11,11.647058823529413,ZMYND11
USP28,10.533333333333333,USP28
PTOV1,7.523809523809524,PTOV1
ZNF805,3.5,ZNF805
GATA4,5.0,GATA4
MEGF10,10.4,MEGF10
C6orf118,5.666666666666668,C6orf118
PHF3,8.666666666666666,PHF3
PTGR2,7.7142857142857135,PTGR2
SLC27A5,4.625,SLC27A5
COA4,2.1666666666666665,COA4
ATP6AP2,6.242424242424242,ATP6AP2
SIGIRR,5.318181818181818,SIGIRR
CIPC,3.875,CIPC
MBOAT2,6.5,MBOAT2
PAAF1,8.25,PAAF1
ZNF324,3.75,ZNF324
SBDS,4.6,SBDS
EAPP,5.4,EAPP
MFAP1,6.0,MFAP1
LEF1,7.142857142857142,LEF1
COPG2,19.666666666666668,COPG2
TYW1,9.285714285714286,TYW1
TMEM63C,7.0,TMEM63C
ZNF330,6.875,ZNF330
SEMA5A,13.2,SEMA5A
NAA30,4.0,NAA30
CLEC19A,3.6,CLEC19A
PRDX2,3.8333333333333335,PRDX2
TXLNA,10.5,TXLNA
ALDH6A1,8.142857142857142,ALDH6A1
CABP2,6.5,CABP2
SYNM,4.5,SYNM
USP24,12.857142857142858,USP24
GLI3,6.0,GLI3
THSD8,4.666666666666667,THSD8
AC007375.1,6.0,AC007375.1
ZDHHC22,2.6666666666666665,ZDHHC22
MAST1,8.333333333333334,MAST1
DYNAP,3.0,DYNAP
PGPEP1L,5.0,PGPEP1L
MC5R,1.5,MC5R
GCC1,3.0,GCC1
SPARC,4.888888888888889,SPARC
OR4A5,1.0,OR4A5
PDZK1IP1,3.5,PDZK1IP1
GPR1,3.2,GPR1
CPTP,2.6666666666666665,CPTP
PRSS8,4.166666666666667,PRSS8
IGF1R,5.764705882352941,IGF1R
ARF5,4.333333333333333,ARF5
TRIM48,6.0,TRIM48
AC079447.1,9.0,AC079447.1
MEST,8.529411764705884,MEST
DNMT3L,9.25,DNMT3L
MC2R,2.0,MC2R
ARID1A,9.235294117647056,ARID1A
PPIC,3.5,PPIC
LYG2,5.666666666666668,LYG2
FAM161B,7.333333333333332,FAM161B
ALKAL2,4.875,ALKAL2
UBE2Q2L,3.0,UBE2Q2L
SNX24,6.0,SNX24
CYP4F12,6.588235294117648,CYP4F12
NDUFA7,3.8333333333333335,NDUFA7
MAP3K9,10.285714285714286,MAP3K9
TAL1,3.333333333333333,TAL1
AKT1S1,3.888888888888889,AKT1S1
AC005520.1,22.0,AC005520.1
REV1,7.875,REV1
COQ6,5.9,COQ6
C2orf68,2.8,C2orf68
NT5C,3.7857142857142856,NT5C
AC010323.1,5.0,AC010323.1
UBXN1,6.166666666666668,UBXN1
KANK3,6.8,KANK3
YIPF5,5.166666666666667,YIPF5
TMEM150A,5.416666666666668,TMEM150A
NAA38,3.2857142857142856,NAA38
MRPL24,4.666666666666667,MRPL24
FSCN3,3.6,FSCN3
CACNG1,4.0,CACNG1
IYD,5.111111111111111,IYD
ZNF460,3.0,ZNF460
ARMC7,2.8,ARMC7
RPS28,3.0,RPS28
FAM47C,1.0,FAM47C
CAPN13,10.285714285714286,CAPN13
RTCB,5.333333333333333,RTCB
ZFP36,2.0,ZFP36
COLEC11,5.9230769230769225,COLEC11
GPBAR1,2.0,GPBAR1
BANF2,3.0,BANF2
ZNF543,4.0,ZNF543
CD320,3.8333333333333335,CD320
ZDHHC11B,6.5,ZDHHC11B
KCTD16,3.5,KCTD16
EVA1B,3.0,EVA1B
FNDC4,5.666666666666668,FNDC4
AC005261.1,3.75,AC005261.1
COMMD1,2.875,COMMD1
KPNA3,10.5,KPNA3
TTC1,6.2,TTC1
CETN2,4.0,CETN2
SH3D21,8.666666666666666,SH3D21
COL4A5,13.916666666666664,COL4A5
TSR3,5.0,TSR3
GAREM2,4.666666666666667,GAREM2
TREH,11.0,TREH
HEPH,14.0,HEPH
PLEKHJ1,4.461538461538462,PLEKHJ1
DSP,17.333333333333332,DSP
C2orf91,3.2,C2orf91
CDC34,3.571428571428572,CDC34
MOCOS,9.0,MOCOS
PWWP2A,3.6666666666666665,PWWP2A
MKRN1,5.1875,MKRN1
EMC9,4.0,EMC9
PAMR1,9.333333333333334,PAMR1
PLA2G4F,10.857142857142858,PLA2G4F
PPARGC1A,6.277777777777778,PPARGC1A
PRDM6,4.0,PRDM6
WLS,6.071428571428571,WLS
UBE2Q2,8.125,UBE2Q2
PRAC1,2.0,PRAC1
IL10RA,5.0,IL10RA
LIPT1,2.5,LIPT1
PRAC2,2.0,PRAC2
SLC44A5,19.33333333333333,SLC44A5
HOXB13,2.0,HOXB13
RAB27B,4.75,RAB27B
AP3D1,11.428571428571427,AP3D1
RHOV,3.0,RHOV
RER1,5.4444444444444455,RER1
CDC5L,16.0,CDC5L
MITD1,5.111111111111111,MITD1
CBWD1,9.344827586206897,CBWD1
BBOF1,6.571428571428571,BBOF1
PSME1,8.2,PSME1
EVC2,22.5,EVC2
ATG5,6.454545454545454,ATG5
OR13H1,1.0,OR13H1
VPS18,4.666666666666667,VPS18
IGSF1,10.117647058823527,IGSF1
PDE11A,11.416666666666664,PDE11A
MRPL30,5.4,MRPL30
ZNF410,7.2,ZNF410
KCNS1,4.5,KCNS1
AASDH,9.9,AASDH
PHF13,3.0,PHF13
PEX10,4.777777777777779,PEX10
DIRAS3,3.0,DIRAS3
CLPB,11.1,CLPB
LYG1,7.5,LYG1
KLHL21,3.5,KLHL21
DNAH5,24.75,DNAH5
GU182357.4,8.0,GU182357.4
KLK5,5.6,KLK5
AL031315.1,11.0,AL031315.1
GNG12,3.0,GNG12
SNX6,9.454545454545457,SNX6
WDR27,11.421052631578947,WDR27
PSMA2,6.8,PSMA2
COMMD8,3.5,COMMD8
C2orf15,3.75,C2orf15
TRAPPC2B,1.5,TRAPPC2B
SUPT3H,8.333333333333334,SUPT3H
FGF17,4.0,FGF17
EIF5B,11.4,EIF5B
VN1R1,1.0,VN1R1
ZNF749,2.25,ZNF749
ZNF17,2.571428571428572,ZNF17
NAT10,10.9,NAT10
NSDHL,8.333333333333334,NSDHL
KLK8,3.9090909090909087,KLK8
AC003002.2,3.0,AC003002.2
HPX,4.6923076923076925,HPX
REV3L,16.571428571428573,REV3L
AC003002.3,4.333333333333333,AC003002.3
AC010132.3,8.0,AC010132.3
AC003002.1,4.0,AC003002.1
PKDCC,3.7777777777777777,PKDCC
GCKR,9.166666666666666,GCKR
ZNF772,3.6666666666666665,ZNF772
C7orf25,2.0,C7orf25
GRIK5,14.166666666666664,GRIK5
RUNX2,6.583333333333332,RUNX2
NUP155,16.25,NUP155
RBM10,17.666666666666668,RBM10
GEMIN8,4.0,GEMIN8
COPS4,6.2727272727272725,COPS4
OBSL1,7.666666666666668,OBSL1
HDDC2,4.0,HDDC2
TGM6,9.666666666666666,TGM6
AC092587.1,6.0,AC092587.1
TXNDC9,3.888888888888889,TXNDC9
ZNF548,4.083333333333333,ZNF548
PRDM1,5.0,PRDM1
CSF3,3.7777777777777777,CSF3
RNASE8,1.0,RNASE8
TMEM253,4.833333333333333,TMEM253
CCDC198,5.090909090909091,CCDC198
STIL,11.444444444444445,STIL
GU182357.1,9.0,GU182357.1
GU182357.5,8.0,GU182357.5
DLL4,6.0,DLL4
KLK7,4.666666666666667,KLK7
RAB31,3.9166666666666665,RAB31
CREB3L3,9.0,CREB3L3
PCDH9,3.6666666666666665,PCDH9
TPPP2,3.083333333333333,TPPP2
CLPSL2,3.0,CLPSL2
AC004076.1,4.0,AC004076.1
TSLP,3.6666666666666665,TSLP
TPD52L1,4.941176470588236,TPD52L1
EML4,12.0,EML4
ZNF547,3.25,ZNF547
WDR36,15.166666666666664,WDR36
TSGA10,8.473684210526315,TSGA10
GOLGA8S,18.5,GOLGA8S
PID1,3.1666666666666665,PID1
CXorf66,3.0,CXorf66
ZNF574,2.25,ZNF574
CHAC1,3.0,CHAC1
RNASE13,2.0,RNASE13
SF3A2,5.142857142857143,SF3A2
GCH1,6.0,GCH1
TSGA13,7.0,TSGA13
ZNF219,3.2307692307692313,ZNF219
STRIP2,15.0,STRIP2
MUC5AC,49.0,MUC5AC
KLK9,4.5,KLK9
C2orf16,3.0,C2orf16
GSTP1,4.375,GSTP1
INHA,2.0,INHA
PPIH,6.333333333333332,PPIH
ZNF331,5.1034482758620685,ZNF331
AC011473.4,6.0,AC011473.4
RNF111,6.666666666666668,RNF111
SLC12A3,18.0,SLC12A3
CDYL,5.5555555555555545,CDYL
KLK6,5.571428571428571,KLK6
CHIA,9.7,CHIA
SNRNP48,7.333333333333332,SNRNP48
WFIKKN1,1.5,WFIKKN1
DOT1L,7.333333333333332,DOT1L
GPT2,7.6,GPT2
RAB40C,5.75,RAB40C
ARHGEF40,13.125,ARHGEF40
GHRHR,6.666666666666668,GHRHR
SGO2,4.666666666666667,SGO2
MRPL12,5.0,MRPL12
SLC6A6,8.166666666666666,SLC6A6
RAP1GAP2,15.444444444444445,RAP1GAP2
VGLL2,3.5,VGLL2
WDR76,9.25,WDR76
ZNF492,4.0,ZNF492
AC139530.3,15.0,AC139530.3
IQCC,4.666666666666667,IQCC
SLC25A10,8.75,SLC25A10
GZMM,5.0,GZMM
KCTD18,5.8,KCTD18
NDUFB11,3.0,NDUFB11
SERAC1,13.833333333333336,SERAC1
WFDC5,4.0,WFDC5
CCDC28B,4.8,CCDC28B
ROR1,7.5,ROR1
LRRN4CL,2.0,LRRN4CL
ATOX1,3.4285714285714284,ATOX1
MYO16,20.666666666666668,MYO16
BCL10,2.8,BCL10
PDCD2,4.6,PDCD2
RFX3,7.833333333333332,RFX3
LGALS9B,6.666666666666668,LGALS9B
SIGLEC15,4.8,SIGLEC15
C16orf89,5.833333333333332,C16orf89
ABCA7,11.052631578947368,ABCA7
DDAH1,6.6,DDAH1
SMKR1,2.0,SMKR1
CXCR4,1.6666666666666667,CXCR4
CRNKL1,11.428571428571427,CRNKL1
OR4A16,1.0,OR4A16
MINDY2,8.0,MINDY2
DVL1,8.125,DVL1
OR4A15,1.0,OR4A15
G3BP1,6.357142857142858,G3BP1
ZNF98,3.4,ZNF98
WFDC12,3.0,WFDC12
OR10H2,1.0,OR10H2
FGF18,5.0,FGF18
OR10H3,1.5,OR10H3
BSG,5.25,BSG
CCDC68,8.333333333333334,CCDC68
SNU13,3.5,SNU13
PI3,3.0,PI3
CLPSL1,2.5,CLPSL1
SEC14L5,10.5,SEC14L5
IGFBP3,4.090909090909091,IGFBP3
PLCL2,5.0,PLCL2
HNRNPUL2,8.0,HNRNPUL2
POGLUT3,5.5,POGLUT3
GRIP2,13.857142857142858,GRIP2
ITGA3,8.3125,ITGA3
ALG1,9.333333333333334,ALG1
GIPC3,6.0,GIPC3
GAB4,7.333333333333332,GAB4
C22orf46,2.8571428571428568,C22orf46
DOK6,4.6,DOK6
SLTM,6.884615384615384,SLTM
BSCL2,5.666666666666668,BSCL2
CYP3A4,8.875,CYP3A4
IMPACT,7.7142857142857135,IMPACT
AC013394.1,9.5,AC013394.1
DNER,8.0,DNER
CD226,5.125,CD226
PLAC8,4.833333333333333,PLAC8
SLC30A5,6.888888888888888,SLC30A5
TRAF3IP2,5.3125,TRAF3IP2
APOC4,2.5,APOC4
IL6ST,9.5625,IL6ST
APOC2,3.6,APOC2
PPY,3.0,PPY
CLPS,2.6666666666666665,CLPS
TAS1R3,6.0,TAS1R3
AIRE,11.0,AIRE
NHLRC1,1.0,NHLRC1
APOC4-APOC2,5.5,APOC4-APOC2
LHFPL5,4.666666666666667,LHFPL5
CHD2,10.24137931034483,CHD2
CFAP61,7.095238095238094,CFAP61
RHOB,1.0,RHOB
TBXA2R,2.75,TBXA2R
GOLGA6L4,6.0,GOLGA6L4
B3GNT3,2.75,B3GNT3
SRPK1,7.9230769230769225,SRPK1
SEMG1,3.0,SEMG1
ZNF519,3.692307692307693,ZNF519
SPDYE21P,7.0,SPDYE21P
FOCAD,10.470588235294116,FOCAD
PIFO,4.75,PIFO
LDB2,5.9375,LDB2
GPC5,4.0,GPC5
COL23A1,15.0,COL23A1
ARNT,11.333333333333336,ARNT
MS4A8,5.0,MS4A8
HDGF,5.7,HDGF
AP3B1,9.875,AP3B1
CYP4F2,7.375,CYP4F2
BACH1,3.4615384615384617,BACH1
NAA16,8.181818181818182,NAA16
NAGPA,5.222222222222221,NAGPA
TPMT,9.0,TPMT
GPATCH1,10.0,GPATCH1
LRFN5,4.6,LRFN5
GOLGA6L2,8.0,GOLGA6L2
FIBP,6.0769230769230775,FIBP
CPSF3,9.8,CPSF3
IL17RA,7.75,IL17RA
MS4A18,6.0,MS4A18
NEIL2,4.428571428571429,NEIL2
FABP6,5.0,FABP6
HNRNPUL2-BSCL2,24.0,HNRNPUL2-BSCL2
AKIRIN1,4.25,AKIRIN1
PRCC,4.0,PRCC
GNG3,3.0,GNG3
MKRN3,2.4285714285714284,MKRN3
GTPBP3,4.785714285714286,GTPBP3
TMPRSS11D,5.75,TMPRSS11D
SOX3,1.0,SOX3
B3GNT2,2.0,B3GNT2
TMEM14A,5.0,TMEM14A
CYP4F11,11.4,CYP4F11
PDZD4,6.333333333333332,PDZD4
ALLC,7.666666666666668,ALLC
AP004243.1,6.75,AP004243.1
PMS1,8.045454545454545,PMS1
GRIK1,15.75,GRIK1
NGB,4.0,NGB
TMEM121B,1.5,TMEM121B
GNRHR,3.0,GNRHR
DCDC2C,7.0,DCDC2C
TNFAIP1,4.666666666666667,TNFAIP1
BRD9,8.894736842105264,BRD9
UBE2U,7.166666666666668,UBE2U
TMPRSS11A,9.333333333333334,TMPRSS11A
CDR1,1.0,CDR1
TRIM39-RPP21,11.0,TRIM39-RPP21
ASAP2,12.833333333333336,ASAP2
NPIPB4,4.454545454545454,NPIPB4
DSG4,15.5,DSG4
ANKRD55,7.166666666666668,ANKRD55
MARK2,13.066666666666665,MARK2
SLC26A4,7.875,SLC26A4
OR10H5,1.5,OR10H5
TMPRSS11F,10.0,TMPRSS11F
WDR88,9.666666666666666,WDR88
AC114267.1,2.5,AC114267.1
TTLL6,9.0,TTLL6
CTSW,6.75,CTSW
OR4C15,1.0,OR4C15
IQGAP1,8.166666666666666,IQGAP1
SEMG2,3.0,SEMG2
CARS,10.87878787878788,CARS
OR4C16,1.0,OR4C16
POLDIP2,11.0,POLDIP2
ZNF343,5.625,ZNF343
PPL,10.0,PPL
IRS4,1.0,IRS4
AL035425.2,2.0,AL035425.2
THSD7B,15.333333333333336,THSD7B
MYO7A,21.714285714285715,MYO7A
PCBP3,7.190476190476191,PCBP3
CCDC97,3.0,CCDC97
SYTL5,17.0,SYTL5
OR4C11,2.5,OR4C11
TMEM17,3.333333333333333,TMEM17
BCKDHA,5.625,BCKDHA
PRELID2,4.5555555555555545,PRELID2
DSG1,9.5,DSG1
YBX1,6.25,YBX1
SNRPB,7.333333333333332,SNRPB
ITGB1BP1,5.142857142857143,ITGB1BP1
FJX1,1.5,FJX1
GPC6,7.0,GPC6
EXPH5,5.0,EXPH5
PAQR7,2.0,PAQR7
MEIS1,6.8235294117647065,MEIS1
ASXL1,6.5555555555555545,ASXL1
SEC14L1,8.130434782608695,SEC14L1
PRKCSH,7.05,PRKCSH
RPAP2,8.333333333333334,RPAP2
TRIM44,4.5,TRIM44
EIF3I,7.166666666666668,EIF3I
AF241726.2,9.0,AF241726.2
DYNLT3,5.333333333333333,DYNLT3
PLEKHG2,6.9375,PLEKHG2
EEF2KMT,6.0,EEF2KMT
B3GNT8,2.333333333333333,B3GNT8
LRP3,4.5,LRP3
DDB1,7.16,DDB1
POM121L2,1.5,POM121L2
B9D2,4.0,B9D2
MRPL10,4.285714285714286,MRPL10
ZDHHC11,6.2727272727272725,ZDHHC11
GLMN,10.166666666666666,GLMN
PYY,5.0,PYY
AC011462.1,6.0,AC011462.1
AL049650.1,7.0,AL049650.1
AL121578.2,1.0,AL121578.2
TMEM114,3.2,TMEM114
SLC7A10,6.8,SLC7A10
MAGEL2,1.0,MAGEL2
CCNB1,6.0,CCNB1
SRPX,7.166666666666668,SRPX
DCDC2B,8.0,DCDC2B
HNRNPUL1,8.5,HNRNPUL1
PSMD4,5.166666666666667,PSMD4
TRIM3,6.333333333333332,TRIM3
TMEM234,5.666666666666668,TMEM234
HS1BP3,4.222222222222221,HS1BP3
LANCL3,5.333333333333333,LANCL3
SMYD4,5.285714285714286,SMYD4
IL3RA,9.0,IL3RA
COQ2,6.333333333333332,COQ2
ARTN,3.727272727272727,ARTN
IGHMBP2,4.583333333333333,IGHMBP2
GRXCR2,3.5,GRXCR2
SGK2,9.071428571428571,SGK2
PPIAL4G,1.0,PPIAL4G
PRRG1,4.0,PRRG1
SH3RF2,5.0,SH3RF2
MSANTD4,2.833333333333333,MSANTD4
TM2D1,5.5,TM2D1
LDLRAD3,4.5,LDLRAD3
RPA1,7.2857142857142865,RPA1
OR4P4,1.5,OR4P4
TSPAN7,7.0,TSPAN7
RGCC,4.0,RGCC
OR4S2,1.5,OR4S2
OR4C6,1.5,OR4C6
HEXA,8.0,HEXA
NAGS,6.0,NAGS
ANO9,11.625,ANO9
SLC35C1,2.25,SLC35C1
STMN1,4.111111111111111,STMN1
ZDBF2,6.0,ZDBF2
ZNF391,3.0,ZNF391
OR5D3P,2.0,OR5D3P
RAB11B,3.6,RAB11B
STK40,7.75,STK40
CCDC151,10.8,CCDC151
OR5D13,1.0,OR5D13
GTF2IRD2,7.888888888888888,GTF2IRD2
EFCAB10,4.333333333333333,EFCAB10
OR5D14,1.0,OR5D14
OR5L1,1.0,OR5L1
NDN,1.0,NDN
OR5D18,1.0,OR5D18
CRY2,6.0,CRY2
PAIP2,3.5,PAIP2
GUCY2F,20.0,GUCY2F
RPLP2,3.5,RPLP2
AKAP1,6.315789473684211,AKAP1
CCNJL,5.833333333333332,CCNJL
CYBB,8.5,CYBB
CBLL1,5.125,CBLL1
RINT1,6.75,RINT1
TMEM214,8.461538461538463,TMEM214
GDF7,2.0,GDF7
NBPF20,66.8,NBPF20
ANGPTL4,4.909090909090909,ANGPTL4
FOXQ1,1.0,FOXQ1
OR5L2,1.0,OR5L2
OR5D16,1.0,OR5D16
SLC35F4,5.75,SLC35F4
GU182357.2,8.0,GU182357.2
KIF1C,9.5,KIF1C
SLC23A1,6.7142857142857135,SLC23A1
HYPM,1.0,HYPM
NXT2,4.5,NXT2
ZBTB24,7.0,ZBTB24
GLRA2,8.75,GLRA2
RPGR,12.894736842105265,RPGR
CCDC121,2.0,CCDC121
CYTH4,6.636363636363638,CYTH4
SLPI,4.0,SLPI
MICAL1,15.5,MICAL1
GPN1,11.0,GPN1
ZBTB45,2.6,ZBTB45
FOXF2,2.0,FOXF2
COMMD9,3.75,COMMD9
TRIM51,6.0,TRIM51
COX7A2L,3.25,COX7A2L
Z98752.3,7.0,Z98752.3
AL031681.2,26.0,AL031681.2
SLC25A6,4.0,SLC25A6
ORMDL1,3.2857142857142856,ORMDL1
OR5W2,1.0,OR5W2
L3MBTL1,13.28125,L3MBTL1
OR5I1,1.0,OR5I1
GOLGA8K,10.0,GOLGA8K
ZDHHC15,8.333333333333334,ZDHHC15
TXNDC2,2.6666666666666665,TXNDC2
THAP3,4.25,THAP3
ASAP3,11.416666666666664,ASAP3
RSPH6A,5.666666666666668,RSPH6A
ACSL4,6.666666666666668,ACSL4
SPRYD7,4.0,SPRYD7
FRMD5,11.0,FRMD5
PARP6,12.73913043478261,PARP6
NDUFV1,5.1034482758620685,NDUFV1
ACLY,15.8,ACLY
CCN1,3.5,CCN1
CYB561A3,4.523809523809524,CYB561A3
NF2,14.363636363636365,NF2
MAGEE2,1.0,MAGEE2
POMT2,6.217391304347826,POMT2
HTR3B,7.333333333333332,HTR3B
DNAJC11,7.727272727272727,DNAJC11
VTN,4.666666666666667,VTN
RASGEF1C,10.857142857142858,RASGEF1C
PSMA3,6.461538461538463,PSMA3
BMP6,7.0,BMP6
PATJ,21.166666666666668,PATJ
DEK,8.5,DEK
MAPK8IP1,8.666666666666666,MAPK8IP1
TMCO5A,8.5,TMCO5A
TGFB1,4.25,TGFB1
PPAT,6.4,PPAT
EEF1E1,3.333333333333333,EEF1E1
TMEM18,4.0,TMEM18
TMEM91,3.571428571428572,TMEM91
GTF2H5,3.5,GTF2H5
SARM1,5.75,SARM1
SH3BGR,5.777777777777778,SH3BGR
ADH1C,6.5,ADH1C
BLOC1S5,4.5,BLOC1S5
SLC4A1AP,9.666666666666666,SLC4A1AP
KCNE5,1.0,KCNE5
OR10AG1,1.5,OR10AG1
ADH1B,7.142857142857142,ADH1B
OR5F1,1.0,OR5F1
TXNDC5,6.0,TXNDC5
PBDC1,5.5,PBDC1
OR5AS1,1.5,OR5AS1
SLC25A13,7.5,SLC25A13
JPT1,4.5,JPT1
ZNF184,6.0,ZNF184
SLC46A1,2.7777777777777777,SLC46A1
OTC,9.0,OTC
