Genes,Phosphosite_hu_no,Norm_Symbol
SNTB2,25,SNTB2
SNTG1,2,SNTG1
SNTG2,5,SNTG2
SNURF,3,SNURF
SNX1,21,SNX1
SNX10,2,SNX10
SNX11,6,SNX11
SNX12,9,SNX12
SNX13,12,SNX13
SNX14,12,SNX14
SNX15,6,SNX15
SNX16,16,SNX16
SNX17,23,SNX17
SNX18,16,SNX18
SNX19,11,SNX19
SNX2,17,SNX2
SNX20,6,SNX20
SNX21,5,SNX21
SNX22,3,SNX22
SNX24,6,SNX24
SNX25,13,SNX25
ARHGAP33,19,ARHGAP33
SNX27,19,SNX27
SNX29,25,SNX29
SNX3,13,SNX3
SNX30,13,SNX30
SNX31,5,SNX31
SNX32,6,SNX32
SNX33,19,SNX33
SNX4,9,SNX4
SNX5,14,SNX5
SNX6,12,SNX6
SNX7,3,SNX7
SNX8,10,SNX8
SNX9,23,SNX9
SOAT1,7,SOAT1
SOAT2,1,SOAT2
SOBP,7,SOBP
SOCS1,1,SOCS1
SOCS2,1,SOCS2
SOCS3,5,SOCS3
SOCS4,3,SOCS4
SOCS5,11,SOCS5
SOCS6,20,SOCS6
SOCS7,9,SOCS7
SOD1,12,SOD1
SOD2,4,SOD2
SOD3,4,SOD3
SOGA1,57,SOGA1
MTCL1,103,MTCL1
SOGA3,13,SOGA3
SOHLH1,3,SOHLH1
SOHLH2,12,SOHLH2
CAPN15,13,CAPN15
ARHGEF40,42,ARHGEF40
SON,165,SON
SORBS1,128,SORBS1
SORCS1,11,SORCS1
SORCS2,16,SORCS2
SORCS3,12,SORCS3
SORD,10,SORD
SORL1,26,SORL1
SORT1,7,SORT1
SOS1,44,SOS1
SOS2,32,SOS2
SOSTDC1,1,SOSTDC1
SOX1,1,SOX1
SOX10,14,SOX10
SOX11,11,SOX11
SOX12,1,SOX12
SOX13,28,SOX13
SOX14,2,SOX14
SOX15,2,SOX15
SOX17,1,SOX17
SOX18,4,SOX18
SOX2,9,SOX2
SOX3,6,SOX3
SOX30,5,SOX30
SOX4,14,SOX4
SOX5,28,SOX5
SOX6,24,SOX6
SOX7,4,SOX7
SOX8,7,SOX8
SOX9,17,SOX9
SP1,29,SP1
SP100,53,SP100
SP110,25,SP110
SP140,19,SP140
SP140L,6,SP140L
SP2,15,SP2
SP3,12,SP3
SP4,20,SP4
SP5,8,SP5
SP6,5,SP6
SP8,17,SP8
SP9,8,SP9
SPA17,1,SPA17
SPACA1,1,SPACA1
SPACA3,2,SPACA3
SPACA5,2,SPACA5
SPACA7,3,SPACA7
SPACA9,1,SPACA9
SPAG1,27,SPAG1
SPAG16,10,SPAG16
SPAG17,27,SPAG17
SUN5,2,SUN5
SPAG5,61,SPAG5
SPAG6,3,SPAG6
SPAG7,13,SPAG7
SPAG8,1,SPAG8
SPAM1,3,SPAM1
SPANXA1,6,SPANXA1
SPANXB1,5,SPANXB1
SPANXC,4,SPANXC
SPANXD,3,SPANXD
SPANXN1,1,SPANXN1
SPANXN2,4,SPANXN2
SPANXN3,1,SPANXN3
SPANXN4,3,SPANXN4
SPARC,1,SPARC
SPARCL1,17,SPARCL1
SPAST,26,SPAST
SPATA1,8,SPATA1
SPATA13,51,SPATA13
SPATA16,4,SPATA16
SPATA17,7,SPATA17
SPATA18,8,SPATA18
SPATA2,27,SPATA2
SPATA20,3,SPATA20
SPATA21,4,SPATA21
SPATA22,9,SPATA22
SPATA24,5,SPATA24
SPATA2L,10,SPATA2L
SPATA3,5,SPATA3
SPATA31A6,12,SPATA31A6
SPATA31E1,5,SPATA31E1
SPATA32,4,SPATA32
SPATA33,8,SPATA33
SPATA4,2,SPATA4
SPATA48,1,SPATA48
SPATA5,22,SPATA5
SPATA5L1,9,SPATA5L1
SPATA6,16,SPATA6
SPATA6L,4,SPATA6L
SPATA7,10,SPATA7
SPATA8,2,SPATA8
SPATA9,2,SPATA9
SPATC1,3,SPATC1
SPATC1L,2,SPATC1L
TBATA,6,TBATA
SPATS1,9,SPATS1
SPATS2,39,SPATS2
SPC24,6,SPC24
SPC25,3,SPC25
SPCS1,3,SPCS1
SPCS2,8,SPCS2
SPCS3,2,SPCS3
SPDEF,6,SPDEF
SPDYA,3,SPDYA
SPDYC,2,SPDYC
SPDYE1,4,SPDYE1
SPDYE16,2,SPDYE16
SPDYE2,1,SPDYE2
SPDYE2B,1,SPDYE2B
SPDYE3,2,SPDYE3
SPDYE4,1,SPDYE4
SPDYE5,3,SPDYE5
SPDYE6,1,SPDYE6
CDC42SE1,3,CDC42SE1
SPECC1,74,SPECC1
SPECC1L,55,SPECC1L
SPEF2,5,SPEF2
SPEG,72,SPEG
SPEM1,3,SPEM1
SPEM2,10,SPEM2
SPATA19,3,SPATA19
SPERT,6,SPERT
SPESP1,5,SPESP1
SMNDC1,14,SMNDC1
ERLIN1,8,ERLIN1
ERLIN2,7,ERLIN2
SPG11,26,SPG11
SPART,13,SPART
SPG21,3,SPG21
SPG7,5,SPG7
SPHK1,6,SPHK1
SPHKAP,25,SPHKAP
SPHK2,21,SPHK2
SPIDR,20,SPIDR
SPIN1,12,SPIN1
SPIN2A,4,SPIN2A
SPIN2B,5,SPIN2B
SPIN3,5,SPIN3
SPIN4,4,SPIN4
SPINK1,5,SPINK1
SPINK5,7,SPINK5
SPINK13,1,SPINK13
SPINK6,1,SPINK6
PPP1R9B,24,PPP1R9B
SPINT1,8,SPINT1
SPINT2,6,SPINT2
SPINT4,1,SPINT4
SPIRE1,31,SPIRE1
SPIRE2,21,SPIRE2
SPNS1,8,SPNS1
SPNS2,8,SPNS2
SPNS3,2,SPNS3
SPO11,1,SPO11
SPOCD1,2,SPOCD1
SPOCK1,8,SPOCK1
SPOCK2,4,SPOCK2
SPOCK3,8,SPOCK3
SPON1,9,SPON1
SPON2,5,SPON2
SPOP,2,SPOP
SPOPL,2,SPOPL
SPOUT1,3,SPOUT1
SPP2,5,SPP2
SPPL2B,12,SPPL2B
SPR,9,SPR
SPRED1,15,SPRED1
SPRED2,16,SPRED2
SPRED3,1,SPRED3
SPRN,3,SPRN
SPRR1A,1,SPRR1A
SPRR1B,1,SPRR1B
SPRR2A,1,SPRR2A
SPRR2B,2,SPRR2B
SPRR2D,1,SPRR2D
SPRR2E,1,SPRR2E
SPRR2F,1,SPRR2F
SPRR3,4,SPRR3
SPRR4,1,SPRR4
SPRTN,15,SPRTN
SPRY1,10,SPRY1
SPRY2,34,SPRY2
SPRY3,5,SPRY3
SPRY4,7,SPRY4
SPRYD3,4,SPRYD3
TRIM51,1,TRIM51
SPSB2,2,SPSB2
SPSB3,13,SPSB3
SPSB4,5,SPSB4
SUPT16H,42,SUPT16H
SUPT5H,52,SUPT5H
SUPT6H,51,SUPT6H
SPTA1,36,SPTA1
SPTAN1,113,SPTAN1
SPTB,32,SPTB
SPTBN1,144,SPTBN1
SPTBN2,38,SPTBN2
SPTBN4,20,SPTBN4
SPTBN5,22,SPTBN5
SPTLC1,8,SPTLC1
SPTLC2,15,SPTLC2
SPTLC3,4,SPTLC3
SPTSSB,2,SPTSSB
SPTY2D1,19,SPTY2D1
SPZ1,1,SPZ1
SQLE,4,SQLE
SQOR,13,SQOR
SQSTM1,52,SQSTM1
SCAF1,84,SCAF1
U2SURP,66,U2SURP
SRA1,13,SRA1
SRBD1,12,SRBD1
SRC,35,SRC
NCOA1,41,NCOA1
NCOA2,37,NCOA2
NCOA3,44,NCOA3
SRCAP,63,SRCAP
TOM1L1,15,TOM1L1
SRD5A2,4,SRD5A2
SRD5A3,1,SRD5A3
SREBF1,29,SREBF1
SREBF2,23,SREBF2
SCARF1,11,SCARF1
SCARF2,33,SCARF2
SRF,23,SRF
SRFBP1,27,SRFBP1
SRGAP2,68,SRGAP2
SRGAP2B,5,SRGAP2B
SRGAP2C,6,SRGAP2C
SRI,7,SRI
SRL,12,SRL
SRM,4,SRM
SRRM1,172,SRRM1
SRRM2,694,SRRM2
SRMS,1,SRMS
SRP14,8,SRP14
SRP19,5,SRP19
SRSF8,59,SRSF8
SRP54,8,SRP54
SRP68,16,SRP68
SRP72,27,SRP72
SRP9,6,SRP9
SRPK1,24,SRPK1
SRPK2,21,SRPK2
SRPK3,5,SRPK3
SRPRA,30,SRPRA
SRPRB,8,SRPRB
SRPX,1,SRPX
SRPX2,9,SRPX2
SRR,7,SRR
SRRD,1,SRRD
SRRM3,29,SRRM3
SRRM4,38,SRRM4
SRRM5,27,SRRM5
PNISR,57,PNISR
SRSF12,21,SRSF12
SRRT,49,SRRT
SRSF10,51,SRSF10
SRSF11,54,SRSF11
SRXN1,2,SRXN1
SRY,2,SRY
SS18,2,SS18
SYT-SSX1,2,SYT-SSX1
SS18L1,1,SS18L1
SS18L2,5,SS18L2
TROVE2,14,TROVE2
SSB,16,SSB
SPSB1,3,SPSB1
SSBP1,10,SSBP1
SSBP2,10,SSBP2
SSBP3,9,SSBP3
SSBP4,9,SSBP4
SSC5D,8,SSC5D
PPAN,10,PPAN
SSFA2,115,SSFA2
SSH1,48,SSH1
SSH2,45,SSH2
SSH3,24,SSH3
SSMEM1,3,SSMEM1
SSNA1,1,SSNA1
SSPN,1,SSPN
SSPO,14,SSPO
SSR1,9,SSR1
SSR2,1,SSR2
SSR3,9,SSR3
SSR4,4,SSR4
SSRP1,41,SSRP1
SSSCA1,6,SSSCA1
SSTR1,5,SSTR1
SSTR2,9,SSTR2
SSTR3,5,SSTR3
SSTR4,1,SSTR4
SSTR5,6,SSTR5
SSU72,4,SSU72
SSUH2,8,SSUH2
SSX1,6,SSX1
SSX2,7,SSX2
SSX2IP,18,SSX2IP
SSX3,1,SSX3
SSX4,2,SSX4
SSX7,2,SSX7
SSX9,3,SSX9
SSX5,2,SSX5
ST13P4,3,ST13P4
ST14,8,ST14
ST18,20,ST18
ST20,1,ST20
ST3GAL2,1,ST3GAL2
ST3GAL3,7,ST3GAL3
ST3GAL4,4,ST3GAL4
ST3GAL5,5,ST3GAL5
ST3GAL6,2,ST3GAL6
ST6GAL2,5,ST6GAL2
ST6GALNAC1,8,ST6GALNAC1
ST6GALNAC2,3,ST6GALNAC2
ST6GALNAC4,3,ST6GALNAC4
ST6GALNAC5,3,ST6GALNAC5
ST7,3,ST7
ST7L,5,ST7L
ST8SIA1,2,ST8SIA1
ST8SIA2,4,ST8SIA2
ST8SIA3,5,ST8SIA3
ST8SIA4,5,ST8SIA4
ST8SIA5,6,ST8SIA5
STAB1,16,STAB1
STAB2,23,STAB2
STAC,6,STAC
STAC2,27,STAC2
STAC3,3,STAC3
STAG1,35,STAG1
STAG2,38,STAG2
STAG3,6,STAG3
STAG3L1,4,STAG3L1
STAG3L2,1,STAG3L2
STAG3L3,1,STAG3L3
STAG3L4,3,STAG3L4
STAM,16,STAM
STAM2,14,STAM2
STAMBPL1,10,STAMBPL1
STAP1,6,STAP1
STAP2,10,STAP2
STAR,5,STAR
STARD10,15,STARD10
STARD13,43,STARD13
STARD3,5,STARD3
STARD3NL,13,STARD3NL
STARD4,4,STARD4
STARD5,1,STARD5
STARD6,2,STARD6
STARD7,4,STARD7
STARD8,14,STARD8
STARD9,32,STARD9
CACNG2,6,CACNG2
STAT1,22,STAT1
STAT2,17,STAT2
STAT3,35,STAT3
STAT4,20,STAT4
STAT5A,22,STAT5A
STAT5B,22,STAT5B
STAT6,9,STAT6
STATH,4,STATH
STAU1,17,STAU1
STAU2,26,STAU2
STC1,1,STC1
STC2,5,STC2
STEAP1,7,STEAP1
STEAP1B,3,STEAP1B
STEAP2,5,STEAP2
STEAP3,15,STEAP3
STEAP4,6,STEAP4
PTPN5,8,PTPN5
NR5A1,2,NR5A1
STH,3,STH
STIP1,22,STIP1
STIL,30,STIL
STIM1,35,STIM1
STIM2,33,STIM2
TMEM173,4,TMEM173
STK11IP,23,STK11IP
STK31,18,STK31
STK33,19,STK33
STKLD1,5,STKLD1
STK39,20,STK39
STRADB,5,STRADB
STMN1,12,STMN1
STMN2,7,STMN2
STMN3,15,STMN3
STMN4,2,STMN4
STMND1,8,STMND1
STOM,13,STOM
STOML1,7,STOML1
STOML3,2,STOML3
STON1,6,STON1
STON2,19,STON2
STOX1,18,STOX1
STOX2,18,STOX2
STPG2,8,STPG2
STPG3,2,STPG3
STPG4,1,STPG4
CENPX,1,CENPX
STRA6,12,STRA6
STRA8,3,STRA8
STRADA,12,STRADA
STRAP,13,STRAP
STRBP,12,STRBP
STRC,3,STRC
STRN4,22,STRN4
STRIP1,17,STRIP1
STRN,26,STRN
UBASH3B,9,UBASH3B
UBASH3A,12,UBASH3A
STT3B,20,STT3B
STX10,11,STX10
STX11,6,STX11
STX12,8,STX12
STX16,12,STX16
STX17,9,STX17
STX18,15,STX18
STX19,2,STX19
STX1A,8,STX1A
STX1B,3,STX1B
STX2,1,STX2
STX3,4,STX3
STX4,16,STX4
STX5,12,STX5
STX6,12,STX6
STX7,19,STX7
STX8,4,STX8
STXBP1,17,STXBP1
STXBP2,12,STXBP2
STXBP3,9,STXBP3
STXBP4,20,STXBP4
STXBP5,42,STXBP5
STXBP5L,25,STXBP5L
STXBP6,4,STXBP6
STYK1,5,STYK1
STYX,8,STYX
STYXL1,2,STYXL1
SUCLG1,4,SUCLG1
SUCLG2,4,SUCLG2
SUCO,11,SUCO
SUFU,11,SUFU
SUGCT,2,SUGCT
SUGT1,21,SUGT1
SULF1,10,SULF1
SULF2,6,SULF2
SULT1A1,8,SULT1A1
SULT1A2,7,SULT1A2
SULT1A3,6,SULT1A3
SULT1A4,1,SULT1A4
SULT1B1,2,SULT1B1
SULT1C2,2,SULT1C2
SULT1C3,2,SULT1C3
SULT1E1,1,SULT1E1
SULT2A1,6,SULT2A1
SULT2B1,8,SULT2B1
SULT4A1,5,SULT4A1
SULT6B1,3,SULT6B1
SUMF1,3,SUMF1
SUMF2,2,SUMF2
SUMO1,6,SUMO1
SUMO2,5,SUMO2
SUMO3,6,SUMO3
SUMO4,1,SUMO4
SUN1,36,SUN1
SUN2,36,SUN2
SUN3,2,SUN3
SUOX,5,SUOX
SVIL,119,SVIL
SUPT3H,10,SUPT3H
SUPT4H1,2,SUPT4H1
SUPT7L,12,SUPT7L
SUPV3L1,9,SUPV3L1
SURF1,1,SURF1
SURF2,9,SURF2
SURF4,5,SURF4
MED22,4,MED22
SURF6,14,SURF6
BIRC5,5,BIRC5
SUSD1,4,SUSD1
SUSD2,1,SUSD2
SUSD3,4,SUSD3
SUSD4,3,SUSD4
SUSD5,8,SUSD5
SUSD6,4,SUSD6
SUV39H1,3,SUV39H1
SUV39H2,9,SUV39H2
KMT5B,15,KMT5B
KMT5C,14,KMT5C
SUZ12,21,SUZ12
SV2A,19,SV2A
SV2B,7,SV2B
SV2C,4,SV2C
SVEP1,21,SVEP1
SVIP,4,SVIP
SVOP,3,SVOP
SVOPL,1,SVOPL
SWAP70,10,SWAP70
SWI5,6,SWI5
SWSAP1,1,SWSAP1
SWT1,18,SWT1
SYAP1,15,SYAP1
SYBU,25,SYBU
SYCE1,6,SYCE1
SYCE1L,1,SYCE1L
SYCE2,4,SYCE2
SYCE3,3,SYCE3
SYCN,2,SYCN
SYCP1,13,SYCP1
SYCP2,27,SYCP2
SYCP2L,8,SYCP2L
SYCP3,1,SYCP3
SYDE1,18,SYDE1
SYDE2,31,SYDE2
SYF2,8,SYF2
SYK,34,SYK
SYMPK,46,SYMPK
SYN1,22,SYN1
SYN2,9,SYN2
SYN3,13,SYN3
SYNC,3,SYNC
SDC1,5,SDC1
SDC2,8,SDC2
SDC3,7,SDC3
SDC4,5,SDC4
SYNE1,124,SYNE1
SYNE2,114,SYNE2
SYNE3,3,SYNE3
SYNRG,63,SYNRG
SYNGAP1,19,SYNGAP1
SYNGR1,3,SYNGR1
SYNGR2,8,SYNGR2
SYNGR3,2,SYNGR3
SYNGR4,1,SYNGR4
SYNJ1,56,SYNJ1
SYNJ2,34,SYNJ2
SYNJ2BP,2,SYNJ2BP
SYNPO,89,SYNPO
SYNPO2,89,SYNPO2
SYNPO2L,31,SYNPO2L
SYNPR,3,SYNPR
SNPH,14,SNPH
SDCBP,17,SDCBP
SYP,3,SYP
SYPL1,7,SYPL1
SYT1,9,SYT1
SYT10,7,SYT10
SYT11,11,SYT11
SYT12,4,SYT12
SYT13,11,SYT13
SYT14,6,SYT14
SYT15,2,SYT15
SYT16,8,SYT16
SYT17,11,SYT17
SYT2,7,SYT2
SYT3,7,SYT3
SYT4,4,SYT4
SYT5,8,SYT5
SYT6,12,SYT6
SYT7,6,SYT7
SYT8,5,SYT8
SYT9,2,SYT9
SYTL1,17,SYTL1
SYTL2,88,SYTL2
SYTL3,15,SYTL3
SYTL4,30,SYTL4
SYTL5,16,SYTL5
SYVN1,9,SYVN1
SZRD1,19,SZRD1
SZT2,52,SZT2
TAAR1,1,TAAR1
TAAR2,6,TAAR2
TAAR6,6,TAAR6
TAAR9,4,TAAR9
TAB1,20,TAB1
TAB2,23,TAB2
TAB3,34,TAB3
TAC3,2,TAC3
TACC1,39,TACC1
TACC2,98,TACC2
TACC3,40,TACC3
ADAM17,19,ADAM17
TACR1,3,TACR1
TACR2,4,TACR2
TACR3,3,TACR3
TACSTD2,6,TACSTD2
TADA1,3,TADA1
TADA2A,5,TADA2A
TADA2B,4,TADA2B
TADA3,8,TADA3
TAF1,45,TAF1
TAF10,7,TAF10
TAF11,6,TAF11
TAF12,3,TAF12
TAF13,2,TAF13
TAF3,49,TAF3
TAF15,61,TAF15
BTAF1,28,BTAF1
TAF1A,6,TAF1A
TAF1B,3,TAF1B
TAF1C,12,TAF1C
TAF1D,7,TAF1D
TAF1L,19,TAF1L
TAF2,25,TAF2
TAF4,22,TAF4
TAF4B,8,TAF4B
TAF5,5,TAF5
TAF5L,8,TAF5L
TAF6,25,TAF6
TAF6L,15,TAF6L
TAF7,11,TAF7
TAF7L,3,TAF7L
TAF9B,18,TAF9B
TAF9,26,TAF9
TAGAP,15,TAGAP
TAGLN,20,TAGLN
TAGLN2,13,TAGLN2
TAGLN3,6,TAGLN3
CSRNP2,3,CSRNP2
MAP3K7,28,MAP3K7
TAL1,14,TAL1
TAL2,2,TAL2
TALDO1,14,TALDO1
TLN1,118,TLN1
TLN2,56,TLN2
TAMM41,2,TAMM41
TANC1,60,TANC1
TANC2,81,TANC2
TANGO2,1,TANGO2
TANGO6,16,TANGO6
TANK,28,TANK
TAOK1,33,TAOK1
TAOK2,36,TAOK2
TAOK3,24,TAOK3
USO1,24,USO1
TAP1,7,TAP1
TAP2,5,TAP2
TAPBP,3,TAPBP
TAPBPL,3,TAPBPL
TAPT1,12,TAPT1
TRIOBP,44,TRIOBP
TARBP1,15,TARBP1
TARM1,2,TARM1
TARS,32,TARS
TARS2,6,TARS2
TARSL2,7,TARSL2
TAS1R1,5,TAS1R1
TAS1R2,3,TAS1R2
TAS2R1,2,TAS2R1
TAS2R10,2,TAS2R10
TAS2R13,1,TAS2R13
TAS2R14,9,TAS2R14
TAS2R16,4,TAS2R16
TAS2R3,2,TAS2R3
TAS2R38,2,TAS2R38
TAS2R39,1,TAS2R39
TAS2R40,1,TAS2R40
TAS2R41,4,TAS2R41
TAS2R31,1,TAS2R31
TAS2R45,1,TAS2R45
TAS2R46,2,TAS2R46
TAS2R30,1,TAS2R30
TAS2R20,1,TAS2R20
TAS2R5,5,TAS2R5
TAS2R7,7,TAS2R7
TAS2R8,5,TAS2R8
TASP1,5,TASP1
TAT,4,TAT
HTATSF1,60,HTATSF1
TATDN1,2,TATDN1
TATDN2,23,TATDN2
TATDN3,2,TATDN3
MAPT,198,MAPT
SLC6A6,4,SLC6A6
TAX1BP1,25,TAX1BP1
TAX1BP3,8,TAX1BP3
WWTR1,28,WWTR1
TBC1D1,35,TBC1D1
TBC1D10A,28,TBC1D10A
TBC1D10B,39,TBC1D10B
TBC1D10C,8,TBC1D10C
TBC1D12,8,TBC1D12
TBC1D13,13,TBC1D13
TBC1D14,15,TBC1D14
TBC1D15,44,TBC1D15
TBC1D16,21,TBC1D16
TBC1D17,20,TBC1D17
TBC1D19,12,TBC1D19
TBC1D2,17,TBC1D2
TBC1D22A,19,TBC1D22A
TBC1D22B,16,TBC1D22B
TBC1D23,22,TBC1D23
TBC1D24,8,TBC1D24
TBC1D25,10,TBC1D25
TBC1D26,1,TBC1D26
TBC1D28,3,TBC1D28
TBC1D29,6,TBC1D29
TBC1D2B,34,TBC1D2B
TBC1D3,4,TBC1D3
TBC1D30,34,TBC1D30
TBC1D3B,3,TBC1D3B
TBC1D3C,3,TBC1D3C
TBC1D3F,4,TBC1D3F
TBC1D3G,3,TBC1D3G
TBC1D3H,3,TBC1D3H
TBC1D5,51,TBC1D5
TBC1D7,5,TBC1D7
TBC1D8,11,TBC1D8
TBC1D8B,19,TBC1D8B
TBC1D9,12,TBC1D9
TBC1D9B,49,TBC1D9B
TBCA,5,TBCA
TBCB,16,TBCB
TBCC,8,TBCC
TBCCD1,10,TBCCD1
TBCD,10,TBCD
TBCE,13,TBCE
TBCK,7,TBCK
TBK1,23,TBK1
TBKBP1,24,TBKBP1
TBL1X,13,TBL1X
TBL1XR1,6,TBL1XR1
TBL1Y,2,TBL1Y
TBL2,11,TBL2
TBL3,7,TBL3
TAF8,14,TAF8
TBP,5,TBP
TBPL1,1,TBPL1
TBPL2,3,TBPL2
TBR1,20,TBR1
TBRG1,6,TBRG1
TBRG4,10,TBRG4
TBX1,5,TBX1
TBX10,7,TBX10
TBX15,9,TBX15
TBX18,13,TBX18
TBX19,2,TBX19
TBX2,27,TBX2
TBX20,2,TBX20
TBX21,12,TBX21
TBX22,10,TBX22
TBX3,29,TBX3
TBX4,3,TBX4
TBX5,12,TBX5
TBXAS1,1,TBXAS1
LOC389602,1,LOC389602
TCAIM,1,TCAIM
TCEA2,12,TCEA2
TCEA3,10,TCEA3
TCEAL2,2,TCEAL2
TCEAL3,9,TCEAL3
TCEAL4,11,TCEAL4
TCEAL5,4,TCEAL5
TCEAL6,4,TCEAL6
TCEANC,3,TCEANC
TCEANC2,7,TCEANC2
ELOC,4,ELOC
ELOB,5,ELOB
ELOA,33,ELOA
ELOA2,4,ELOA2
ELOA3,4,ELOA3
ELOA3B,4,ELOA3B
ELOA3D,3,ELOA3D
TCERG1,21,TCERG1
TCERG1L,4,TCERG1L
TCF12,66,TCF12
TCF15,1,TCF15
TCF19,9,TCF19
HNF1B,10,HNF1B
TCF20,103,TCF20
TCF21,2,TCF21
TCF23,4,TCF23
TCF24,1,TCF24
TCF25,20,TCF25
TCF7L1,12,TCF7L1
TCF4,20,TCF4
TCF7,12,TCF7
TCF7L2,18,TCF7L2
ZEB1,54,ZEB1
GCFC2,35,GCFC2
TCFL5,6,TCFL5
TCHHL1,8,TCHHL1
TCHP,2,TCHP
TCIRG1,4,TCIRG1
TCL1A,3,TCL1A
TCN1,3,TCN1
TCP10,1,TCP10
TCP10L,1,TCP10L
TCP10L2,1,TCP10L2
TCP11,4,TCP11
TCP11L1,12,TCP11L1
TCP11L2,6,TCP11L2
TRGV3,1,TRGV3
TCTE1,1,TCTE1
TCTE3,2,TCTE3
TCTEX1D1,5,TCTEX1D1
TCTEX1D4,2,TCTEX1D4
TCTN1,5,TCTN1
TCTN2,1,TCTN2
TCTN3,1,TCTN3
RCC2,22,RCC2
TDG,4,TDG
TDO2,6,TDO2
TARDBP,34,TARDBP
TDP1,13,TDP1
TDRD1,10,TDRD1
TDRD10,1,TDRD10
TDRD12,6,TDRD12
TDRD15,2,TDRD15
TDRD3,42,TDRD3
TDRD5,14,TDRD5
TDRD6,22,TDRD6
TDRD7,17,TDRD7
TDRD9,9,TDRD9
TDRKH,10,TDRKH
TDRP,4,TDRP
TEAD1,10,TEAD1
TEAD2,7,TEAD2
TEAD3,13,TEAD3
TEAD4,10,TEAD4
PTGES3,17,PTGES3
TEC,20,TEC
TECPR1,17,TECPR1
TECPR2,26,TECPR2
TECRL,1,TECRL
TECTA,8,TECTA
TEDC1,2,TEDC1
TEDC2,6,TEDC2
TEF,4,TEF
TEFM,3,TEFM
TEKT1,2,TEKT1
TEKT2,1,TEKT2
TEKT3,6,TEKT3
TEKT4,3,TEKT4
TEKT5,3,TEKT5
ETV6,37,ETV6
TCAP,6,TCAP
TELO2,16,TELO2
TNS1,188,TNS1
TNS2,77,TNS2
TNS3,117,TNS3
TEP1,16,TEP1
TEPP,3,TEPP
TERB2,1,TERB2
TERF2IP,22,TERF2IP
TERT,16,TERT
TES,24,TES
TESC,2,TESC
TESK1,10,TESK1
TESK2,9,TESK2
TESPA1,17,TESPA1
PRSS41,1,PRSS41
TET1,21,TET1
TET2,33,TET2
TET3,25,TET3
MFSD10,3,MFSD10
TEX10,9,TEX10
TEX101,1,TEX101
TEX11,5,TEX11
TEX12,2,TEX12
TEX13A,4,TEX13A
TEX13B,3,TEX13B
TEX13C,29,TEX13C
TEX14,17,TEX14
TEX15,31,TEX15
TEX22,1,TEX22
TEX26,6,TEX26
TEX264,11,TEX264
TEX28,8,TEX28
TEX36,2,TEX36
TEX38,2,TEX38
TEX40,3,TEX40
TEX44,6,TEX44
TEX55,2,TEX55
TEX9,2,TEX9
TF,34,TF
TFAM,13,TFAM
TFB1M,9,TFB1M
TFB2M,1,TFB2M
TFCP2,10,TFCP2
TFCP2L1,5,TFCP2L1
TFDP1,5,TFDP1
TFDP2,8,TFDP2
TFDP3,5,TFDP3
TFE3,22,TFE3
TFEB,28,TFEB
TFEC,3,TFEC
TFF2,1,TFF2
TFG,30,TFG
BRF2,10,BRF2
TCEA1,24,TCEA1
TFIP11,31,TFIP11
BDP1,60,BDP1
TFPI,3,TFPI
TFPI2,3,TFPI2
TFPT,12,TFPT
TFRC,34,TFRC
TFR2,4,TFR2
TG,18,TG
TGDS,3,TGDS
TGFB1,1,TGFB1
TGFB2,4,TGFB2
TGFB3,1,TGFB3
TGFBR1,12,TGFBR1
TGFBR2,17,TGFBR2
TGFBR3,3,TGFBR3
TGFBR3L,5,TGFBR3L
TGFBRAP1,16,TGFBRAP1
TGIF1,10,TGIF1
TGIF2,9,TGIF2
TGIF2LX,3,TGIF2LX
TGIF2LY,2,TGIF2LY
TGM1,18,TGM1
TGM2,20,TGM2
TGM3,13,TGM3
TGM4,8,TGM4
TGM5,7,TGM5
TGM6,9,TGM6
TGM7,6,TGM7
TGOLN2,32,TGOLN2
TH,18,TH
THADA,25,THADA
THAP1,2,THAP1
THAP10,4,THAP10
THAP11,3,THAP11
THAP2,2,THAP2
THAP3,2,THAP3
THAP4,16,THAP4
THAP5,2,THAP5
THAP7,7,THAP7
THAP8,1,THAP8
THAP9,2,THAP9
THBS1,14,THBS1
THBS2,12,THBS2
THBS3,6,THBS3
THBS4,3,THBS4
THEG,7,THEG
THEGL,4,THEGL
ACOT13,6,ACOT13
THEM5,5,THEM5
THEM6,7,THEM6
THEMIS,13,THEMIS
THEMIS2,12,THEMIS2
ERI1,6,ERI1
TCHH,6,TCHH
THNSL1,2,THNSL1
THOC1,18,THOC1
THOC2,53,THOC2
THOC3,6,THOC3
ALYREF,17,ALYREF
THOC6,6,THOC6
THOC7,5,THOC7
THOP1,15,THOP1
THPO,6,THPO
MED13L,51,MED13L
THSD1,14,THSD1
ISM2,6,ISM2
THSD4,8,THSD4
THSD7A,11,THSD7A
THSD7B,23,THSD7B
THTPA,4,THTPA
THUMPD1,14,THUMPD1
THUMPD2,1,THUMPD2
THUMPD3,10,THUMPD3
THY1,4,THY1
THYN1,10,THYN1
TIA1,11,TIA1
TIAL1,15,TIAL1
TIAM1,56,TIAM1
TIAM2,28,TIAM2
TICAM1,12,TICAM1
TICAM2,3,TICAM2
TMED7-TICAM2,2,TMED7-TICAM2
TICRR,118,TICRR
TIE1,18,TIE1
TEK,15,TEK
KLF11,12,KLF11
RRN3,15,RRN3
TRIM28,66,TRIM28
