Genes,Domains,Norm_Symbol
SLC13A5,['PF00939'],SLC13A5
ZNF700,"['PF00096', 'PF01352', 'PF12874']",ZNF700
SPPL3,['PF04258'],SPPL3
ZNF763,"['PF00096', 'PF01352', 'PF13912']",ZNF763
SMYD2,"['PF00856', 'PF01753']",SMYD2
AC008770.2,"['PF00096', 'PF01352', 'PF13912']",AC008770.2
ADAMTSL1,"['PF00090', 'PF08686', 'PF07679', 'PF13927']",ADAMTSL1
CNIH2,['PF03311'],CNIH2
RUSC1,"['PF02759', 'PF14604']",RUSC1
GTF3C3,['PF13181'],GTF3C3
DOK5,['PF02174'],DOK5
HNRNPA1P48,"['PF00076', 'PF11627']",HNRNPA1P48
GALNS,"['PF00884', 'PF14707']",GALNS
UBQLN1,"['PF00627', 'PF00240']",UBQLN1
ANKRD30B,"['PF14915', 'PF12796']",ANKRD30B
FAM160B1,['PF10257'],FAM160B1
PRSS36,"['PF00089', 'PF09342']",PRSS36
PTPN14,"['PF09379', 'PF00102', 'PF09380', 'PF00373']",PTPN14
XBP1,['PF07716'],XBP1
PODN,"['PF13306', 'PF13855']",PODN
NR3C2,"['PF00105', 'PF00104']",NR3C2
HIRA,"['PF07569', 'PF09453', 'PF00400']",HIRA
SLC16A7,['PF07690'],SLC16A7
B4GALT2,"['PF13733', 'PF02709']",B4GALT2
CENPF,"['PF10481', 'PF10473', 'PF10490']",CENPF
PPP1R12A,"['PF13637', 'PF15898', 'PF13857', 'PF12796']",PPP1R12A
TEKT3,['PF03148'],TEKT3
PIK3R3,"['PF16454', 'PF00017']",PIK3R3
MDFIC2,['PF15316'],MDFIC2
ASH1L,"['PF00856', 'PF01426', 'PF00439', 'PF17907']",ASH1L
UFD1,['PF03152'],UFD1
TSPAN1,['PF00335'],TSPAN1
B4GALNT2,['PF00535'],B4GALNT2
MLH1,"['PF01119', 'PF16413', 'PF13589']",MLH1
AL358075.4,"['PF16454', 'PF00017']",AL358075.4
IGSF3,['PF07686'],IGSF3
MRPL40,['PF09812'],MRPL40
YIF1A,['PF03878'],YIF1A
C22orf39,['PF11326'],C22orf39
CD2,"['PF05790', 'PF07686']",CD2
GUCY1B1,"['PF00211', 'PF07701', 'PF07700']",GUCY1B1
PTK2B,"['PF07714', 'PF18038', 'PF03623', 'PF00373']",PTK2B
TRIQK,['PF15168'],TRIQK
SCNN1D,['PF00858'],SCNN1D
TRUB1,['PF01509'],TRUB1
IGLON5,"['PF00047', 'PF13927']",IGLON5
HNF1A,"['PF04812', 'PF04814', 'PF04813']",HNF1A
OR10H2,['PF13853'],OR10H2
OR10H3,['PF13853'],OR10H3
KCNK2,['PF07885'],KCNK2
GPR6,['PF00001'],GPR6
SLC1A7,['PF00375'],SLC1A7
GOSR2,['PF12352'],GOSR2
PODXL2,['PF06365'],PODXL2
WNT11,['PF00110'],WNT11
SEMA5B,"['PF01437', 'PF00090', 'PF01403']",SEMA5B
ALOX12B,"['PF01477', 'PF00305']",ALOX12B
SLC11A2,['PF01566'],SLC11A2
NADK,['PF01513'],NADK
INTS13,['PF10221'],INTS13
CENPX,['PF09415'],CENPX
COPS7B,"['PF18392', 'PF01399']",COPS7B
TRIM55,"['PF13445', 'PF00643']",TRIM55
LMLN,['PF01457'],LMLN
APOC1,['PF04691'],APOC1
POTEH,['PF12796'],POTEH
KCTD3,['PF02214'],KCTD3
APOE,['PF01442'],APOE
PARM1,['PF17061'],PARM1
VSIG10L,['PF13895'],VSIG10L
LRRC45,['PF13516'],LRRC45
ACSM2A,"['PF13193', 'PF00501']",ACSM2A
NPS,['PF14993'],NPS
PDE6D,['PF05351'],PDE6D
GABARAPL1,['PF02991'],GABARAPL1
CLDND2,['PF00822'],CLDND2
PTGFRN,['PF07686'],PTGFRN
ETFB,['PF01012'],ETFB
YES1,"['PF07714', 'PF00018', 'PF00017']",YES1
FAM3C,['PF15711'],FAM3C
ATP6V0C,['PF00137'],ATP6V0C
FGFR1OP2,['PF05769'],FGFR1OP2
USH2A,"['PF00053', 'PF00055', 'PF00041', 'PF02210', 'PF13385']",USH2A
FOXI2,['PF00250'],FOXI2
TCIM,['PF15063'],TCIM
AMDHD2,['PF01979'],AMDHD2
SGCD,['PF04790'],SGCD
NKG7,['PF00822'],NKG7
MPRIP,['PF00169'],MPRIP
TRPM4,"['PF18139', 'PF00520']",TRPM4
SLC25A17,['PF00153'],SLC25A17
BPTF,"['PF00628', 'PF00439', 'PF02791', 'PF15612', 'PF15613']",BPTF
SNX27,"['PF17820', 'PF00787', 'PF00788']",SNX27
SLC6A9,['PF00209'],SLC6A9
STX6,"['PF09177', 'PF05739']",STX6
WDR90,"['PF05018', 'PF00400']",WDR90
PBX3,"['PF00046', 'PF03792', 'PF05920']",PBX3
KIAA1614,"['PF15737', 'PF00595']",KIAA1614
ABTB1,"['PF00651', 'PF12796']",ABTB1
ALOXE3,"['PF01477', 'PF00305']",ALOXE3
FKBP10,"['PF13202', 'PF00254']",FKBP10
RLN2,['PF00049'],RLN2
TP63,"['PF07710', 'PF00870', 'PF07647']",TP63
TBC1D24,"['PF07534', 'PF00566']",TBC1D24
CCDC24,['PF15669'],CCDC24
MR1,"['PF00129', 'PF07654']",MR1
USP15,"['PF06337', 'PF14533', 'PF14836', 'PF00443']",USP15
AC093525.2,['PF00566'],AC093525.2
LIM2,['PF00822'],LIM2
C19orf84,['PF17703'],C19orf84
SDR16C5,['PF00106'],SDR16C5
AKAP12,"['PF03832', 'PF10522']",AKAP12
IER5,['PF05760'],IER5
ZNRF3,"['PF13639', 'PF18212']",ZNRF3
RLN1,['PF00049'],RLN1
TAFA2,['PF12020'],TAFA2
CADM2,"['PF08205', 'PF07686', 'PF13927']",CADM2
PDP2,['PF00481'],PDP2
SYNJ2,"['PF02383', 'PF03372', 'PF08952']",SYNJ2
GNGT2,['PF00631'],GNGT2
RAPSN,"['PF13181', 'PF13639', 'PF10579', 'PF17874']",RAPSN
CELF3,['PF00076'],CELF3
CD101,"['PF07686', 'PF07679']",CD101
PLD6,['PF13091'],PLD6
ADCYAP1,['PF00123'],ADCYAP1
RIIAD1,['PF02197'],RIIAD1
ABI3,"['PF07815', 'PF14604']",ABI3
ASIC5,['PF00858'],ASIC5
FLCN,"['PF16692', 'PF11704']",FLCN
PABPN1L,['PF00076'],PABPN1L
AADAC,['PF07859'],AADAC
FAM214B,"['PF13915', 'PF13889']",FAM214B
SUCNR1,['PF00001'],SUCNR1
TNKS2,"['PF07647', 'PF13857', 'PF00644', 'PF12796', 'PF13637', 'PF00023']",TNKS2
CD9,['PF00335'],CD9
KCNU1,"['PF03493', 'PF00520']",KCNU1
TTF2,"['PF00176', 'PF00271', 'PF06839']",TTF2
FUS,"['PF00076', 'PF00641']",FUS
PLCZ1,"['PF00168', 'PF09279', 'PF00387', 'PF00388']",PLCZ1
ZBTB2,"['PF00096', 'PF00651']",ZBTB2
TTLL1,['PF03133'],TTLL1
HES7,['PF00010'],HES7
TRIM45,"['PF00630', 'PF13445', 'PF00643']",TRIM45
DSC3,"['PF08758', 'PF00028', 'PF01049']",DSC3
ESRRG,"['PF00105', 'PF00104']",ESRRG
KIF27,['PF00225'],KIF27
HDAC1,['PF00850'],HDAC1
C22orf31,['PF15578'],C22orf31
PLGRKT,['PF10166'],PLGRKT
APOC4,['PF15119'],APOC4
RAC3,['PF00071'],RAC3
APOC4-APOC2,"['PF15119', 'PF05355']",APOC4-APOC2
APOC2,['PF05355'],APOC2
COL5A2,"['PF00093', 'PF01391', 'PF01410']",COL5A2
IP6K1,['PF03770'],IP6K1
LURAP1,['PF14854'],LURAP1
VTCN1,['PF07686'],VTCN1
OR10H1,['PF13853'],OR10H1
ZFR2,"['PF12874', 'PF07528']",ZFR2
OR10H5,['PF13853'],OR10H5
DEF8,"['PF00130', 'PF13901']",DEF8
GPATCH2,['PF01585'],GPATCH2
KREMEN1,"['PF00051', 'PF01822', 'PF00431']",KREMEN1
MRPL9,['PF01281'],MRPL9
VGLL3,['PF07545'],VGLL3
TCEAL5,['PF04538'],TCEAL5
USP33,"['PF02148', 'PF06337', 'PF00443']",USP33
POMGNT1,"['PF03071', 'PF15711']",POMGNT1
SPATA17,['PF00612'],SPATA17
CYP4F11,['PF00067'],CYP4F11
CDHR4,['PF00028'],CDHR4
INKA1,['PF15342'],INKA1
CACNA1E,"['PF08763', 'PF16905', 'PF00520']",CACNA1E
CBFA2T3,"['PF01753', 'PF08788', 'PF07531']",CBFA2T3
OAZ3,['PF02100'],OAZ3
RRP15,['PF07890'],RRP15
C9orf64,['PF10343'],C9orf64
PDIA5,['PF00085'],PDIA5
CYP4F2,['PF00067'],CYP4F2
HYI,['PF01261'],HYI
MAGEF1,['PF01454'],MAGEF1
IL18,['PF00340'],IL18
CAND1,['PF08623'],CAND1
TRPM8,"['PF18139', 'PF00520']",TRPM8
SEC22A,['PF13774'],SEC22A
MSTO1,"['PF14881', 'PF10644']",MSTO1
TM7SF3,['PF13886'],TM7SF3
UBA7,"['PF16191', 'PF00899', 'PF09358', 'PF10585', 'PF16190']",UBA7
TGFB2,"['PF00688', 'PF00019']",TGFB2
MAN1A2,['PF01532'],MAN1A2
SDHD,['PF05328'],SDHD
PHOSPHO1,['PF06888'],PHOSPHO1
ITGA6,"['PF08441', 'PF00357', 'PF01839']",ITGA6
KPNA2,"['PF16186', 'PF00514', 'PF01749']",KPNA2
PLPP7,['PF01569'],PLPP7
TFAP2E,['PF03299'],TFAP2E
TEX12,['PF15219'],TEX12
P3H2,['PF13640'],P3H2
TENT5C,['PF07984'],TENT5C
CACFD1,['PF10233'],CACFD1
CYP4V2,['PF00067'],CYP4V2
LYPLAL1,['PF02230'],LYPLAL1
PYCARD,"['PF00619', 'PF02758']",PYCARD
MVB12B,['PF10240'],MVB12B
GDAP2,"['PF13716', 'PF01661']",GDAP2
ZNF652,"['PF00096', 'PF12874']",ZNF652
TXNIP,"['PF00339', 'PF02752']",TXNIP
PYDC1,['PF02758'],PYDC1
TRIM72,"['PF13765', 'PF00622', 'PF13445', 'PF00643']",TRIM72
KLKB1,"['PF00024', 'PF00067', 'PF00089']",KLKB1
TACC2,['PF05010'],TACC2
RBM12B,['PF00076'],RBM12B
MIGA1,['PF10265'],MIGA1
TDRKH,"['PF00567', 'PF00013']",TDRKH
BCO2,['PF03055'],BCO2
CAPZA3,['PF01267'],CAPZA3
CENPBD1,"['PF03221', 'PF04218']",CENPBD1
OASL,"['PF10421', 'PF00240']",OASL
DAP3,['PF10236'],DAP3
ZC3H11B,['PF15663'],ZC3H11B
SLC30A10,['PF01545'],SLC30A10
GORASP1,['PF04495'],GORASP1
ACSF3,"['PF13193', 'PF00501']",ACSF3
ZNF648,['PF00096'],ZNF648
KLRD1,['PF00059'],KLRD1
FAM92A,['PF06730'],FAM92A
PPP4C,['PF00149'],PPP4C
EZH1,"['PF18118', 'PF18264', 'PF00856', 'PF11616']",EZH1
WDR48,"['PF11816', 'PF00400']",WDR48
PDK1,"['PF02518', 'PF10436']",PDK1
KBTBD12,"['PF07707', 'PF00651', 'PF01344']",KBTBD12
PAFAH1B3,['PF13472'],PAFAH1B3
OTOGL,"['PF01826', 'PF05270', 'PF08742', 'PF00094']",OTOGL
PARD3,"['PF12053', 'PF00595']",PARD3
DYRK2,['PF00069'],DYRK2
CDH16,['PF00028'],CDH16
ZNF20,"['PF00096', 'PF01352', 'PF13894', 'PF13912']",ZNF20
RUVBL1,"['PF06068', 'PF17856']",RUVBL1
HJV,"['PF06534', 'PF06535']",HJV
LINGO4,"['PF13855', 'PF07679']",LINGO4
TTC21A,"['PF13432', 'PF13181', 'PF14559']",TTC21A
AC008770.4,"['PF00096', 'PF13912']",AC008770.4
PRRC2B,['PF07001'],PRRC2B
PSMB2,['PF00227'],PSMB2
EMID1,"['PF01391', 'PF07546']",EMID1
BEX2,['PF04538'],BEX2
ZNF844,"['PF00096', 'PF01352', 'PF13912']",ZNF844
CIC,"['PF00505', 'PF16090']",CIC
RMND1,['PF02582'],RMND1
EPRS,"['PF00458', 'PF03950', 'PF09180', 'PF00043', 'PF00587', 'PF03129', 'PF00749']",EPRS
CLDN1,['PF00822'],CLDN1
DCXR,"['PF00106', 'PF13561']",DCXR
UHRF1BP1L,['PF12624'],UHRF1BP1L
CHMP2B,['PF03357'],CHMP2B
SEC61A1,"['PF00344', 'PF10559']",SEC61A1
RORC,"['PF00104', 'PF00105']",RORC
ZNF433,"['PF00096', 'PF01352', 'PF13894', 'PF13912']",ZNF433
CCNA1,"['PF00134', 'PF02984']",CCNA1
C1orf216,['PF15546'],C1orf216
ZMAT4,"['PF12171', 'PF12874']",ZMAT4
ZNF625,"['PF00096', 'PF01352', 'PF13912']",ZNF625
EEFSEC,['PF00009'],EEFSEC
CLDN16,['PF00822'],CLDN16
ZNF878,"['PF00096', 'PF01352']",ZNF878
PRR19,['PF15455'],PRR19
EIF4H,['PF00076'],EIF4H
GNB1,['PF00400'],GNB1
PDGFC,"['PF00341', 'PF00431']",PDGFC
IL26,['PF00726'],IL26
MGLL,['PF12146'],MGLL
IFNG,['PF00714'],IFNG
PTPRQ,"['PF00041', 'PF00102']",PTPRQ
BPNT1,['PF00459'],BPNT1
STOM,['PF01145'],STOM
LETMD1,['PF07766'],LETMD1
CNIH1,['PF03311'],CNIH1
P2RX7,['PF00864'],P2RX7
MED21,['PF11221'],MED21
C2CD4D,['PF00168'],C2CD4D
PHB,['PF01145'],PHB
THEM5,['PF03061'],THEM5
SPAG17,['PF14874'],SPAG17
THEM4,['PF03061'],THEM4
ACSM2B,"['PF13193', 'PF00501']",ACSM2B
CENPC,"['PF15620', 'PF11699', 'PF15622']",CENPC
MYF6,"['PF00010', 'PF01586']",MYF6
IARS2,"['PF00133', 'PF08264', 'PF06827']",IARS2
NLGN3,['PF00135'],NLGN3
MYF5,"['PF00010', 'PF01586', 'PF12232']",MYF5
ACTR6,['PF00022'],ACTR6
WDR3,"['PF12894', 'PF04003', 'PF00400']",WDR3
GRIA4,"['PF10613', 'PF00060', 'PF01094']",GRIA4
ATP13A2,"['PF12409', 'PF00122', 'PF00702']",ATP13A2
BIK,['PF12201'],BIK
FOXK2,"['PF00498', 'PF00250']",FOXK2
S100A10,['PF01023'],S100A10
SERTM1,['PF15872'],SERTM1
ADCY5,"['PF06327', 'PF00211', 'PF16214']",ADCY5
CDH15,"['PF00028', 'PF01049']",CDH15
GLUL,"['PF03951', 'PF00120']",GLUL
POU1F1,"['PF00157', 'PF00046']",POU1F1
S100A11,"['PF00036', 'PF01023']",S100A11
GRM7,"['PF07562', 'PF00003', 'PF01094']",GRM7
GJB1,['PF00029'],GJB1
TCHHL1,['PF01023'],TCHHL1
TBX6,['PF00907'],TBX6
TCHH,['PF01023'],TCHH
MFAP2,"['PF05507', 'PF01549']",MFAP2
RFXAP,['PF15289'],RFXAP
NEXN,['PF07679'],NEXN
PHF1,"['PF00628', 'PF14061', 'PF18104']",PHF1
ROCK1,"['PF08912', 'PF00069']",ROCK1
TEDDM1,['PF04819'],TEDDM1
KLF17,['PF00096'],KLF17
DEPDC4,['PF00610'],DEPDC4
KLF18,['PF00096'],KLF18
RAB3GAP2,"['PF14656', 'PF14655']",RAB3GAP2
COL22A1,"['PF01391', 'PF00092']",COL22A1
CDRT4,['PF15213'],CDRT4
IL22,['PF14565'],IL22
FLG,"['PF03516', 'PF01023']",FLG
RPTN,['PF01023'],RPTN
GMFB,['PF00241'],GMFB
HRNR,['PF01023'],HRNR
CRNN,['PF01023'],CRNN
VPS8,['PF12816'],VPS8
CUTA,['PF03091'],CUTA
FLG2,"['PF03516', 'PF01023']",FLG2
SCYL2,['PF00069'],SCYL2
TVP23C,['PF05832'],TVP23C
RIC1,['PF07064'],RIC1
SIGLEC10,"['PF13895', 'PF07686', 'PF13927']",SIGLEC10
CLPTM1,['PF05602'],CLPTM1
TVP23C-CDRT4,['PF05832'],TVP23C-CDRT4
SMAD9,"['PF03166', 'PF03165']",SMAD9
PDCD1LG2,"['PF08205', 'PF13927']",PDCD1LG2
STAP1,"['PF00169', 'PF00017']",STAP1
RRAGA,['PF04670'],RRAGA
SLC22A31,['PF00083'],SLC22A31
CD274,"['PF08205', 'PF07686']",CD274
PLEKHA5,"['PF00169', 'PF00397']",PLEKHA5
SFRP1,"['PF01392', 'PF01759']",SFRP1
ST13,"['PF17830', 'PF13432', 'PF18253', 'PF13181']",ST13
ZNF778,"['PF00096', 'PF01352']",ZNF778
MCAT,['PF00698'],MCAT
MSANTD4,['PF13873'],MSANTD4
SLC2A6,['PF00083'],SLC2A6
QKI,"['PF16544', 'PF00013', 'PF16551']",QKI
MARCKSL1,['PF02063'],MARCKSL1
AMZ2,['PF07998'],AMZ2
C12orf71,['PF15480'],C12orf71
LMX1B,"['PF00046', 'PF00412']",LMX1B
ERMP1,['PF04389'],ERMP1
TSSK3,['PF00069'],TSSK3
FAM229A,['PF14982'],FAM229A
AASDHPPT,['PF01648'],AASDHPPT
KBTBD3,"['PF07707', 'PF00651', 'PF01344']",KBTBD3
DNAJB7,['PF00226'],DNAJB7
ARMT1,['PF01937'],ARMT1
SPP2,['PF07448'],SPP2
RGSL1,['PF00615'],RGSL1
NBPF10,['PF06758'],NBPF10
MARK1,"['PF00627', 'PF02149', 'PF00069']",MARK1
DNAJA1,"['PF01556', 'PF00684', 'PF00226']",DNAJA1
HTR1F,['PF00001'],HTR1F
XPNPEP3,"['PF00557', 'PF05195']",XPNPEP3
C1orf115,['PF15828'],C1orf115
TSPO,['PF03073'],TSPO
CPS1,"['PF02787', 'PF00117', 'PF00988', 'PF02786', 'PF18302', 'PF02142']",CPS1
MARC2,"['PF03476', 'PF03473']",MARC2
YPEL3,['PF03226'],YPEL3
KCNK9,['PF07885'],KCNK9
WDR75,['PF00400'],WDR75
NOTCH2NLA,"['PF07645', 'PF00008']",NOTCH2NLA
CALML6,"['PF13499', 'PF13833']",CALML6
HACD2,['PF04387'],HACD2
THAP6,['PF05485'],THAP6
GLRB,"['PF02931', 'PF02932']",GLRB
TMEM52,['PF14979'],TMEM52
MARC1,"['PF03476', 'PF03473']",MARC1
RAD54L,"['PF00176', 'PF00271']",RAD54L
HLX,['PF00046'],HLX
ZNF654,['PF00096'],ZNF654
C3orf38,['PF15008'],C3orf38
GON4L,['PF02671'],GON4L
DCLK2,"['PF03607', 'PF00069']",DCLK2
SMU1,"['PF17814', 'PF00400']",SMU1
MBNL1,['PF00642'],MBNL1
ZBTB43,"['PF00096', 'PF00651']",ZBTB43
IL1RAP,"['PF01582', 'PF18452', 'PF13927']",IL1RAP
DUSP10,"['PF00581', 'PF00782']",DUSP10
P2RX4,['PF00864'],P2RX4
RBX1,['PF12678'],RBX1
HAUS6,['PF14661'],HAUS6
ARL4C,['PF00025'],ARL4C
ZBTB34,"['PF00096', 'PF00651']",ZBTB34
MYMK,['PF12036'],MYMK
RCHY1,"['PF13639', 'PF05495', 'PF14599']",RCHY1
RRAD,['PF00071'],RRAD
SLC17A8,['PF07690'],SLC17A8
AC138969.1,['PF06409'],AC138969.1
TTLL12,['PF03133'],TTLL12
SYT11,['PF00168'],SYT11
CIAO2B,['PF01883'],CIAO2B
RNASEL,"['PF13857', 'PF00069', 'PF06479', 'PF12796']",RNASEL
HHIPL2,"['PF07995', 'PF03024']",HHIPL2
ADAMTSL2,"['PF05986', 'PF00090', 'PF08686']",ADAMTSL2
RELB,"['PF00554', 'PF16179', 'PF16180', 'PF16181']",RELB
RGS16,['PF00615'],RGS16
GAS8,['PF13851'],GAS8
NPPC,['PF00212'],NPPC
PAX5,"['PF12403', 'PF00292']",PAX5
AC129492.3,['PF00957'],AC129492.3
CSRNP2,['PF16019'],CSRNP2
STK38L,"['PF00433', 'PF00069']",STK38L
RGS8,['PF00615'],RGS8
GOLGA7,['PF10256'],GOLGA7
RAMP2,['PF04901'],RAMP2
DBNDD1,['PF04440'],DBNDD1
VAMP2,['PF00957'],VAMP2
MYLK,"['PF00041', 'PF16620', 'PF00069', 'PF07679']",MYLK
P2RY1,['PF00001'],P2RY1
PHYHIPL,['PF00041'],PHYHIPL
RAP2B,['PF00071'],RAP2B
PPIAL4H,['PF00160'],PPIAL4H
PLEKHG6,['PF00621'],PLEKHG6
GINS4,"['PF05916', 'PF16922']",GINS4
TAF1A,['PF14929'],TAF1A
SH3BP4,"['PF07653', 'PF00791', 'PF14604']",SH3BP4
TMEM145,['PF10192'],TMEM145
PER1,"['PF12114', 'PF08447']",PER1
GDPD3,['PF03009'],GDPD3
GPAT4,['PF01553'],GPAT4
MDM1,['PF15501'],MDM1
CRH,['PF00473'],CRH
NXPH3,['PF06312'],NXPH3
NPL,['PF00701'],NPL
DAB2IP,"['PF00168', 'PF00616', 'PF12004']",DAB2IP
LRRTM3,['PF13855'],LRRTM3
NGFR,"['PF00020', 'PF18422', 'PF00531']",NGFR
GREB1L,['PF15782'],GREB1L
ITGAM,"['PF00092', 'PF08441', 'PF00357', 'PF01839']",ITGAM
MON2,"['PF09324', 'PF16206', 'PF12783', 'PF16213']",MON2
SIGLEC8,"['PF07686', 'PF13927']",SIGLEC8
NR1H4,"['PF00105', 'PF00104']",NR1H4
RAB40B,"['PF07525', 'PF00071']",RAB40B
UPF1,"['PF09416', 'PF04851', 'PF13086', 'PF13087', 'PF18141']",UPF1
FAM163B,['PF15069'],FAM163B
NAT10,"['PF05127', 'PF13718', 'PF13725', 'PF08351']",NAT10
SIGLEC12,"['PF07686', 'PF13927']",SIGLEC12
RIT1,['PF00071'],RIT1
DHX9,"['PF00035', 'PF00271', 'PF07717', 'PF00270', 'PF04408']",DHX9
UQCRH,['PF02320'],UQCRH
PTPRE,['PF00102'],PTPRE
TBX15,['PF00907'],TBX15
SLC40A1,['PF06963'],SLC40A1
AIDA,"['PF08910', 'PF14186']",AIDA
OSTN,['PF11037'],OSTN
PPFIA2,"['PF00536', 'PF07647']",PPFIA2
DBH,"['PF03712', 'PF01082', 'PF03351']",DBH
GAS2L3,"['PF00307', 'PF02187']",GAS2L3
ZNF703,['PF12402'],ZNF703
PRKAR1A,"['PF02197', 'PF00027']",PRKAR1A
BSDC1,['PF03909'],BSDC1
LYRM1,['PF05347'],LYRM1
UCK1,['PF00485'],UCK1
SHCBP1L,['PF13229'],SHCBP1L
PRDM7,"['PF09514', 'PF01352']",PRDM7
NSUN4,['PF01189'],NSUN4
VXN,['PF15505'],VXN
ACSS3,"['PF13193', 'PF00501', 'PF16177']",ACSS3
AC009879.2,['PF00465'],AC009879.2
ACSM3,"['PF13193', 'PF00501']",ACSM3
MIA3,"['PF07653', 'PF06409']",MIA3
CCDC50,['PF15295'],CCDC50
DCUN1D3,['PF03556'],DCUN1D3
RXFP4,['PF00001'],RXFP4
ERLIN2,['PF01145'],ERLIN2
POMT1,"['PF02366', 'PF02815', 'PF16192']",POMT1
UTS2B,['PF02083'],UTS2B
RFNG,['PF02434'],RFNG
CTNNA3,['PF01044'],CTNNA3
EP300,"['PF00439', 'PF08214', 'PF00569', 'PF06001', 'PF02172', 'PF09030', 'PF02135']",EP300
ACSM1,"['PF13193', 'PF00501']",ACSM1
ITGAX,"['PF08441', 'PF00092', 'PF00357', 'PF01839']",ITGAX
ADHFE1,['PF00465'],ADHFE1
BROX,['PF03097'],BROX
THUMPD1,['PF02926'],THUMPD1
SLC16A6,['PF07690'],SLC16A6
LIN7A,"['PF02828', 'PF00595']",LIN7A
LCE5A,['PF14672'],LCE5A
FN3KRP,['PF03881'],FN3KRP
CRCT1,['PF15845'],CRCT1
LCE3E,['PF14672'],LCE3E
FAM177B,['PF14774'],FAM177B
LCE3D,['PF14672'],LCE3D
LCE3C,['PF14672'],LCE3C
LCE3B,['PF14672'],LCE3B
FAM20A,['PF06702'],FAM20A
LCE3A,['PF14672'],LCE3A
TRAPPC9,['PF08626'],TRAPPC9
LCE2D,['PF14672'],LCE2D
LCE2C,['PF14672'],LCE2C
GPS1,"['PF10602', 'PF01399']",GPS1
LCE2B,['PF14672'],LCE2B
REXO5,"['PF00076', 'PF00929']",REXO5
LCE2A,['PF14672'],LCE2A
LCE4A,['PF14672'],LCE4A
SIGLEC6,"['PF07686', 'PF00047', 'PF07679']",SIGLEC6
RRS1,['PF04939'],RRS1
ALG5,['PF00535'],ALG5
RHBDD3,"['PF01694', 'PF00627']",RHBDD3
LCE1F,['PF14672'],LCE1F
ARSG,"['PF00884', 'PF14707']",ARSG
LCE1E,['PF14672'],LCE1E
PUSL1,['PF01416'],PUSL1
LCE1D,['PF14672'],LCE1D
DISP1,['PF02460'],DISP1
LCE1C,['PF14672'],LCE1C
ERI2,"['PF00929', 'PF06839']",ERI2
LCE1B,['PF14672'],LCE1B
EXOSC8,"['PF03725', 'PF01138']",EXOSC8
LCE1A,['PF14672'],LCE1A
LCE6A,['PF15858'],LCE6A
TLR5,"['PF13855', 'PF01582']",TLR5
AL162596.1,['PF14672'],AL162596.1
KLHL10,"['PF07707', 'PF00651', 'PF01344']",KLHL10
DMAP1,"['PF05499', 'PF16282']",DMAP1
MMRN1,"['PF00008', 'PF07546', 'PF00386']",MMRN1
IVL,"['PF00904', 'PF10583']",IVL
SPRR1A,['PF02389'],SPRR1A
SPRR3,['PF02389'],SPRR3
SPRR1B,['PF02389'],SPRR1B
SPRR2D,['PF14820'],SPRR2D
SPRR2A,['PF14820'],SPRR2A
SUSD4,['PF00084'],SUSD4
CES3,['PF00135'],CES3
UTP20,['PF07539'],UTP20
TPSAB1,['PF00089'],TPSAB1
SPRR2B,['PF14820'],SPRR2B
SPRR2E,['PF14820'],SPRR2E
C3orf70,['PF15823'],C3orf70
SPRR2F,['PF14820'],SPRR2F
CCDC185,['PF15558'],CCDC185
SPRR2G,['PF14820'],SPRR2G
LELP1,['PF15042'],LELP1
EHHADH,"['PF02737', 'PF00378', 'PF00725']",EHHADH
CERS1,"['PF03798', 'PF00019']",CERS1
LOR,['PF15847'],LOR
EWSR1,"['PF00076', 'PF00641']",EWSR1
PGLYRP3,['PF01510'],PGLYRP3
NT5C3B,['PF05822'],NT5C3B
GDF1,['PF00019'],GDF1
CAPN8,"['PF01067', 'PF13833', 'PF00648']",CAPN8
PGLYRP4,['PF01510'],PGLYRP4
S100A9,['PF01023'],S100A9
WARS2,['PF00579'],WARS2
NBPF12,['PF06758'],NBPF12
S100A12,['PF01023'],S100A12
S100A8,['PF01023'],S100A8
S100A7A,['PF01023'],S100A7A
CES2,['PF00135'],CES2
PYDC2,['PF02758'],PYDC2
HAO2,['PF01070'],HAO2
TRAIP,['PF13639'],TRAIP
FN3K,['PF03881'],FN3K
CAPN2,"['PF01067', 'PF13833', 'PF00648']",CAPN2
SARDH,"['PF08669', 'PF01266', 'PF01571', 'PF16350']",SARDH
PPM1H,['PF00481'],PPM1H
MEGF8,"['PF07645', 'PF00053', 'PF01437', 'PF12947', 'PF00431', 'PF13418']",MEGF8
TCEAL7,['PF04538'],TCEAL7
VPS25,['PF05871'],VPS25
TFCP2,"['PF04516', 'PF18016']",TFCP2
MAPK3,['PF00069'],MAPK3
PRKAB2,"['PF16561', 'PF04739']",PRKAB2
ALDH3A1,['PF00171'],ALDH3A1
FAAH,['PF01425'],FAAH
TMEM41A,['PF09335'],TMEM41A
AAK1,"['PF00069', 'PF15282']",AAK1
FGF12,['PF00167'],FGF12
ZNF175,"['PF00096', 'PF01352']",ZNF175
SCUBE1,"['PF07645', 'PF12662', 'PF12947', 'PF07699', 'PF14670', 'PF00431']",SCUBE1
DNAJB8,['PF00226'],DNAJB8
SUPT20H,['PF12090'],SUPT20H
TPSD1,['PF00089'],TPSD1
PDE3A,['PF00233'],PDE3A
INTS11,"['PF16661', 'PF10996', 'PF00753', 'PF07521']",INTS11
MAP3K13,['PF07714'],MAP3K13
