Genes,Protein_Mass (Daltons),Norm_Symbol
GALNT15,73063,GALNT15
GTF2H2,44419,GTF2H2
TSPAN12,35383,TSPAN12
MEA1,19905,MEA1
RAVER2,74339,RAVER2
ZNF425,87721,ZNF425
FAXC,46843,FAXC
OXSM,48843,OXSM
HSPG2,468830,HSPG2
NEIL3,67769,NEIL3
SRC,59835,SRC
FABP9,15093,FABP9
DDA1,11835,DDA1
TAF1B,68832,TAF1B
SPIN2B,29158,SPIN2B
MKLN1,84768,MKLN1
ATMIN,88348,ATMIN
IFNL3,21706,IFNL3
RHOT2,68118,RHOT2
SERPINA10,50707,SERPINA10
OR10A6,35318,OR10A6
TTC16,98309,TTC16
HOXB3,44340,HOXB3
SAMD7,49112,SAMD7
CCL26,10648,CCL26
PPP1R14B,15911,PPP1R14B
SPDYE5,47997,SPDYE5
OR5K4,36711,OR5K4
VTCN1,30878,VTCN1
EPB41L2,112588,EPB41L2
IREB2,105059,IREB2
LRRC40,68250,LRRC40
ZNF774,55068,ZNF774
MGAT3,61313,MGAT3
SYDE2,133230,SYDE2
CCDC168,277951,CCDC168
C21orf58,35003,C21orf58
CA2,29246,CA2
KRT36,52247,KRT36
EMCN,27452,EMCN
TMEM179B,23550,TMEM179B
ZNF626,60893,ZNF626
FAM208A,189032,FAM208A
TSGA10IP,62381,TSGA10IP
MYH8,222763,MYH8
SIN3B,133066,SIN3B
THUMPD3,57003,THUMPD3
GPR82,38409,GPR82
SINHCAF,24852,SINHCAF
PAQR6,37989,PAQR6
CISH,28663,CISH
IRGC,50288,IRGC
TCF12,72965,TCF12
CYP4F8,59995,CYP4F8
RUBCNL,73457,RUBCNL
TIPRL,31444,TIPRL
STK19,40916,STK19
ADH4,40222,ADH4
ERCC5,133108,ERCC5
PROCR,26671,PROCR
SPRN,14522,SPRN
ATXN1L,73306,ATXN1L
ZNF33A,94384,ZNF33A
ANKRD34C,58256,ANKRD34C
ZKSCAN4,61579,ZKSCAN4
DNAH9,511877,DNAH9
CCDC73,124154,CCDC73
TMEM38B,32510,TMEM38B
STAP1,34291,STAP1
SCARA5,53994,SCARA5
ANXA3,36375,ANXA3
FOXA1,49148,FOXA1
CPN2,60557,CPN2
GPRASP2,93773,GPRASP2
UBQLN2,65696,UBQLN2
GPAT2,87835,GPAT2
ASTE1,77093,ASTE1
CC2D2A,186185,CC2D2A
E2F3,49162,E2F3
MED27,35432,MED27
TCEA1,33970,TCEA1
LDHAL6A,36507,LDHAL6A
WDR25,60161,WDR25
NDUFB11,17317,NDUFB11
IL10,20517,IL10
USP5,95786,USP5
DCAF4L1,44264,DCAF4L1
C2orf69,43448,C2orf69
TIGAR,30063,TIGAR
SPG21,34960,SPG21
AKIRIN2,22496,AKIRIN2
PACSIN1,50966,PACSIN1
ARHGEF4,79067,ARHGEF4
RCBTB2,60315,RCBTB2
MCF2L,128109,MCF2L
KPNA3,57811,KPNA3
THEM5,27677,THEM5
RAB13,22774,RAB13
OR5R1,36708,OR5R1
B4GALT5,45119,B4GALT5
MYL5,19534,MYL5
ACVR1B,56807,ACVR1B
GJA9,58842,GJA9
TMTC4,82991,TMTC4
MTBP,102193,MTBP
SLC32A1,57415,SLC32A1
IPO9,115963,IPO9
OR2T12,35946,OR2T12
CDK17,59582,CDK17
RRM2,44878,RRM2
IGHE,47019,IGHE
KLF9,27235,KLF9
PI4K2B,54744,PI4K2B
HBG2,16126,HBG2
C11orf87,20623,C11orf87
NAA40,27194,NAA40
EZR,69413,EZR
ARHGAP8,53484,ARHGAP8
TTLL11,87612,TTLL11
B3GNT4,42310,B3GNT4
C5orf47,19206,C5orf47
IL33,30759,IL33
FANCI,149324,FANCI
ARPIN,24943,ARPIN
PTPN20,48423,PTPN20
P2RY4,40963,P2RY4
ZNF383,54613,ZNF383
PGM1,61449,PGM1
CLEC17A,42935,CLEC17A
CAPN10,74952,CAPN10
FBXL19,75707,FBXL19
IGKV6D-21,12340,IGKV6D-21
GRM7,102251,GRM7
ZNF667,70161,ZNF667
LENG9,53167,LENG9
KLC2,68935,KLC2
NAA20,20368,NAA20
CHSY1,91784,CHSY1
TMEM134,21586,TMEM134
DDHD2,81032,DDHD2
MAPKBP1,163818,MAPKBP1
CADPS2,147735,CADPS2
ENTHD1,67538,ENTHD1
AQP12A,31475,AQP12A
CAP1,51901,CAP1
SEC31B,128697,SEC31B
NUCKS1,27296,NUCKS1
APLN,8569,APLN
TFIP11,96820,TFIP11
TXNRD3,70683,TXNRD3
SMIM20,7702,SMIM20
B3GALT5,36189,B3GALT5
C6orf203,27941,C6orf203
TNC,240853,TNC
PGBD4,67004,PGBD4
FEN1,42593,FEN1
CTDSP1,29203,CTDSP1
RRM2B,40737,RRM2B
NDUFAF4,20266,NDUFAF4
KDELC2,58572,KDELC2
IRF5,56044,IRF5
ZNF587B,45541,ZNF587B
SH3BP1,75713,SH3BP1
ANGPT1,57513,ANGPT1
ADK,40545,ADK
SLC25A51,33672,SLC25A51
C8orf82,23889,C8orf82
CST4,16214,CST4
RHPN2,76993,RHPN2
SLF2,131873,SLF2
GPR62,37614,GPR62
CMYA5,449211,CMYA5
TRAF1,46164,TRAF1
AVIL,92027,AVIL
PTPN13,276906,PTPN13
BFSP2,45880,BFSP2
KIDINS220,196542,KIDINS220
CPB2,48424,CPB2
ARMC9,91819,ARMC9
STARD13,124967,STARD13
LURAP1L,24583,LURAP1L
ARMCX2,65683,ARMCX2
HSF2BP,37645,HSF2BP
RALGPS2,65167,RALGPS2
G3BP2,54121,G3BP2
GADD45G,17121,GADD45G
TAF1D,32058,TAF1D
SLC7A6OS,35028,SLC7A6OS
LDLRAD1,21834,LDLRAD1
GPKOW,52229,GPKOW
SFTPD,37728,SFTPD
RSPH3,63687,RSPH3
P2RY13,40789,P2RY13
ATG4A,45378,ATG4A
EIF3E,52221,EIF3E
ZNF853,74878,ZNF853
TACSTD2,35709,TACSTD2
HCN2,96950,HCN2
MCCC2,61333,MCCC2
PRSS8,36431,PRSS8
TFG,43448,TFG
PCSK4,82795,PCSK4
SIRPG,42498,SIRPG
NSUN6,51770,NSUN6
RGPD5,198924,RGPD5
DUOXA1,37815,DUOXA1
S100A11,11740,S100A11
USMG5,6458,USMG5
CPNE5,65734,CPNE5
PCK2,70699,PCK2
ZNF81,75960,ZNF81
POTEM,57067,POTEM
RAB42,24133,RAB42
C12orf43,28171,C12orf43
ZDHHC17,72640,ZDHHC17
TTC28,270884,TTC28
TGM4,77145,TGM4
NFE2L2,67827,NFE2L2
ZNF85,68736,ZNF85
RIPOR2,118519,RIPOR2
ABRAXAS2,46901,ABRAXAS2
ADAM17,93021,ADAM17
KCNK15,36130,KCNK15
DPP8,103358,DPP8
INF2,135624,INF2
ZNF778,81964,ZNF778
KLRD1,20513,KLRD1
ASIC3,58905,ASIC3
TRAM2,43328,TRAM2
OR4S2,35172,OR4S2
R3HDM4,30350,R3HDM4
TCL1B,14846,TCL1B
TUBA3E,49859,TUBA3E
FGFBP3,27590,FGFBP3
MAB21L1,40956,MAB21L1
TMEM223,22049,TMEM223
PRB3,30980,PRB3
ATP6V1G2,13604,ATP6V1G2
OR5D14,35823,OR5D14
RHOA,21768,RHOA
TESK2,63639,TESK2
SMN1,31849,SMN1
POLR3D,44396,POLR3D
SLC38A2,56026,SLC38A2
DENND5B,145020,DENND5B
OLFM4,57280,OLFM4
DPY19L3,83197,DPY19L3
FAM104A,19484,FAM104A
PDE6A,99547,PDE6A
COIL,62608,COIL
TBL1Y,56688,TBL1Y
TBC1D3K,62171,TBC1D3K
CPT1B,87801,CPT1B
PHRF1,178666,PHRF1
ANO4,111462,ANO4
VDAC1,30773,VDAC1
TFR2,88755,TFR2
TMEM56,30041,TMEM56
C1orf52,20599,C1orf52
TNXB,458388,TNXB
MMP24,73231,MMP24
OR2G3,34506,OR2G3
MAP3K2,69741,MAP3K2
STAG1,144427,STAG1
GIPR,53157,GIPR
GLYCTK,55253,GLYCTK
NR2F1,46156,NR2F1
MTERF3,47971,MTERF3
DEFB105A,8923,DEFB105A
SNRNP25,15270,SNRNP25
SLC29A3,51815,SLC29A3
PIWIL3,101089,PIWIL3
KRT2,65433,KRT2
EDIL3,53765,EDIL3
SERPINC1,52602,SERPINC1
FOSL1,29413,FOSL1
BRCC3,36072,BRCC3
TMED1,25206,TMED1
GPATCH2L,54260,GPATCH2L
DUSP14,22255,DUSP14
CHIA,52271,CHIA
RNF135,47888,RNF135
ELK3,44240,ELK3
COMMD4,21764,COMMD4
IGLV7-43,12451,IGLV7-43
CDK11B,92620,CDK11B
PEX11G,26636,PEX11G
TPM4,28522,TPM4
TAB1,54644,TAB1
ASCL2,20185,ASCL2
MUC7,39159,MUC7
ANKRD34A,52636,ANKRD34A
NIPAL1,44638,NIPAL1
IFNA10,21835,IFNA10
DNAJB13,36118,DNAJB13
C8orf44,18380,C8orf44
CYTH2,46546,CYTH2
SEPT9,65401,SEPT9
ZNF783,31422,ZNF783
CLCA2,103941,CLCA2
AP3M2,46977,AP3M2
MXRA7,21466,MXRA7
TAGLN3,22473,TAGLN3
ATP10B,165391,ATP10B
TRMT61A,31382,TRMT61A
CILP2,126291,CILP2
CD99L2,27986,CD99L2
B4GALT1,43920,B4GALT1
ARL9,20755,ARL9
SRSF5,31264,SRSF5
TP53I11,21054,TP53I11
AKAP4,94477,AKAP4
NDUFV1,50817,NDUFV1
IGHV3-72,13203,IGHV3-72
NHLH2,15018,NHLH2
MAMDC4,131499,MAMDC4
MKNK1,51342,MKNK1
NR6A1,54383,NR6A1
CFAP161,34294,CFAP161
FMO3,60033,FMO3
MED8,29080,MED8
NDUFA9,42510,NDUFA9
AVP,17325,AVP
CTSE,42794,CTSE
NR3C1,85659,NR3C1
TTC26,64178,TTC26
PPP6C,35144,PPP6C
NTN4,70071,NTN4
C3AR1,53864,C3AR1
ITPKA,51009,ITPKA
HLF,33199,HLF
SNX18,68894,SNX18
MAF1,28771,MAF1
PPP1R1A,19011,PPP1R1A
EIF1AY,16442,EIF1AY
CEP95,95297,CEP95
GDF7,46950,GDF7
C19orf38,24753,C19orf38
NHLRC3,38283,NHLRC3
NDC1,76305,NDC1
CAND1,136376,CAND1
AGK,47137,AGK
HGS,86192,HGS
CEP192,279111,CEP192
IL1RAPL2,78670,IL1RAPL2
ICAM1,57825,ICAM1
MRPL1,36909,MRPL1
TRMT6,55799,TRMT6
MGAT4A,61544,MGAT4A
TTC9,24379,TTC9
PHKA1,137312,PHKA1
MRPL16,28449,MRPL16
TMEM235,23360,TMEM235
TRAV13-2,12716,TRAV13-2
TNRC6B,194002,TNRC6B
APOD,21276,APOD
C9,63173,C9
SGCE,49851,SGCE
ADAM10,84142,ADAM10
ELN,68398,ELN
PROX2,65586,PROX2
RAB6B,23462,RAB6B
FAM83F,55486,FAM83F
OR1M1,34840,OR1M1
PKD1,462529,PKD1
GUCY2F,124850,GUCY2F
TSHZ1,117916,TSHZ1
CENPL,38998,CENPL
GDF5,55411,GDF5
PTGIS,57104,PTGIS
ACSM2A,64223,ACSM2A
SNX6,46649,SNX6
ZNF367,38411,ZNF367
VAMP2,12663,VAMP2
SKA2,14188,SKA2
PRKD3,100471,PRKD3
C10orf120,39268,C10orf120
MUC21,54228,MUC21
ZNF670,44603,ZNF670
GON7,10859,GON7
OR5H2,35974,OR5H2
LSP1,37192,LSP1
LUZP1,120275,LUZP1
ELSPBP1,26106,ELSPBP1
OR5D18,35348,OR5D18
ZMYND15,81860,ZMYND15
ATXN10,53489,ATXN10
CRIP2,22493,CRIP2
FOXK1,75457,FOXK1
MAN2A2,130539,MAN2A2
NAF1,53717,NAF1
REXO4,46672,REXO4
RPS15A,14840,RPS15A
MRPS5,48006,MRPS5
ZNF561,55197,ZNF561
STK40,49001,STK40
RARS2,65505,RARS2
RFC5,38497,RFC5
AP3S1,21732,AP3S1
LHB,15345,LHB
CDH5,87528,CDH5
KANSL1L,112253,KANSL1L
GHDC,57523,GHDC
INPP5F,128407,INPP5F
SSR2,20135,SSR2
CLDN7,22418,CLDN7
PCDH20,104919,PCDH20
CDR2,51855,CDR2
EAF1,29042,EAF1
FADS3,51145,FADS3
CMTM7,18834,CMTM7
FLG2,248073,FLG2
CCDC117,30541,CCDC117
C19orf57,69556,C19orf57
CHL1,135071,CHL1
SYT1,47573,SYT1
BUB1,122375,BUB1
CHD8,290519,CHD8
CSMD3,406000,CSMD3
OR2W3,34789,OR2W3
ODC1,51148,ODC1
RIN1,84099,RIN1
KIF2C,81313,KIF2C
C19orf47,44746,C19orf47
DPP4,88279,DPP4
JUP,81745,JUP
TRIM26,62166,TRIM26
ACADSB,47485,ACADSB
NFXL1,101339,NFXL1
PHLDB3,71912,PHLDB3
RNF150,48072,RNF150
SCO1,33814,SCO1
ZNF527,70902,ZNF527
PPIL6,35228,PPIL6
U2AF2,53501,U2AF2
CDCP2,48752,CDCP2
PCDHGA6,100871,PCDHGA6
DUSP21,21529,DUSP21
ENTPD4,70255,ENTPD4
RBM20,134357,RBM20
BMP1,111249,BMP1
BUB3,37155,BUB3
SACM1L,66967,SACM1L
GTF2H1,62032,GTF2H1
MAIP1,32545,MAIP1
HCST,9489,HCST
SLC25A22,34470,SLC25A22
SERF1A,12349,SERF1A
ZMIZ2,96537,ZMIZ2
CD244,41616,CD244
CA8,32973,CA8
NUDT5,24328,NUDT5
GATB,61864,GATB
PTPRQ,260924,PTPRQ
AOX1,147918,AOX1
PGAP2,29400,PGAP2
LPCAT1,59151,LPCAT1
STON2,101165,STON2
GCNT7,49319,GCNT7
MTIF2,81317,MTIF2
ZNF253,57602,ZNF253
PEAR1,110666,PEAR1
MRPS25,20116,MRPS25
KLHL23,63923,KLHL23
USP2,68072,USP2
SDR9C7,35263,SDR9C7
FDXACB1,70416,FDXACB1
P4HA2,60902,P4HA2
MBTPS1,117749,MBTPS1
FAM57A,29383,FAM57A
SOWAHB,85742,SOWAHB
PCDHA12,101652,PCDHA12
CDK5RAP2,215038,CDK5RAP2
LRFN3,66260,LRFN3
DLK2,40548,DLK2
APBB2,83374,APBB2
IKZF4,64106,IKZF4
VAPB,27228,VAPB
TIMM23,21943,TIMM23
CLDN16,33836,CLDN16
CSRNP2,59591,CSRNP2
ZDHHC8,81443,ZDHHC8
DUSP11,43710,DUSP11
TIGD5,69222,TIGD5
TMEM171,34760,TMEM171
NFE4,19019,NFE4
L3MBTL2,79110,L3MBTL2
TIMP1,23171,TIMP1
PCK1,69195,PCK1
MMGT1,14686,MMGT1
RPL12,17819,RPL12
URB2,170544,URB2
MUC1,122102,MUC1
GABBR1,108320,GABBR1
NR1D1,66805,NR1D1
ANKRD37,16872,ANKRD37
WDR48,76210,WDR48
BAG2,23772,BAG2
SUMF1,40556,SUMF1
LRRC66,97778,LRRC66
HINT1,13802,HINT1
SPATC1,62399,SPATC1
PDK3,46939,PDK3
OR7A5,35579,OR7A5
PANK1,64339,PANK1
ANTXRL,70629,ANTXRL
FAM199X,42801,FAM199X
PPBP,13894,PPBP
CXorf58,38899,CXorf58
LCE1A,10982,LCE1A
SLC9A3R1,38868,SLC9A3R1
PCID2,46030,PCID2
DNAH6,475983,DNAH6
GOLGA4,261140,GOLGA4
SPHK1,42518,SPHK1
FNBP1,71307,FNBP1
CCDC102B,60448,CCDC102B
APOBEC3D,46598,APOBEC3D
PDPK1,63152,PDPK1
GP1BB,21718,GP1BB
PPIA,18012,PPIA
TRPV2,85981,TRPV2
IL6ST,103537,IL6ST
MST1R,152241,MST1R
ITGA9,114489,ITGA9
CYP7A1,57661,CYP7A1
HBQ1,15508,HBQ1
ATXN2,140283,ATXN2
ZNF143,68896,ZNF143
SLC41A3,54767,SLC41A3
SLC8A2,100368,SLC8A2
ZNF546,98405,ZNF546
PTCD2,43968,PTCD2
APOC1,9332,APOC1
TSC1,129767,TSC1
LSM11,39500,LSM11
STK33,57831,STK33
MEX3A,54173,MEX3A
ISL2,39768,ISL2
CSTF3,82922,CSTF3
SPPL2C,74503,SPPL2C
C3orf70,27769,C3orf70
TEX45,57331,TEX45
GNG8,7841,GNG8
TMEM52B,20002,TMEM52B
EPN2,68482,EPN2
ADAMTS1,105358,ADAMTS1
FLG,435170,FLG
GRHPR,35668,GRHPR
POU4F1,42697,POU4F1
TRAK2,101419,TRAK2
SNN,9497,SNN
HSFX3,37128,HSFX3
TBX4,60204,TBX4
PBX3,47190,PBX3
SLC28A3,76930,SLC28A3
RGS22,147163,RGS22
RIN2,100163,RIN2
TXNDC9,26534,TXNDC9
LMNTD2,70379,LMNTD2
SEC24B,137418,SEC24B
MRPL55,15128,MRPL55
C1QTNF9B,34713,C1QTNF9B
SLC46A3,51519,SLC46A3
PRPF8,273600,PRPF8
TRAV2,12502,TRAV2
PCYOX1L,54646,PCYOX1L
PALB2,131295,PALB2
SHISA9,46925,SHISA9
FAM32A,13178,FAM32A
MOB3C,25623,MOB3C
SYNGR4,25820,SYNGR4
GPR50,67369,GPR50
C17orf49,17900,C17orf49
CCL4,10212,CCL4
WNT11,39179,WNT11
MYO6,149691,MYO6
B3GALT4,41537,B3GALT4
RSPO3,30929,RSPO3
CCKAR,47841,CCKAR
FBXL16,51658,FBXL16
CYLC2,39079,CYLC2
CAPZA3,35025,CAPZA3
ADIPOR2,43884,ADIPOR2
TROVE2,60671,TROVE2
EIF2D,64706,EIF2D
CD93,68560,CD93
FHIT,16858,FHIT
CXorf66,39944,CXorf66
ZBTB20,81083,ZBTB20
KLHDC1,46720,KLHDC1
TNFSF13,27433,TNFSF13
FAM13C,65727,FAM13C
LRP2BP,39780,LRP2BP
ATL2,66229,ATL2
LARP1,123510,LARP1
MRPL46,31705,MRPL46
ZNF646,200825,ZNF646
TREM2,25447,TREM2
TMEM78,15193,TMEM78
PTAFR,39203,PTAFR
PIGB,65056,PIGB
IL12A,24874,IL12A
SFRP1,35386,SFRP1
LIN28A,22743,LIN28A
GLI3,169863,GLI3
DPF2,44155,DPF2
SIK1,84902,SIK1
TMEM116,27464,TMEM116
SMIM23,20025,SMIM23
RNF10,89927,RNF10
ACP4,46090,ACP4
PLK1,68255,PLK1
BAD,18392,BAD
ERN1,109735,ERN1
UBAC1,45338,UBAC1
DNAJB8,25686,DNAJB8
BRWD1,262936,BRWD1
NR3C2,107082,NR3C2
NDST4,100716,NDST4
MRI1,39150,MRI1
CBR3,30850,CBR3
ATG9B,101019,ATG9B
MDFIC2,21509,MDFIC2
NME7,42492,NME7
PBLD,31785,PBLD
RSPO4,26171,RSPO4
COPS4,46269,COPS4
MRFAP1,14650,MRFAP1
KRTAP20-3,4909,KRTAP20-3
SFR1,28262,SFR1
GOLGA6L10,60902,GOLGA6L10
CEP290,290386,CEP290
AP2B1,104553,AP2B1
NEK2,51763,NEK2
SLCO2A1,70044,SLCO2A1
TAF1,212677,TAF1
MPV17,19733,MPV17
KCNA4,73257,KCNA4
NDE1,37721,NDE1
ZBBX,91426,ZBBX
ZNF682,58361,ZNF682
DOCK7,242561,DOCK7
USP49,79198,USP49
TMC3,125685,TMC3
PTK7,118392,PTK7
KAAG1,8969,KAAG1
NLGN4Y,92021,NLGN4Y
METRN,31207,METRN
GAGE12B,12925,GAGE12B
PIANP,30076,PIANP
EBNA1BP2,34852,EBNA1BP2
EPB42,77009,EPB42
ASIC2,57709,ASIC2
USP48,119032,USP48
STYXL1,35818,STYXL1
PRMT9,94501,PRMT9
HAP1,75506,HAP1
APOBR,115634,APOBR
SPATA3,20901,SPATA3
PATE4,11407,PATE4
ZFP64,72217,ZFP64
PGLYRP2,62217,PGLYRP2
REXO1,131510,REXO1
MTNR1A,39375,MTNR1A
PODNL1,56539,PODNL1
MED13L,242602,MED13L
SPI1,31083,SPI1
ACAA1,44292,ACAA1
CST1,16388,CST1
CCDC18,168962,CCDC18
CYB5D1,26689,CYB5D1
THPO,37823,THPO
TTK,97072,TTK
OR1F1,34866,OR1F1
FAM180A,19733,FAM180A
ZNRD1,13904,ZNRD1
NDP,15044,NDP
KRT83,54195,KRT83
GOLGA3,167355,GOLGA3
HARBI1,39146,HARBI1
FBXO15,57258,FBXO15
PNLIPRP3,52254,PNLIPRP3
MYMX,9607,MYMX
TRAF3,64490,TRAF3
PSMA8,28530,PSMA8
SYT8,44138,SYT8
USP17L2,59619,USP17L2
UBE2A,17315,UBE2A
PFDN5,17328,PFDN5
ARAP2,193452,ARAP2
FIGNL1,74077,FIGNL1
ARHGEF35,53287,ARHGEF35
RBM19,107332,RBM19
ATP8A2,133599,ATP8A2
BPGM,30005,BPGM
B4GALT4,40041,B4GALT4
GATC,15086,GATC
PAK3,62310,PAK3
TRAV36DV7,12697,TRAV36DV7
AZI2,44935,AZI2
TTC39B,76956,TTC39B
DCAF1,169007,DCAF1
IGSF1,148936,IGSF1
SPNS3,54769,SPNS3
F3,33068,F3
CSNK2A1,45144,CSNK2A1
C12orf73,8023,C12orf73
ZNF792,71577,ZNF792
CFAP36,39447,CFAP36
TNFAIP2,72661,TNFAIP2
STXBP4,61662,STXBP4
TECPR1,129696,TECPR1
CNOT4,63510,CNOT4
FOXF2,45993,FOXF2
RAB15,24391,RAB15
SLAMF6,37345,SLAMF6
TMEM143,51715,TMEM143
RPA4,28868,RPA4
SUPT6H,199073,SUPT6H
ZBTB3,61827,ZBTB3
AQP1,28526,AQP1
PCDHGA11,101543,PCDHGA11
C20orf27,19291,C20orf27
TBRG1,44946,TBRG1
MYCBP2,513636,MYCBP2
BACE1,55764,BACE1
ALKAL2,16915,ALKAL2
C16orf90,19564,C16orf90
CARHSP1,15892,CARHSP1
SERPINB10,45403,SERPINB10
BMPR1A,60198,BMPR1A
RAD51,36966,RAD51
PKHD1L1,465734,PKHD1L1
BRINP3,88445,BRINP3
HNRNPCL4,32029,HNRNPCL4
H2BFM,17001,H2BFM
YARS2,53199,YARS2
SHB,55042,SHB
RDH8,33755,RDH8
PRB4,31326,PRB4
TSPAN7,27574,TSPAN7
GOLGA6L2,100610,GOLGA6L2
CYP4F11,60146,CYP4F11
RADIL,117455,RADIL
CCDC70,28767,CCDC70
IGHV3-13,12506,IGHV3-13
OR10A5,35519,OR10A5
FAN1,114225,FAN1
MRPL48,23935,MRPL48
GALNT10,68992,GALNT10
AP3D1,130158,AP3D1
PSMD12,52904,PSMD12
SCN11A,204922,SCN11A
STAT5A,90647,STAT5A
SYT11,48297,SYT11
SPPL2A,58143,SPPL2A
FAM24A,11258,FAM24A
USO1,107895,USO1
TRIP12,220434,TRIP12
NT5C3A,37948,NT5C3A
ACSL3,80420,ACSL3
HLA-A,41062,HLA-A
BAIAP3,131901,BAIAP3
PRR22,43980,PRR22
SCML1,37447,SCML1
POLE3,16860,POLE3
TGFB3,47328,TGFB3
ADCK2,68982,ADCK2
IFNA2,21550,IFNA2
WDR87,333185,WDR87
PLSCR1,35049,PLSCR1
ZSCAN1,45286,ZSCAN1
PGC,42426,PGC
GAGE12H,12924,GAGE12H
PLXNA4,212455,PLXNA4
C1QTNF9,34681,C1QTNF9
TIAF1,12414,TIAF1
CABCOCO1,23883,CABCOCO1
OR5T1,36885,OR5T1
SSTR5,39202,SSTR5
SLC1A2,62104,SLC1A2
C20orf173,16552,C20orf173
ATP6V0C,15736,ATP6V0C
TXN,11737,TXN
MTG1,37237,MTG1
ZNF395,54939,ZNF395
CTPS2,65678,CTPS2
B3GALT1,37993,B3GALT1
IGLV1-36,12478,IGLV1-36
SMIM18,11088,SMIM18
AGA,37208,AGA
KCNS2,54237,KCNS2
RAPGEF4,115522,RAPGEF4
TAPBP,47626,TAPBP
FAM240A,9685,FAM240A
NHSL1,170668,NHSL1
ESPL1,233175,ESPL1
TRIM15,52113,TRIM15
CDC25A,59087,CDC25A
S1PR4,41623,S1PR4
MMACHC,31728,MMACHC
POLR2A,217176,POLR2A
PRR27,22720,PRR27
SEPT7,50680,SEPT7
HLA-DRB4,29941,HLA-DRB4
RIPOR3,105290,RIPOR3
NXNL1,23943,NXNL1
CA10,37563,CA10
TRH,27404,TRH
DUSP13,22149,DUSP13
DNAJC5G,21433,DNAJC5G
UBE2K,22407,UBE2K
RPUSD1,34756,RPUSD1
ZIC2,55006,ZIC2
CXXC1,75712,CXXC1
PRPF38A,37477,PRPF38A
TRHR,45085,TRHR
APCDD1L,55635,APCDD1L
CHMP5,24571,CHMP5
HYAL2,53860,HYAL2
VAMP5,12805,VAMP5
GYPE,8463,GYPE
CHD3,226592,CHD3
MYH14,227871,MYH14
UACA,162505,UACA
COL4A2,167553,COL4A2
GFRA4,31670,GFRA4
GOLGA8T,71644,GOLGA8T
LRRC75A,37780,LRRC75A
PRSS21,34884,PRSS21
SDK1,242112,SDK1
LYST,429139,LYST
STXBP3,67764,STXBP3
ODF2L,73728,ODF2L
UBE2D3,16687,UBE2D3
ABCA9,184362,ABCA9
PRPF4,58449,PRPF4
TSPY1,35012,TSPY1
WNT7A,39005,WNT7A
MPRIP,116533,MPRIP
TRPM2,171198,TRPM2
CRIM1,113738,CRIM1
ANKRD36C,199748,ANKRD36C
YPEL2,13577,YPEL2
RIC3,41092,RIC3
OR9A2,35330,OR9A2
STAT1,87335,STAT1
GP6,36866,GP6
C22orf23,24956,C22orf23
N4BP3,60470,N4BP3
TRIM74,28547,TRIM74
ADGRF5,149457,ADGRF5
RNF185,20459,RNF185
INTS2,134323,INTS2
MRPL53,12107,MRPL53
SLC35F1,45346,SLC35F1
TDRD9,155683,TDRD9
NEB,772914,NEB
CALR3,44996,CALR3
EIF4G1,175491,EIF4G1
ARHGAP21,217462,ARHGAP21
FIGNL2,66603,FIGNL2
SPATA8,11727,SPATA8
MED12L,240120,MED12L
SLC6A14,72153,SLC6A14
MAFA,36982,MAFA
NAT14,21650,NAT14
CLK1,57291,CLK1
CEPT1,46554,CEPT1
DHX32,84419,DHX32
PYDC2,10795,PYDC2
ZNF579,60509,ZNF579
CUL9,281229,CUL9
VCP,89322,VCP
SP140L,67005,SP140L
GULP1,34490,GULP1
SLC2A13,70371,SLC2A13
FAM151B,31367,FAM151B
CXCR5,41955,CXCR5
TRAFD1,64841,TRAFD1
TCF20,211771,TCF20
CYP11B2,57560,CYP11B2
RNASE7,17419,RNASE7
BTF3,22168,BTF3
MADCAM1,40155,MADCAM1
XDH,146424,XDH
KIAA1217,214116,KIAA1217
HTATSF1,85853,HTATSF1
ZNF883,43967,ZNF883
F13B,75511,F13B
GRPEL2,25431,GRPEL2
CLSPN,151094,CLSPN
MAP2K4,44288,MAP2K4
SPART,72833,SPART
NEK6,35714,NEK6
SLC3A1,78852,SLC3A1
OR2T33,35876,OR2T33
LZTS3,71791,LZTS3
FAM234A,59660,FAM234A
PBOV1,15722,PBOV1
FCHO2,88924,FCHO2
GALNT16,63074,GALNT16
GPR35,34072,GPR35
PNMA8C,22873,PNMA8C
ROPN1L,26107,ROPN1L
TOMM34,34559,TOMM34
TICAM2,26916,TICAM2
PFDN6,14583,PFDN6
CLLU1OS,10963,CLLU1OS
TMEM247,25168,TMEM247
CD40LG,29274,CD40LG
CDKN1C,32177,CDKN1C
IGHV5-51,12675,IGHV5-51
ADRA1B,56836,ADRA1B
PRRX1,27296,PRRX1
KIF3A,80041,KIF3A
FAM72A,16619,FAM72A
MDM2,55233,MDM2
SH2D6,19279,SH2D6
PTCH2,130544,PTCH2
EIF6,26599,EIF6
UBL4A,17777,UBL4A
KRT12,53511,KRT12
PCDHB6,87350,PCDHB6
CH25H,31745,CH25H
AS3MT,41748,AS3MT
LAMTOR3,13623,LAMTOR3
GSC,28150,GSC
LAT,27930,LAT
CYP2W1,53844,CYP2W1
NRP2,104831,NRP2
NICN1,24202,NICN1
MPHOSPH8,97182,MPHOSPH8
RAD18,56223,RAD18
BBS9,99280,BBS9
TGM1,89787,TGM1
DUSP26,23946,DUSP26
CCL18,9849,CCL18
