Genes,Transcript_Length,Norm_Symbol
UPF3B,1733.0,UPF3B
GIPC1,1009.4,GIPC1
SCO1,5589.0,SCO1
TBC1D3G,2065.0,TBC1D3G
FXYD6-FXYD2,652.0,FXYD6-FXYD2
AGAP9,2387.0,AGAP9
MATN1,3830.0,MATN1
RNF34,1210.5,RNF34
AL133414.5,1455.0,AL133414.5
SETD9,1114.0,SETD9
MFN1,2194.2,MFN1
EPS15,4949.5,EPS15
ZNF12,3283.0,ZNF12
FGF9,4220.0,FGF9
WDR77,1666.5,WDR77
POC1B,2184.75,POC1B
TP53,1861.88,TP53
OPRL1,2926.166666666666,OPRL1
C18orf32,2412.333333333333,C18orf32
IL12RB2,3097.5,IL12RB2
EPB41L4A,4688.5,EPB41L4A
UBAP1,2309.2,UBAP1
ZNF592,8025.0,ZNF592
CAPN10,1659.5,CAPN10
SAYSD1,1995.0,SAYSD1
ODF3,819.0,ODF3
FGF23,3018.0,FGF23
DYNC1I1,2049.6,DYNC1I1
IMPG1,2142.5,IMPG1
GSS,1368.8181818181818,GSS
ADSSL1,1226.75,ADSSL1
PTPRCAP,907.0,PTPRCAP
TARS,1566.2857142857142,TARS
FAM32A,957.5,FAM32A
SNRPN,1480.3,SNRPN
AC005954.1,2176.0,AC005954.1
SPATS2,1174.1333333333334,SPATS2
ANKRD34B,2136.0,ANKRD34B
GRIN3B,3281.0,GRIN3B
MAGEA6,1321.25,MAGEA6
CNBP,1395.125,CNBP
UNKL,2532.5714285714284,UNKL
OPA1,4560.285714285715,OPA1
AIM2,994.0,AIM2
RAD51B,1173.25,RAD51B
FOXI1,2165.0,FOXI1
EFHC2,3257.0,EFHC2
PER2,3465.5,PER2
PIGA,1628.375,PIGA
PNKD,1928.5,PNKD
APOBR,3778.5,APOBR
FKBP9,2631.0,FKBP9
KRTAP17-1,779.0,KRTAP17-1
DEFB133,186.0,DEFB133
BYSL,1718.0,BYSL
PHB2,971.375,PHB2
SUMO3,1506.75,SUMO3
SLC35A4,2405.75,SLC35A4
RHNO1,1221.8333333333333,RHNO1
EVA1B,1054.0,EVA1B
RNF138,1275.1666666666667,RNF138
NUP93,1803.625,NUP93
AC236040.1,1580.5,AC236040.1
RNLS,2106.333333333333,RNLS
KRTAP9-8,960.0,KRTAP9-8
MORN4,1659.0,MORN4
PLPPR5,4061.0,PLPPR5
ST13,1568.333333333333,ST13
AAK1,6495.5,AAK1
SPATA31A1,4171.0,SPATA31A1
PSG4,1080.8,PSG4
CYP4Z1,2162.0,CYP4Z1
ANKRD52,8681.0,ANKRD52
SPANXN2,1378.0,SPANXN2
ITGB3,2831.5,ITGB3
HM13,2006.2857142857144,HM13
CDC42EP5,653.0,CDC42EP5
PRSS51,1847.5,PRSS51
OR10AD1,1305.0,OR10AD1
PTPRJ,4133.166666666667,PTPRJ
MAD2L1,5227.0,MAD2L1
CNTN1,2533.6666666666665,CNTN1
TLR7,5003.0,TLR7
BCKDK,1311.375,BCKDK
TKFC,1760.8,TKFC
AC254995.1,540.0,AC254995.1
ATP6V1FNB,3883.0,ATP6V1FNB
OR5BS1P,936.0,OR5BS1P
ABCG5,2516.0,ABCG5
ZNF229,3438.666666666666,ZNF229
PPARG,1487.666666666667,PPARG
ACSF2,1811.8,ACSF2
JMJD4,2530.0,JMJD4
GDI2,991.625,GDI2
ERP29,1234.5,ERP29
PRSS58,1018.0,PRSS58
SLC6A17,6419.0,SLC6A17
GPR101,2946.5,GPR101
VN1R5,1074.0,VN1R5
ATXN1L,7896.0,ATXN1L
TUBA1A,1164.4285714285713,TUBA1A
PDK1,3466.166666666666,PDK1
AC008397.1,908.0,AC008397.1
CAMSAP2,4865.5,CAMSAP2
ZNF559-ZNF177,1910.666666666667,ZNF559-ZNF177
AC010422.5,585.0,AC010422.5
PIP4P1,1186.25,PIP4P1
ZNF462,4329.6,ZNF462
P3H4,1577.5,P3H4
CLNS1A,1427.4,CLNS1A
ANKRD36B,4249.75,ANKRD36B
SLCO1B3,2104.5,SLCO1B3
NPTN,1463.571428571429,NPTN
TRIM64C,1353.0,TRIM64C
FUZ,1068.5,FUZ
NT5DC2,1264.5,NT5DC2
MAPK3,1325.25,MAPK3
IQCJ-SCHIP1,1255.2307692307693,IQCJ-SCHIP1
EXO1,1502.4444444444446,EXO1
C4orf19,2140.0,C4orf19
CENPH,1117.0,CENPH
AC011476.6,931.25,AC011476.6
GASK1A,2086.0,GASK1A
SASH1,3621.75,SASH1
HP1BP3,1399.0,HP1BP3
THEM4,2720.5,THEM4
TOR1AIP2,5056.0,TOR1AIP2
ZBTB11,4067.5,ZBTB11
CDPF1,1489.666666666667,CDPF1
DEFA3,494.0,DEFA3
ZNF879,1272.5,ZNF879
C1orf122,1597.333333333333,C1orf122
EPOP,3719.0,EPOP
DBN1,1803.2857142857144,DBN1
JOSD2,778.25,JOSD2
NRARP,2641.0,NRARP
TIAF1,5337.0,TIAF1
TOR1AIP1,2984.285714285714,TOR1AIP1
TMEM236,5515.0,TMEM236
LMLN,2752.4,LMLN
KMT5A,2248.6666666666665,KMT5A
CPQ,809.0,CPQ
PER3,5317.0,PER3
TSPYL4,4180.0,TSPYL4
TOPAZ1,5334.0,TOPAZ1
RPL22,880.8333333333335,RPL22
FAM172A,2117.75,FAM172A
TMEM161B,1844.5,TMEM161B
ZBTB17,1895.8,ZBTB17
FKTN,2930.0,FKTN
POU3F2,4879.0,POU3F2
FOXO3B,2286.333333333333,FOXO3B
RPAP3,2873.666666666666,RPAP3
TOPORS,3876.0,TOPORS
LIPN,1197.0,LIPN
OR51V1,957.0,OR51V1
LINC02218,1223.0,LINC02218
GGA3,2036.375,GGA3
PSMA1,1091.4,PSMA1
SUCLG1,1270.0,SUCLG1
MCUR1,3046.5,MCUR1
C2orf69,3691.0,C2orf69
VCP,1806.0,VCP
SLC39A7,1859.2222222222226,SLC39A7
TCEA3,1282.0,TCEA3
ASF1B,1074.3333333333333,ASF1B
TRABD2A,1737.333333333333,TRABD2A
PSMC6,1280.25,PSMC6
IKZF4,3539.0,IKZF4
NDUFA12,441.66666666666674,NDUFA12
UPK2,934.0,UPK2
ABCE1,2336.5,ABCE1
RSKR,823.5,RSKR
PANX1,2801.0,PANX1
BPY2,695.3333333333335,BPY2
VPS37A,1531.4,VPS37A
AASDH,3297.6,AASDH
SLC9B1,1114.8,SLC9B1
ARHGEF3,2144.222222222222,ARHGEF3
RNF186,1255.0,RNF186
SIM1,6214.5,SIM1
ZC4H2,2578.6666666666665,ZC4H2
ZFP62,1852.0,ZFP62
AL691442.1,1042.0,AL691442.1
NTN1,3343.0,NTN1
C6orf222,3735.0,C6orf222
PAAF1,1452.6923076923074,PAAF1
PWWP2A,3061.0,PWWP2A
TIGIT,2186.2,TIGIT
EPHB4,3959.666666666666,EPHB4
S100A2,601.0,S100A2
OR2D2,1110.0,OR2D2
POLR1B,3115.125,POLR1B
EFNA4,1134.0,EFNA4
PRKAG3,1618.0,PRKAG3
HADH,1614.142857142857,HADH
MPZL3,2112.333333333333,MPZL3
TRMT6,2584.0,TRMT6
ZBED6CL,4831.0,ZBED6CL
SLX1A,926.5,SLX1A
NUMA1,2331.6521739130435,NUMA1
ROM1,977.75,ROM1
USP9Y,6861.666666666668,USP9Y
SLC48A1,1189.6,SLC48A1
UBL3,4384.0,UBL3
ZNF865,2052.0,ZNF865
FAM83C,3169.0,FAM83C
AFTPH,2872.6,AFTPH
RWDD1,1751.0,RWDD1
RBP5,760.5,RBP5
TMEM267,1734.4,TMEM267
NNAT,980.0,NNAT
ADAMTS2,4532.0,ADAMTS2
ESR1,2952.818181818182,ESR1
ADORA3,1542.5,ADORA3
CHRNA9,2272.0,CHRNA9
TIAM1,4017.6,TIAM1
ELFN2,8365.0,ELFN2
ADGRF3,3103.2,ADGRF3
AC136616.3,285.0,AC136616.3
ZPBP2,1448.0,ZPBP2
TMEM191B,646.6666666666666,TMEM191B
TOP1,3734.0,TOP1
ARMCX4,7424.0,ARMCX4
HAUS5,2603.5,HAUS5
SSX1,1298.0,SSX1
TPRKB,794.3333333333335,TPRKB
PCSK6,2468.0,PCSK6
NFATC2IP,2692.0,NFATC2IP
PARD3B,5519.625,PARD3B
NQO1,1476.666666666667,NQO1
RMDN1,958.0,RMDN1
VPS72,1187.6666666666667,VPS72
TRPV3,3670.0,TRPV3
SIGLEC12,1777.5,SIGLEC12
MCM4,2738.625,MCM4
RBMS3,2562.75,RBMS3
HPD,1564.0,HPD
MPV17,879.7272727272727,MPV17
BPIFA2,1082.0,BPIFA2
CD244,1592.0,CD244
RANBP2,5932.0,RANBP2
ADIRF,573.0,ADIRF
ZDHHC11B,1011.0,ZDHHC11B
TRIM68,1654.0,TRIM68
ASPDH,716.0,ASPDH
PTTG1IP,2066.25,PTTG1IP
TOX4,2628.5,TOX4
DCP1B,1937.0,DCP1B
HJV,1338.7142857142858,HJV
AGO2,6017.333333333332,AGO2
DNAJC21,3566.5,DNAJC21
SP1,4236.5,SP1
CERS3,1829.4,CERS3
FAM183A,494.66666666666674,FAM183A
RSPO4,1739.5,RSPO4
PARM1,4659.5,PARM1
KIR2DS2,1476.0,KIR2DS2
C1QL2,1905.0,C1QL2
ABHD8,1055.6666666666667,ABHD8
XK,5174.0,XK
SLC49A4,3322.0,SLC49A4
ANXA1,1233.75,ANXA1
ZNF441,4448.0,ZNF441
NRIP1,4849.4,NRIP1
HCN1,7335.5,HCN1
DACT3,2850.0,DACT3
METTL2A,2843.5,METTL2A
RPL8,841.1666666666665,RPL8
BAG4,2286.333333333333,BAG4
ADAMTS13,3380.666666666666,ADAMTS13
WBP11,2537.5,WBP11
SSX2,1351.0,SSX2
SHD,2153.0,SHD
DHDDS,1177.875,DHDDS
NCBP2L,1306.5,NCBP2L
LBX1,2900.0,LBX1
EMID1,1402.0,EMID1
UBN1,3872.0,UBN1
GTF2F1,1521.75,GTF2F1
EGF,4733.5,EGF
SH3BGRL,1764.0,SH3BGRL
PPP2R2A,1581.125,PPP2R2A
PNISR,3459.75,PNISR
PKP3,1093.2857142857142,PKP3
LDHD,2016.5,LDHD
BSPRY,2328.0,BSPRY
GRIN2D,5093.0,GRIN2D
TUT1,1855.25,TUT1
AC091491.1,372.0,AC091491.1
OR6J1,4165.0,OR6J1
FKBP1A,1086.4285714285713,FKBP1A
AC012314.26,353.0,AC012314.26
RAPSN,1486.0,RAPSN
AKIRIN2,1898.0,AKIRIN2
TRMT2B,3163.0,TRMT2B
GIGYF1,6198.5,GIGYF1
ATOX1,1223.6666666666667,ATOX1
RHOA,1078.75,RHOA
RPE65,2605.0,RPE65
PGAM4,765.0,PGAM4
IL6R,2075.833333333333,IL6R
MSRB2,1730.0,MSRB2
CLEC1A,1524.5,CLEC1A
NFKB2,2722.0,NFKB2
IWS1,1691.333333333333,IWS1
MANBAL,1357.0,MANBAL
HIST4H4,577.0,HIST4H4
CELA2B,650.0,CELA2B
CUL3,3106.285714285714,CUL3
ATAD1,3789.5,ATAD1
SDAD1,2758.0,SDAD1
NRN1,1644.333333333333,NRN1
KHDC1L,679.0,KHDC1L
E2F3,4518.333333333333,E2F3
ZSWIM4,2659.6666666666665,ZSWIM4
KRTAP4-2,763.0,KRTAP4-2
ETV1,3262.785714285714,ETV1
AL136295.15,2740.0,AL136295.15
FAM171A1,2393.5,FAM171A1
ACKR4,1914.0,ACKR4
CUL4A,4010.666666666666,CUL4A
TECTA,6425.0,TECTA
USP17L25,1635.0,USP17L25
ADCY7,2674.428571428572,ADCY7
FA2H,1091.6666666666667,FA2H
RBM15B,6624.0,RBM15B
STK17B,1670.0,STK17B
PLA2G4B,1994.333333333333,PLA2G4B
SAMD4B,2021.555555555556,SAMD4B
NKPD1,3091.5,NKPD1
OR2Y1,1058.0,OR2Y1
SLC41A3,1063.5333333333333,SLC41A3
FAM156B,1547.875,FAM156B
ELP5,1070.7142857142858,ELP5
OR5A2,7472.333333333332,OR5A2
MAPK9,2818.0,MAPK9
ZNF674,2280.0,ZNF674
SMIM38,2695.0,SMIM38
ST5,1084.1538461538462,ST5
TBKBP1,1892.25,TBKBP1
GPA33,1612.5,GPA33
RBPMS2,1881.5,RBPMS2
DEFB134,691.0,DEFB134
GAA,2267.0,GAA
ZNF488,3444.0,ZNF488
ORC2,1773.333333333333,ORC2
ARL14EP,2895.0,ARL14EP
ZCCHC18,2929.333333333333,ZCCHC18
KIR2DS3,1005.6666666666665,KIR2DS3
TBXT,1771.25,TBXT
SPDYE1,2049.5,SPDYE1
PI4K2B,2491.0,PI4K2B
ASPA,2358.333333333333,ASPA
PLEKHA8,4078.0,PLEKHA8
C15orf41,1825.75,C15orf41
IGKV2D-40,312.0,IGKV2D-40
SUMF1,1456.0,SUMF1
SCN5A,6438.090909090909,SCN5A
IGF2BP1,5056.5,IGF2BP1
LDB3,2708.0,LDB3
CSE1L,3504.5,CSE1L
PIR,1406.5,PIR
ABCC4,3512.8,ABCC4
STX12,1876.0,STX12
HIST1H4F,312.0,HIST1H4F
TOR1B,1720.0,TOR1B
C2CD4B,1581.0,C2CD4B
WDR83OS,615.0,WDR83OS
C10orf142,1110.0,C10orf142
MRPS14,2115.0,MRPS14
KLHL18,2542.5,KLHL18
C12orf43,1733.166666666667,C12orf43
CEBPE,1554.0,CEBPE
DET1,1829.75,DET1
TSPY10,1143.0,TSPY10
MAGOHB,1197.0,MAGOHB
FBP1,1162.75,FBP1
KRTAP19-7,440.0,KRTAP19-7
IFIH1,2810.666666666666,IFIH1
NUP160,3965.5,NUP160
HSPB2,843.0,HSPB2
LIN28A,3716.5,LIN28A
CCDC97,1425.333333333333,CCDC97
BNC2,2446.538461538461,BNC2
B4GALT3,2072.6666666666665,B4GALT3
DLC1,2768.1111111111113,DLC1
PTGES3,1406.166666666667,PTGES3
AC013489.1,3269.0,AC013489.1
RRP12,2445.125,RRP12
PNMA8C,4255.0,PNMA8C
CHUK,3600.0,CHUK
HDC,1710.0,HDC
NHSL2,7138.4,NHSL2
EPN1,5361.25,EPN1
CDS1,4309.0,CDS1
PRM2,701.5,PRM2
ZSCAN2,1559.3076923076926,ZSCAN2
ART4,1630.75,ART4
DIABLO,1408.111111111111,DIABLO
CHRM1,1772.666666666667,CHRM1
AHCTF1,8758.666666666666,AHCTF1
PRR23D2,1587.0,PRR23D2
NR1I3,1036.4583333333333,NR1I3
GSTM1,805.6666666666665,GSTM1
TRDV1,102.0,TRDV1
C3orf84,687.5,C3orf84
ZFP37,3562.0,ZFP37
FERMT3,1520.2,FERMT3
AOC1,2225.5,AOC1
EEF2,1755.0,EEF2
MBLAC1,972.0,MBLAC1
SUPT16H,2674.0,SUPT16H
NFAT5,8654.75,NFAT5
BSX,830.0,BSX
PDE4A,2680.0,PDE4A
FNBP1L,3358.0,FNBP1L
MAOB,2570.0,MAOB
HECW1,5012.333333333333,HECW1
HMGN3,904.3333333333335,HMGN3
DEFB124,216.0,DEFB124
PRR14,1474.5,PRR14
BRIP1,2799.75,BRIP1
FOXK1,5976.0,FOXK1
PNMA6A,2209.0,PNMA6A
TBC1D10B,2305.5,TBC1D10B
FSD1,955.0,FSD1
MOV10L1,3112.166666666666,MOV10L1
C17orf50,695.6666666666665,C17orf50
WFDC2,540.25,WFDC2
RBMXL3,3442.0,RBMXL3
CNTNAP3,4396.0,CNTNAP3
PRAMEF18,1858.0,PRAMEF18
FADS1,1131.1764705882354,FADS1
GOLGA8O,1276.0,GOLGA8O
ZNF503,3205.0,ZNF503
LGALS9,1206.142857142857,LGALS9
AC001226.2,1787.666666666667,AC001226.2
BICD1,3347.0,BICD1
CRELD2,1273.8,CRELD2
ZNF585B,2570.2,ZNF585B
SHISA2,2860.0,SHISA2
RNFT1,1431.0,RNFT1
PROX2,2595.6666666666665,PROX2
GATA1,1293.0,GATA1
POLL,1672.8461538461538,POLL
PKD1,6259.4,PKD1
NRP1,2865.9285714285716,NRP1
MAK16,3561.0,MAK16
SIPA1L3,4288.0,SIPA1L3
FKBPL,1344.25,FKBPL
RAVER2,4380.0,RAVER2
TEX13B,1248.0,TEX13B
CYB561D1,2401.8888888888887,CYB561D1
RAB13,1264.5,RAB13
FAS,2010.0,FAS
PRMT1,970.1818181818179,PRMT1
GFRA2,1865.333333333333,GFRA2
MKRN2OS,985.0,MKRN2OS
DNAJC13,7754.0,DNAJC13
ZNF514,3166.0,ZNF514
OR1D2,3569.333333333333,OR1D2
KCNK18,1155.0,KCNK18
SPAG11B,591.25,SPAG11B
RIPK1,3978.0,RIPK1
TWIST1,1630.0,TWIST1
SAMSN1,2045.2,SAMSN1
IL1RL2,1535.333333333333,IL1RL2
OOSP2,997.5,OOSP2
SOCS1,1504.5,SOCS1
PLBD1,1256.5,PLBD1
LCN8,752.5,LCN8
TP53TG5,2312.0,TP53TG5
AC270258.1,219.0,AC270258.1
FIZ1,1776.4,FIZ1
BRINP2,4097.0,BRINP2
IL17C,1044.0,IL17C
DDX60L,2896.125,DDX60L
UBA6,4005.333333333334,UBA6
TCIRG1,1332.5,TCIRG1
OTOP3,2153.5,OTOP3
EGR2,2304.75,EGR2
SLC46A1,2477.833333333333,SLC46A1
LMX1B,3525.25,LMX1B
EYA1,3357.615384615385,EYA1
ACAD9,1514.0,ACAD9
FIGLA,722.0,FIGLA
MGRN1,2690.222222222222,MGRN1
MVB12B,2758.0,MVB12B
FOXJ1,2587.0,FOXJ1
RCN1,1533.0,RCN1
TMEM225B,1193.0,TMEM225B
KLC4,1517.5454545454545,KLC4
MSANTD3,1190.1666666666667,MSANTD3
SPATA18,3623.0,SPATA18
OPN1MW,915.0,OPN1MW
PRAMEF11,1845.0,PRAMEF11
BMF,1500.7777777777776,BMF
TWISTNB,3893.0,TWISTNB
OR6K2,975.0,OR6K2
HIST1H4G,297.0,HIST1H4G
HLA-DQB2,1255.1875,HLA-DQB2
HSPB7,1584.666666666667,HSPB7
AKR1E2,923.5,AKR1E2
VWA1,1979.0,VWA1
PRH1,740.6666666666665,PRH1
GAGE1,1401.666666666667,GAGE1
LEMD1,756.4285714285713,LEMD1
RHBDD3,1144.0,RHBDD3
ABCD4,1192.8,ABCD4
MYO18A,5120.0,MYO18A
CAMK2N2,1452.0,CAMK2N2
FFAR1,2311.0,FFAR1
LRRIQ4,1827.0,LRRIQ4
GFOD1,5431.5,GFOD1
ST8SIA3,5320.5,ST8SIA3
BICDL1,2082.0,BICDL1
WFDC3,792.0,WFDC3
C12orf81,987.0,C12orf81
BST1,1309.0,BST1
AC243733.1,498.0,AC243733.1
SNRNP40,1351.0,SNRNP40
PPP6R1,2503.6666666666665,PPP6R1
HHAT,3028.444444444445,HHAT
RRP7A,5419.0,RRP7A
ERVV-2,3034.0,ERVV-2
KIAA0319L,2157.8571428571427,KIAA0319L
VPS36,4516.0,VPS36
ALKBH2,876.2857142857142,ALKBH2
HNRNPA2B1,3102.75,HNRNPA2B1
ZNF383,2820.75,ZNF383
SLX4IP,6056.0,SLX4IP
ZNF414,1007.6,ZNF414
TRIM33,4844.0,TRIM33
AC069368.1,750.0,AC069368.1
IL13,890.5,IL13
SIL1,946.0,SIL1
SLITRK5,21103.0,SLITRK5
SEPT12,1059.6666666666667,SEPT12
TFAP2B,3214.0,TFAP2B
SHLD2,2661.6666666666665,SHLD2
POTEF,2714.0,POTEF
RTBDN,896.9230769230769,RTBDN
ZNF318,4367.5,ZNF318
SLC16A3,1399.5625,SLC16A3
CFB,2143.0625,CFB
GPX3,1078.142857142857,GPX3
CCNDBP1,3515.0,CCNDBP1
ZDHHC12,905.75,ZDHHC12
OPCML,5417.2,OPCML
NFKB1,2293.375,NFKB1
NFE2L2,1429.333333333333,NFE2L2
CAMK1,987.6666666666665,CAMK1
ITGA6,3332.142857142857,ITGA6
CEBPD,2178.0,CEBPD
UGCG,3959.0,UGCG
AC138647.1,613.5,AC138647.1
PPP1R12C,2222.75,PPP1R12C
FAM177B,717.75,FAM177B
TNFRSF13B,938.6666666666665,TNFRSF13B
TRAF3IP1,4101.0,TRAF3IP1
SAP30BP,1331.5,SAP30BP
PLEKHD1,4891.0,PLEKHD1
SDF2,1006.0,SDF2
EEF1AKMT4,1823.0,EEF1AKMT4
PICK1,1151.6666666666667,PICK1
RAX,2201.6666666666665,RAX
ATXN3,2166.7368421052633,ATXN3
KRTAP16-1,1554.0,KRTAP16-1
NT5E,1976.2,NT5E
HACE1,2047.833333333333,HACE1
NUDT8,777.0,NUDT8
PLPP4,1180.3333333333333,PLPP4
AP000812.5,901.5,AP000812.5
ACOT12,1349.0,ACOT12
LGALS7,515.5,LGALS7
OTX1,2844.5,OTX1
KRTAP6-3,636.0,KRTAP6-3
COMMD9,1582.333333333333,COMMD9
FSHR,1937.0,FSHR
ZNF14,2963.0,ZNF14
DNAJC28,1674.0,DNAJC28
TMEM271,2421.0,TMEM271
VPS39,3752.5,VPS39
APIP,1246.0,APIP
POLR2J,858.0,POLR2J
RNF222,2924.0,RNF222
RSPH3,3546.666666666666,RSPH3
LRRC3B,1271.6,LRRC3B
TYRO3,4254.666666666667,TYRO3
CRCP,1400.25,CRCP
AC140504.1,498.0,AC140504.1
ATF7IP,2063.05,ATF7IP
OR4M1,2304.5,OR4M1
AC244489.1,1042.8,AC244489.1
RGCC,958.0,RGCC
JKAMP,1682.0,JKAMP
SERPING1,1410.875,SERPING1
MED14,3344.333333333333,MED14
ROBO4,3890.5,ROBO4
MSL2,1827.2,MSL2
GBF1,6403.0,GBF1
DEK,2120.0,DEK
VANGL1,5411.25,VANGL1
KCNV2,2178.0,KCNV2
LANCL1,2578.857142857143,LANCL1
HTRA4,2032.0,HTRA4
AL391987.1,201.0,AL391987.1
CCT3,1056.6666666666667,CCT3
C13orf46,3789.0,C13orf46
RGS8,1860.6,RGS8
SLC22A5,1901.0,SLC22A5
PLEKHF2,2022.5,PLEKHF2
GLB1L3,3256.0,GLB1L3
AL031315.1,2395.0,AL031315.1
AP1M2,930.375,AP1M2
LRRC10B,2270.0,LRRC10B
UBE2M,863.6666666666665,UBE2M
SPOCK3,1967.235294117647,SPOCK3
KRT25,1670.0,KRT25
NCAPH,2441.5,NCAPH
LEUTX,669.0,LEUTX
PGPEP1,1621.0,PGPEP1
CCDC113,2957.25,CCDC113
LSM14A,2202.875,LSM14A
SSX5,1081.5,SSX5
CTSE,2142.5,CTSE
CDK14,2574.555555555556,CDK14
AC243967.1,277.0,AC243967.1
SLC14A2,4143.0,SLC14A2
SMR3A,665.0,SMR3A
CEP19,1665.0,CEP19
OAS3,2372.0,OAS3
ANKRD36C,2271.75,ANKRD36C
SLC25A52,1319.0,SLC25A52
MIEN1,1101.5,MIEN1
SSUH2,1847.333333333333,SSUH2
DLGAP4,3091.222222222222,DLGAP4
TMTC3,2804.0,TMTC3
ADH7,1627.8,ADH7
ZNF777,3172.0,ZNF777
MED30,730.5,MED30
MAVS,11663.5,MAVS
POTEM,1817.0,POTEM
KRTAP12-1,588.0,KRTAP12-1
SPRN,3128.0,SPRN
SPRR2D,761.75,SPRR2D
HSFX1,1963.0,HSFX1
CCDC28B,1252.0,CCDC28B
AATF,1068.1666666666667,AATF
TVP23B,1580.0,TVP23B
USP31,4800.333333333333,USP31
OARD1,1248.1538461538462,OARD1
CFAP157,1969.666666666667,CFAP157
APOH,759.0,APOH
CASP8AP2,2861.333333333333,CASP8AP2
FAM118A,1601.0,FAM118A
ANKH,4381.5,ANKH
PYHIN1,1576.666666666667,PYHIN1
WFDC8,1168.5,WFDC8
NDUFB3,501.25,NDUFB3
ELMSAN1,4751.2,ELMSAN1
MRRF,2640.0,MRRF
ATP6V1E1,1083.75,ATP6V1E1
THBD,4109.0,THBD
GPR4,3052.0,GPR4
FOLR2,819.1,FOLR2
OR10X1,981.0,OR10X1
CAPN2,2402.333333333333,CAPN2
CCL25,775.6666666666665,CCL25
BARHL2,2044.0,BARHL2
ST6GALNAC4,1359.5,ST6GALNAC4
PPP4R3C,3131.0,PPP4R3C
FGD4,3254.285714285714,FGD4
SLC12A2,5333.333333333333,SLC12A2
HAUS8,2042.666666666667,HAUS8
EVC2,4605.0,EVC2
HELT,898.3333333333335,HELT
MAPK8,4098.777777777777,MAPK8
SPAG16,1461.666666666667,SPAG16
HSD17B1,3123.5,HSD17B1
TP53BP2,3358.0,TP53BP2
LEFTY1,1626.0,LEFTY1
PPP1R8,2108.5,PPP1R8
ZNF730,1194.0,ZNF730
IFNL2,737.0,IFNL2
ERBB3,2077.6363636363635,ERBB3
JOSD1,1143.5,JOSD1
GIT1,1788.666666666667,GIT1
PCNX4,8670.2,PCNX4
IRX1,2080.0,IRX1
CBARP,3339.0,CBARP
FNDC7,2375.0,FNDC7
LSM12,1911.333333333333,LSM12
RRP1B,5078.0,RRP1B
FHL1,1359.483870967742,FHL1
CD19,1938.5,CD19
SIN3B,3318.6,SIN3B
CST2,746.0,CST2
IL18R1,2450.25,IL18R1
ECHDC2,1207.5,ECHDC2
QRSL1,3132.0,QRSL1
NPIPA2,1039.0,NPIPA2
KARS,1232.1666666666667,KARS
DOCK3,9069.0,DOCK3
SPATC1L,1742.75,SPATC1L
RGS9,2315.5,RGS9
COQ6,1355.4,COQ6
H1F0,2344.0,H1F0
LEP,3427.0,LEP
NUPL2,957.25,NUPL2
LSM4,1233.6666666666667,LSM4
AC012314.24,2412.0,AC012314.24
RBM47,1939.416666666667,RBM47
HOXA9,1430.5,HOXA9
PARD6A,1226.3333333333333,PARD6A
FBXO6,1186.0,FBXO6
TMEM101,963.4285714285713,TMEM101
COLEC10,3133.0,COLEC10
PGAM5,1712.5,PGAM5
SPACA5B,595.0,SPACA5B
RPP30,1271.5,RPP30
SLC10A1,2002.0,SLC10A1
PRTFDC1,1142.3333333333333,PRTFDC1
TP53AIP1,1267.5,TP53AIP1
C6orf201,1650.0,C6orf201
AURKC,1022.3333333333335,AURKC
MYADM,1625.3,MYADM
LGR5,3349.0,LGR5
MFSD10,1775.6,MFSD10
CPSF6,2740.5,CPSF6
TRMT11,1052.8,TRMT11
SPAG1,2779.75,SPAG1
NETO2,2685.8,NETO2
ABCA8,4255.0,ABCA8
PARP16,2475.333333333333,PARP16
GP1BA,2426.5,GP1BA
GCHFR,636.1666666666666,GCHFR
TXNRD3,2030.0,TXNRD3
TAFA2,1645.428571428571,TAFA2
GLCE,4942.0,GLCE
VWA3A,1773.4,VWA3A
PARP1,1394.5,PARP1
VCX,818.6666666666665,VCX
CPA6,2002.0,CPA6
RCN2,3111.333333333333,RCN2
EFNA2,2424.0,EFNA2
TTC25,3146.0,TTC25
ANGPTL7,2224.0,ANGPTL7
EPPIN,1400.666666666667,EPPIN
CRB2,4636.0,CRB2
PAX2,2991.333333333333,PAX2
KIR2DL1,1407.0,KIR2DL1
PADI6,2396.0,PADI6
OR4K14,1089.0,OR4K14
CGB2,701.0,CGB2
CATSPER3,1355.0,CATSPER3
RPS15,554.4166666666666,RPS15
UBE2QL1,5895.0,UBE2QL1
LDB1,2187.0,LDB1
ZNF440,1404.0,ZNF440
FABP2,2478.0,FABP2
UBL5,413.75,UBL5
SMIM19,1104.6666666666667,SMIM19
SF1,1926.909090909091,SF1
CRYBB1,1041.0,CRYBB1
MDM2,1650.3684210526314,MDM2
IYD,3526.5,IYD
AC139677.1,4685.666666666667,AC139677.1
ARL4C,3939.5,ARL4C
PIAS4,3069.0,PIAS4
C1orf21,10293.0,C1orf21
HNRNPH3,1835.5,HNRNPH3
POSTN,3184.166666666666,POSTN
GAK,1767.375,GAK
AMPD1,2383.5,AMPD1
OR5H6,1041.0,OR5H6
RCBTB2,3004.25,RCBTB2
MRPL34,756.4,MRPL34
AGR3,562.3333333333334,AGR3
DEFB103B,518.0,DEFB103B
ARSJ,4603.0,ARSJ
DUSP13,1071.0,DUSP13
EHF,1265.4,EHF
CD300LG,1436.0,CD300LG
